"","[M+H]+","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","fragment11","fragment12","fragment13","fragment14","fragment15","fragment16","fragment17","fragment18","fragment19","fragment20","fragment21","fragment22","fragment23","fragment24","fragment25","fragment26","fragment27","fragment28","fragment29","fragment30","fragment31","fragment32","fragment33","fragment34","fragment35","fragment36","fragment37","fragment38","fragment39","fragment40","fragment41","fragment42","fragment43","fragment44","fragment45","fragment46","fragment47","fragment48","fragment49","fragment50","fragment51","fragment52","fragment53","fragment54","fragment55","fragment56","fragment57","fragment58","fragment59","fragment60","fragment61","fragment62","fragment63","fragment64","fragment65","fragment66","fragment67","fragment68","fragment69","fragment70","fragment71","fragment72","fragment73","fragment74","fragment75","fragment76","fragment77","fragment78","fragment79","fragment80","fragment81","fragment82","fragment83","fragment84","fragment85","fragment86","fragment87","fragment88","fragment89","fragment90","fragment91","fragment92","fragment93","fragment94","fragment95"
"Warfarin",309.1121,253.076065,252.072754,251.069321,250.059052,249.375275,249.052872,234.064377,233.059509,224.078613,223.074112,209.055634,208.049438,207.082138,206.064209,205.064255,195.079575,194.072586,193.074783,192.037643,191.033585,190.057922,189.050674,184.082397,183.079193,181.063797,180.087891,179.083801,178.075882,177.069382,176.058228,175.039322,174.025543,173.022491,171.077957,168.088806,168.060196,167.084641,166.075165,165.068359,165.043442,164.040176,163.038681,162.994614,162.969193,157.026825,156.088104,155.084671,155.057693,154.072876,153.069412,152.05957,151.051926,148.083359,147.079544,145.064697,145.028076,144.1418,143.082581,141.066391,132.051468,131.048691,130.039215,129.06955,129.033676,128.061279,127.053162,122.030746,121.028496,119.047401,117.068832,115.050873,111.650047,109.028847,107.047173,105.07209,105.031914,104.055191,103.054405,102.04599,101.038696,97.991814,95.049896,93.032562,91.05423,90.233139,82.150925,73.20285,66.989487,64.227104,60.360912,58.459156,57.455605,56.625847,50.038063,49.46751
"scores",0.00117647058823529,0.00117647058823529,0.0818181818181818,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.0818181818181818,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529,0.00117647058823529
