"","[M+H]+","fragment1","fragment2","fragment3","fragment4","fragment5","fragment6","fragment7","fragment8","fragment9","fragment10","fragment11","fragment12","fragment13","fragment14","fragment15","fragment16","fragment17","fragment18","fragment19","fragment20","fragment21","fragment22","fragment23","fragment24","fragment25","fragment26","fragment27","fragment28","fragment29","fragment30","fragment31","fragment32","fragment33","fragment34","fragment35","fragment36","fragment37","fragment38","fragment39","fragment40","fragment41","fragment42","fragment43","fragment44","fragment45","fragment46","fragment47","fragment48","fragment49","fragment50","fragment51","fragment52","fragment53","fragment54","fragment55","fragment56","fragment57","fragment58","fragment59","fragment60","fragment61","fragment62","fragment63","fragment64","fragment65","fragment66","fragment67","fragment68","fragment69","fragment70","fragment71","fragment72","fragment73","fragment74","fragment75","fragment76","fragment77","fragment78","fragment79","fragment80","fragment81","fragment82","fragment83","fragment84","fragment85","fragment86","fragment87","fragment88","fragment89","fragment90","fragment91","fragment92","fragment93","fragment94","fragment95","fragment96","fragment97","fragment98","fragment99","fragment100","fragment101","fragment102","fragment103","fragment104","fragment105","fragment106","fragment107","fragment108","fragment109","fragment110","fragment111","fragment112","fragment113","fragment114","fragment115","fragment116","fragment117","fragment118","fragment119","fragment120","fragment121","fragment122","fragment123","fragment124","fragment125","fragment126","fragment127","fragment128","fragment129","fragment130","fragment131","fragment132","fragment133","fragment134","fragment135","fragment136","fragment137","fragment138","fragment139","fragment140"
"Cortisol",363.2166,361.139221,347.209656,346.210724,345.20578,328.198669,327.193542,316.209259,315.192932,310.185425,309.183533,299.204224,299.165222,298.187286,297.185059,294.161591,292.178619,291.175476,287.200897,285.182251,283.168762,281.190002,281.154602,279.173981,273.166107,271.16629,270.191467,269.188232,269.152893,268.179779,267.174286,265.162323,263.178741,257.157166,255.168777,254.165375,253.158112,252.185776,251.182114,251.141281,250.17215,249.163254,247.146866,245.150482,243.172577,243.133453,242.165878,241.158859,240.143951,239.14267,237.166382,237.126633,229.153152,229.123779,228.147278,227.141602,227.103745,225.164413,225.125748,223.14975,221.136368,219.11969,217.160095,215.142914,213.12529,211.145889,211.113159,210.140564,209.131866,208.124069,207.117905,205.123489,203.145065,203.108383,202.135773,201.126816,200.148392,199.148575,199.110367,197.130951,197.094025,195.115509,193.119873,189.127121,188.111588,187.146133,187.11113,185.132294,185.092606,183.116913,182.110687,181.102722,180.092743,176.120636,175.110382,174.097107,173.133286,173.09639,172.123001,172.088898,171.116867,171.080948,170.105499,169.102142,167.089508,165.123947,163.110962,161.132721,161.097961,159.116821,159.081024,157.100754,156.091476,155.085052,153.066833,149.095367,148.121735,147.116013,147.080078,146.07074,145.101242,143.085068,141.071365,137.094177,135.07991,133.101471,133.061951,132.094559,131.086487,129.068863,128.063629,123.080658,122.068665,121.100624,121.064667,119.084648,117.068359,109.064598,105.070091,97.064201,91.054413
"scores",0.45,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.45,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654,0.000719424460431654
