PC,[M+HCOO]-,[M-CH3]-,[M-choline]-,[M-R1CO]-,[M-R2CO]-,[M-R1COO-choline]-,[M-R2COO-choline]-,[R1COO]-,[R2COO]-,[Glycerophosphocholine-CH3-H2O]-,[Phosphocholine-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PC(22:5_24:1),962.68568,902.66454,831.59104,590.41917,554.32527,572.40861,536.31471,329.24865,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:5_25:0),978.71698,918.69584,847.62234,606.45047,554.32527,588.43991,536.31471,329.24865,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:5_26:0),992.73258,932.71144,861.63794,620.46607,554.32527,602.45551,536.31471,329.24865,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:6_22:6),922.56038,862.53924,791.46574,552.30957,552.30957,534.29901,534.29901,327.23295,327.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:6_23:0),948.66998,888.64884,817.57534,578.41917,552.30957,560.40861,534.29901,327.23295,353.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:6_24:0),962.68558,902.66444,831.59094,592.43477,552.30957,574.42421,534.29901,327.23295,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:6_24:1),960.66998,900.64884,829.57534,590.41917,552.30957,572.40861,534.29901,327.23295,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:6_25:0),976.70128,916.68014,845.60664,606.45047,552.30957,588.43991,534.29901,327.23295,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(22:6_26:0),990.71688,930.69574,859.62224,620.46607,552.30957,602.45551,534.29901,327.23295,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(23:0_23:0),974.77958,914.75844,843.68494,578.41917,578.41917,560.40861,560.40861,353.34255,353.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(23:0_24:0),988.79518,928.77404,857.70054,592.43477,578.41917,574.42421,560.40861,353.34255,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(23:0_24:1),986.77958,926.75844,855.68494,590.41917,578.41917,572.40861,560.40861,353.34255,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(23:0_25:0),1002.81088,942.78974,871.71624,606.45047,578.41917,588.43991,560.40861,353.34255,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(23:0_26:0),1016.82648,956.80534,885.73184,620.46607,578.41917,602.45551,560.40861,353.34255,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:0_24:0),1002.81078,942.78964,871.71614,592.43477,592.43477,574.42421,574.42421,367.35815,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:0_24:1),1000.79518,940.77404,869.70054,590.41917,592.43477,572.40861,574.42421,367.35815,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:0_25:0),1016.82648,956.80534,885.73184,606.45047,592.43477,588.43991,574.42421,367.35815,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:0_26:0),1030.84208,970.82094,899.74744,620.46607,592.43477,602.45551,574.42421,367.35815,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:1_24:1),998.77958,938.75844,867.68494,590.41917,590.41917,572.40861,572.40861,365.34255,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:1_25:0),1014.81088,954.78974,883.71624,606.45047,590.41917,588.43991,572.40861,365.34255,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(24:1_26:0),1028.82648,968.80534,897.73184,620.46607,590.41917,602.45551,572.40861,365.34255,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(25:0_25:0),1030.84218,970.82104,899.74754,606.45047,606.45047,588.43991,588.43991,381.37385,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(25:0_26:0),1044.85778,984.83664,913.76314,620.46607,606.45047,602.45551,588.43991,381.37385,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(26:0_26:0),1058.87338,998.85224,927.77874,620.46607,620.46607,602.45551,602.45551,395.38945,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
scores,0.009090909,0.3,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909,0.3,0.3,0.009090909,0.009090909,0.009090909,0.009090909,0.009090909
