PC,[M+HCOO]-,[M-CH3]-,[M-choline]-,[M-R1CO]-,[M-R2CO]-,[M-R1COO-choline]-,[M-R2COO-choline]-,[R1COO]-,[R2COO]-,[Glycerophosphocholine-CH3-H2O]-,[Phosphocholine-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PC(8:0_8:0),554.30998,494.28884,423.21534,368.18437,368.18437,350.17381,350.17381,143.10775,143.10775,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_10:0),582.34128,522.32014,451.24664,396.21567,368.18437,378.20511,350.17381,143.10775,171.13905,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_12:0),610.37258,550.35144,479.27794,424.24697,368.18437,406.23641,350.17381,143.10775,199.17035,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_13:0),624.38828,564.36714,493.29364,438.26267,368.18437,420.25211,350.17381,143.10775,213.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_14:0),638.40388,578.38274,507.30924,452.27827,368.18437,434.26771,350.17381,143.10775,227.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_14:1),636.38828,576.36714,505.29364,450.26267,368.18437,432.25211,350.17381,143.10775,225.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_15:0),652.41958,592.39844,521.32494,466.29397,368.18437,448.28341,350.17381,143.10775,241.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_15:1),650.40388,590.38274,519.30924,464.27827,368.18437,446.26771,350.17381,143.10775,239.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_16:0),666.43518,606.41404,535.34054,480.30957,368.18437,462.29901,350.17381,143.10775,255.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_16:1),664.41958,604.39844,533.32494,478.29397,368.18437,460.28341,350.17381,143.10775,253.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_17:0),680.45088,620.42974,549.35624,494.32527,368.18437,476.31471,350.17381,143.10775,269.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_17:1),678.43518,618.41404,547.34054,492.30957,368.18437,474.29901,350.17381,143.10775,267.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_17:2),676.41958,616.39844,545.32494,490.29397,368.18437,472.28341,350.17381,143.10775,265.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_18:0),694.46648,634.44534,563.37184,508.34087,368.18437,490.33031,350.17381,143.10775,283.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_18:1),692.45088,632.42974,561.35624,506.32527,368.18437,488.31471,350.17381,143.10775,281.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_18:2),690.43518,630.41404,559.34054,504.30957,368.18437,486.29901,350.17381,143.10775,279.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_18:3),688.41958,628.39844,557.32494,502.29397,368.18437,484.28341,350.17381,143.10775,277.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_18:4),686.40388,626.38274,555.30924,500.27827,368.18437,482.26771,350.17381,143.10775,275.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_19:0),708.48218,648.46104,577.38754,522.35657,368.18437,504.34601,350.17381,143.10775,297.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_20:0),722.49778,662.47664,591.40314,536.37217,368.18437,518.36161,350.17381,143.10775,311.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_20:1),720.48218,660.46104,589.38754,534.35657,368.18437,516.34601,350.17381,143.10775,309.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_20:2),718.46648,658.44534,587.37184,532.34087,368.18437,514.33031,350.17381,143.10775,307.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_20:3),716.45088,656.42974,585.35624,530.32527,368.18437,512.31471,350.17381,143.10775,305.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_20:4),714.43518,654.41404,583.34054,528.30957,368.18437,510.29901,350.17381,143.10775,303.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_20:5),712.41958,652.39844,581.32494,526.29397,368.18437,508.28341,350.17381,143.10775,301.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_21:0),736.51348,676.49234,605.41884,550.38787,368.18437,532.37731,350.17381,143.10775,325.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:0),750.52908,690.50794,619.43444,564.40347,368.18437,546.39291,350.17381,143.10775,339.32685,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:1),748.51348,688.49234,617.41884,562.38787,368.18437,544.37731,350.17381,143.10775,337.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:2),746.49778,686.47664,615.40314,560.37217,368.18437,542.36161,350.17381,143.10775,335.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:3),744.48218,684.46104,613.38754,558.35657,368.18437,540.34601,350.17381,143.10775,333.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:4),742.46648,682.44534,611.37184,556.34087,368.18437,538.33031,350.17381,143.10775,331.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:5),740.45088,680.42974,609.35624,554.32527,368.18437,536.31471,350.17381,143.10775,329.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_22:6),738.43518,678.41404,607.34054,552.30957,368.18437,534.29901,350.17381,143.10775,327.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_23:0),764.54478,704.52364,633.45014,578.41917,368.18437,560.40861,350.17381,143.10775,353.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_24:0),778.56038,718.53924,647.46574,592.43477,368.18437,574.42421,350.17381,143.10775,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_24:1),776.54478,716.52364,645.45014,590.41917,368.18437,572.40861,350.17381,143.10775,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_25:0),792.57608,732.55494,661.48144,606.45047,368.18437,588.43991,350.17381,143.10775,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(8:0_26:0),806.59168,746.57054,675.49704,620.46607,368.18437,602.45551,350.17381,143.10775,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_10:0),610.37258,550.35144,479.27794,396.21567,396.21567,378.20511,378.20511,171.13905,171.13905,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_12:0),638.40388,578.38274,507.30924,424.24697,396.21567,406.23641,378.20511,171.13905,199.17035,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_13:0),652.41958,592.39844,521.32494,438.26267,396.21567,420.25211,378.20511,171.13905,213.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_14:0),666.43518,606.41404,535.34054,452.27827,396.21567,434.26771,378.20511,171.13905,227.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_14:1),664.41958,604.39844,533.32494,450.26267,396.21567,432.25211,378.20511,171.13905,225.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_15:0),680.45088,620.42974,549.35624,466.29397,396.21567,448.28341,378.20511,171.13905,241.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_15:1),678.43518,618.41404,547.34054,464.27827,396.21567,446.26771,378.20511,171.13905,239.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_16:0),694.46648,634.44534,563.37184,480.30957,396.21567,462.29901,378.20511,171.13905,255.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_16:1),692.45088,632.42974,561.35624,478.29397,396.21567,460.28341,378.20511,171.13905,253.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_17:0),708.48218,648.46104,577.38754,494.32527,396.21567,476.31471,378.20511,171.13905,269.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_17:1),706.46648,646.44534,575.37184,492.30957,396.21567,474.29901,378.20511,171.13905,267.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_17:2),704.45088,644.42974,573.35624,490.29397,396.21567,472.28341,378.20511,171.13905,265.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_18:0),722.49778,662.47664,591.40314,508.34087,396.21567,490.33031,378.20511,171.13905,283.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_18:1),720.48218,660.46104,589.38754,506.32527,396.21567,488.31471,378.20511,171.13905,281.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_18:2),718.46648,658.44534,587.37184,504.30957,396.21567,486.29901,378.20511,171.13905,279.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_18:3),716.45088,656.42974,585.35624,502.29397,396.21567,484.28341,378.20511,171.13905,277.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_18:4),714.43518,654.41404,583.34054,500.27827,396.21567,482.26771,378.20511,171.13905,275.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_19:0),736.51348,676.49234,605.41884,522.35657,396.21567,504.34601,378.20511,171.13905,297.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_20:0),750.52908,690.50794,619.43444,536.37217,396.21567,518.36161,378.20511,171.13905,311.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_20:1),748.51348,688.49234,617.41884,534.35657,396.21567,516.34601,378.20511,171.13905,309.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_20:2),746.49778,686.47664,615.40314,532.34087,396.21567,514.33031,378.20511,171.13905,307.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_20:3),744.48218,684.46104,613.38754,530.32527,396.21567,512.31471,378.20511,171.13905,305.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_20:4),742.46648,682.44534,611.37184,528.30957,396.21567,510.29901,378.20511,171.13905,303.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_20:5),740.45088,680.42974,609.35624,526.29397,396.21567,508.28341,378.20511,171.13905,301.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_21:0),764.54478,704.52364,633.45014,550.38787,396.21567,532.37731,378.20511,171.13905,325.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:0),778.56038,718.53924,647.46574,564.40347,396.21567,546.39291,378.20511,171.13905,339.32685,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:1),776.54478,716.52364,645.45014,562.38787,396.21567,544.37731,378.20511,171.13905,337.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:2),774.52908,714.50794,643.43444,560.37217,396.21567,542.36161,378.20511,171.13905,335.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:3),772.51348,712.49234,641.41884,558.35657,396.21567,540.34601,378.20511,171.13905,333.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:4),770.49778,710.47664,639.40314,556.34087,396.21567,538.33031,378.20511,171.13905,331.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:5),768.48218,708.46104,637.38754,554.32527,396.21567,536.31471,378.20511,171.13905,329.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_22:6),766.46648,706.44534,635.37184,552.30957,396.21567,534.29901,378.20511,171.13905,327.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_23:0),792.57608,732.55494,661.48144,578.41917,396.21567,560.40861,378.20511,171.13905,353.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_24:0),806.59168,746.57054,675.49704,592.43477,396.21567,574.42421,378.20511,171.13905,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_24:1),804.57608,744.55494,673.48144,590.41917,396.21567,572.40861,378.20511,171.13905,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_25:0),820.60738,760.58624,689.51274,606.45047,396.21567,588.43991,378.20511,171.13905,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(10:0_26:0),834.62298,774.60184,703.52834,620.46607,396.21567,602.45551,378.20511,171.13905,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_12:0),666.43518,606.41404,535.34054,424.24697,424.24697,406.23641,406.23641,199.17035,199.17035,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_13:0),680.45088,620.42974,549.35624,438.26267,424.24697,420.25211,406.23641,199.17035,213.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_14:0),694.46648,634.44534,563.37184,452.27827,424.24697,434.26771,406.23641,199.17035,227.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_14:1),692.45088,632.42974,561.35624,450.26267,424.24697,432.25211,406.23641,199.17035,225.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_15:0),708.48218,648.46104,577.38754,466.29397,424.24697,448.28341,406.23641,199.17035,241.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_15:1),706.46648,646.44534,575.37184,464.27827,424.24697,446.26771,406.23641,199.17035,239.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_16:0),722.49778,662.47664,591.40314,480.30957,424.24697,462.29901,406.23641,199.17035,255.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_16:1),720.48218,660.46104,589.38754,478.29397,424.24697,460.28341,406.23641,199.17035,253.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_17:0),736.51348,676.49234,605.41884,494.32527,424.24697,476.31471,406.23641,199.17035,269.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_17:1),734.49778,674.47664,603.40314,492.30957,424.24697,474.29901,406.23641,199.17035,267.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_17:2),732.48218,672.46104,601.38754,490.29397,424.24697,472.28341,406.23641,199.17035,265.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_18:0),750.52908,690.50794,619.43444,508.34087,424.24697,490.33031,406.23641,199.17035,283.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_18:1),748.51348,688.49234,617.41884,506.32527,424.24697,488.31471,406.23641,199.17035,281.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_18:2),746.49778,686.47664,615.40314,504.30957,424.24697,486.29901,406.23641,199.17035,279.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_18:3),744.48218,684.46104,613.38754,502.29397,424.24697,484.28341,406.23641,199.17035,277.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_18:4),742.46648,682.44534,611.37184,500.27827,424.24697,482.26771,406.23641,199.17035,275.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_19:0),764.54478,704.52364,633.45014,522.35657,424.24697,504.34601,406.23641,199.17035,297.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_20:0),778.56038,718.53924,647.46574,536.37217,424.24697,518.36161,406.23641,199.17035,311.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_20:1),776.54478,716.52364,645.45014,534.35657,424.24697,516.34601,406.23641,199.17035,309.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_20:2),774.52908,714.50794,643.43444,532.34087,424.24697,514.33031,406.23641,199.17035,307.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_20:3),772.51348,712.49234,641.41884,530.32527,424.24697,512.31471,406.23641,199.17035,305.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_20:4),770.49778,710.47664,639.40314,528.30957,424.24697,510.29901,406.23641,199.17035,303.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_20:5),768.48218,708.46104,637.38754,526.29397,424.24697,508.28341,406.23641,199.17035,301.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_21:0),792.57608,732.55494,661.48144,550.38787,424.24697,532.37731,406.23641,199.17035,325.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:0),806.59168,746.57054,675.49704,564.40347,424.24697,546.39291,406.23641,199.17035,339.32685,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:1),804.57608,744.55494,673.48144,562.38787,424.24697,544.37731,406.23641,199.17035,337.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:2),802.56038,742.53924,671.46574,560.37217,424.24697,542.36161,406.23641,199.17035,335.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:3),800.54478,740.52364,669.45014,558.35657,424.24697,540.34601,406.23641,199.17035,333.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:4),798.52908,738.50794,667.43444,556.34087,424.24697,538.33031,406.23641,199.17035,331.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:5),796.51348,736.49234,665.41884,554.32527,424.24697,536.31471,406.23641,199.17035,329.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_22:6),794.49778,734.47664,663.40314,552.30957,424.24697,534.29901,406.23641,199.17035,327.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_23:0),820.60738,760.58624,689.51274,578.41917,424.24697,560.40861,406.23641,199.17035,353.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_24:0),834.62298,774.60184,703.52834,592.43477,424.24697,574.42421,406.23641,199.17035,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_24:1),832.60738,772.58624,701.51274,590.41917,424.24697,572.40861,406.23641,199.17035,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_25:0),848.63868,788.61754,717.54404,606.45047,424.24697,588.43991,406.23641,199.17035,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(12:0_26:0),862.65428,802.63314,731.55964,620.46607,424.24697,602.45551,406.23641,199.17035,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_13:0),694.46658,634.44544,563.37194,438.26267,438.26267,420.25211,420.25211,213.18605,213.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_14:0),708.48218,648.46104,577.38754,452.27827,438.26267,434.26771,420.25211,213.18605,227.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_14:1),706.46658,646.44544,575.37194,450.26267,438.26267,432.25211,420.25211,213.18605,225.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_15:0),722.49788,662.47674,591.40324,466.29397,438.26267,448.28341,420.25211,213.18605,241.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_15:1),720.48218,660.46104,589.38754,464.27827,438.26267,446.26771,420.25211,213.18605,239.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_16:0),736.51348,676.49234,605.41884,480.30957,438.26267,462.29901,420.25211,213.18605,255.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_16:1),734.49788,674.47674,603.40324,478.29397,438.26267,460.28341,420.25211,213.18605,253.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_17:0),750.52918,690.50804,619.43454,494.32527,438.26267,476.31471,420.25211,213.18605,269.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_17:1),748.51348,688.49234,617.41884,492.30957,438.26267,474.29901,420.25211,213.18605,267.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_17:2),746.49788,686.47674,615.40324,490.29397,438.26267,472.28341,420.25211,213.18605,265.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_18:0),764.54478,704.52364,633.45014,508.34087,438.26267,490.33031,420.25211,213.18605,283.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_18:1),762.52918,702.50804,631.43454,506.32527,438.26267,488.31471,420.25211,213.18605,281.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_18:2),760.51348,700.49234,629.41884,504.30957,438.26267,486.29901,420.25211,213.18605,279.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_18:3),758.49788,698.47674,627.40324,502.29397,438.26267,484.28341,420.25211,213.18605,277.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_18:4),756.48218,696.46104,625.38754,500.27827,438.26267,482.26771,420.25211,213.18605,275.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_19:0),778.56048,718.53934,647.46584,522.35657,438.26267,504.34601,420.25211,213.18605,297.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_20:0),792.57608,732.55494,661.48144,536.37217,438.26267,518.36161,420.25211,213.18605,311.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_20:1),790.56048,730.53934,659.46584,534.35657,438.26267,516.34601,420.25211,213.18605,309.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_20:2),788.54478,728.52364,657.45014,532.34087,438.26267,514.33031,420.25211,213.18605,307.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_20:3),786.52918,726.50804,655.43454,530.32527,438.26267,512.31471,420.25211,213.18605,305.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_20:4),784.51348,724.49234,653.41884,528.30957,438.26267,510.29901,420.25211,213.18605,303.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_20:5),782.49788,722.47674,651.40324,526.29397,438.26267,508.28341,420.25211,213.18605,301.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_21:0),806.59178,746.57064,675.49714,550.38787,438.26267,532.37731,420.25211,213.18605,325.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:0),820.60738,760.58624,689.51274,564.40347,438.26267,546.39291,420.25211,213.18605,339.32685,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:1),818.59178,758.57064,687.49714,562.38787,438.26267,544.37731,420.25211,213.18605,337.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:2),816.57608,756.55494,685.48144,560.37217,438.26267,542.36161,420.25211,213.18605,335.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:3),814.56048,754.53934,683.46584,558.35657,438.26267,540.34601,420.25211,213.18605,333.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:4),812.54478,752.52364,681.45014,556.34087,438.26267,538.33031,420.25211,213.18605,331.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:5),810.52918,750.50804,679.43454,554.32527,438.26267,536.31471,420.25211,213.18605,329.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_22:6),808.51348,748.49234,677.41884,552.30957,438.26267,534.29901,420.25211,213.18605,327.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_23:0),834.62308,774.60194,703.52844,578.41917,438.26267,560.40861,420.25211,213.18605,353.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_24:0),848.63868,788.61754,717.54404,592.43477,438.26267,574.42421,420.25211,213.18605,367.35815,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_24:1),846.62308,786.60194,715.52844,590.41917,438.26267,572.40861,420.25211,213.18605,365.34255,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_25:0),862.65438,802.63324,731.55974,606.45047,438.26267,588.43991,420.25211,213.18605,381.37385,224.06881,168.04314,152.99586,96.96964,78.95852
PC(13:0_26:0),876.66998,816.64884,745.57534,620.46607,438.26267,602.45551,420.25211,213.18605,395.38945,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_14:0),722.49778,662.47664,591.40314,452.27827,452.27827,434.26771,434.26771,227.20165,227.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_14:1),720.48218,660.46104,589.38754,450.26267,452.27827,432.25211,434.26771,227.20165,225.18605,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_15:0),736.51348,676.49234,605.41884,466.29397,452.27827,448.28341,434.26771,227.20165,241.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_15:1),734.49778,674.47664,603.40314,464.27827,452.27827,446.26771,434.26771,227.20165,239.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_16:0),750.52908,690.50794,619.43444,480.30957,452.27827,462.29901,434.26771,227.20165,255.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_16:1),748.51348,688.49234,617.41884,478.29397,452.27827,460.28341,434.26771,227.20165,253.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_17:0),764.54478,704.52364,633.45014,494.32527,452.27827,476.31471,434.26771,227.20165,269.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_17:1),762.52908,702.50794,631.43444,492.30957,452.27827,474.29901,434.26771,227.20165,267.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_17:2),760.51348,700.49234,629.41884,490.29397,452.27827,472.28341,434.26771,227.20165,265.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_18:0),778.56038,718.53924,647.46574,508.34087,452.27827,490.33031,434.26771,227.20165,283.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_18:1),776.54478,716.52364,645.45014,506.32527,452.27827,488.31471,434.26771,227.20165,281.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_18:2),774.52908,714.50794,643.43444,504.30957,452.27827,486.29901,434.26771,227.20165,279.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_18:3),772.51348,712.49234,641.41884,502.29397,452.27827,484.28341,434.26771,227.20165,277.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_18:4),770.49778,710.47664,639.40314,500.27827,452.27827,482.26771,434.26771,227.20165,275.20165,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_19:0),792.57608,732.55494,661.48144,522.35657,452.27827,504.34601,434.26771,227.20165,297.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_20:0),806.59168,746.57054,675.49704,536.37217,452.27827,518.36161,434.26771,227.20165,311.29555,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_20:1),804.57608,744.55494,673.48144,534.35657,452.27827,516.34601,434.26771,227.20165,309.27995,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_20:2),802.56038,742.53924,671.46574,532.34087,452.27827,514.33031,434.26771,227.20165,307.26425,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_20:3),800.54478,740.52364,669.45014,530.32527,452.27827,512.31471,434.26771,227.20165,305.24865,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_20:4),798.52908,738.50794,667.43444,528.30957,452.27827,510.29901,434.26771,227.20165,303.23295,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_20:5),796.51348,736.49234,665.41884,526.29397,452.27827,508.28341,434.26771,227.20165,301.21735,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_21:0),820.60738,760.58624,689.51274,550.38787,452.27827,532.37731,434.26771,227.20165,325.31125,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_22:0),834.62298,774.60184,703.52834,564.40347,452.27827,546.39291,434.26771,227.20165,339.32685,224.06881,168.04314,152.99586,96.96964,78.95852
PC(14:0_22:1),832.60738,772.58624,701.51274,562.38787,452.27827,544.37731,434.26771,227.20165,337.31125,224.06881,168.04314,152.99586,96.96964,78.95852
