Plasmenyl-PC,[M+CH3COO]-,[M-CH3]-,[M-choline]-,[M-T2Ketene-CH3]-,[M-T2RCOOH-CH3]-,[M-T2RCOOH-Choline]-,[GlyceroPC-CH3-H2O]-,[T2_RCOO]-,[PC-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
Plasmenyl-PC(P-24:2/18:2),908.6751,834.63832,763.56482,572.40865,554.39809,483.3246,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:3),906.6595,832.62272,761.54922,572.40865,554.39809,483.3246,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:4),904.6438,830.60702,759.53352,572.40865,554.39809,483.3246,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/19:0),926.7221,852.68532,781.61182,572.40865,554.39809,483.3246,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:0),940.7377,866.70092,795.62742,572.40865,554.39809,483.3246,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:1),938.7221,864.68532,793.61182,572.40865,554.39809,483.3246,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:2),936.7064,862.66962,791.59612,572.40865,554.39809,483.3246,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:3),934.6908,860.65402,789.58052,572.40865,554.39809,483.3246,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:4),932.6751,858.63832,787.56482,572.40865,554.39809,483.3246,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:5),930.6595,856.62272,785.54922,572.40865,554.39809,483.3246,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/21:0),954.7534,880.71662,809.64312,572.40865,554.39809,483.3246,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:0),968.769,894.73222,823.65872,572.40865,554.39809,483.3246,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:1),966.7534,892.71662,821.64312,572.40865,554.39809,483.3246,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:2),964.7377,890.70092,819.62742,572.40865,554.39809,483.3246,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:3),962.7221,888.68532,817.61182,572.40865,554.39809,483.3246,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:4),960.7064,886.66962,815.59612,572.40865,554.39809,483.3246,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:5),958.6908,884.65402,813.58052,572.40865,554.39809,483.3246,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:6),956.6751,882.63832,811.56482,572.40865,554.39809,483.3246,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/23:0),982.7847,908.74792,837.67442,572.40865,554.39809,483.3246,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/24:0),996.8003,922.76352,851.69002,572.40865,554.39809,483.3246,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/24:1),994.7847,920.74792,849.67442,572.40865,554.39809,483.3246,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/25:0),1010.816,936.77922,865.70572,572.40865,554.39809,483.3246,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/26:0),1024.8316,950.79482,879.72132,572.40865,554.39809,483.3246,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
scores,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01
