PA,[M-H]-,[M-T1Ketene]-,[M-T2Ketene]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[GlyceroPA-CH3-H2O]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PA(20:1_21:0),771.59106,479.31439,463.28309,461.30383,445.27253,224.06881,309.27995,325.31125,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:0),785.60666,493.32999,463.28309,475.31943,445.27253,224.06881,309.27995,339.32685,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:1),783.59106,491.31439,463.28309,473.30383,445.27253,224.06881,309.27995,337.31125,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:2),781.57536,489.29869,463.28309,471.28813,445.27253,224.06881,309.27995,335.29555,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:3),779.55976,487.28309,463.28309,469.27253,445.27253,224.06881,309.27995,333.27995,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:4),777.54406,485.26739,463.28309,467.25683,445.27253,224.06881,309.27995,331.26425,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:5),775.52846,483.25179,463.28309,465.24123,445.27253,224.06881,309.27995,329.24865,171.00644,152.99586,96.96964,78.95852
PA(20:1_22:6),773.51276,481.23609,463.28309,463.22553,445.27253,224.06881,309.27995,327.23295,171.00644,152.99586,96.96964,78.95852
PA(20:1_23:0),799.62236,507.34569,463.28309,489.33513,445.27253,224.06881,309.27995,353.34255,171.00644,152.99586,96.96964,78.95852
PA(20:1_24:0),813.63796,521.36129,463.28309,503.35073,445.27253,224.06881,309.27995,367.35815,171.00644,152.99586,96.96964,78.95852
PA(20:1_24:1),811.62236,519.34569,463.28309,501.33513,445.27253,224.06881,309.27995,365.34255,171.00644,152.99586,96.96964,78.95852
PA(20:1_25:0),827.65366,535.37699,463.28309,517.36643,445.27253,224.06881,309.27995,381.37385,171.00644,152.99586,96.96964,78.95852
PA(20:1_26:0),841.66926,549.39259,463.28309,531.38203,445.27253,224.06881,309.27995,395.38945,171.00644,152.99586,96.96964,78.95852
PA(20:2_20:2),751.52836,461.26739,461.26739,443.25683,443.25683,224.06881,307.26425,307.26425,171.00644,152.99586,96.96964,78.95852
PA(20:2_20:3),749.51276,459.25179,461.26739,441.24123,443.25683,224.06881,307.26425,305.24865,171.00644,152.99586,96.96964,78.95852
PA(20:2_20:4),747.49706,457.23609,461.26739,439.22553,443.25683,224.06881,307.26425,303.23295,171.00644,152.99586,96.96964,78.95852
PA(20:2_20:5),745.48146,455.22049,461.26739,437.20993,443.25683,224.06881,307.26425,301.21735,171.00644,152.99586,96.96964,78.95852
PA(20:2_21:0),769.57536,479.31439,461.26739,461.30383,443.25683,224.06881,307.26425,325.31125,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:0),783.59096,493.32999,461.26739,475.31943,443.25683,224.06881,307.26425,339.32685,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:1),781.57536,491.31439,461.26739,473.30383,443.25683,224.06881,307.26425,337.31125,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:2),779.55966,489.29869,461.26739,471.28813,443.25683,224.06881,307.26425,335.29555,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:3),777.54406,487.28309,461.26739,469.27253,443.25683,224.06881,307.26425,333.27995,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:4),775.52836,485.26739,461.26739,467.25683,443.25683,224.06881,307.26425,331.26425,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:5),773.51276,483.25179,461.26739,465.24123,443.25683,224.06881,307.26425,329.24865,171.00644,152.99586,96.96964,78.95852
PA(20:2_22:6),771.49706,481.23609,461.26739,463.22553,443.25683,224.06881,307.26425,327.23295,171.00644,152.99586,96.96964,78.95852
PA(20:2_23:0),797.60666,507.34569,461.26739,489.33513,443.25683,224.06881,307.26425,353.34255,171.00644,152.99586,96.96964,78.95852
PA(20:2_24:0),811.62226,521.36129,461.26739,503.35073,443.25683,224.06881,307.26425,367.35815,171.00644,152.99586,96.96964,78.95852
PA(20:2_24:1),809.60666,519.34569,461.26739,501.33513,443.25683,224.06881,307.26425,365.34255,171.00644,152.99586,96.96964,78.95852
PA(20:2_25:0),825.63796,535.37699,461.26739,517.36643,443.25683,224.06881,307.26425,381.37385,171.00644,152.99586,96.96964,78.95852
PA(20:2_26:0),839.65356,549.39259,461.26739,531.38203,443.25683,224.06881,307.26425,395.38945,171.00644,152.99586,96.96964,78.95852
PA(20:3_20:3),747.49716,459.25179,459.25179,441.24123,441.24123,224.06881,305.24865,305.24865,171.00644,152.99586,96.96964,78.95852
PA(20:3_20:4),745.48146,457.23609,459.25179,439.22553,441.24123,224.06881,305.24865,303.23295,171.00644,152.99586,96.96964,78.95852
PA(20:3_20:5),743.46586,455.22049,459.25179,437.20993,441.24123,224.06881,305.24865,301.21735,171.00644,152.99586,96.96964,78.95852
PA(20:3_21:0),767.55976,479.31439,459.25179,461.30383,441.24123,224.06881,305.24865,325.31125,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:0),781.57536,493.32999,459.25179,475.31943,441.24123,224.06881,305.24865,339.32685,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:1),779.55976,491.31439,459.25179,473.30383,441.24123,224.06881,305.24865,337.31125,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:2),777.54406,489.29869,459.25179,471.28813,441.24123,224.06881,305.24865,335.29555,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:3),775.52846,487.28309,459.25179,469.27253,441.24123,224.06881,305.24865,333.27995,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:4),773.51276,485.26739,459.25179,467.25683,441.24123,224.06881,305.24865,331.26425,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:5),771.49716,483.25179,459.25179,465.24123,441.24123,224.06881,305.24865,329.24865,171.00644,152.99586,96.96964,78.95852
PA(20:3_22:6),769.48146,481.23609,459.25179,463.22553,441.24123,224.06881,305.24865,327.23295,171.00644,152.99586,96.96964,78.95852
PA(20:3_23:0),795.59106,507.34569,459.25179,489.33513,441.24123,224.06881,305.24865,353.34255,171.00644,152.99586,96.96964,78.95852
PA(20:3_24:0),809.60666,521.36129,459.25179,503.35073,441.24123,224.06881,305.24865,367.35815,171.00644,152.99586,96.96964,78.95852
PA(20:3_24:1),807.59106,519.34569,459.25179,501.33513,441.24123,224.06881,305.24865,365.34255,171.00644,152.99586,96.96964,78.95852
PA(20:3_25:0),823.62236,535.37699,459.25179,517.36643,441.24123,224.06881,305.24865,381.37385,171.00644,152.99586,96.96964,78.95852
PA(20:3_26:0),837.63796,549.39259,459.25179,531.38203,441.24123,224.06881,305.24865,395.38945,171.00644,152.99586,96.96964,78.95852
PA(20:4_20:4),743.46576,457.23609,457.23609,439.22553,439.22553,224.06881,303.23295,303.23295,171.00644,152.99586,96.96964,78.95852
PA(20:4_20:5),741.45016,455.22049,457.23609,437.20993,439.22553,224.06881,303.23295,301.21735,171.00644,152.99586,96.96964,78.95852
PA(20:4_21:0),765.54406,479.31439,457.23609,461.30383,439.22553,224.06881,303.23295,325.31125,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:0),779.55966,493.32999,457.23609,475.31943,439.22553,224.06881,303.23295,339.32685,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:1),777.54406,491.31439,457.23609,473.30383,439.22553,224.06881,303.23295,337.31125,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:2),775.52836,489.29869,457.23609,471.28813,439.22553,224.06881,303.23295,335.29555,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:3),773.51276,487.28309,457.23609,469.27253,439.22553,224.06881,303.23295,333.27995,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:4),771.49706,485.26739,457.23609,467.25683,439.22553,224.06881,303.23295,331.26425,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:5),769.48146,483.25179,457.23609,465.24123,439.22553,224.06881,303.23295,329.24865,171.00644,152.99586,96.96964,78.95852
PA(20:4_22:6),767.46576,481.23609,457.23609,463.22553,439.22553,224.06881,303.23295,327.23295,171.00644,152.99586,96.96964,78.95852
PA(20:4_23:0),793.57536,507.34569,457.23609,489.33513,439.22553,224.06881,303.23295,353.34255,171.00644,152.99586,96.96964,78.95852
PA(20:4_24:0),807.59096,521.36129,457.23609,503.35073,439.22553,224.06881,303.23295,367.35815,171.00644,152.99586,96.96964,78.95852
PA(20:4_24:1),805.57536,519.34569,457.23609,501.33513,439.22553,224.06881,303.23295,365.34255,171.00644,152.99586,96.96964,78.95852
PA(20:4_25:0),821.60666,535.37699,457.23609,517.36643,439.22553,224.06881,303.23295,381.37385,171.00644,152.99586,96.96964,78.95852
PA(20:4_26:0),835.62226,549.39259,457.23609,531.38203,439.22553,224.06881,303.23295,395.38945,171.00644,152.99586,96.96964,78.95852
PA(20:5_20:5),739.43456,455.22049,455.22049,437.20993,437.20993,224.06881,301.21735,301.21735,171.00644,152.99586,96.96964,78.95852
PA(20:5_21:0),763.52846,479.31439,455.22049,461.30383,437.20993,224.06881,301.21735,325.31125,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:0),777.54406,493.32999,455.22049,475.31943,437.20993,224.06881,301.21735,339.32685,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:1),775.52846,491.31439,455.22049,473.30383,437.20993,224.06881,301.21735,337.31125,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:2),773.51276,489.29869,455.22049,471.28813,437.20993,224.06881,301.21735,335.29555,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:3),771.49716,487.28309,455.22049,469.27253,437.20993,224.06881,301.21735,333.27995,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:4),769.48146,485.26739,455.22049,467.25683,437.20993,224.06881,301.21735,331.26425,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:5),767.46586,483.25179,455.22049,465.24123,437.20993,224.06881,301.21735,329.24865,171.00644,152.99586,96.96964,78.95852
PA(20:5_22:6),765.45016,481.23609,455.22049,463.22553,437.20993,224.06881,301.21735,327.23295,171.00644,152.99586,96.96964,78.95852
PA(20:5_23:0),791.55976,507.34569,455.22049,489.33513,437.20993,224.06881,301.21735,353.34255,171.00644,152.99586,96.96964,78.95852
PA(20:5_24:0),805.57536,521.36129,455.22049,503.35073,437.20993,224.06881,301.21735,367.35815,171.00644,152.99586,96.96964,78.95852
PA(20:5_24:1),803.55976,519.34569,455.22049,501.33513,437.20993,224.06881,301.21735,365.34255,171.00644,152.99586,96.96964,78.95852
PA(20:5_25:0),819.59106,535.37699,455.22049,517.36643,437.20993,224.06881,301.21735,381.37385,171.00644,152.99586,96.96964,78.95852
PA(20:5_26:0),833.60666,549.39259,455.22049,531.38203,437.20993,224.06881,301.21735,395.38945,171.00644,152.99586,96.96964,78.95852
PA(21:0_21:0),787.62236,479.31439,479.31439,461.30383,461.30383,224.06881,325.31125,325.31125,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:0),801.63796,493.32999,479.31439,475.31943,461.30383,224.06881,325.31125,339.32685,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:1),799.62236,491.31439,479.31439,473.30383,461.30383,224.06881,325.31125,337.31125,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:2),797.60666,489.29869,479.31439,471.28813,461.30383,224.06881,325.31125,335.29555,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:3),795.59106,487.28309,479.31439,469.27253,461.30383,224.06881,325.31125,333.27995,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:4),793.57536,485.26739,479.31439,467.25683,461.30383,224.06881,325.31125,331.26425,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:5),791.55976,483.25179,479.31439,465.24123,461.30383,224.06881,325.31125,329.24865,171.00644,152.99586,96.96964,78.95852
PA(21:0_22:6),789.54406,481.23609,479.31439,463.22553,461.30383,224.06881,325.31125,327.23295,171.00644,152.99586,96.96964,78.95852
PA(21:0_23:0),815.65366,507.34569,479.31439,489.33513,461.30383,224.06881,325.31125,353.34255,171.00644,152.99586,96.96964,78.95852
PA(21:0_24:0),829.66926,521.36129,479.31439,503.35073,461.30383,224.06881,325.31125,367.35815,171.00644,152.99586,96.96964,78.95852
PA(21:0_24:1),827.65366,519.34569,479.31439,501.33513,461.30383,224.06881,325.31125,365.34255,171.00644,152.99586,96.96964,78.95852
PA(21:0_25:0),843.68496,535.37699,479.31439,517.36643,461.30383,224.06881,325.31125,381.37385,171.00644,152.99586,96.96964,78.95852
PA(21:0_26:0),857.70056,549.39259,479.31439,531.38203,461.30383,224.06881,325.31125,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:0),815.65356,493.32999,493.32999,475.31943,475.31943,224.06881,339.32685,339.32685,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:1),813.63796,491.31439,493.32999,473.30383,475.31943,224.06881,339.32685,337.31125,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:2),811.62226,489.29869,493.32999,471.28813,475.31943,224.06881,339.32685,335.29555,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:3),809.60666,487.28309,493.32999,469.27253,475.31943,224.06881,339.32685,333.27995,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:4),807.59096,485.26739,493.32999,467.25683,475.31943,224.06881,339.32685,331.26425,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:5),805.57536,483.25179,493.32999,465.24123,475.31943,224.06881,339.32685,329.24865,171.00644,152.99586,96.96964,78.95852
PA(22:0_22:6),803.55966,481.23609,493.32999,463.22553,475.31943,224.06881,339.32685,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:0_23:0),829.66926,507.34569,493.32999,489.33513,475.31943,224.06881,339.32685,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:0_24:0),843.68486,521.36129,493.32999,503.35073,475.31943,224.06881,339.32685,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:0_24:1),841.66926,519.34569,493.32999,501.33513,475.31943,224.06881,339.32685,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:0_25:0),857.70056,535.37699,493.32999,517.36643,475.31943,224.06881,339.32685,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:0_26:0),871.71616,549.39259,493.32999,531.38203,475.31943,224.06881,339.32685,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:1_22:1),811.62236,491.31439,491.31439,473.30383,473.30383,224.06881,337.31125,337.31125,171.00644,152.99586,96.96964,78.95852
PA(22:1_22:2),809.60666,489.29869,491.31439,471.28813,473.30383,224.06881,337.31125,335.29555,171.00644,152.99586,96.96964,78.95852
PA(22:1_22:3),807.59106,487.28309,491.31439,469.27253,473.30383,224.06881,337.31125,333.27995,171.00644,152.99586,96.96964,78.95852
PA(22:1_22:4),805.57536,485.26739,491.31439,467.25683,473.30383,224.06881,337.31125,331.26425,171.00644,152.99586,96.96964,78.95852
PA(22:1_22:5),803.55976,483.25179,491.31439,465.24123,473.30383,224.06881,337.31125,329.24865,171.00644,152.99586,96.96964,78.95852
PA(22:1_22:6),801.54406,481.23609,491.31439,463.22553,473.30383,224.06881,337.31125,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:1_23:0),827.65366,507.34569,491.31439,489.33513,473.30383,224.06881,337.31125,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:1_24:0),841.66926,521.36129,491.31439,503.35073,473.30383,224.06881,337.31125,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:1_24:1),839.65366,519.34569,491.31439,501.33513,473.30383,224.06881,337.31125,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:1_25:0),855.68496,535.37699,491.31439,517.36643,473.30383,224.06881,337.31125,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:1_26:0),869.70056,549.39259,491.31439,531.38203,473.30383,224.06881,337.31125,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:2_22:2),807.59096,489.29869,489.29869,471.28813,471.28813,224.06881,335.29555,335.29555,171.00644,152.99586,96.96964,78.95852
PA(22:2_22:3),805.57536,487.28309,489.29869,469.27253,471.28813,224.06881,335.29555,333.27995,171.00644,152.99586,96.96964,78.95852
PA(22:2_22:4),803.55966,485.26739,489.29869,467.25683,471.28813,224.06881,335.29555,331.26425,171.00644,152.99586,96.96964,78.95852
PA(22:2_22:5),801.54406,483.25179,489.29869,465.24123,471.28813,224.06881,335.29555,329.24865,171.00644,152.99586,96.96964,78.95852
PA(22:2_22:6),799.52836,481.23609,489.29869,463.22553,471.28813,224.06881,335.29555,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:2_23:0),825.63796,507.34569,489.29869,489.33513,471.28813,224.06881,335.29555,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:2_24:0),839.65356,521.36129,489.29869,503.35073,471.28813,224.06881,335.29555,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:2_24:1),837.63796,519.34569,489.29869,501.33513,471.28813,224.06881,335.29555,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:2_25:0),853.66926,535.37699,489.29869,517.36643,471.28813,224.06881,335.29555,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:2_26:0),867.68486,549.39259,489.29869,531.38203,471.28813,224.06881,335.29555,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:3_22:3),803.55976,487.28309,487.28309,469.27253,469.27253,224.06881,333.27995,333.27995,171.00644,152.99586,96.96964,78.95852
PA(22:3_22:4),801.54406,485.26739,487.28309,467.25683,469.27253,224.06881,333.27995,331.26425,171.00644,152.99586,96.96964,78.95852
PA(22:3_22:5),799.52846,483.25179,487.28309,465.24123,469.27253,224.06881,333.27995,329.24865,171.00644,152.99586,96.96964,78.95852
PA(22:3_22:6),797.51276,481.23609,487.28309,463.22553,469.27253,224.06881,333.27995,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:3_23:0),823.62236,507.34569,487.28309,489.33513,469.27253,224.06881,333.27995,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:3_24:0),837.63796,521.36129,487.28309,503.35073,469.27253,224.06881,333.27995,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:3_24:1),835.62236,519.34569,487.28309,501.33513,469.27253,224.06881,333.27995,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:3_25:0),851.65366,535.37699,487.28309,517.36643,469.27253,224.06881,333.27995,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:3_26:0),865.66926,549.39259,487.28309,531.38203,469.27253,224.06881,333.27995,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:4_22:4),799.52836,485.26739,485.26739,467.25683,467.25683,224.06881,331.26425,331.26425,171.00644,152.99586,96.96964,78.95852
PA(22:4_22:5),797.51276,483.25179,485.26739,465.24123,467.25683,224.06881,331.26425,329.24865,171.00644,152.99586,96.96964,78.95852
PA(22:4_22:6),795.49706,481.23609,485.26739,463.22553,467.25683,224.06881,331.26425,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:4_23:0),821.60666,507.34569,485.26739,489.33513,467.25683,224.06881,331.26425,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:4_24:0),835.62226,521.36129,485.26739,503.35073,467.25683,224.06881,331.26425,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:4_24:1),833.60666,519.34569,485.26739,501.33513,467.25683,224.06881,331.26425,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:4_25:0),849.63796,535.37699,485.26739,517.36643,467.25683,224.06881,331.26425,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:4_26:0),863.65356,549.39259,485.26739,531.38203,467.25683,224.06881,331.26425,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:5_22:5),795.49716,483.25179,483.25179,465.24123,465.24123,224.06881,329.24865,329.24865,171.00644,152.99586,96.96964,78.95852
PA(22:5_22:6),793.48146,481.23609,483.25179,463.22553,465.24123,224.06881,329.24865,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:5_23:0),819.59106,507.34569,483.25179,489.33513,465.24123,224.06881,329.24865,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:5_24:0),833.60666,521.36129,483.25179,503.35073,465.24123,224.06881,329.24865,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:5_24:1),831.59106,519.34569,483.25179,501.33513,465.24123,224.06881,329.24865,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:5_25:0),847.62236,535.37699,483.25179,517.36643,465.24123,224.06881,329.24865,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:5_26:0),861.63796,549.39259,483.25179,531.38203,465.24123,224.06881,329.24865,395.38945,171.00644,152.99586,96.96964,78.95852
PA(22:6_22:6),791.46576,481.23609,481.23609,463.22553,463.22553,224.06881,327.23295,327.23295,171.00644,152.99586,96.96964,78.95852
PA(22:6_23:0),817.57536,507.34569,481.23609,489.33513,463.22553,224.06881,327.23295,353.34255,171.00644,152.99586,96.96964,78.95852
PA(22:6_24:0),831.59096,521.36129,481.23609,503.35073,463.22553,224.06881,327.23295,367.35815,171.00644,152.99586,96.96964,78.95852
PA(22:6_24:1),829.57536,519.34569,481.23609,501.33513,463.22553,224.06881,327.23295,365.34255,171.00644,152.99586,96.96964,78.95852
PA(22:6_25:0),845.60666,535.37699,481.23609,517.36643,463.22553,224.06881,327.23295,381.37385,171.00644,152.99586,96.96964,78.95852
PA(22:6_26:0),859.62226,549.39259,481.23609,531.38203,463.22553,224.06881,327.23295,395.38945,171.00644,152.99586,96.96964,78.95852
PA(23:0_23:0),843.68496,507.34569,507.34569,489.33513,489.33513,224.06881,353.34255,353.34255,171.00644,152.99586,96.96964,78.95852
PA(23:0_24:0),857.70056,521.36129,507.34569,503.35073,489.33513,224.06881,353.34255,367.35815,171.00644,152.99586,96.96964,78.95852
PA(23:0_24:1),855.68496,519.34569,507.34569,501.33513,489.33513,224.06881,353.34255,365.34255,171.00644,152.99586,96.96964,78.95852
PA(23:0_25:0),871.71626,535.37699,507.34569,517.36643,489.33513,224.06881,353.34255,381.37385,171.00644,152.99586,96.96964,78.95852
PA(23:0_26:0),885.73186,549.39259,507.34569,531.38203,489.33513,224.06881,353.34255,395.38945,171.00644,152.99586,96.96964,78.95852
PA(24:0_24:0),871.71616,521.36129,521.36129,503.35073,503.35073,224.06881,367.35815,367.35815,171.00644,152.99586,96.96964,78.95852
PA(24:0_24:1),869.70056,519.34569,521.36129,501.33513,503.35073,224.06881,367.35815,365.34255,171.00644,152.99586,96.96964,78.95852
PA(24:0_25:0),885.73186,535.37699,521.36129,517.36643,503.35073,224.06881,367.35815,381.37385,171.00644,152.99586,96.96964,78.95852
PA(24:0_26:0),899.74746,549.39259,521.36129,531.38203,503.35073,224.06881,367.35815,395.38945,171.00644,152.99586,96.96964,78.95852
PA(24:1_24:1),867.68496,519.34569,519.34569,501.33513,501.33513,224.06881,365.34255,365.34255,171.00644,152.99586,96.96964,78.95852
PA(24:1_25:0),883.71626,535.37699,519.34569,517.36643,501.33513,224.06881,365.34255,381.37385,171.00644,152.99586,96.96964,78.95852
PA(24:1_26:0),897.73186,549.39259,519.34569,531.38203,501.33513,224.06881,365.34255,395.38945,171.00644,152.99586,96.96964,78.95852
PA(25:0_25:0),899.74756,535.37699,535.37699,517.36643,517.36643,224.06881,381.37385,381.37385,171.00644,152.99586,96.96964,78.95852
PA(25:0_26:0),913.76316,549.39259,535.37699,531.38203,517.36643,224.06881,381.37385,395.38945,171.00644,152.99586,96.96964,78.95852
PA(26:0_26:0),927.77876,549.39259,549.39259,531.38203,531.38203,224.06881,395.38945,395.38945,171.00644,152.99586,96.96964,78.95852
scores,0.01,0.01,0.01,0.01,0.01,0.01,0.45,0.45,0.01,0.01,0.01,0.01
