PA,[M-H]-,[M-T1Ketene]-,[M-T2Ketene]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[GlyceroPA-CH3-H2O]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PA(14:1_17:0),631.43456,423.25179,379.18919,405.24123,361.17863,224.06881,225.18605,269.24865,171.00644,152.99586,96.96964,78.95852
PA(14:1_17:1),629.41886,421.23609,379.18919,403.22553,361.17863,224.06881,225.18605,267.23295,171.00644,152.99586,96.96964,78.95852
PA(14:1_17:2),627.40326,419.22049,379.18919,401.20993,361.17863,224.06881,225.18605,265.21735,171.00644,152.99586,96.96964,78.95852
PA(14:1_18:0),645.45016,437.26739,379.18919,419.25683,361.17863,224.06881,225.18605,283.26425,171.00644,152.99586,96.96964,78.95852
PA(14:1_18:1),643.43456,435.25179,379.18919,417.24123,361.17863,224.06881,225.18605,281.24865,171.00644,152.99586,96.96964,78.95852
PA(14:1_18:2),641.41886,433.23609,379.18919,415.22553,361.17863,224.06881,225.18605,279.23295,171.00644,152.99586,96.96964,78.95852
PA(14:1_18:3),639.40326,431.22049,379.18919,413.20993,361.17863,224.06881,225.18605,277.21735,171.00644,152.99586,96.96964,78.95852
PA(14:1_18:4),637.38756,429.20479,379.18919,411.19423,361.17863,224.06881,225.18605,275.20165,171.00644,152.99586,96.96964,78.95852
PA(14:1_19:0),659.46586,451.28309,379.18919,433.27253,361.17863,224.06881,225.18605,297.27995,171.00644,152.99586,96.96964,78.95852
PA(14:1_20:0),673.48146,465.29869,379.18919,447.28813,361.17863,224.06881,225.18605,311.29555,171.00644,152.99586,96.96964,78.95852
PA(14:1_20:1),671.46586,463.28309,379.18919,445.27253,361.17863,224.06881,225.18605,309.27995,171.00644,152.99586,96.96964,78.95852
PA(14:1_20:2),669.45016,461.26739,379.18919,443.25683,361.17863,224.06881,225.18605,307.26425,171.00644,152.99586,96.96964,78.95852
PA(14:1_20:3),667.43456,459.25179,379.18919,441.24123,361.17863,224.06881,225.18605,305.24865,171.00644,152.99586,96.96964,78.95852
PA(14:1_20:4),665.41886,457.23609,379.18919,439.22553,361.17863,224.06881,225.18605,303.23295,171.00644,152.99586,96.96964,78.95852
PA(14:1_20:5),663.40326,455.22049,379.18919,437.20993,361.17863,224.06881,225.18605,301.21735,171.00644,152.99586,96.96964,78.95852
PA(14:1_21:0),687.49716,479.31439,379.18919,461.30383,361.17863,224.06881,225.18605,325.31125,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:0),701.51276,493.32999,379.18919,475.31943,361.17863,224.06881,225.18605,339.32685,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:1),699.49716,491.31439,379.18919,473.30383,361.17863,224.06881,225.18605,337.31125,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:2),697.48146,489.29869,379.18919,471.28813,361.17863,224.06881,225.18605,335.29555,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:3),695.46586,487.28309,379.18919,469.27253,361.17863,224.06881,225.18605,333.27995,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:4),693.45016,485.26739,379.18919,467.25683,361.17863,224.06881,225.18605,331.26425,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:5),691.43456,483.25179,379.18919,465.24123,361.17863,224.06881,225.18605,329.24865,171.00644,152.99586,96.96964,78.95852
PA(14:1_22:6),689.41886,481.23609,379.18919,463.22553,361.17863,224.06881,225.18605,327.23295,171.00644,152.99586,96.96964,78.95852
PA(14:1_23:0),715.52846,507.34569,379.18919,489.33513,361.17863,224.06881,225.18605,353.34255,171.00644,152.99586,96.96964,78.95852
PA(14:1_24:0),729.54406,521.36129,379.18919,503.35073,361.17863,224.06881,225.18605,367.35815,171.00644,152.99586,96.96964,78.95852
PA(14:1_24:1),727.52846,519.34569,379.18919,501.33513,361.17863,224.06881,225.18605,365.34255,171.00644,152.99586,96.96964,78.95852
PA(14:1_25:0),743.55976,535.37699,379.18919,517.36643,361.17863,224.06881,225.18605,381.37385,171.00644,152.99586,96.96964,78.95852
PA(14:1_26:0),757.57536,549.39259,379.18919,531.38203,361.17863,224.06881,225.18605,395.38945,171.00644,152.99586,96.96964,78.95852
PA(15:0_15:0),619.43456,395.22049,395.22049,377.20993,377.20993,224.06881,241.21735,241.21735,171.00644,152.99586,96.96964,78.95852
PA(15:0_15:1),617.41886,393.20479,395.22049,375.19423,377.20993,224.06881,241.21735,239.20165,171.00644,152.99586,96.96964,78.95852
PA(15:0_16:0),633.45016,409.23609,395.22049,391.22553,377.20993,224.06881,241.21735,255.23295,171.00644,152.99586,96.96964,78.95852
PA(15:0_16:1),631.43456,407.22049,395.22049,389.20993,377.20993,224.06881,241.21735,253.21735,171.00644,152.99586,96.96964,78.95852
PA(15:0_17:0),647.46586,423.25179,395.22049,405.24123,377.20993,224.06881,241.21735,269.24865,171.00644,152.99586,96.96964,78.95852
PA(15:0_17:1),645.45016,421.23609,395.22049,403.22553,377.20993,224.06881,241.21735,267.23295,171.00644,152.99586,96.96964,78.95852
PA(15:0_17:2),643.43456,419.22049,395.22049,401.20993,377.20993,224.06881,241.21735,265.21735,171.00644,152.99586,96.96964,78.95852
PA(15:0_18:0),661.48146,437.26739,395.22049,419.25683,377.20993,224.06881,241.21735,283.26425,171.00644,152.99586,96.96964,78.95852
PA(15:0_18:1),659.46586,435.25179,395.22049,417.24123,377.20993,224.06881,241.21735,281.24865,171.00644,152.99586,96.96964,78.95852
PA(15:0_18:2),657.45016,433.23609,395.22049,415.22553,377.20993,224.06881,241.21735,279.23295,171.00644,152.99586,96.96964,78.95852
PA(15:0_18:3),655.43456,431.22049,395.22049,413.20993,377.20993,224.06881,241.21735,277.21735,171.00644,152.99586,96.96964,78.95852
PA(15:0_18:4),653.41886,429.20479,395.22049,411.19423,377.20993,224.06881,241.21735,275.20165,171.00644,152.99586,96.96964,78.95852
PA(15:0_19:0),675.49716,451.28309,395.22049,433.27253,377.20993,224.06881,241.21735,297.27995,171.00644,152.99586,96.96964,78.95852
PA(15:0_20:0),689.51276,465.29869,395.22049,447.28813,377.20993,224.06881,241.21735,311.29555,171.00644,152.99586,96.96964,78.95852
PA(15:0_20:1),687.49716,463.28309,395.22049,445.27253,377.20993,224.06881,241.21735,309.27995,171.00644,152.99586,96.96964,78.95852
PA(15:0_20:2),685.48146,461.26739,395.22049,443.25683,377.20993,224.06881,241.21735,307.26425,171.00644,152.99586,96.96964,78.95852
PA(15:0_20:3),683.46586,459.25179,395.22049,441.24123,377.20993,224.06881,241.21735,305.24865,171.00644,152.99586,96.96964,78.95852
PA(15:0_20:4),681.45016,457.23609,395.22049,439.22553,377.20993,224.06881,241.21735,303.23295,171.00644,152.99586,96.96964,78.95852
PA(15:0_20:5),679.43456,455.22049,395.22049,437.20993,377.20993,224.06881,241.21735,301.21735,171.00644,152.99586,96.96964,78.95852
PA(15:0_21:0),703.52846,479.31439,395.22049,461.30383,377.20993,224.06881,241.21735,325.31125,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:0),717.54406,493.32999,395.22049,475.31943,377.20993,224.06881,241.21735,339.32685,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:1),715.52846,491.31439,395.22049,473.30383,377.20993,224.06881,241.21735,337.31125,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:2),713.51276,489.29869,395.22049,471.28813,377.20993,224.06881,241.21735,335.29555,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:3),711.49716,487.28309,395.22049,469.27253,377.20993,224.06881,241.21735,333.27995,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:4),709.48146,485.26739,395.22049,467.25683,377.20993,224.06881,241.21735,331.26425,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:5),707.46586,483.25179,395.22049,465.24123,377.20993,224.06881,241.21735,329.24865,171.00644,152.99586,96.96964,78.95852
PA(15:0_22:6),705.45016,481.23609,395.22049,463.22553,377.20993,224.06881,241.21735,327.23295,171.00644,152.99586,96.96964,78.95852
PA(15:0_23:0),731.55976,507.34569,395.22049,489.33513,377.20993,224.06881,241.21735,353.34255,171.00644,152.99586,96.96964,78.95852
PA(15:0_24:0),745.57536,521.36129,395.22049,503.35073,377.20993,224.06881,241.21735,367.35815,171.00644,152.99586,96.96964,78.95852
PA(15:0_24:1),743.55976,519.34569,395.22049,501.33513,377.20993,224.06881,241.21735,365.34255,171.00644,152.99586,96.96964,78.95852
PA(15:0_25:0),759.59106,535.37699,395.22049,517.36643,377.20993,224.06881,241.21735,381.37385,171.00644,152.99586,96.96964,78.95852
PA(15:0_26:0),773.60666,549.39259,395.22049,531.38203,377.20993,224.06881,241.21735,395.38945,171.00644,152.99586,96.96964,78.95852
PA(15:1_15:1),615.40316,393.20479,393.20479,375.19423,375.19423,224.06881,239.20165,239.20165,171.00644,152.99586,96.96964,78.95852
PA(15:1_16:0),631.43446,409.23609,393.20479,391.22553,375.19423,224.06881,239.20165,255.23295,171.00644,152.99586,96.96964,78.95852
PA(15:1_16:1),629.41886,407.22049,393.20479,389.20993,375.19423,224.06881,239.20165,253.21735,171.00644,152.99586,96.96964,78.95852
PA(15:1_17:0),645.45016,423.25179,393.20479,405.24123,375.19423,224.06881,239.20165,269.24865,171.00644,152.99586,96.96964,78.95852
PA(15:1_17:1),643.43446,421.23609,393.20479,403.22553,375.19423,224.06881,239.20165,267.23295,171.00644,152.99586,96.96964,78.95852
PA(15:1_17:2),641.41886,419.22049,393.20479,401.20993,375.19423,224.06881,239.20165,265.21735,171.00644,152.99586,96.96964,78.95852
PA(15:1_18:0),659.46576,437.26739,393.20479,419.25683,375.19423,224.06881,239.20165,283.26425,171.00644,152.99586,96.96964,78.95852
PA(15:1_18:1),657.45016,435.25179,393.20479,417.24123,375.19423,224.06881,239.20165,281.24865,171.00644,152.99586,96.96964,78.95852
PA(15:1_18:2),655.43446,433.23609,393.20479,415.22553,375.19423,224.06881,239.20165,279.23295,171.00644,152.99586,96.96964,78.95852
PA(15:1_18:3),653.41886,431.22049,393.20479,413.20993,375.19423,224.06881,239.20165,277.21735,171.00644,152.99586,96.96964,78.95852
PA(15:1_18:4),651.40316,429.20479,393.20479,411.19423,375.19423,224.06881,239.20165,275.20165,171.00644,152.99586,96.96964,78.95852
PA(15:1_19:0),673.48146,451.28309,393.20479,433.27253,375.19423,224.06881,239.20165,297.27995,171.00644,152.99586,96.96964,78.95852
PA(15:1_20:0),687.49706,465.29869,393.20479,447.28813,375.19423,224.06881,239.20165,311.29555,171.00644,152.99586,96.96964,78.95852
PA(15:1_20:1),685.48146,463.28309,393.20479,445.27253,375.19423,224.06881,239.20165,309.27995,171.00644,152.99586,96.96964,78.95852
PA(15:1_20:2),683.46576,461.26739,393.20479,443.25683,375.19423,224.06881,239.20165,307.26425,171.00644,152.99586,96.96964,78.95852
PA(15:1_20:3),681.45016,459.25179,393.20479,441.24123,375.19423,224.06881,239.20165,305.24865,171.00644,152.99586,96.96964,78.95852
PA(15:1_20:4),679.43446,457.23609,393.20479,439.22553,375.19423,224.06881,239.20165,303.23295,171.00644,152.99586,96.96964,78.95852
PA(15:1_20:5),677.41886,455.22049,393.20479,437.20993,375.19423,224.06881,239.20165,301.21735,171.00644,152.99586,96.96964,78.95852
PA(15:1_21:0),701.51276,479.31439,393.20479,461.30383,375.19423,224.06881,239.20165,325.31125,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:0),715.52836,493.32999,393.20479,475.31943,375.19423,224.06881,239.20165,339.32685,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:1),713.51276,491.31439,393.20479,473.30383,375.19423,224.06881,239.20165,337.31125,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:2),711.49706,489.29869,393.20479,471.28813,375.19423,224.06881,239.20165,335.29555,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:3),709.48146,487.28309,393.20479,469.27253,375.19423,224.06881,239.20165,333.27995,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:4),707.46576,485.26739,393.20479,467.25683,375.19423,224.06881,239.20165,331.26425,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:5),705.45016,483.25179,393.20479,465.24123,375.19423,224.06881,239.20165,329.24865,171.00644,152.99586,96.96964,78.95852
PA(15:1_22:6),703.43446,481.23609,393.20479,463.22553,375.19423,224.06881,239.20165,327.23295,171.00644,152.99586,96.96964,78.95852
PA(15:1_23:0),729.54406,507.34569,393.20479,489.33513,375.19423,224.06881,239.20165,353.34255,171.00644,152.99586,96.96964,78.95852
PA(15:1_24:0),743.55966,521.36129,393.20479,503.35073,375.19423,224.06881,239.20165,367.35815,171.00644,152.99586,96.96964,78.95852
PA(15:1_24:1),741.54406,519.34569,393.20479,501.33513,375.19423,224.06881,239.20165,365.34255,171.00644,152.99586,96.96964,78.95852
PA(15:1_25:0),757.57536,535.37699,393.20479,517.36643,375.19423,224.06881,239.20165,381.37385,171.00644,152.99586,96.96964,78.95852
PA(15:1_26:0),771.59096,549.39259,393.20479,531.38203,375.19423,224.06881,239.20165,395.38945,171.00644,152.99586,96.96964,78.95852
PA(16:0_16:0),647.46576,409.23609,409.23609,391.22553,391.22553,224.06881,255.23295,255.23295,171.00644,152.99586,96.96964,78.95852
PA(16:0_16:1),645.45016,407.22049,409.23609,389.20993,391.22553,224.06881,255.23295,253.21735,171.00644,152.99586,96.96964,78.95852
PA(16:0_17:0),661.48146,423.25179,409.23609,405.24123,391.22553,224.06881,255.23295,269.24865,171.00644,152.99586,96.96964,78.95852
PA(16:0_17:1),659.46576,421.23609,409.23609,403.22553,391.22553,224.06881,255.23295,267.23295,171.00644,152.99586,96.96964,78.95852
PA(16:0_17:2),657.45016,419.22049,409.23609,401.20993,391.22553,224.06881,255.23295,265.21735,171.00644,152.99586,96.96964,78.95852
PA(16:0_18:0),675.49706,437.26739,409.23609,419.25683,391.22553,224.06881,255.23295,283.26425,171.00644,152.99586,96.96964,78.95852
PA(16:0_18:1),673.48146,435.25179,409.23609,417.24123,391.22553,224.06881,255.23295,281.24865,171.00644,152.99586,96.96964,78.95852
PA(16:0_18:2),671.46576,433.23609,409.23609,415.22553,391.22553,224.06881,255.23295,279.23295,171.00644,152.99586,96.96964,78.95852
PA(16:0_18:3),669.45016,431.22049,409.23609,413.20993,391.22553,224.06881,255.23295,277.21735,171.00644,152.99586,96.96964,78.95852
PA(16:0_18:4),667.43446,429.20479,409.23609,411.19423,391.22553,224.06881,255.23295,275.20165,171.00644,152.99586,96.96964,78.95852
PA(16:0_19:0),689.51276,451.28309,409.23609,433.27253,391.22553,224.06881,255.23295,297.27995,171.00644,152.99586,96.96964,78.95852
PA(16:0_20:0),703.52836,465.29869,409.23609,447.28813,391.22553,224.06881,255.23295,311.29555,171.00644,152.99586,96.96964,78.95852
PA(16:0_20:1),701.51276,463.28309,409.23609,445.27253,391.22553,224.06881,255.23295,309.27995,171.00644,152.99586,96.96964,78.95852
PA(16:0_20:2),699.49706,461.26739,409.23609,443.25683,391.22553,224.06881,255.23295,307.26425,171.00644,152.99586,96.96964,78.95852
PA(16:0_20:3),697.48146,459.25179,409.23609,441.24123,391.22553,224.06881,255.23295,305.24865,171.00644,152.99586,96.96964,78.95852
PA(16:0_20:4),695.46576,457.23609,409.23609,439.22553,391.22553,224.06881,255.23295,303.23295,171.00644,152.99586,96.96964,78.95852
PA(16:0_20:5),693.45016,455.22049,409.23609,437.20993,391.22553,224.06881,255.23295,301.21735,171.00644,152.99586,96.96964,78.95852
PA(16:0_21:0),717.54406,479.31439,409.23609,461.30383,391.22553,224.06881,255.23295,325.31125,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:0),731.55966,493.32999,409.23609,475.31943,391.22553,224.06881,255.23295,339.32685,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:1),729.54406,491.31439,409.23609,473.30383,391.22553,224.06881,255.23295,337.31125,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:2),727.52836,489.29869,409.23609,471.28813,391.22553,224.06881,255.23295,335.29555,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:3),725.51276,487.28309,409.23609,469.27253,391.22553,224.06881,255.23295,333.27995,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:4),723.49706,485.26739,409.23609,467.25683,391.22553,224.06881,255.23295,331.26425,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:5),721.48146,483.25179,409.23609,465.24123,391.22553,224.06881,255.23295,329.24865,171.00644,152.99586,96.96964,78.95852
PA(16:0_22:6),719.46576,481.23609,409.23609,463.22553,391.22553,224.06881,255.23295,327.23295,171.00644,152.99586,96.96964,78.95852
PA(16:0_23:0),745.57536,507.34569,409.23609,489.33513,391.22553,224.06881,255.23295,353.34255,171.00644,152.99586,96.96964,78.95852
PA(16:0_24:0),759.59096,521.36129,409.23609,503.35073,391.22553,224.06881,255.23295,367.35815,171.00644,152.99586,96.96964,78.95852
PA(16:0_24:1),757.57536,519.34569,409.23609,501.33513,391.22553,224.06881,255.23295,365.34255,171.00644,152.99586,96.96964,78.95852
PA(16:0_25:0),773.60666,535.37699,409.23609,517.36643,391.22553,224.06881,255.23295,381.37385,171.00644,152.99586,96.96964,78.95852
PA(16:0_26:0),787.62226,549.39259,409.23609,531.38203,391.22553,224.06881,255.23295,395.38945,171.00644,152.99586,96.96964,78.95852
PA(16:1_16:1),643.43456,407.22049,407.22049,389.20993,389.20993,224.06881,253.21735,253.21735,171.00644,152.99586,96.96964,78.95852
PA(16:1_17:0),659.46586,423.25179,407.22049,405.24123,389.20993,224.06881,253.21735,269.24865,171.00644,152.99586,96.96964,78.95852
PA(16:1_17:1),657.45016,421.23609,407.22049,403.22553,389.20993,224.06881,253.21735,267.23295,171.00644,152.99586,96.96964,78.95852
PA(16:1_17:2),655.43456,419.22049,407.22049,401.20993,389.20993,224.06881,253.21735,265.21735,171.00644,152.99586,96.96964,78.95852
PA(16:1_18:0),673.48146,437.26739,407.22049,419.25683,389.20993,224.06881,253.21735,283.26425,171.00644,152.99586,96.96964,78.95852
PA(16:1_18:1),671.46586,435.25179,407.22049,417.24123,389.20993,224.06881,253.21735,281.24865,171.00644,152.99586,96.96964,78.95852
PA(16:1_18:2),669.45016,433.23609,407.22049,415.22553,389.20993,224.06881,253.21735,279.23295,171.00644,152.99586,96.96964,78.95852
PA(16:1_18:3),667.43456,431.22049,407.22049,413.20993,389.20993,224.06881,253.21735,277.21735,171.00644,152.99586,96.96964,78.95852
PA(16:1_18:4),665.41886,429.20479,407.22049,411.19423,389.20993,224.06881,253.21735,275.20165,171.00644,152.99586,96.96964,78.95852
PA(16:1_19:0),687.49716,451.28309,407.22049,433.27253,389.20993,224.06881,253.21735,297.27995,171.00644,152.99586,96.96964,78.95852
PA(16:1_20:0),701.51276,465.29869,407.22049,447.28813,389.20993,224.06881,253.21735,311.29555,171.00644,152.99586,96.96964,78.95852
PA(16:1_20:1),699.49716,463.28309,407.22049,445.27253,389.20993,224.06881,253.21735,309.27995,171.00644,152.99586,96.96964,78.95852
PA(16:1_20:2),697.48146,461.26739,407.22049,443.25683,389.20993,224.06881,253.21735,307.26425,171.00644,152.99586,96.96964,78.95852
PA(16:1_20:3),695.46586,459.25179,407.22049,441.24123,389.20993,224.06881,253.21735,305.24865,171.00644,152.99586,96.96964,78.95852
PA(16:1_20:4),693.45016,457.23609,407.22049,439.22553,389.20993,224.06881,253.21735,303.23295,171.00644,152.99586,96.96964,78.95852
PA(16:1_20:5),691.43456,455.22049,407.22049,437.20993,389.20993,224.06881,253.21735,301.21735,171.00644,152.99586,96.96964,78.95852
PA(16:1_21:0),715.52846,479.31439,407.22049,461.30383,389.20993,224.06881,253.21735,325.31125,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:0),729.54406,493.32999,407.22049,475.31943,389.20993,224.06881,253.21735,339.32685,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:1),727.52846,491.31439,407.22049,473.30383,389.20993,224.06881,253.21735,337.31125,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:2),725.51276,489.29869,407.22049,471.28813,389.20993,224.06881,253.21735,335.29555,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:3),723.49716,487.28309,407.22049,469.27253,389.20993,224.06881,253.21735,333.27995,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:4),721.48146,485.26739,407.22049,467.25683,389.20993,224.06881,253.21735,331.26425,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:5),719.46586,483.25179,407.22049,465.24123,389.20993,224.06881,253.21735,329.24865,171.00644,152.99586,96.96964,78.95852
PA(16:1_22:6),717.45016,481.23609,407.22049,463.22553,389.20993,224.06881,253.21735,327.23295,171.00644,152.99586,96.96964,78.95852
PA(16:1_23:0),743.55976,507.34569,407.22049,489.33513,389.20993,224.06881,253.21735,353.34255,171.00644,152.99586,96.96964,78.95852
PA(16:1_24:0),757.57536,521.36129,407.22049,503.35073,389.20993,224.06881,253.21735,367.35815,171.00644,152.99586,96.96964,78.95852
PA(16:1_24:1),755.55976,519.34569,407.22049,501.33513,389.20993,224.06881,253.21735,365.34255,171.00644,152.99586,96.96964,78.95852
PA(16:1_25:0),771.59106,535.37699,407.22049,517.36643,389.20993,224.06881,253.21735,381.37385,171.00644,152.99586,96.96964,78.95852
PA(16:1_26:0),785.60666,549.39259,407.22049,531.38203,389.20993,224.06881,253.21735,395.38945,171.00644,152.99586,96.96964,78.95852
PA(17:0_17:0),675.49716,423.25179,423.25179,405.24123,405.24123,224.06881,269.24865,269.24865,171.00644,152.99586,96.96964,78.95852
PA(17:0_17:1),673.48146,421.23609,423.25179,403.22553,405.24123,224.06881,269.24865,267.23295,171.00644,152.99586,96.96964,78.95852
PA(17:0_17:2),671.46586,419.22049,423.25179,401.20993,405.24123,224.06881,269.24865,265.21735,171.00644,152.99586,96.96964,78.95852
PA(17:0_18:0),689.51276,437.26739,423.25179,419.25683,405.24123,224.06881,269.24865,283.26425,171.00644,152.99586,96.96964,78.95852
PA(17:0_18:1),687.49716,435.25179,423.25179,417.24123,405.24123,224.06881,269.24865,281.24865,171.00644,152.99586,96.96964,78.95852
PA(17:0_18:2),685.48146,433.23609,423.25179,415.22553,405.24123,224.06881,269.24865,279.23295,171.00644,152.99586,96.96964,78.95852
PA(17:0_18:3),683.46586,431.22049,423.25179,413.20993,405.24123,224.06881,269.24865,277.21735,171.00644,152.99586,96.96964,78.95852
PA(17:0_18:4),681.45016,429.20479,423.25179,411.19423,405.24123,224.06881,269.24865,275.20165,171.00644,152.99586,96.96964,78.95852
PA(17:0_19:0),703.52846,451.28309,423.25179,433.27253,405.24123,224.06881,269.24865,297.27995,171.00644,152.99586,96.96964,78.95852
PA(17:0_20:0),717.54406,465.29869,423.25179,447.28813,405.24123,224.06881,269.24865,311.29555,171.00644,152.99586,96.96964,78.95852
PA(17:0_20:1),715.52846,463.28309,423.25179,445.27253,405.24123,224.06881,269.24865,309.27995,171.00644,152.99586,96.96964,78.95852
PA(17:0_20:2),713.51276,461.26739,423.25179,443.25683,405.24123,224.06881,269.24865,307.26425,171.00644,152.99586,96.96964,78.95852
PA(17:0_20:3),711.49716,459.25179,423.25179,441.24123,405.24123,224.06881,269.24865,305.24865,171.00644,152.99586,96.96964,78.95852
PA(17:0_20:4),709.48146,457.23609,423.25179,439.22553,405.24123,224.06881,269.24865,303.23295,171.00644,152.99586,96.96964,78.95852
PA(17:0_20:5),707.46586,455.22049,423.25179,437.20993,405.24123,224.06881,269.24865,301.21735,171.00644,152.99586,96.96964,78.95852
PA(17:0_21:0),731.55976,479.31439,423.25179,461.30383,405.24123,224.06881,269.24865,325.31125,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:0),745.57536,493.32999,423.25179,475.31943,405.24123,224.06881,269.24865,339.32685,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:1),743.55976,491.31439,423.25179,473.30383,405.24123,224.06881,269.24865,337.31125,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:2),741.54406,489.29869,423.25179,471.28813,405.24123,224.06881,269.24865,335.29555,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:3),739.52846,487.28309,423.25179,469.27253,405.24123,224.06881,269.24865,333.27995,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:4),737.51276,485.26739,423.25179,467.25683,405.24123,224.06881,269.24865,331.26425,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:5),735.49716,483.25179,423.25179,465.24123,405.24123,224.06881,269.24865,329.24865,171.00644,152.99586,96.96964,78.95852
PA(17:0_22:6),733.48146,481.23609,423.25179,463.22553,405.24123,224.06881,269.24865,327.23295,171.00644,152.99586,96.96964,78.95852
PA(17:0_23:0),759.59106,507.34569,423.25179,489.33513,405.24123,224.06881,269.24865,353.34255,171.00644,152.99586,96.96964,78.95852
PA(17:0_24:0),773.60666,521.36129,423.25179,503.35073,405.24123,224.06881,269.24865,367.35815,171.00644,152.99586,96.96964,78.95852
PA(17:0_24:1),771.59106,519.34569,423.25179,501.33513,405.24123,224.06881,269.24865,365.34255,171.00644,152.99586,96.96964,78.95852
PA(17:0_25:0),787.62236,535.37699,423.25179,517.36643,405.24123,224.06881,269.24865,381.37385,171.00644,152.99586,96.96964,78.95852
PA(17:0_26:0),801.63796,549.39259,423.25179,531.38203,405.24123,224.06881,269.24865,395.38945,171.00644,152.99586,96.96964,78.95852
PA(17:1_17:1),671.46576,421.23609,421.23609,403.22553,403.22553,224.06881,267.23295,267.23295,171.00644,152.99586,96.96964,78.95852
PA(17:1_17:2),669.45016,419.22049,421.23609,401.20993,403.22553,224.06881,267.23295,265.21735,171.00644,152.99586,96.96964,78.95852
PA(17:1_18:0),687.49706,437.26739,421.23609,419.25683,403.22553,224.06881,267.23295,283.26425,171.00644,152.99586,96.96964,78.95852
PA(17:1_18:1),685.48146,435.25179,421.23609,417.24123,403.22553,224.06881,267.23295,281.24865,171.00644,152.99586,96.96964,78.95852
PA(17:1_18:2),683.46576,433.23609,421.23609,415.22553,403.22553,224.06881,267.23295,279.23295,171.00644,152.99586,96.96964,78.95852
PA(17:1_18:3),681.45016,431.22049,421.23609,413.20993,403.22553,224.06881,267.23295,277.21735,171.00644,152.99586,96.96964,78.95852
PA(17:1_18:4),679.43446,429.20479,421.23609,411.19423,403.22553,224.06881,267.23295,275.20165,171.00644,152.99586,96.96964,78.95852
PA(17:1_19:0),701.51276,451.28309,421.23609,433.27253,403.22553,224.06881,267.23295,297.27995,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:0),715.52836,465.29869,421.23609,447.28813,403.22553,224.06881,267.23295,311.29555,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:1),713.51276,463.28309,421.23609,445.27253,403.22553,224.06881,267.23295,309.27995,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:2),711.49706,461.26739,421.23609,443.25683,403.22553,224.06881,267.23295,307.26425,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:3),709.48146,459.25179,421.23609,441.24123,403.22553,224.06881,267.23295,305.24865,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:4),707.46576,457.23609,421.23609,439.22553,403.22553,224.06881,267.23295,303.23295,171.00644,152.99586,96.96964,78.95852
PA(17:1_20:5),705.45016,455.22049,421.23609,437.20993,403.22553,224.06881,267.23295,301.21735,171.00644,152.99586,96.96964,78.95852
PA(17:1_21:0),729.54406,479.31439,421.23609,461.30383,403.22553,224.06881,267.23295,325.31125,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:0),743.55966,493.32999,421.23609,475.31943,403.22553,224.06881,267.23295,339.32685,171.00644,152.99586,96.96964,78.95852
PA(17:1_22:1),741.54406,491.31439,421.23609,473.30383,403.22553,224.06881,267.23295,337.31125,171.00644,152.99586,96.96964,78.95852
