PS,[M-H]-,[M-Serine]-,[M-T1Ketene]-,[M-T2Ketene]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[GlyceroPC-CH3-H2O]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PS(17:1_22:2),826.5604,739.52838,489.29871,421.23611,471.28815,403.22555,224.06881,267.23295,335.29555,152.99586,96.96964,78.95852
PS(17:1_22:3),824.5448,737.51278,487.28311,421.23611,469.27255,403.22555,224.06881,267.23295,333.27995,152.99586,96.96964,78.95852
PS(17:1_22:4),822.5291,735.49708,485.26741,421.23611,467.25685,403.22555,224.06881,267.23295,331.26425,152.99586,96.96964,78.95852
PS(17:1_22:5),820.5135,733.48148,483.25181,421.23611,465.24125,403.22555,224.06881,267.23295,329.24865,152.99586,96.96964,78.95852
PS(17:1_22:6),818.4978,731.46578,481.23611,421.23611,463.22555,403.22555,224.06881,267.23295,327.23295,152.99586,96.96964,78.95852
PS(17:1_23:0),844.6074,757.57538,507.34571,421.23611,489.33515,403.22555,224.06881,267.23295,353.34255,152.99586,96.96964,78.95852
PS(17:1_24:0),858.623,771.59098,521.36131,421.23611,503.35075,403.22555,224.06881,267.23295,367.35815,152.99586,96.96964,78.95852
PS(17:1_24:1),856.6074,769.57538,519.34571,421.23611,501.33515,403.22555,224.06881,267.23295,365.34255,152.99586,96.96964,78.95852
PS(17:1_25:0),872.6387,785.60668,535.37701,421.23611,517.36645,403.22555,224.06881,267.23295,381.37385,152.99586,96.96964,78.95852
PS(17:1_26:0),886.6543,799.62228,549.39261,421.23611,531.38205,403.22555,224.06881,267.23295,395.38945,152.99586,96.96964,78.95852
PS(17:2_17:2),754.4666,667.43458,419.22051,419.22051,401.20995,401.20995,224.06881,265.21735,265.21735,152.99586,96.96964,78.95852
PS(17:2_18:0),772.5135,685.48148,437.26741,419.22051,419.25685,401.20995,224.06881,265.21735,283.26425,152.99586,96.96964,78.95852
PS(17:2_18:1),770.4979,683.46588,435.25181,419.22051,417.24125,401.20995,224.06881,265.21735,281.24865,152.99586,96.96964,78.95852
PS(17:2_18:2),768.4822,681.45018,433.23611,419.22051,415.22555,401.20995,224.06881,265.21735,279.23295,152.99586,96.96964,78.95852
PS(17:2_18:3),766.4666,679.43458,431.22051,419.22051,413.20995,401.20995,224.06881,265.21735,277.21735,152.99586,96.96964,78.95852
PS(17:2_18:4),764.4509,677.41888,429.20481,419.22051,411.19425,401.20995,224.06881,265.21735,275.20165,152.99586,96.96964,78.95852
PS(17:2_19:0),786.5292,699.49718,451.28311,419.22051,433.27255,401.20995,224.06881,265.21735,297.27995,152.99586,96.96964,78.95852
PS(17:2_20:0),800.5448,713.51278,465.29871,419.22051,447.28815,401.20995,224.06881,265.21735,311.29555,152.99586,96.96964,78.95852
PS(17:2_20:1),798.5292,711.49718,463.28311,419.22051,445.27255,401.20995,224.06881,265.21735,309.27995,152.99586,96.96964,78.95852
PS(17:2_20:2),796.5135,709.48148,461.26741,419.22051,443.25685,401.20995,224.06881,265.21735,307.26425,152.99586,96.96964,78.95852
PS(17:2_20:3),794.4979,707.46588,459.25181,419.22051,441.24125,401.20995,224.06881,265.21735,305.24865,152.99586,96.96964,78.95852
PS(17:2_20:4),792.4822,705.45018,457.23611,419.22051,439.22555,401.20995,224.06881,265.21735,303.23295,152.99586,96.96964,78.95852
PS(17:2_20:5),790.4666,703.43458,455.22051,419.22051,437.20995,401.20995,224.06881,265.21735,301.21735,152.99586,96.96964,78.95852
PS(17:2_21:0),814.5605,727.52848,479.31441,419.22051,461.30385,401.20995,224.06881,265.21735,325.31125,152.99586,96.96964,78.95852
PS(17:2_22:0),828.5761,741.54408,493.33001,419.22051,475.31945,401.20995,224.06881,265.21735,339.32685,152.99586,96.96964,78.95852
PS(17:2_22:1),826.5605,739.52848,491.31441,419.22051,473.30385,401.20995,224.06881,265.21735,337.31125,152.99586,96.96964,78.95852
PS(17:2_22:2),824.5448,737.51278,489.29871,419.22051,471.28815,401.20995,224.06881,265.21735,335.29555,152.99586,96.96964,78.95852
PS(17:2_22:3),822.5292,735.49718,487.28311,419.22051,469.27255,401.20995,224.06881,265.21735,333.27995,152.99586,96.96964,78.95852
PS(17:2_22:4),820.5135,733.48148,485.26741,419.22051,467.25685,401.20995,224.06881,265.21735,331.26425,152.99586,96.96964,78.95852
PS(17:2_22:5),818.4979,731.46588,483.25181,419.22051,465.24125,401.20995,224.06881,265.21735,329.24865,152.99586,96.96964,78.95852
PS(17:2_22:6),816.4822,729.45018,481.23611,419.22051,463.22555,401.20995,224.06881,265.21735,327.23295,152.99586,96.96964,78.95852
PS(17:2_23:0),842.5918,755.55978,507.34571,419.22051,489.33515,401.20995,224.06881,265.21735,353.34255,152.99586,96.96964,78.95852
PS(17:2_24:0),856.6074,769.57538,521.36131,419.22051,503.35075,401.20995,224.06881,265.21735,367.35815,152.99586,96.96964,78.95852
PS(17:2_24:1),854.5918,767.55978,519.34571,419.22051,501.33515,401.20995,224.06881,265.21735,365.34255,152.99586,96.96964,78.95852
PS(17:2_25:0),870.6231,783.59108,535.37701,419.22051,517.36645,401.20995,224.06881,265.21735,381.37385,152.99586,96.96964,78.95852
PS(17:2_26:0),884.6387,797.60668,549.39261,419.22051,531.38205,401.20995,224.06881,265.21735,395.38945,152.99586,96.96964,78.95852
PS(18:0_18:0),790.5604,703.52838,437.26741,437.26741,419.25685,419.25685,224.06881,283.26425,283.26425,152.99586,96.96964,78.95852
PS(18:0_18:1),788.5448,701.51278,435.25181,437.26741,417.24125,419.25685,224.06881,283.26425,281.24865,152.99586,96.96964,78.95852
PS(18:0_18:2),786.5291,699.49708,433.23611,437.26741,415.22555,419.25685,224.06881,283.26425,279.23295,152.99586,96.96964,78.95852
PS(18:0_18:3),784.5135,697.48148,431.22051,437.26741,413.20995,419.25685,224.06881,283.26425,277.21735,152.99586,96.96964,78.95852
PS(18:0_18:4),782.4978,695.46578,429.20481,437.26741,411.19425,419.25685,224.06881,283.26425,275.20165,152.99586,96.96964,78.95852
PS(18:0_19:0),804.5761,717.54408,451.28311,437.26741,433.27255,419.25685,224.06881,283.26425,297.27995,152.99586,96.96964,78.95852
PS(18:0_20:0),818.5917,731.55968,465.29871,437.26741,447.28815,419.25685,224.06881,283.26425,311.29555,152.99586,96.96964,78.95852
PS(18:0_20:1),816.5761,729.54408,463.28311,437.26741,445.27255,419.25685,224.06881,283.26425,309.27995,152.99586,96.96964,78.95852
PS(18:0_20:2),814.5604,727.52838,461.26741,437.26741,443.25685,419.25685,224.06881,283.26425,307.26425,152.99586,96.96964,78.95852
PS(18:0_20:3),812.5448,725.51278,459.25181,437.26741,441.24125,419.25685,224.06881,283.26425,305.24865,152.99586,96.96964,78.95852
PS(18:0_20:4),810.5291,723.49708,457.23611,437.26741,439.22555,419.25685,224.06881,283.26425,303.23295,152.99586,96.96964,78.95852
PS(18:0_20:5),808.5135,721.48148,455.22051,437.26741,437.20995,419.25685,224.06881,283.26425,301.21735,152.99586,96.96964,78.95852
PS(18:0_21:0),832.6074,745.57538,479.31441,437.26741,461.30385,419.25685,224.06881,283.26425,325.31125,152.99586,96.96964,78.95852
PS(18:0_22:0),846.623,759.59098,493.33001,437.26741,475.31945,419.25685,224.06881,283.26425,339.32685,152.99586,96.96964,78.95852
PS(18:0_22:1),844.6074,757.57538,491.31441,437.26741,473.30385,419.25685,224.06881,283.26425,337.31125,152.99586,96.96964,78.95852
PS(18:0_22:2),842.5917,755.55968,489.29871,437.26741,471.28815,419.25685,224.06881,283.26425,335.29555,152.99586,96.96964,78.95852
PS(18:0_22:3),840.5761,753.54408,487.28311,437.26741,469.27255,419.25685,224.06881,283.26425,333.27995,152.99586,96.96964,78.95852
PS(18:0_22:4),838.5604,751.52838,485.26741,437.26741,467.25685,419.25685,224.06881,283.26425,331.26425,152.99586,96.96964,78.95852
PS(18:0_22:5),836.5448,749.51278,483.25181,437.26741,465.24125,419.25685,224.06881,283.26425,329.24865,152.99586,96.96964,78.95852
PS(18:0_22:6),834.5291,747.49708,481.23611,437.26741,463.22555,419.25685,224.06881,283.26425,327.23295,152.99586,96.96964,78.95852
PS(18:0_23:0),860.6387,773.60668,507.34571,437.26741,489.33515,419.25685,224.06881,283.26425,353.34255,152.99586,96.96964,78.95852
PS(18:0_24:0),874.6543,787.62228,521.36131,437.26741,503.35075,419.25685,224.06881,283.26425,367.35815,152.99586,96.96964,78.95852
PS(18:0_24:1),872.6387,785.60668,519.34571,437.26741,501.33515,419.25685,224.06881,283.26425,365.34255,152.99586,96.96964,78.95852
PS(18:0_25:0),888.67,801.63798,535.37701,437.26741,517.36645,419.25685,224.06881,283.26425,381.37385,152.99586,96.96964,78.95852
PS(18:0_26:0),902.6856,815.65358,549.39261,437.26741,531.38205,419.25685,224.06881,283.26425,395.38945,152.99586,96.96964,78.95852
PS(18:1_18:1),786.5292,699.49718,435.25181,435.25181,417.24125,417.24125,224.06881,281.24865,281.24865,152.99586,96.96964,78.95852
PS(18:1_18:2),784.5135,697.48148,433.23611,435.25181,415.22555,417.24125,224.06881,281.24865,279.23295,152.99586,96.96964,78.95852
PS(18:1_18:3),782.4979,695.46588,431.22051,435.25181,413.20995,417.24125,224.06881,281.24865,277.21735,152.99586,96.96964,78.95852
PS(18:1_18:4),780.4822,693.45018,429.20481,435.25181,411.19425,417.24125,224.06881,281.24865,275.20165,152.99586,96.96964,78.95852
PS(18:1_19:0),802.5605,715.52848,451.28311,435.25181,433.27255,417.24125,224.06881,281.24865,297.27995,152.99586,96.96964,78.95852
PS(18:1_20:0),816.5761,729.54408,465.29871,435.25181,447.28815,417.24125,224.06881,281.24865,311.29555,152.99586,96.96964,78.95852
PS(18:1_20:1),814.5605,727.52848,463.28311,435.25181,445.27255,417.24125,224.06881,281.24865,309.27995,152.99586,96.96964,78.95852
PS(18:1_20:2),812.5448,725.51278,461.26741,435.25181,443.25685,417.24125,224.06881,281.24865,307.26425,152.99586,96.96964,78.95852
PS(18:1_20:3),810.5292,723.49718,459.25181,435.25181,441.24125,417.24125,224.06881,281.24865,305.24865,152.99586,96.96964,78.95852
PS(18:1_20:4),808.5135,721.48148,457.23611,435.25181,439.22555,417.24125,224.06881,281.24865,303.23295,152.99586,96.96964,78.95852
PS(18:1_20:5),806.4979,719.46588,455.22051,435.25181,437.20995,417.24125,224.06881,281.24865,301.21735,152.99586,96.96964,78.95852
PS(18:1_21:0),830.5918,743.55978,479.31441,435.25181,461.30385,417.24125,224.06881,281.24865,325.31125,152.99586,96.96964,78.95852
PS(18:1_22:0),844.6074,757.57538,493.33001,435.25181,475.31945,417.24125,224.06881,281.24865,339.32685,152.99586,96.96964,78.95852
PS(18:1_22:1),842.5918,755.55978,491.31441,435.25181,473.30385,417.24125,224.06881,281.24865,337.31125,152.99586,96.96964,78.95852
PS(18:1_22:2),840.5761,753.54408,489.29871,435.25181,471.28815,417.24125,224.06881,281.24865,335.29555,152.99586,96.96964,78.95852
PS(18:1_22:3),838.5605,751.52848,487.28311,435.25181,469.27255,417.24125,224.06881,281.24865,333.27995,152.99586,96.96964,78.95852
PS(18:1_22:4),836.5448,749.51278,485.26741,435.25181,467.25685,417.24125,224.06881,281.24865,331.26425,152.99586,96.96964,78.95852
PS(18:1_22:5),834.5292,747.49718,483.25181,435.25181,465.24125,417.24125,224.06881,281.24865,329.24865,152.99586,96.96964,78.95852
PS(18:1_22:6),832.5135,745.48148,481.23611,435.25181,463.22555,417.24125,224.06881,281.24865,327.23295,152.99586,96.96964,78.95852
PS(18:1_23:0),858.6231,771.59108,507.34571,435.25181,489.33515,417.24125,224.06881,281.24865,353.34255,152.99586,96.96964,78.95852
PS(18:1_24:0),872.6387,785.60668,521.36131,435.25181,503.35075,417.24125,224.06881,281.24865,367.35815,152.99586,96.96964,78.95852
PS(18:1_24:1),870.6231,783.59108,519.34571,435.25181,501.33515,417.24125,224.06881,281.24865,365.34255,152.99586,96.96964,78.95852
PS(18:1_25:0),886.6544,799.62238,535.37701,435.25181,517.36645,417.24125,224.06881,281.24865,381.37385,152.99586,96.96964,78.95852
PS(18:1_26:0),900.67,813.63798,549.39261,435.25181,531.38205,417.24125,224.06881,281.24865,395.38945,152.99586,96.96964,78.95852
PS(18:2_18:2),782.4978,695.46578,433.23611,433.23611,415.22555,415.22555,224.06881,279.23295,279.23295,152.99586,96.96964,78.95852
PS(18:2_18:3),780.4822,693.45018,431.22051,433.23611,413.20995,415.22555,224.06881,279.23295,277.21735,152.99586,96.96964,78.95852
PS(18:2_18:4),778.4665,691.43448,429.20481,433.23611,411.19425,415.22555,224.06881,279.23295,275.20165,152.99586,96.96964,78.95852
PS(18:2_19:0),800.5448,713.51278,451.28311,433.23611,433.27255,415.22555,224.06881,279.23295,297.27995,152.99586,96.96964,78.95852
PS(18:2_20:0),814.5604,727.52838,465.29871,433.23611,447.28815,415.22555,224.06881,279.23295,311.29555,152.99586,96.96964,78.95852
PS(18:2_20:1),812.5448,725.51278,463.28311,433.23611,445.27255,415.22555,224.06881,279.23295,309.27995,152.99586,96.96964,78.95852
PS(18:2_20:2),810.5291,723.49708,461.26741,433.23611,443.25685,415.22555,224.06881,279.23295,307.26425,152.99586,96.96964,78.95852
PS(18:2_20:3),808.5135,721.48148,459.25181,433.23611,441.24125,415.22555,224.06881,279.23295,305.24865,152.99586,96.96964,78.95852
PS(18:2_20:4),806.4978,719.46578,457.23611,433.23611,439.22555,415.22555,224.06881,279.23295,303.23295,152.99586,96.96964,78.95852
PS(18:2_20:5),804.4822,717.45018,455.22051,433.23611,437.20995,415.22555,224.06881,279.23295,301.21735,152.99586,96.96964,78.95852
PS(18:2_21:0),828.5761,741.54408,479.31441,433.23611,461.30385,415.22555,224.06881,279.23295,325.31125,152.99586,96.96964,78.95852
PS(18:2_22:0),842.5917,755.55968,493.33001,433.23611,475.31945,415.22555,224.06881,279.23295,339.32685,152.99586,96.96964,78.95852
PS(18:2_22:1),840.5761,753.54408,491.31441,433.23611,473.30385,415.22555,224.06881,279.23295,337.31125,152.99586,96.96964,78.95852
PS(18:2_22:2),838.5604,751.52838,489.29871,433.23611,471.28815,415.22555,224.06881,279.23295,335.29555,152.99586,96.96964,78.95852
PS(18:2_22:3),836.5448,749.51278,487.28311,433.23611,469.27255,415.22555,224.06881,279.23295,333.27995,152.99586,96.96964,78.95852
PS(18:2_22:4),834.5291,747.49708,485.26741,433.23611,467.25685,415.22555,224.06881,279.23295,331.26425,152.99586,96.96964,78.95852
PS(18:2_22:5),832.5135,745.48148,483.25181,433.23611,465.24125,415.22555,224.06881,279.23295,329.24865,152.99586,96.96964,78.95852
PS(18:2_22:6),830.4978,743.46578,481.23611,433.23611,463.22555,415.22555,224.06881,279.23295,327.23295,152.99586,96.96964,78.95852
PS(18:2_23:0),856.6074,769.57538,507.34571,433.23611,489.33515,415.22555,224.06881,279.23295,353.34255,152.99586,96.96964,78.95852
PS(18:2_24:0),870.623,783.59098,521.36131,433.23611,503.35075,415.22555,224.06881,279.23295,367.35815,152.99586,96.96964,78.95852
PS(18:2_24:1),868.6074,781.57538,519.34571,433.23611,501.33515,415.22555,224.06881,279.23295,365.34255,152.99586,96.96964,78.95852
PS(18:2_25:0),884.6387,797.60668,535.37701,433.23611,517.36645,415.22555,224.06881,279.23295,381.37385,152.99586,96.96964,78.95852
PS(18:2_26:0),898.6543,811.62228,549.39261,433.23611,531.38205,415.22555,224.06881,279.23295,395.38945,152.99586,96.96964,78.95852
PS(18:3_18:3),778.4666,691.43458,431.22051,431.22051,413.20995,413.20995,224.06881,277.21735,277.21735,152.99586,96.96964,78.95852
PS(18:3_18:4),776.4509,689.41888,429.20481,431.22051,411.19425,413.20995,224.06881,277.21735,275.20165,152.99586,96.96964,78.95852
PS(18:3_19:0),798.5292,711.49718,451.28311,431.22051,433.27255,413.20995,224.06881,277.21735,297.27995,152.99586,96.96964,78.95852
PS(18:3_20:0),812.5448,725.51278,465.29871,431.22051,447.28815,413.20995,224.06881,277.21735,311.29555,152.99586,96.96964,78.95852
PS(18:3_20:1),810.5292,723.49718,463.28311,431.22051,445.27255,413.20995,224.06881,277.21735,309.27995,152.99586,96.96964,78.95852
PS(18:3_20:2),808.5135,721.48148,461.26741,431.22051,443.25685,413.20995,224.06881,277.21735,307.26425,152.99586,96.96964,78.95852
PS(18:3_20:3),806.4979,719.46588,459.25181,431.22051,441.24125,413.20995,224.06881,277.21735,305.24865,152.99586,96.96964,78.95852
PS(18:3_20:4),804.4822,717.45018,457.23611,431.22051,439.22555,413.20995,224.06881,277.21735,303.23295,152.99586,96.96964,78.95852
PS(18:3_20:5),802.4666,715.43458,455.22051,431.22051,437.20995,413.20995,224.06881,277.21735,301.21735,152.99586,96.96964,78.95852
PS(18:3_21:0),826.5605,739.52848,479.31441,431.22051,461.30385,413.20995,224.06881,277.21735,325.31125,152.99586,96.96964,78.95852
PS(18:3_22:0),840.5761,753.54408,493.33001,431.22051,475.31945,413.20995,224.06881,277.21735,339.32685,152.99586,96.96964,78.95852
PS(18:3_22:1),838.5605,751.52848,491.31441,431.22051,473.30385,413.20995,224.06881,277.21735,337.31125,152.99586,96.96964,78.95852
PS(18:3_22:2),836.5448,749.51278,489.29871,431.22051,471.28815,413.20995,224.06881,277.21735,335.29555,152.99586,96.96964,78.95852
PS(18:3_22:3),834.5292,747.49718,487.28311,431.22051,469.27255,413.20995,224.06881,277.21735,333.27995,152.99586,96.96964,78.95852
PS(18:3_22:4),832.5135,745.48148,485.26741,431.22051,467.25685,413.20995,224.06881,277.21735,331.26425,152.99586,96.96964,78.95852
PS(18:3_22:5),830.4979,743.46588,483.25181,431.22051,465.24125,413.20995,224.06881,277.21735,329.24865,152.99586,96.96964,78.95852
PS(18:3_22:6),828.4822,741.45018,481.23611,431.22051,463.22555,413.20995,224.06881,277.21735,327.23295,152.99586,96.96964,78.95852
PS(18:3_23:0),854.5918,767.55978,507.34571,431.22051,489.33515,413.20995,224.06881,277.21735,353.34255,152.99586,96.96964,78.95852
PS(18:3_24:0),868.6074,781.57538,521.36131,431.22051,503.35075,413.20995,224.06881,277.21735,367.35815,152.99586,96.96964,78.95852
PS(18:3_24:1),866.5918,779.55978,519.34571,431.22051,501.33515,413.20995,224.06881,277.21735,365.34255,152.99586,96.96964,78.95852
PS(18:3_25:0),882.6231,795.59108,535.37701,431.22051,517.36645,413.20995,224.06881,277.21735,381.37385,152.99586,96.96964,78.95852
PS(18:3_26:0),896.6387,809.60668,549.39261,431.22051,531.38205,413.20995,224.06881,277.21735,395.38945,152.99586,96.96964,78.95852
PS(18:4_18:4),774.4352,687.40318,429.20481,429.20481,411.19425,411.19425,224.06881,275.20165,275.20165,152.99586,96.96964,78.95852
PS(18:4_19:0),796.5135,709.48148,451.28311,429.20481,433.27255,411.19425,224.06881,275.20165,297.27995,152.99586,96.96964,78.95852
PS(18:4_20:0),810.5291,723.49708,465.29871,429.20481,447.28815,411.19425,224.06881,275.20165,311.29555,152.99586,96.96964,78.95852
PS(18:4_20:1),808.5135,721.48148,463.28311,429.20481,445.27255,411.19425,224.06881,275.20165,309.27995,152.99586,96.96964,78.95852
PS(18:4_20:2),806.4978,719.46578,461.26741,429.20481,443.25685,411.19425,224.06881,275.20165,307.26425,152.99586,96.96964,78.95852
PS(18:4_20:3),804.4822,717.45018,459.25181,429.20481,441.24125,411.19425,224.06881,275.20165,305.24865,152.99586,96.96964,78.95852
PS(18:4_20:4),802.4665,715.43448,457.23611,429.20481,439.22555,411.19425,224.06881,275.20165,303.23295,152.99586,96.96964,78.95852
PS(18:4_20:5),800.4509,713.41888,455.22051,429.20481,437.20995,411.19425,224.06881,275.20165,301.21735,152.99586,96.96964,78.95852
PS(18:4_21:0),824.5448,737.51278,479.31441,429.20481,461.30385,411.19425,224.06881,275.20165,325.31125,152.99586,96.96964,78.95852
PS(18:4_22:0),838.5604,751.52838,493.33001,429.20481,475.31945,411.19425,224.06881,275.20165,339.32685,152.99586,96.96964,78.95852
PS(18:4_22:1),836.5448,749.51278,491.31441,429.20481,473.30385,411.19425,224.06881,275.20165,337.31125,152.99586,96.96964,78.95852
PS(18:4_22:2),834.5291,747.49708,489.29871,429.20481,471.28815,411.19425,224.06881,275.20165,335.29555,152.99586,96.96964,78.95852
PS(18:4_22:3),832.5135,745.48148,487.28311,429.20481,469.27255,411.19425,224.06881,275.20165,333.27995,152.99586,96.96964,78.95852
PS(18:4_22:4),830.4978,743.46578,485.26741,429.20481,467.25685,411.19425,224.06881,275.20165,331.26425,152.99586,96.96964,78.95852
PS(18:4_22:5),828.4822,741.45018,483.25181,429.20481,465.24125,411.19425,224.06881,275.20165,329.24865,152.99586,96.96964,78.95852
PS(18:4_22:6),826.4665,739.43448,481.23611,429.20481,463.22555,411.19425,224.06881,275.20165,327.23295,152.99586,96.96964,78.95852
PS(18:4_23:0),852.5761,765.54408,507.34571,429.20481,489.33515,411.19425,224.06881,275.20165,353.34255,152.99586,96.96964,78.95852
PS(18:4_24:0),866.5917,779.55968,521.36131,429.20481,503.35075,411.19425,224.06881,275.20165,367.35815,152.99586,96.96964,78.95852
PS(18:4_24:1),864.5761,777.54408,519.34571,429.20481,501.33515,411.19425,224.06881,275.20165,365.34255,152.99586,96.96964,78.95852
PS(18:4_25:0),880.6074,793.57538,535.37701,429.20481,517.36645,411.19425,224.06881,275.20165,381.37385,152.99586,96.96964,78.95852
PS(18:4_26:0),894.623,807.59098,549.39261,429.20481,531.38205,411.19425,224.06881,275.20165,395.38945,152.99586,96.96964,78.95852
PS(19:0_19:0),818.5918,731.55978,451.28311,451.28311,433.27255,433.27255,224.06881,297.27995,297.27995,152.99586,96.96964,78.95852
PS(19:0_20:0),832.6074,745.57538,465.29871,451.28311,447.28815,433.27255,224.06881,297.27995,311.29555,152.99586,96.96964,78.95852
PS(19:0_20:1),830.5918,743.55978,463.28311,451.28311,445.27255,433.27255,224.06881,297.27995,309.27995,152.99586,96.96964,78.95852
PS(19:0_20:2),828.5761,741.54408,461.26741,451.28311,443.25685,433.27255,224.06881,297.27995,307.26425,152.99586,96.96964,78.95852
PS(19:0_20:3),826.5605,739.52848,459.25181,451.28311,441.24125,433.27255,224.06881,297.27995,305.24865,152.99586,96.96964,78.95852
PS(19:0_20:4),824.5448,737.51278,457.23611,451.28311,439.22555,433.27255,224.06881,297.27995,303.23295,152.99586,96.96964,78.95852
PS(19:0_20:5),822.5292,735.49718,455.22051,451.28311,437.20995,433.27255,224.06881,297.27995,301.21735,152.99586,96.96964,78.95852
PS(19:0_21:0),846.6231,759.59108,479.31441,451.28311,461.30385,433.27255,224.06881,297.27995,325.31125,152.99586,96.96964,78.95852
PS(19:0_22:0),860.6387,773.60668,493.33001,451.28311,475.31945,433.27255,224.06881,297.27995,339.32685,152.99586,96.96964,78.95852
PS(19:0_22:1),858.6231,771.59108,491.31441,451.28311,473.30385,433.27255,224.06881,297.27995,337.31125,152.99586,96.96964,78.95852
PS(19:0_22:2),856.6074,769.57538,489.29871,451.28311,471.28815,433.27255,224.06881,297.27995,335.29555,152.99586,96.96964,78.95852
PS(19:0_22:3),854.5918,767.55978,487.28311,451.28311,469.27255,433.27255,224.06881,297.27995,333.27995,152.99586,96.96964,78.95852
PS(19:0_22:4),852.5761,765.54408,485.26741,451.28311,467.25685,433.27255,224.06881,297.27995,331.26425,152.99586,96.96964,78.95852
PS(19:0_22:5),850.5605,763.52848,483.25181,451.28311,465.24125,433.27255,224.06881,297.27995,329.24865,152.99586,96.96964,78.95852
PS(19:0_22:6),848.5448,761.51278,481.23611,451.28311,463.22555,433.27255,224.06881,297.27995,327.23295,152.99586,96.96964,78.95852
PS(19:0_23:0),874.6544,787.62238,507.34571,451.28311,489.33515,433.27255,224.06881,297.27995,353.34255,152.99586,96.96964,78.95852
PS(19:0_24:0),888.67,801.63798,521.36131,451.28311,503.35075,433.27255,224.06881,297.27995,367.35815,152.99586,96.96964,78.95852
PS(19:0_24:1),886.6544,799.62238,519.34571,451.28311,501.33515,433.27255,224.06881,297.27995,365.34255,152.99586,96.96964,78.95852
PS(19:0_25:0),902.6857,815.65368,535.37701,451.28311,517.36645,433.27255,224.06881,297.27995,381.37385,152.99586,96.96964,78.95852
PS(19:0_26:0),916.7013,829.66928,549.39261,451.28311,531.38205,433.27255,224.06881,297.27995,395.38945,152.99586,96.96964,78.95852
PS(20:0_20:0),846.623,759.59098,465.29871,465.29871,447.28815,447.28815,224.06881,311.29555,311.29555,152.99586,96.96964,78.95852
PS(20:0_20:1),844.6074,757.57538,463.28311,465.29871,445.27255,447.28815,224.06881,311.29555,309.27995,152.99586,96.96964,78.95852
PS(20:0_20:2),842.5917,755.55968,461.26741,465.29871,443.25685,447.28815,224.06881,311.29555,307.26425,152.99586,96.96964,78.95852
PS(20:0_20:3),840.5761,753.54408,459.25181,465.29871,441.24125,447.28815,224.06881,311.29555,305.24865,152.99586,96.96964,78.95852
PS(20:0_20:4),838.5604,751.52838,457.23611,465.29871,439.22555,447.28815,224.06881,311.29555,303.23295,152.99586,96.96964,78.95852
PS(20:0_20:5),836.5448,749.51278,455.22051,465.29871,437.20995,447.28815,224.06881,311.29555,301.21735,152.99586,96.96964,78.95852
PS(20:0_21:0),860.6387,773.60668,479.31441,465.29871,461.30385,447.28815,224.06881,311.29555,325.31125,152.99586,96.96964,78.95852
PS(20:0_22:0),874.6543,787.62228,493.33001,465.29871,475.31945,447.28815,224.06881,311.29555,339.32685,152.99586,96.96964,78.95852
PS(20:0_22:1),872.6387,785.60668,491.31441,465.29871,473.30385,447.28815,224.06881,311.29555,337.31125,152.99586,96.96964,78.95852
PS(20:0_22:2),870.623,783.59098,489.29871,465.29871,471.28815,447.28815,224.06881,311.29555,335.29555,152.99586,96.96964,78.95852
PS(20:0_22:3),868.6074,781.57538,487.28311,465.29871,469.27255,447.28815,224.06881,311.29555,333.27995,152.99586,96.96964,78.95852
PS(20:0_22:4),866.5917,779.55968,485.26741,465.29871,467.25685,447.28815,224.06881,311.29555,331.26425,152.99586,96.96964,78.95852
PS(20:0_22:5),864.5761,777.54408,483.25181,465.29871,465.24125,447.28815,224.06881,311.29555,329.24865,152.99586,96.96964,78.95852
PS(20:0_22:6),862.5604,775.52838,481.23611,465.29871,463.22555,447.28815,224.06881,311.29555,327.23295,152.99586,96.96964,78.95852
PS(20:0_23:0),888.67,801.63798,507.34571,465.29871,489.33515,447.28815,224.06881,311.29555,353.34255,152.99586,96.96964,78.95852
PS(20:0_24:0),902.6856,815.65358,521.36131,465.29871,503.35075,447.28815,224.06881,311.29555,367.35815,152.99586,96.96964,78.95852
PS(20:0_24:1),900.67,813.63798,519.34571,465.29871,501.33515,447.28815,224.06881,311.29555,365.34255,152.99586,96.96964,78.95852
PS(20:0_25:0),916.7013,829.66928,535.37701,465.29871,517.36645,447.28815,224.06881,311.29555,381.37385,152.99586,96.96964,78.95852
PS(20:0_26:0),930.7169,843.68488,549.39261,465.29871,531.38205,447.28815,224.06881,311.29555,395.38945,152.99586,96.96964,78.95852
PS(20:1_20:1),842.5918,755.55978,463.28311,463.28311,445.27255,445.27255,224.06881,309.27995,309.27995,152.99586,96.96964,78.95852
PS(20:1_20:2),840.5761,753.54408,461.26741,463.28311,443.25685,445.27255,224.06881,309.27995,307.26425,152.99586,96.96964,78.95852
PS(20:1_20:3),838.5605,751.52848,459.25181,463.28311,441.24125,445.27255,224.06881,309.27995,305.24865,152.99586,96.96964,78.95852
PS(20:1_20:4),836.5448,749.51278,457.23611,463.28311,439.22555,445.27255,224.06881,309.27995,303.23295,152.99586,96.96964,78.95852
PS(20:1_20:5),834.5292,747.49718,455.22051,463.28311,437.20995,445.27255,224.06881,309.27995,301.21735,152.99586,96.96964,78.95852
