PS,[M-H]-,[M-Serine]-,[M-T1Ketene]-,[M-T2Ketene]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[GlyceroPC-CH3-H2O]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PS(14:1_17:0),718.4666,631.43458,423.25181,379.18921,405.24125,361.17865,224.06881,225.18605,269.24865,152.99586,96.96964,78.95852
PS(14:1_17:1),716.4509,629.41888,421.23611,379.18921,403.22555,361.17865,224.06881,225.18605,267.23295,152.99586,96.96964,78.95852
PS(14:1_17:2),714.4353,627.40328,419.22051,379.18921,401.20995,361.17865,224.06881,225.18605,265.21735,152.99586,96.96964,78.95852
PS(14:1_18:0),732.4822,645.45018,437.26741,379.18921,419.25685,361.17865,224.06881,225.18605,283.26425,152.99586,96.96964,78.95852
PS(14:1_18:1),730.4666,643.43458,435.25181,379.18921,417.24125,361.17865,224.06881,225.18605,281.24865,152.99586,96.96964,78.95852
PS(14:1_18:2),728.4509,641.41888,433.23611,379.18921,415.22555,361.17865,224.06881,225.18605,279.23295,152.99586,96.96964,78.95852
PS(14:1_18:3),726.4353,639.40328,431.22051,379.18921,413.20995,361.17865,224.06881,225.18605,277.21735,152.99586,96.96964,78.95852
PS(14:1_18:4),724.4196,637.38758,429.20481,379.18921,411.19425,361.17865,224.06881,225.18605,275.20165,152.99586,96.96964,78.95852
PS(14:1_19:0),746.4979,659.46588,451.28311,379.18921,433.27255,361.17865,224.06881,225.18605,297.27995,152.99586,96.96964,78.95852
PS(14:1_20:0),760.5135,673.48148,465.29871,379.18921,447.28815,361.17865,224.06881,225.18605,311.29555,152.99586,96.96964,78.95852
PS(14:1_20:1),758.4979,671.46588,463.28311,379.18921,445.27255,361.17865,224.06881,225.18605,309.27995,152.99586,96.96964,78.95852
PS(14:1_20:2),756.4822,669.45018,461.26741,379.18921,443.25685,361.17865,224.06881,225.18605,307.26425,152.99586,96.96964,78.95852
PS(14:1_20:3),754.4666,667.43458,459.25181,379.18921,441.24125,361.17865,224.06881,225.18605,305.24865,152.99586,96.96964,78.95852
PS(14:1_20:4),752.4509,665.41888,457.23611,379.18921,439.22555,361.17865,224.06881,225.18605,303.23295,152.99586,96.96964,78.95852
PS(14:1_20:5),750.4353,663.40328,455.22051,379.18921,437.20995,361.17865,224.06881,225.18605,301.21735,152.99586,96.96964,78.95852
PS(14:1_21:0),774.5292,687.49718,479.31441,379.18921,461.30385,361.17865,224.06881,225.18605,325.31125,152.99586,96.96964,78.95852
PS(14:1_22:0),788.5448,701.51278,493.33001,379.18921,475.31945,361.17865,224.06881,225.18605,339.32685,152.99586,96.96964,78.95852
PS(14:1_22:1),786.5292,699.49718,491.31441,379.18921,473.30385,361.17865,224.06881,225.18605,337.31125,152.99586,96.96964,78.95852
PS(14:1_22:2),784.5135,697.48148,489.29871,379.18921,471.28815,361.17865,224.06881,225.18605,335.29555,152.99586,96.96964,78.95852
PS(14:1_22:3),782.4979,695.46588,487.28311,379.18921,469.27255,361.17865,224.06881,225.18605,333.27995,152.99586,96.96964,78.95852
PS(14:1_22:4),780.4822,693.45018,485.26741,379.18921,467.25685,361.17865,224.06881,225.18605,331.26425,152.99586,96.96964,78.95852
PS(14:1_22:5),778.4666,691.43458,483.25181,379.18921,465.24125,361.17865,224.06881,225.18605,329.24865,152.99586,96.96964,78.95852
PS(14:1_22:6),776.4509,689.41888,481.23611,379.18921,463.22555,361.17865,224.06881,225.18605,327.23295,152.99586,96.96964,78.95852
PS(14:1_23:0),802.5605,715.52848,507.34571,379.18921,489.33515,361.17865,224.06881,225.18605,353.34255,152.99586,96.96964,78.95852
PS(14:1_24:0),816.5761,729.54408,521.36131,379.18921,503.35075,361.17865,224.06881,225.18605,367.35815,152.99586,96.96964,78.95852
PS(14:1_24:1),814.5605,727.52848,519.34571,379.18921,501.33515,361.17865,224.06881,225.18605,365.34255,152.99586,96.96964,78.95852
PS(14:1_25:0),830.5918,743.55978,535.37701,379.18921,517.36645,361.17865,224.06881,225.18605,381.37385,152.99586,96.96964,78.95852
PS(14:1_26:0),844.6074,757.57538,549.39261,379.18921,531.38205,361.17865,224.06881,225.18605,395.38945,152.99586,96.96964,78.95852
PS(15:0_15:0),706.4666,619.43458,395.22051,395.22051,377.20995,377.20995,224.06881,241.21735,241.21735,152.99586,96.96964,78.95852
PS(15:0_15:1),704.4509,617.41888,393.20481,395.22051,375.19425,377.20995,224.06881,241.21735,239.20165,152.99586,96.96964,78.95852
PS(15:0_16:0),720.4822,633.45018,409.23611,395.22051,391.22555,377.20995,224.06881,241.21735,255.23295,152.99586,96.96964,78.95852
PS(15:0_16:1),718.4666,631.43458,407.22051,395.22051,389.20995,377.20995,224.06881,241.21735,253.21735,152.99586,96.96964,78.95852
PS(15:0_17:0),734.4979,647.46588,423.25181,395.22051,405.24125,377.20995,224.06881,241.21735,269.24865,152.99586,96.96964,78.95852
PS(15:0_17:1),732.4822,645.45018,421.23611,395.22051,403.22555,377.20995,224.06881,241.21735,267.23295,152.99586,96.96964,78.95852
PS(15:0_17:2),730.4666,643.43458,419.22051,395.22051,401.20995,377.20995,224.06881,241.21735,265.21735,152.99586,96.96964,78.95852
PS(15:0_18:0),748.5135,661.48148,437.26741,395.22051,419.25685,377.20995,224.06881,241.21735,283.26425,152.99586,96.96964,78.95852
PS(15:0_18:1),746.4979,659.46588,435.25181,395.22051,417.24125,377.20995,224.06881,241.21735,281.24865,152.99586,96.96964,78.95852
PS(15:0_18:2),744.4822,657.45018,433.23611,395.22051,415.22555,377.20995,224.06881,241.21735,279.23295,152.99586,96.96964,78.95852
PS(15:0_18:3),742.4666,655.43458,431.22051,395.22051,413.20995,377.20995,224.06881,241.21735,277.21735,152.99586,96.96964,78.95852
PS(15:0_18:4),740.4509,653.41888,429.20481,395.22051,411.19425,377.20995,224.06881,241.21735,275.20165,152.99586,96.96964,78.95852
PS(15:0_19:0),762.5292,675.49718,451.28311,395.22051,433.27255,377.20995,224.06881,241.21735,297.27995,152.99586,96.96964,78.95852
PS(15:0_20:0),776.5448,689.51278,465.29871,395.22051,447.28815,377.20995,224.06881,241.21735,311.29555,152.99586,96.96964,78.95852
PS(15:0_20:1),774.5292,687.49718,463.28311,395.22051,445.27255,377.20995,224.06881,241.21735,309.27995,152.99586,96.96964,78.95852
PS(15:0_20:2),772.5135,685.48148,461.26741,395.22051,443.25685,377.20995,224.06881,241.21735,307.26425,152.99586,96.96964,78.95852
PS(15:0_20:3),770.4979,683.46588,459.25181,395.22051,441.24125,377.20995,224.06881,241.21735,305.24865,152.99586,96.96964,78.95852
PS(15:0_20:4),768.4822,681.45018,457.23611,395.22051,439.22555,377.20995,224.06881,241.21735,303.23295,152.99586,96.96964,78.95852
PS(15:0_20:5),766.4666,679.43458,455.22051,395.22051,437.20995,377.20995,224.06881,241.21735,301.21735,152.99586,96.96964,78.95852
PS(15:0_21:0),790.5605,703.52848,479.31441,395.22051,461.30385,377.20995,224.06881,241.21735,325.31125,152.99586,96.96964,78.95852
PS(15:0_22:0),804.5761,717.54408,493.33001,395.22051,475.31945,377.20995,224.06881,241.21735,339.32685,152.99586,96.96964,78.95852
PS(15:0_22:1),802.5605,715.52848,491.31441,395.22051,473.30385,377.20995,224.06881,241.21735,337.31125,152.99586,96.96964,78.95852
PS(15:0_22:2),800.5448,713.51278,489.29871,395.22051,471.28815,377.20995,224.06881,241.21735,335.29555,152.99586,96.96964,78.95852
PS(15:0_22:3),798.5292,711.49718,487.28311,395.22051,469.27255,377.20995,224.06881,241.21735,333.27995,152.99586,96.96964,78.95852
PS(15:0_22:4),796.5135,709.48148,485.26741,395.22051,467.25685,377.20995,224.06881,241.21735,331.26425,152.99586,96.96964,78.95852
PS(15:0_22:5),794.4979,707.46588,483.25181,395.22051,465.24125,377.20995,224.06881,241.21735,329.24865,152.99586,96.96964,78.95852
PS(15:0_22:6),792.4822,705.45018,481.23611,395.22051,463.22555,377.20995,224.06881,241.21735,327.23295,152.99586,96.96964,78.95852
PS(15:0_23:0),818.5918,731.55978,507.34571,395.22051,489.33515,377.20995,224.06881,241.21735,353.34255,152.99586,96.96964,78.95852
PS(15:0_24:0),832.6074,745.57538,521.36131,395.22051,503.35075,377.20995,224.06881,241.21735,367.35815,152.99586,96.96964,78.95852
PS(15:0_24:1),830.5918,743.55978,519.34571,395.22051,501.33515,377.20995,224.06881,241.21735,365.34255,152.99586,96.96964,78.95852
PS(15:0_25:0),846.6231,759.59108,535.37701,395.22051,517.36645,377.20995,224.06881,241.21735,381.37385,152.99586,96.96964,78.95852
PS(15:0_26:0),860.6387,773.60668,549.39261,395.22051,531.38205,377.20995,224.06881,241.21735,395.38945,152.99586,96.96964,78.95852
PS(15:1_15:1),702.4352,615.40318,393.20481,393.20481,375.19425,375.19425,224.06881,239.20165,239.20165,152.99586,96.96964,78.95852
PS(15:1_16:0),718.4665,631.43448,409.23611,393.20481,391.22555,375.19425,224.06881,239.20165,255.23295,152.99586,96.96964,78.95852
PS(15:1_16:1),716.4509,629.41888,407.22051,393.20481,389.20995,375.19425,224.06881,239.20165,253.21735,152.99586,96.96964,78.95852
PS(15:1_17:0),732.4822,645.45018,423.25181,393.20481,405.24125,375.19425,224.06881,239.20165,269.24865,152.99586,96.96964,78.95852
PS(15:1_17:1),730.4665,643.43448,421.23611,393.20481,403.22555,375.19425,224.06881,239.20165,267.23295,152.99586,96.96964,78.95852
PS(15:1_17:2),728.4509,641.41888,419.22051,393.20481,401.20995,375.19425,224.06881,239.20165,265.21735,152.99586,96.96964,78.95852
PS(15:1_18:0),746.4978,659.46578,437.26741,393.20481,419.25685,375.19425,224.06881,239.20165,283.26425,152.99586,96.96964,78.95852
PS(15:1_18:1),744.4822,657.45018,435.25181,393.20481,417.24125,375.19425,224.06881,239.20165,281.24865,152.99586,96.96964,78.95852
PS(15:1_18:2),742.4665,655.43448,433.23611,393.20481,415.22555,375.19425,224.06881,239.20165,279.23295,152.99586,96.96964,78.95852
PS(15:1_18:3),740.4509,653.41888,431.22051,393.20481,413.20995,375.19425,224.06881,239.20165,277.21735,152.99586,96.96964,78.95852
PS(15:1_18:4),738.4352,651.40318,429.20481,393.20481,411.19425,375.19425,224.06881,239.20165,275.20165,152.99586,96.96964,78.95852
PS(15:1_19:0),760.5135,673.48148,451.28311,393.20481,433.27255,375.19425,224.06881,239.20165,297.27995,152.99586,96.96964,78.95852
PS(15:1_20:0),774.5291,687.49708,465.29871,393.20481,447.28815,375.19425,224.06881,239.20165,311.29555,152.99586,96.96964,78.95852
PS(15:1_20:1),772.5135,685.48148,463.28311,393.20481,445.27255,375.19425,224.06881,239.20165,309.27995,152.99586,96.96964,78.95852
PS(15:1_20:2),770.4978,683.46578,461.26741,393.20481,443.25685,375.19425,224.06881,239.20165,307.26425,152.99586,96.96964,78.95852
PS(15:1_20:3),768.4822,681.45018,459.25181,393.20481,441.24125,375.19425,224.06881,239.20165,305.24865,152.99586,96.96964,78.95852
PS(15:1_20:4),766.4665,679.43448,457.23611,393.20481,439.22555,375.19425,224.06881,239.20165,303.23295,152.99586,96.96964,78.95852
PS(15:1_20:5),764.4509,677.41888,455.22051,393.20481,437.20995,375.19425,224.06881,239.20165,301.21735,152.99586,96.96964,78.95852
PS(15:1_21:0),788.5448,701.51278,479.31441,393.20481,461.30385,375.19425,224.06881,239.20165,325.31125,152.99586,96.96964,78.95852
PS(15:1_22:0),802.5604,715.52838,493.33001,393.20481,475.31945,375.19425,224.06881,239.20165,339.32685,152.99586,96.96964,78.95852
PS(15:1_22:1),800.5448,713.51278,491.31441,393.20481,473.30385,375.19425,224.06881,239.20165,337.31125,152.99586,96.96964,78.95852
PS(15:1_22:2),798.5291,711.49708,489.29871,393.20481,471.28815,375.19425,224.06881,239.20165,335.29555,152.99586,96.96964,78.95852
PS(15:1_22:3),796.5135,709.48148,487.28311,393.20481,469.27255,375.19425,224.06881,239.20165,333.27995,152.99586,96.96964,78.95852
PS(15:1_22:4),794.4978,707.46578,485.26741,393.20481,467.25685,375.19425,224.06881,239.20165,331.26425,152.99586,96.96964,78.95852
PS(15:1_22:5),792.4822,705.45018,483.25181,393.20481,465.24125,375.19425,224.06881,239.20165,329.24865,152.99586,96.96964,78.95852
PS(15:1_22:6),790.4665,703.43448,481.23611,393.20481,463.22555,375.19425,224.06881,239.20165,327.23295,152.99586,96.96964,78.95852
PS(15:1_23:0),816.5761,729.54408,507.34571,393.20481,489.33515,375.19425,224.06881,239.20165,353.34255,152.99586,96.96964,78.95852
PS(15:1_24:0),830.5917,743.55968,521.36131,393.20481,503.35075,375.19425,224.06881,239.20165,367.35815,152.99586,96.96964,78.95852
PS(15:1_24:1),828.5761,741.54408,519.34571,393.20481,501.33515,375.19425,224.06881,239.20165,365.34255,152.99586,96.96964,78.95852
PS(15:1_25:0),844.6074,757.57538,535.37701,393.20481,517.36645,375.19425,224.06881,239.20165,381.37385,152.99586,96.96964,78.95852
PS(15:1_26:0),858.623,771.59098,549.39261,393.20481,531.38205,375.19425,224.06881,239.20165,395.38945,152.99586,96.96964,78.95852
PS(16:0_16:0),734.4978,647.46578,409.23611,409.23611,391.22555,391.22555,224.06881,255.23295,255.23295,152.99586,96.96964,78.95852
PS(16:0_16:1),732.4822,645.45018,407.22051,409.23611,389.20995,391.22555,224.06881,255.23295,253.21735,152.99586,96.96964,78.95852
PS(16:0_17:0),748.5135,661.48148,423.25181,409.23611,405.24125,391.22555,224.06881,255.23295,269.24865,152.99586,96.96964,78.95852
PS(16:0_17:1),746.4978,659.46578,421.23611,409.23611,403.22555,391.22555,224.06881,255.23295,267.23295,152.99586,96.96964,78.95852
PS(16:0_17:2),744.4822,657.45018,419.22051,409.23611,401.20995,391.22555,224.06881,255.23295,265.21735,152.99586,96.96964,78.95852
PS(16:0_18:0),762.5291,675.49708,437.26741,409.23611,419.25685,391.22555,224.06881,255.23295,283.26425,152.99586,96.96964,78.95852
PS(16:0_18:1),760.5135,673.48148,435.25181,409.23611,417.24125,391.22555,224.06881,255.23295,281.24865,152.99586,96.96964,78.95852
PS(16:0_18:2),758.4978,671.46578,433.23611,409.23611,415.22555,391.22555,224.06881,255.23295,279.23295,152.99586,96.96964,78.95852
PS(16:0_18:3),756.4822,669.45018,431.22051,409.23611,413.20995,391.22555,224.06881,255.23295,277.21735,152.99586,96.96964,78.95852
PS(16:0_18:4),754.4665,667.43448,429.20481,409.23611,411.19425,391.22555,224.06881,255.23295,275.20165,152.99586,96.96964,78.95852
PS(16:0_19:0),776.5448,689.51278,451.28311,409.23611,433.27255,391.22555,224.06881,255.23295,297.27995,152.99586,96.96964,78.95852
PS(16:0_20:0),790.5604,703.52838,465.29871,409.23611,447.28815,391.22555,224.06881,255.23295,311.29555,152.99586,96.96964,78.95852
PS(16:0_20:1),788.5448,701.51278,463.28311,409.23611,445.27255,391.22555,224.06881,255.23295,309.27995,152.99586,96.96964,78.95852
PS(16:0_20:2),786.5291,699.49708,461.26741,409.23611,443.25685,391.22555,224.06881,255.23295,307.26425,152.99586,96.96964,78.95852
PS(16:0_20:3),784.5135,697.48148,459.25181,409.23611,441.24125,391.22555,224.06881,255.23295,305.24865,152.99586,96.96964,78.95852
PS(16:0_20:4),782.4978,695.46578,457.23611,409.23611,439.22555,391.22555,224.06881,255.23295,303.23295,152.99586,96.96964,78.95852
PS(16:0_20:5),780.4822,693.45018,455.22051,409.23611,437.20995,391.22555,224.06881,255.23295,301.21735,152.99586,96.96964,78.95852
PS(16:0_21:0),804.5761,717.54408,479.31441,409.23611,461.30385,391.22555,224.06881,255.23295,325.31125,152.99586,96.96964,78.95852
PS(16:0_22:0),818.5917,731.55968,493.33001,409.23611,475.31945,391.22555,224.06881,255.23295,339.32685,152.99586,96.96964,78.95852
PS(16:0_22:1),816.5761,729.54408,491.31441,409.23611,473.30385,391.22555,224.06881,255.23295,337.31125,152.99586,96.96964,78.95852
PS(16:0_22:2),814.5604,727.52838,489.29871,409.23611,471.28815,391.22555,224.06881,255.23295,335.29555,152.99586,96.96964,78.95852
PS(16:0_22:3),812.5448,725.51278,487.28311,409.23611,469.27255,391.22555,224.06881,255.23295,333.27995,152.99586,96.96964,78.95852
PS(16:0_22:4),810.5291,723.49708,485.26741,409.23611,467.25685,391.22555,224.06881,255.23295,331.26425,152.99586,96.96964,78.95852
PS(16:0_22:5),808.5135,721.48148,483.25181,409.23611,465.24125,391.22555,224.06881,255.23295,329.24865,152.99586,96.96964,78.95852
PS(16:0_22:6),806.4978,719.46578,481.23611,409.23611,463.22555,391.22555,224.06881,255.23295,327.23295,152.99586,96.96964,78.95852
PS(16:0_23:0),832.6074,745.57538,507.34571,409.23611,489.33515,391.22555,224.06881,255.23295,353.34255,152.99586,96.96964,78.95852
PS(16:0_24:0),846.623,759.59098,521.36131,409.23611,503.35075,391.22555,224.06881,255.23295,367.35815,152.99586,96.96964,78.95852
PS(16:0_24:1),844.6074,757.57538,519.34571,409.23611,501.33515,391.22555,224.06881,255.23295,365.34255,152.99586,96.96964,78.95852
PS(16:0_25:0),860.6387,773.60668,535.37701,409.23611,517.36645,391.22555,224.06881,255.23295,381.37385,152.99586,96.96964,78.95852
PS(16:0_26:0),874.6543,787.62228,549.39261,409.23611,531.38205,391.22555,224.06881,255.23295,395.38945,152.99586,96.96964,78.95852
PS(16:1_16:1),730.4666,643.43458,407.22051,407.22051,389.20995,389.20995,224.06881,253.21735,253.21735,152.99586,96.96964,78.95852
PS(16:1_17:0),746.4979,659.46588,423.25181,407.22051,405.24125,389.20995,224.06881,253.21735,269.24865,152.99586,96.96964,78.95852
PS(16:1_17:1),744.4822,657.45018,421.23611,407.22051,403.22555,389.20995,224.06881,253.21735,267.23295,152.99586,96.96964,78.95852
PS(16:1_17:2),742.4666,655.43458,419.22051,407.22051,401.20995,389.20995,224.06881,253.21735,265.21735,152.99586,96.96964,78.95852
PS(16:1_18:0),760.5135,673.48148,437.26741,407.22051,419.25685,389.20995,224.06881,253.21735,283.26425,152.99586,96.96964,78.95852
PS(16:1_18:1),758.4979,671.46588,435.25181,407.22051,417.24125,389.20995,224.06881,253.21735,281.24865,152.99586,96.96964,78.95852
PS(16:1_18:2),756.4822,669.45018,433.23611,407.22051,415.22555,389.20995,224.06881,253.21735,279.23295,152.99586,96.96964,78.95852
PS(16:1_18:3),754.4666,667.43458,431.22051,407.22051,413.20995,389.20995,224.06881,253.21735,277.21735,152.99586,96.96964,78.95852
PS(16:1_18:4),752.4509,665.41888,429.20481,407.22051,411.19425,389.20995,224.06881,253.21735,275.20165,152.99586,96.96964,78.95852
PS(16:1_19:0),774.5292,687.49718,451.28311,407.22051,433.27255,389.20995,224.06881,253.21735,297.27995,152.99586,96.96964,78.95852
PS(16:1_20:0),788.5448,701.51278,465.29871,407.22051,447.28815,389.20995,224.06881,253.21735,311.29555,152.99586,96.96964,78.95852
PS(16:1_20:1),786.5292,699.49718,463.28311,407.22051,445.27255,389.20995,224.06881,253.21735,309.27995,152.99586,96.96964,78.95852
PS(16:1_20:2),784.5135,697.48148,461.26741,407.22051,443.25685,389.20995,224.06881,253.21735,307.26425,152.99586,96.96964,78.95852
PS(16:1_20:3),782.4979,695.46588,459.25181,407.22051,441.24125,389.20995,224.06881,253.21735,305.24865,152.99586,96.96964,78.95852
PS(16:1_20:4),780.4822,693.45018,457.23611,407.22051,439.22555,389.20995,224.06881,253.21735,303.23295,152.99586,96.96964,78.95852
PS(16:1_20:5),778.4666,691.43458,455.22051,407.22051,437.20995,389.20995,224.06881,253.21735,301.21735,152.99586,96.96964,78.95852
PS(16:1_21:0),802.5605,715.52848,479.31441,407.22051,461.30385,389.20995,224.06881,253.21735,325.31125,152.99586,96.96964,78.95852
PS(16:1_22:0),816.5761,729.54408,493.33001,407.22051,475.31945,389.20995,224.06881,253.21735,339.32685,152.99586,96.96964,78.95852
PS(16:1_22:1),814.5605,727.52848,491.31441,407.22051,473.30385,389.20995,224.06881,253.21735,337.31125,152.99586,96.96964,78.95852
PS(16:1_22:2),812.5448,725.51278,489.29871,407.22051,471.28815,389.20995,224.06881,253.21735,335.29555,152.99586,96.96964,78.95852
PS(16:1_22:3),810.5292,723.49718,487.28311,407.22051,469.27255,389.20995,224.06881,253.21735,333.27995,152.99586,96.96964,78.95852
PS(16:1_22:4),808.5135,721.48148,485.26741,407.22051,467.25685,389.20995,224.06881,253.21735,331.26425,152.99586,96.96964,78.95852
PS(16:1_22:5),806.4979,719.46588,483.25181,407.22051,465.24125,389.20995,224.06881,253.21735,329.24865,152.99586,96.96964,78.95852
PS(16:1_22:6),804.4822,717.45018,481.23611,407.22051,463.22555,389.20995,224.06881,253.21735,327.23295,152.99586,96.96964,78.95852
PS(16:1_23:0),830.5918,743.55978,507.34571,407.22051,489.33515,389.20995,224.06881,253.21735,353.34255,152.99586,96.96964,78.95852
PS(16:1_24:0),844.6074,757.57538,521.36131,407.22051,503.35075,389.20995,224.06881,253.21735,367.35815,152.99586,96.96964,78.95852
PS(16:1_24:1),842.5918,755.55978,519.34571,407.22051,501.33515,389.20995,224.06881,253.21735,365.34255,152.99586,96.96964,78.95852
PS(16:1_25:0),858.6231,771.59108,535.37701,407.22051,517.36645,389.20995,224.06881,253.21735,381.37385,152.99586,96.96964,78.95852
PS(16:1_26:0),872.6387,785.60668,549.39261,407.22051,531.38205,389.20995,224.06881,253.21735,395.38945,152.99586,96.96964,78.95852
PS(17:0_17:0),762.5292,675.49718,423.25181,423.25181,405.24125,405.24125,224.06881,269.24865,269.24865,152.99586,96.96964,78.95852
PS(17:0_17:1),760.5135,673.48148,421.23611,423.25181,403.22555,405.24125,224.06881,269.24865,267.23295,152.99586,96.96964,78.95852
PS(17:0_17:2),758.4979,671.46588,419.22051,423.25181,401.20995,405.24125,224.06881,269.24865,265.21735,152.99586,96.96964,78.95852
PS(17:0_18:0),776.5448,689.51278,437.26741,423.25181,419.25685,405.24125,224.06881,269.24865,283.26425,152.99586,96.96964,78.95852
PS(17:0_18:1),774.5292,687.49718,435.25181,423.25181,417.24125,405.24125,224.06881,269.24865,281.24865,152.99586,96.96964,78.95852
PS(17:0_18:2),772.5135,685.48148,433.23611,423.25181,415.22555,405.24125,224.06881,269.24865,279.23295,152.99586,96.96964,78.95852
PS(17:0_18:3),770.4979,683.46588,431.22051,423.25181,413.20995,405.24125,224.06881,269.24865,277.21735,152.99586,96.96964,78.95852
PS(17:0_18:4),768.4822,681.45018,429.20481,423.25181,411.19425,405.24125,224.06881,269.24865,275.20165,152.99586,96.96964,78.95852
PS(17:0_19:0),790.5605,703.52848,451.28311,423.25181,433.27255,405.24125,224.06881,269.24865,297.27995,152.99586,96.96964,78.95852
PS(17:0_20:0),804.5761,717.54408,465.29871,423.25181,447.28815,405.24125,224.06881,269.24865,311.29555,152.99586,96.96964,78.95852
PS(17:0_20:1),802.5605,715.52848,463.28311,423.25181,445.27255,405.24125,224.06881,269.24865,309.27995,152.99586,96.96964,78.95852
PS(17:0_20:2),800.5448,713.51278,461.26741,423.25181,443.25685,405.24125,224.06881,269.24865,307.26425,152.99586,96.96964,78.95852
PS(17:0_20:3),798.5292,711.49718,459.25181,423.25181,441.24125,405.24125,224.06881,269.24865,305.24865,152.99586,96.96964,78.95852
PS(17:0_20:4),796.5135,709.48148,457.23611,423.25181,439.22555,405.24125,224.06881,269.24865,303.23295,152.99586,96.96964,78.95852
PS(17:0_20:5),794.4979,707.46588,455.22051,423.25181,437.20995,405.24125,224.06881,269.24865,301.21735,152.99586,96.96964,78.95852
PS(17:0_21:0),818.5918,731.55978,479.31441,423.25181,461.30385,405.24125,224.06881,269.24865,325.31125,152.99586,96.96964,78.95852
PS(17:0_22:0),832.6074,745.57538,493.33001,423.25181,475.31945,405.24125,224.06881,269.24865,339.32685,152.99586,96.96964,78.95852
PS(17:0_22:1),830.5918,743.55978,491.31441,423.25181,473.30385,405.24125,224.06881,269.24865,337.31125,152.99586,96.96964,78.95852
PS(17:0_22:2),828.5761,741.54408,489.29871,423.25181,471.28815,405.24125,224.06881,269.24865,335.29555,152.99586,96.96964,78.95852
PS(17:0_22:3),826.5605,739.52848,487.28311,423.25181,469.27255,405.24125,224.06881,269.24865,333.27995,152.99586,96.96964,78.95852
PS(17:0_22:4),824.5448,737.51278,485.26741,423.25181,467.25685,405.24125,224.06881,269.24865,331.26425,152.99586,96.96964,78.95852
PS(17:0_22:5),822.5292,735.49718,483.25181,423.25181,465.24125,405.24125,224.06881,269.24865,329.24865,152.99586,96.96964,78.95852
PS(17:0_22:6),820.5135,733.48148,481.23611,423.25181,463.22555,405.24125,224.06881,269.24865,327.23295,152.99586,96.96964,78.95852
PS(17:0_23:0),846.6231,759.59108,507.34571,423.25181,489.33515,405.24125,224.06881,269.24865,353.34255,152.99586,96.96964,78.95852
PS(17:0_24:0),860.6387,773.60668,521.36131,423.25181,503.35075,405.24125,224.06881,269.24865,367.35815,152.99586,96.96964,78.95852
PS(17:0_24:1),858.6231,771.59108,519.34571,423.25181,501.33515,405.24125,224.06881,269.24865,365.34255,152.99586,96.96964,78.95852
PS(17:0_25:0),874.6544,787.62238,535.37701,423.25181,517.36645,405.24125,224.06881,269.24865,381.37385,152.99586,96.96964,78.95852
PS(17:0_26:0),888.67,801.63798,549.39261,423.25181,531.38205,405.24125,224.06881,269.24865,395.38945,152.99586,96.96964,78.95852
PS(17:1_17:1),758.4978,671.46578,421.23611,421.23611,403.22555,403.22555,224.06881,267.23295,267.23295,152.99586,96.96964,78.95852
PS(17:1_17:2),756.4822,669.45018,419.22051,421.23611,401.20995,403.22555,224.06881,267.23295,265.21735,152.99586,96.96964,78.95852
PS(17:1_18:0),774.5291,687.49708,437.26741,421.23611,419.25685,403.22555,224.06881,267.23295,283.26425,152.99586,96.96964,78.95852
PS(17:1_18:1),772.5135,685.48148,435.25181,421.23611,417.24125,403.22555,224.06881,267.23295,281.24865,152.99586,96.96964,78.95852
PS(17:1_18:2),770.4978,683.46578,433.23611,421.23611,415.22555,403.22555,224.06881,267.23295,279.23295,152.99586,96.96964,78.95852
PS(17:1_18:3),768.4822,681.45018,431.22051,421.23611,413.20995,403.22555,224.06881,267.23295,277.21735,152.99586,96.96964,78.95852
PS(17:1_18:4),766.4665,679.43448,429.20481,421.23611,411.19425,403.22555,224.06881,267.23295,275.20165,152.99586,96.96964,78.95852
PS(17:1_19:0),788.5448,701.51278,451.28311,421.23611,433.27255,403.22555,224.06881,267.23295,297.27995,152.99586,96.96964,78.95852
PS(17:1_20:0),802.5604,715.52838,465.29871,421.23611,447.28815,403.22555,224.06881,267.23295,311.29555,152.99586,96.96964,78.95852
PS(17:1_20:1),800.5448,713.51278,463.28311,421.23611,445.27255,403.22555,224.06881,267.23295,309.27995,152.99586,96.96964,78.95852
PS(17:1_20:2),798.5291,711.49708,461.26741,421.23611,443.25685,403.22555,224.06881,267.23295,307.26425,152.99586,96.96964,78.95852
PS(17:1_20:3),796.5135,709.48148,459.25181,421.23611,441.24125,403.22555,224.06881,267.23295,305.24865,152.99586,96.96964,78.95852
PS(17:1_20:4),794.4978,707.46578,457.23611,421.23611,439.22555,403.22555,224.06881,267.23295,303.23295,152.99586,96.96964,78.95852
PS(17:1_20:5),792.4822,705.45018,455.22051,421.23611,437.20995,403.22555,224.06881,267.23295,301.21735,152.99586,96.96964,78.95852
PS(17:1_21:0),816.5761,729.54408,479.31441,421.23611,461.30385,403.22555,224.06881,267.23295,325.31125,152.99586,96.96964,78.95852
PS(17:1_22:0),830.5917,743.55968,493.33001,421.23611,475.31945,403.22555,224.06881,267.23295,339.32685,152.99586,96.96964,78.95852
PS(17:1_22:1),828.5761,741.54408,491.31441,421.23611,473.30385,403.22555,224.06881,267.23295,337.31125,152.99586,96.96964,78.95852
