"TG","[M+K]+","[M+K-acyl-sn1-H2O]+","[M+K-acyl-sn2-H2O]+","[M+K-acyl-sn3-H2O]+"
"TG(56:3) TG(18:1_18:1_20:1)",951.7779,669.522106,669.522106,641.490806
"TG(56:3) TG(18:3_19:0_19:0)",951.7779,673.553406,653.490806,653.490806
"TG(56:3) TG(17:0_18:3_21:0)",951.7779,681.522106,673.553406,625.459506
"TG(56:3) TG(17:0_19:0_20:3)",951.7779,681.522106,653.490806,645.522106
"TG(56:3) TG(16:1_16:1_24:1)",951.7779,697.553406,697.553406,585.428206
"TG(56:3) TG(16:1_18:1_22:1)",951.7779,697.553406,669.522106,613.459506
"TG(56:3) TG(16:1_20:1_20:1)",951.7779,697.553406,641.490806,641.490806
"TG(56:3) TG(15:0_18:3_23:0)",951.7779,709.553406,673.553406,597.428206
"TG(56:3) TG(15:0_20:3_21:0)",951.7779,709.553406,645.522106,625.459506
"TG(56:3) TG(14:1_18:1_24:1)",951.7779,725.584706,669.522106,585.428206
"TG(56:3) TG(14:1_20:1_22:1)",951.7779,725.584706,641.490806,613.459506
"TG(56:3) TG(13:0_20:3_23:0)",951.7779,737.584706,645.522106,597.428206
"TG(57:9) TG(18:4_19:0_20:5)",953.6996,677.490806,655.412506,651.475106
"TG(57:9) TG(17:0_18:4_22:5)",953.6996,683.443806,677.490806,623.443806
"TG(57:9) TG(17:0_18:3_22:6)",953.6996,683.443806,675.475106,625.459506
"TG(57:9) TG(17:0_20:4_20:5)",953.6996,683.443806,649.459506,651.475106
"TG(57:9) TG(15:0_20:5_22:4)",953.6996,711.475106,651.475106,621.428206
"TG(57:9) TG(15:0_20:4_22:5)",953.6996,711.475106,649.459506,623.443806
"TG(57:9) TG(15:0_20:3_22:6)",953.6996,711.475106,647.443806,625.459506
"TG(57:9) TG(13:0_22:4_22:5)",953.6996,739.506406,621.428206,623.443806
"TG(56:2) TG(18:0_18:0_20:2)",953.7934,669.522006,669.522006,645.522006
"TG(56:2) TG(18:0_18:2_20:0)",953.7934,669.522006,673.553306,641.490706
"TG(56:2) TG(16:0_18:2_22:0)",953.7934,697.553306,673.553306,613.459406
"TG(56:2) TG(16:0_18:0_22:2)",953.7934,697.553306,669.522006,617.490706
"TG(56:2) TG(16:0_20:0_20:2)",953.7934,697.553306,641.490706,645.522006
"TG(56:2) TG(14:0_18:2_24:0)",953.7934,725.584606,673.553306,585.428106
"TG(56:2) TG(14:0_20:2_22:0)",953.7934,725.584606,645.522006,613.459406
"TG(56:2) TG(14:0_20:0_22:2)",953.7934,725.584606,641.490706,617.490706
"TG(56:2) TG(12:0_20:2_24:0)",953.7934,753.615906,645.522006,585.428106
"TG(56:2) TG(12:0_22:0_22:2)",953.7934,753.615906,613.459406,617.490706
"TG(56:2) TG(10:0_22:2_24:0)",953.7934,781.647206,617.490706,585.428106
"TG(56:2) TG(18:1_18:1_20:0)",953.7935,671.537706,671.537706,641.490806
"TG(56:2) TG(18:0_18:1_20:1)",953.7935,669.522106,671.537706,643.506406
"TG(56:2) TG(18:2_19:0_19:0)",953.7935,673.553406,655.506406,655.506406
"TG(56:2) TG(17:0_17:0_22:2)",953.7935,683.537706,683.537706,617.490806
"TG(56:2) TG(17:0_18:2_21:0)",953.7935,683.537706,673.553406,627.475106
"TG(56:2) TG(17:0_19:0_20:2)",953.7935,683.537706,655.506406,645.522106
"TG(56:2) TG(16:1_16:1_24:0)",953.7935,699.569006,699.569006,585.428206
"TG(56:2) TG(16:0_16:1_24:1)",953.7935,697.553406,699.569006,587.443806
"TG(56:2) TG(16:0_18:1_22:1)",953.7935,697.553406,671.537706,615.475106
"TG(56:2) TG(16:0_20:1_20:1)",953.7935,697.553406,643.506406,643.506406
"TG(56:2) TG(16:1_18:1_22:0)",953.7935,699.569006,671.537706,613.459506
"TG(56:2) TG(16:1_18:0_22:1)",953.7935,699.569006,669.522106,615.475106
"TG(56:2) TG(16:1_20:0_20:1)",953.7935,699.569006,641.490806,643.506406
"TG(56:2) TG(15:0_18:2_23:0)",953.7935,711.569006,673.553406,599.443806
"TG(56:2) TG(15:0_19:0_22:2)",953.7935,711.569006,655.506406,617.490806
"TG(56:2) TG(15:0_20:2_21:0)",953.7935,711.569006,645.522106,627.475106
"TG(56:2) TG(14:0_18:1_24:1)",953.7935,725.584706,671.537706,587.443806
"TG(56:2) TG(14:1_18:1_24:0)",953.7935,727.600306,671.537706,585.428206
"TG(56:2) TG(14:0_20:1_22:1)",953.7935,725.584706,643.506406,615.475106
"TG(56:2) TG(14:1_18:0_24:1)",953.7935,727.600306,669.522106,587.443806
"TG(56:2) TG(14:1_20:1_22:0)",953.7935,727.600306,643.506406,613.459506
"TG(56:2) TG(14:1_20:0_22:1)",953.7935,727.600306,641.490806,615.475106
"TG(56:2) TG(13:0_20:2_23:0)",953.7935,739.600306,645.522106,599.443806
"TG(56:2) TG(13:0_21:0_22:2)",953.7935,739.600306,627.475106,617.490806
"TG(56:2) TG(12:0_20:1_24:1)",953.7935,753.616006,643.506406,587.443806
"TG(56:2) TG(12:0_22:1_22:1)",953.7935,753.616006,615.475106,615.475106
"TG(56:2) TG(10:0_22:1_24:1)",953.7935,781.647306,615.475106,587.443806
"TG(56:2) TG(24:1_24:1_8:0)",953.7935,587.443806,587.443806,809.678606
"TG(57:8) TG(18:4_18:4_21:0)",955.7152,679.506406,679.506406,629.396806
"TG(57:8) TG(18:4_19:0_20:4)",955.7152,679.506406,657.428106,651.475106
"TG(57:8) TG(17:0_18:4_22:4)",955.7152,685.459406,679.506406,623.443806
"TG(57:8) TG(17:0_18:2_22:6)",955.7152,685.459406,675.475106,627.475106
"TG(57:8) TG(17:0_20:4_20:4)",955.7152,685.459406,651.475106,651.475106
"TG(57:8) TG(15:0_20:4_22:4)",955.7152,713.490706,651.475106,623.443806
"TG(57:8) TG(15:0_20:2_22:6)",955.7152,713.490706,647.443806,627.475106
"TG(57:8) TG(13:0_22:2_22:6)",955.7152,741.522006,619.412506,627.475106
"TG(57:8) TG(13:0_22:4_22:4)",955.7152,741.522006,623.443806,623.443806
"TG(57:8) TG(18:3_19:0_20:5)",955.7153,677.490806,657.428206,653.490806
"TG(57:8) TG(17:0_18:3_22:5)",955.7153,685.459506,677.490806,625.459506
"TG(57:8) TG(17:0_20:3_20:5)",955.7153,685.459506,649.459506,653.490806
"TG(57:8) TG(15:0_20:3_22:5)",955.7153,713.490806,649.459506,625.459506
"TG(56:1) TG(18:0_18:0_20:1)",955.8091,671.537706,671.537706,645.522006
"TG(56:1) TG(18:0_18:1_20:0)",955.8091,671.537706,673.553306,643.506406
"TG(56:1) TG(16:0_16:0_24:1)",955.8091,699.569006,699.569006,589.459406
"TG(56:1) TG(16:0_16:1_24:0)",955.8091,699.569006,701.584606,587.443806
"TG(56:1) TG(16:0_18:1_22:0)",955.8091,699.569006,673.553306,615.475106
"TG(56:1) TG(16:0_18:0_22:1)",955.8091,699.569006,671.537706,617.490706
"TG(56:1) TG(16:0_20:0_20:1)",955.8091,699.569006,643.506406,645.522006
"TG(56:1) TG(16:1_18:0_22:0)",955.8091,701.584606,671.537706,615.475106
"TG(56:1) TG(16:1_20:0_20:0)",955.8091,701.584606,643.506406,643.506406
"TG(56:1) TG(14:0_18:1_24:0)",955.8091,727.600306,673.553306,587.443806
"TG(56:1) TG(14:0_18:0_24:1)",955.8091,727.600306,671.537706,589.459406
"TG(56:1) TG(14:0_20:1_22:0)",955.8091,727.600306,645.522006,615.475106
"TG(56:1) TG(14:1_18:0_24:0)",955.8091,729.615906,671.537706,587.443806
"TG(56:1) TG(14:0_20:0_22:1)",955.8091,727.600306,643.506406,617.490706
"TG(56:1) TG(14:1_20:0_22:0)",955.8091,729.615906,643.506406,615.475106
"TG(56:1) TG(12:0_20:1_24:0)",955.8091,755.631606,645.522006,587.443806
"TG(56:1) TG(12:0_20:0_24:1)",955.8091,755.631606,643.506406,589.459406
"TG(56:1) TG(12:0_22:0_22:1)",955.8091,755.631606,615.475106,617.490706
"TG(56:1) TG(10:0_22:1_24:0)",955.8091,783.662906,617.490706,587.443806
"TG(56:1) TG(10:0_22:0_24:1)",955.8091,783.662906,615.475106,589.459406
"TG(56:1) TG(24:0_24:1_8:0)",955.8091,587.443806,589.459406,811.694206
"TG(56:1) TG(18:1_19:0_19:0)",955.8092,673.553406,657.522106,657.522106
"TG(56:1) TG(17:0_17:0_22:1)",955.8092,685.553406,685.553406,617.490806
"TG(56:1) TG(17:0_18:1_21:0)",955.8092,685.553406,673.553406,629.490806
"TG(56:1) TG(17:0_19:0_20:1)",955.8092,685.553406,657.522106,645.522106
"TG(56:1) TG(16:1_17:0_23:0)",955.8092,701.584706,685.553406,601.459506
"TG(56:1) TG(16:1_19:0_21:0)",955.8092,701.584706,657.522106,629.490806
"TG(56:1) TG(15:0_17:0_24:1)",955.8092,713.584706,685.553406,589.459506
"TG(56:1) TG(15:0_18:1_23:0)",955.8092,713.584706,673.553406,601.459506
"TG(56:1) TG(15:0_19:0_22:1)",955.8092,713.584706,657.522106,617.490806
"TG(56:1) TG(15:0_20:1_21:0)",955.8092,713.584706,645.522106,629.490806
"TG(56:1) TG(14:1_19:0_23:0)",955.8092,729.616006,657.522106,601.459506
"TG(56:1) TG(14:1_21:0_21:0)",955.8092,729.616006,629.490806,629.490806
"TG(56:1) TG(13:0_19:0_24:1)",955.8092,741.616006,657.522106,589.459506
"TG(56:1) TG(13:0_20:1_23:0)",955.8092,741.616006,645.522106,601.459506
"TG(56:1) TG(13:0_21:0_22:1)",955.8092,741.616006,629.490806,617.490806
"TG(58:14) TG(18:4_18:4_22:6)",957.6369,681.428106,681.428106,629.396806
"TG(58:14) TG(18:4_20:5_20:5)",957.637,681.428206,655.412506,655.412506
"TG(57:7) TG(18:2_19:0_20:5)",957.7309,677.490806,659.443806,655.506406
"TG(57:7) TG(18:3_19:0_20:4)",957.7309,679.506406,659.443806,653.490806
"TG(57:7) TG(18:3_18:4_21:0)",957.7309,679.506406,681.522106,631.412506
"TG(57:7) TG(18:4_19:0_20:3)",957.7309,681.522106,659.443806,651.475106
"TG(57:7) TG(17:0_18:3_22:4)",957.7309,687.475106,679.506406,625.459506
"TG(57:7) TG(17:0_18:2_22:5)",957.7309,687.475106,677.490806,627.475106
"TG(57:7) TG(17:0_18:1_22:6)",957.7309,687.475106,675.475106,629.490806
"TG(57:7) TG(17:0_20:2_20:5)",957.7309,687.475106,649.459506,655.506406
"TG(57:7) TG(17:0_20:3_20:4)",957.7309,687.475106,651.475106,653.490806
"TG(57:7) TG(16:1_19:0_22:6)",957.7309,703.506406,659.443806,629.490806
"TG(57:7) TG(15:0_20:5_22:2)",957.7309,715.506406,655.506406,621.428206
"TG(57:7) TG(15:0_20:3_22:4)",957.7309,715.506406,651.475106,625.459506
"TG(57:7) TG(15:0_20:2_22:5)",957.7309,715.506406,649.459506,627.475106
"TG(57:7) TG(15:0_20:1_22:6)",957.7309,715.506406,647.443806,629.490806
"TG(57:7) TG(14:1_21:0_22:6)",957.7309,731.537706,631.412506,629.490806
"TG(57:7) TG(13:0_22:1_22:6)",957.7309,743.537706,619.412506,629.490806
"TG(57:7) TG(13:0_22:2_22:5)",957.7309,743.537706,621.428206,627.475106
"TG(56:0) TG(18:0_18:0_20:0)",957.8247,673.553306,673.553306,645.522006
"TG(56:0) TG(16:0_16:0_24:0)",957.8247,701.584606,701.584606,589.459406
"TG(56:0) TG(16:0_18:0_22:0)",957.8247,701.584606,673.553306,617.490706
"TG(56:0) TG(16:0_20:0_20:0)",957.8247,701.584606,645.522006,645.522006
"TG(56:0) TG(14:0_18:0_24:0)",957.8247,729.615906,673.553306,589.459406
"TG(56:0) TG(14:0_20:0_22:0)",957.8247,729.615906,645.522006,617.490706
"TG(56:0) TG(12:0_20:0_24:0)",957.8247,757.647206,645.522006,589.459406
"TG(56:0) TG(12:0_22:0_22:0)",957.8247,757.647206,617.490706,617.490706
"TG(56:0) TG(10:0_22:0_24:0)",957.8247,785.678506,617.490706,589.459406
"TG(56:0) TG(24:0_24:0_8:0)",957.8247,589.459406,589.459406,813.709806
"TG(56:0) TG(18:0_19:0_19:0)",957.8248,673.553406,659.537706,659.537706
"TG(56:0) TG(17:0_17:0_22:0)",957.8248,687.569006,687.569006,617.490806
"TG(56:0) TG(17:0_18:0_21:0)",957.8248,687.569006,673.553406,631.506406
"TG(56:0) TG(17:0_19:0_20:0)",957.8248,687.569006,659.537706,645.522106
"TG(56:0) TG(16:0_17:0_23:0)",957.8248,701.584706,687.569006,603.475106
"TG(56:0) TG(16:0_19:0_21:0)",957.8248,701.584706,659.537706,631.506406
"TG(56:0) TG(15:0_17:0_24:0)",957.8248,715.600306,687.569006,589.459506
"TG(56:0) TG(15:0_18:0_23:0)",957.8248,715.600306,673.553406,603.475106
"TG(56:0) TG(15:0_19:0_22:0)",957.8248,715.600306,659.537706,617.490806
"TG(56:0) TG(15:0_20:0_21:0)",957.8248,715.600306,645.522106,631.506406
"TG(56:0) TG(14:0_19:0_23:0)",957.8248,729.616006,659.537706,603.475106
"TG(56:0) TG(14:0_21:0_21:0)",957.8248,729.616006,631.506406,631.506406
"TG(56:0) TG(13:0_19:0_24:0)",957.8248,743.631606,659.537706,589.459506
"TG(56:0) TG(13:0_20:0_23:0)",957.8248,743.631606,645.522106,603.475106
"TG(56:0) TG(13:0_21:0_22:0)",957.8248,743.631606,631.506406,617.490806
"TG(56:0) TG(12:0_21:0_23:0)",957.8248,757.647306,631.506406,603.475106
"TG(56:0) TG(10:0_23:0_23:0)",957.8248,785.678606,603.475106,603.475106
"TG(58:13) TG(18:4_18:4_22:5)",959.6526,683.443806,683.443806,629.396806
"TG(58:13) TG(18:3_18:4_22:6)",959.6526,681.428106,683.443806,631.412506
"TG(58:13) TG(18:4_20:4_20:5)",959.6526,683.443806,655.412506,657.428106
"TG(58:13) TG(14:1_22:6_22:6)",959.6526,733.459406,631.412506,631.412506
"TG(58:13) TG(18:3_20:5_20:5)",959.6527,681.428206,657.428206,657.428206
"TG(57:6) TG(18:2_19:0_20:4)",959.7465,679.506406,661.459406,655.506406
"TG(57:6) TG(18:2_18:4_21:0)",959.7465,679.506406,683.537706,633.428106
"TG(57:6) TG(18:4_19:0_20:2)",959.7465,683.537706,661.459406,651.475106
"TG(57:6) TG(17:0_18:4_22:2)",959.7465,689.490706,683.537706,623.443806
"TG(57:6) TG(17:0_18:2_22:4)",959.7465,689.490706,679.506406,627.475106
"TG(57:6) TG(17:0_18:0_22:6)",959.7465,689.490706,675.475106,631.506406
"TG(57:6) TG(17:0_20:2_20:4)",959.7465,689.490706,651.475106,655.506406
"TG(57:6) TG(16:0_19:0_22:6)",959.7465,703.506406,661.459406,631.506406
"TG(57:6) TG(15:0_20:4_22:2)",959.7465,717.522006,655.506406,623.443806
"TG(57:6) TG(15:0_20:2_22:4)",959.7465,717.522006,651.475106,627.475106
"TG(57:6) TG(15:0_20:0_22:6)",959.7465,717.522006,647.443806,631.506406
"TG(57:6) TG(14:0_21:0_22:6)",959.7465,731.537706,633.428106,631.506406
"TG(57:6) TG(13:0_22:0_22:6)",959.7465,745.553306,619.412506,631.506406
"TG(57:6) TG(13:0_22:2_22:4)",959.7465,745.553306,623.443806,627.475106
"TG(57:6) TG(12:0_22:6_23:0)",959.7465,759.569006,631.506406,605.396806
"TG(57:6) TG(18:1_19:0_20:5)",959.7466,677.490806,661.459506,657.522106
"TG(57:6) TG(18:3_18:3_21:0)",959.7466,681.522106,681.522106,633.428206
"TG(57:6) TG(18:3_19:0_20:3)",959.7466,681.522106,661.459506,653.490806
"TG(57:6) TG(17:0_18:1_22:5)",959.7466,689.490806,677.490806,629.490806
"TG(57:6) TG(17:0_20:1_20:5)",959.7466,689.490806,649.459506,657.522106
"TG(57:6) TG(17:0_20:3_20:3)",959.7466,689.490806,653.490806,653.490806
"TG(57:6) TG(16:1_19:0_22:5)",959.7466,705.522106,661.459506,629.490806
"TG(57:6) TG(16:1_20:5_21:0)",959.7466,705.522106,657.522106,633.428206
"TG(57:6) TG(15:0_20:5_22:1)",959.7466,717.522106,657.522106,621.428206
"TG(57:6) TG(15:0_20:1_22:5)",959.7466,717.522106,649.459506,629.490806
"TG(57:6) TG(14:1_20:5_23:0)",959.7466,733.553406,657.522106,605.396906
"TG(57:6) TG(14:1_21:0_22:5)",959.7466,733.553406,633.428206,629.490806
"TG(57:6) TG(13:0_20:5_24:1)",959.7466,745.553406,657.522106,593.396906
"TG(57:6) TG(13:0_22:1_22:5)",959.7466,745.553406,621.428206,629.490806
"TG(58:12) TG(18:4_18:4_22:4)",961.6682,685.459406,685.459406,629.396806
"TG(58:12) TG(18:2_18:4_22:6)",961.6682,681.428106,685.459406,633.428106
"TG(58:12) TG(18:4_20:4_20:4)",961.6682,685.459406,657.428106,657.428106
"TG(58:12) TG(14:0_22:6_22:6)",961.6682,733.459406,633.428106,633.428106
"TG(58:12) TG(18:2_20:5_20:5)",961.6683,681.428206,659.443806,659.443806
"TG(58:12) TG(18:3_18:3_22:6)",961.6683,683.443806,683.443806,633.428206
"TG(58:12) TG(18:3_20:4_20:5)",961.6683,683.443806,657.428206,659.443806
"TG(58:12) TG(18:3_18:4_22:5)",961.6683,683.443806,685.459506,631.412506
"TG(58:12) TG(18:4_20:3_20:5)",961.6683,685.459506,655.412506,659.443806
"TG(58:12) TG(16:1_20:5_22:6)",961.6683,707.443806,659.443806,633.428206
"TG(58:12) TG(14:1_22:5_22:6)",961.6683,735.475106,631.412506,633.428206
"TG(57:5) TG(18:0_19:0_20:5)",961.7622,677.490806,663.475106,659.537706
"TG(57:5) TG(18:1_19:0_20:4)",961.7622,679.506406,663.475106,657.522106
"TG(57:5) TG(18:2_19:0_20:3)",961.7622,681.522106,663.475106,655.506406
"TG(57:5) TG(18:2_18:3_21:0)",961.7622,681.522106,683.537706,635.443806
"TG(57:5) TG(18:3_19:0_20:2)",961.7622,683.537706,663.475106,653.490806
"TG(57:5) TG(18:1_18:4_21:0)",961.7622,679.506406,685.553406,635.443806
"TG(57:5) TG(18:4_19:0_20:1)",961.7622,685.553406,663.475106,651.475106
"TG(57:5) TG(17:0_18:4_22:1)",961.7622,691.506406,685.553406,623.443806
