"PS","[M+Na]+","[M+Na-87]+","[M+Na-H3PO4]+","[M+Na-PS]+","[M+Na-C3H7NO6PNa]+","[M-87-acyl-sn1-RCOOH]+","[M-87-acyl-sn2-RCOOH]+","[Phosphoserine+Na]+"
"PS(38:4) PS(16:1_22:3)",834.5256249,747.4935949,736.5487249,551.5398049,627.5347549,493.2689649,413.2063649,207.99872
"PS(38:5) PS(16:1_22:4)",832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,491.2532649,413.2063649,207.99872
"PS(38:6) PS(16:1_22:5)",830.4943249,743.4622949,732.5174249,547.5085049,623.5034549,489.2376649,413.2063649,207.99872
"PS(38:7) PS(16:1_22:6)",828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,487.2219649,413.2063649,207.99872
"PS(39:1) PS(16:1_23:0)",854.5882249,767.5561949,756.6113249,571.6024049,647.5973549,513.3315649,413.2063649,207.99872
"PS(40:1) PS(16:1_24:0)",868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,527.3471649,413.2063649,207.99872
"PS(40:2) PS(16:1_24:1)",866.5882249,779.5561949,768.6113249,583.6024049,659.5973549,525.3315649,413.2063649,207.99872
"PS(41:1) PS(16:1_25:0)",882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,541.3628649,413.2063649,207.99872
"PS(42:1) PS(16:1_26:0)",896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,555.3784649,413.2063649,207.99872
"PS(34:0) PS(17:0_17:0)",786.5256249,699.4935949,688.5487249,503.5398049,579.5347549,429.2376649,429.2376649,207.99872
"PS(34:1) PS(17:0_17:1)",784.5099249,697.4778949,686.5330249,501.5241049,577.5190549,427.2219649,429.2376649,207.99872
"PS(34:2) PS(17:0_17:2)",782.4943249,695.4622949,684.5174249,499.5085049,575.5034549,425.2063649,429.2376649,207.99872
"PS(35:0) PS(17:0_18:0)",800.5412249,713.5091949,702.5643249,517.5554049,593.5503549,443.2532649,429.2376649,207.99872
"PS(35:1) PS(17:0_18:1)",798.5256249,711.4935949,700.5487249,515.5398049,591.5347549,441.2376649,429.2376649,207.99872
"PS(35:2) PS(17:0_18:2)",796.5099249,709.4778949,698.5330249,513.5241049,589.5190549,439.2219649,429.2376649,207.99872
"PS(35:3) PS(17:0_18:3)",794.4943249,707.4622949,696.5174249,511.5085049,587.5034549,437.2063649,429.2376649,207.99872
"PS(35:4) PS(17:0_18:4)",792.4786249,705.4465949,694.5017249,509.4928049,585.4877549,435.1906649,429.2376649,207.99872
"PS(36:0) PS(17:0_19:0)",814.5569249,727.5248949,716.5800249,531.5711049,607.5660549,457.2689649,429.2376649,207.99872
"PS(37:0) PS(17:0_20:0)",828.5725249,741.5404949,730.5956249,545.5867049,621.5816549,471.2845649,429.2376649,207.99872
"PS(37:1) PS(17:0_20:1)",826.5569249,739.5248949,728.5800249,543.5711049,619.5660549,469.2689649,429.2376649,207.99872
"PS(37:2) PS(17:0_20:2)",824.5412249,737.5091949,726.5643249,541.5554049,617.5503549,467.2532649,429.2376649,207.99872
"PS(37:3) PS(17:0_20:3)",822.5256249,735.4935949,724.5487249,539.5398049,615.5347549,465.2376649,429.2376649,207.99872
"PS(37:4) PS(17:0_20:4)",820.5099249,733.4778949,722.5330249,537.5241049,613.5190549,463.2219649,429.2376649,207.99872
"PS(37:5) PS(17:0_20:5)",818.4943249,731.4622949,720.5174249,535.5085049,611.5034549,461.2063649,429.2376649,207.99872
"PS(38:0) PS(17:0_21:0)",842.5882249,755.5561949,744.6113249,559.6024049,635.5973549,485.3002649,429.2376649,207.99872
"PS(39:0) PS(17:0_22:0)",856.6038249,769.5717949,758.6269249,573.6180049,649.6129549,499.3158649,429.2376649,207.99872
"PS(39:1) PS(17:0_22:1)",854.5882249,767.5561949,756.6113249,571.6024049,647.5973549,497.3002649,429.2376649,207.99872
"PS(39:2) PS(17:0_22:2)",852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,495.2845649,429.2376649,207.99872
"PS(39:3) PS(17:0_22:3)",850.5569249,763.5248949,752.5800249,567.5711049,643.5660549,493.2689649,429.2376649,207.99872
"PS(39:4) PS(17:0_22:4)",848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,491.2532649,429.2376649,207.99872
"PS(39:5) PS(17:0_22:5)",846.5256249,759.4935949,748.5487249,563.5398049,639.5347549,489.2376649,429.2376649,207.99872
"PS(39:6) PS(17:0_22:6)",844.5099249,757.4778949,746.5330249,561.5241049,637.5190549,487.2219649,429.2376649,207.99872
"PS(40:0) PS(17:0_23:0)",870.6195249,783.5874949,772.6426249,587.6337049,663.6286549,513.3315649,429.2376649,207.99872
"PS(41:0) PS(17:0_24:0)",884.6351249,797.6030949,786.6582249,601.6493049,677.6442549,527.3471649,429.2376649,207.99872
"PS(41:1) PS(17:0_24:1)",882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,525.3315649,429.2376649,207.99872
"PS(42:0) PS(17:0_25:0)",898.6508249,811.6187949,800.6739249,615.6650049,691.6599549,541.3628649,429.2376649,207.99872
"PS(43:0) PS(17:0_26:0)",912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,555.3784649,429.2376649,207.99872
"PS(34:2) PS(17:1_17:1)",782.4942249,695.4621949,684.5173249,499.5084049,575.5033549,427.2219649,427.2219649,207.99872
"PS(34:3) PS(17:1_17:2)",780.4786249,693.4465949,682.5017249,497.4928049,573.4877549,425.2063649,427.2219649,207.99872
"PS(35:1) PS(17:1_18:0)",798.5255249,711.4934949,700.5486249,515.5397049,591.5346549,443.2532649,427.2219649,207.99872
"PS(35:2) PS(17:1_18:1)",796.5099249,709.4778949,698.5330249,513.5241049,589.5190549,441.2376649,427.2219649,207.99872
"PS(35:3) PS(17:1_18:2)",794.4942249,707.4621949,696.5173249,511.5084049,587.5033549,439.2219649,427.2219649,207.99872
"PS(35:4) PS(17:1_18:3)",792.4786249,705.4465949,694.5017249,509.4928049,585.4877549,437.2063649,427.2219649,207.99872
"PS(35:5) PS(17:1_18:4)",790.4629249,703.4308949,692.4860249,507.4771049,583.4720549,435.1906649,427.2219649,207.99872
"PS(36:1) PS(17:1_19:0)",812.5412249,725.5091949,714.5643249,529.5554049,605.5503549,457.2689649,427.2219649,207.99872
"PS(37:1) PS(17:1_20:0)",826.5568249,739.5247949,728.5799249,543.5710049,619.5659549,471.2845649,427.2219649,207.99872
"PS(37:2) PS(17:1_20:1)",824.5412249,737.5091949,726.5643249,541.5554049,617.5503549,469.2689649,427.2219649,207.99872
"PS(37:3) PS(17:1_20:2)",822.5255249,735.4934949,724.5486249,539.5397049,615.5346549,467.2532649,427.2219649,207.99872
"PS(37:4) PS(17:1_20:3)",820.5099249,733.4778949,722.5330249,537.5241049,613.5190549,465.2376649,427.2219649,207.99872
"PS(37:5) PS(17:1_20:4)",818.4942249,731.4621949,720.5173249,535.5084049,611.5033549,463.2219649,427.2219649,207.99872
"PS(37:6) PS(17:1_20:5)",816.4786249,729.4465949,718.5017249,533.4928049,609.4877549,461.2063649,427.2219649,207.99872
"PS(38:1) PS(17:1_21:0)",840.5725249,753.5404949,742.5956249,557.5867049,633.5816549,485.3002649,427.2219649,207.99872
"PS(39:1) PS(17:1_22:0)",854.5881249,767.5560949,756.6112249,571.6023049,647.5972549,499.3158649,427.2219649,207.99872
"PS(39:2) PS(17:1_22:1)",852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,497.3002649,427.2219649,207.99872
"PS(39:3) PS(17:1_22:2)",850.5568249,763.5247949,752.5799249,567.5710049,643.5659549,495.2845649,427.2219649,207.99872
"PS(39:4) PS(17:1_22:3)",848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,493.2689649,427.2219649,207.99872
"PS(39:5) PS(17:1_22:4)",846.5255249,759.4934949,748.5486249,563.5397049,639.5346549,491.2532649,427.2219649,207.99872
"PS(39:6) PS(17:1_22:5)",844.5099249,757.4778949,746.5330249,561.5241049,637.5190549,489.2376649,427.2219649,207.99872
"PS(39:7) PS(17:1_22:6)",842.4942249,755.4621949,744.5173249,559.5084049,635.5033549,487.2219649,427.2219649,207.99872
"PS(40:1) PS(17:1_23:0)",868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,513.3315649,427.2219649,207.99872
"PS(41:1) PS(17:1_24:0)",882.6194249,795.5873949,784.6425249,599.6336049,675.6285549,527.3471649,427.2219649,207.99872
"PS(41:2) PS(17:1_24:1)",880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,525.3315649,427.2219649,207.99872
"PS(42:1) PS(17:1_25:0)",896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,541.3628649,427.2219649,207.99872
"PS(43:1) PS(17:1_26:0)",910.6507249,823.6186949,812.6738249,627.6649049,703.6598549,555.3784649,427.2219649,207.99872
"PS(34:4) PS(17:2_17:2)",778.4630249,691.4309949,680.4861249,495.4772049,571.4721549,425.2063649,425.2063649,207.99872
"PS(35:2) PS(17:2_18:0)",796.5099249,709.4778949,698.5330249,513.5241049,589.5190549,443.2532649,425.2063649,207.99872
"PS(35:3) PS(17:2_18:1)",794.4943249,707.4622949,696.5174249,511.5085049,587.5034549,441.2376649,425.2063649,207.99872
"PS(35:4) PS(17:2_18:2)",792.4786249,705.4465949,694.5017249,509.4928049,585.4877549,439.2219649,425.2063649,207.99872
"PS(35:5) PS(17:2_18:3)",790.4630249,703.4309949,692.4861249,507.4772049,583.4721549,437.2063649,425.2063649,207.99872
"PS(35:6) PS(17:2_18:4)",788.4473249,701.4152949,690.4704249,505.4615049,581.4564549,435.1906649,425.2063649,207.99872
"PS(36:2) PS(17:2_19:0)",810.5256249,723.4935949,712.5487249,527.5398049,603.5347549,457.2689649,425.2063649,207.99872
"PS(37:2) PS(17:2_20:0)",824.5412249,737.5091949,726.5643249,541.5554049,617.5503549,471.2845649,425.2063649,207.99872
"PS(37:3) PS(17:2_20:1)",822.5256249,735.4935949,724.5487249,539.5398049,615.5347549,469.2689649,425.2063649,207.99872
"PS(37:4) PS(17:2_20:2)",820.5099249,733.4778949,722.5330249,537.5241049,613.5190549,467.2532649,425.2063649,207.99872
"PS(37:5) PS(17:2_20:3)",818.4943249,731.4622949,720.5174249,535.5085049,611.5034549,465.2376649,425.2063649,207.99872
"PS(37:6) PS(17:2_20:4)",816.4786249,729.4465949,718.5017249,533.4928049,609.4877549,463.2219649,425.2063649,207.99872
"PS(37:7) PS(17:2_20:5)",814.4630249,727.4309949,716.4861249,531.4772049,607.4721549,461.2063649,425.2063649,207.99872
"PS(38:2) PS(17:2_21:0)",838.5569249,751.5248949,740.5800249,555.5711049,631.5660549,485.3002649,425.2063649,207.99872
"PS(39:2) PS(17:2_22:0)",852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,499.3158649,425.2063649,207.99872
"PS(39:3) PS(17:2_22:1)",850.5569249,763.5248949,752.5800249,567.5711049,643.5660549,497.3002649,425.2063649,207.99872
"PS(39:4) PS(17:2_22:2)",848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,495.2845649,425.2063649,207.99872
"PS(39:5) PS(17:2_22:3)",846.5256249,759.4935949,748.5487249,563.5398049,639.5347549,493.2689649,425.2063649,207.99872
"PS(39:6) PS(17:2_22:4)",844.5099249,757.4778949,746.5330249,561.5241049,637.5190549,491.2532649,425.2063649,207.99872
"PS(39:7) PS(17:2_22:5)",842.4943249,755.4622949,744.5174249,559.5085049,635.5034549,489.2376649,425.2063649,207.99872
"PS(39:8) PS(17:2_22:6)",840.4786249,753.4465949,742.5017249,557.4928049,633.4877549,487.2219649,425.2063649,207.99872
"PS(40:2) PS(17:2_23:0)",866.5882249,779.5561949,768.6113249,583.6024049,659.5973549,513.3315649,425.2063649,207.99872
"PS(41:2) PS(17:2_24:0)",880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,527.3471649,425.2063649,207.99872
"PS(41:3) PS(17:2_24:1)",878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,525.3315649,425.2063649,207.99872
"PS(42:2) PS(17:2_25:0)",894.6195249,807.5874949,796.6426249,611.6337049,687.6286549,541.3628649,425.2063649,207.99872
"PS(43:2) PS(17:2_26:0)",908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,555.3784649,425.2063649,207.99872
"PS(36:0) PS(18:0_18:0)",814.5568249,727.5247949,716.5799249,531.5710049,607.5659549,443.2532649,443.2532649,207.99872
"PS(36:1) PS(18:0_18:1)",812.5412249,725.5091949,714.5643249,529.5554049,605.5503549,441.2376649,443.2532649,207.99872
"PS(36:2) PS(18:0_18:2)",810.5255249,723.4934949,712.5486249,527.5397049,603.5346549,439.2219649,443.2532649,207.99872
"PS(36:3) PS(18:0_18:3)",808.5099249,721.4778949,710.5330249,525.5241049,601.5190549,437.2063649,443.2532649,207.99872
"PS(36:4) PS(18:0_18:4)",806.4942249,719.4621949,708.5173249,523.5084049,599.5033549,435.1906649,443.2532649,207.99872
"PS(37:0) PS(18:0_19:0)",828.5725249,741.5404949,730.5956249,545.5867049,621.5816549,457.2689649,443.2532649,207.99872
"PS(38:0) PS(18:0_20:0)",842.5881249,755.5560949,744.6112249,559.6023049,635.5972549,471.2845649,443.2532649,207.99872
"PS(38:1) PS(18:0_20:1)",840.5725249,753.5404949,742.5956249,557.5867049,633.5816549,469.2689649,443.2532649,207.99872
"PS(38:2) PS(18:0_20:2)",838.5568249,751.5247949,740.5799249,555.5710049,631.5659549,467.2532649,443.2532649,207.99872
"PS(38:3) PS(18:0_20:3)",836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,465.2376649,443.2532649,207.99872
"PS(38:4) PS(18:0_20:4)",834.5255249,747.4934949,736.5486249,551.5397049,627.5346549,463.2219649,443.2532649,207.99872
"PS(38:5) PS(18:0_20:5)",832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,461.2063649,443.2532649,207.99872
"PS(39:0) PS(18:0_21:0)",856.6038249,769.5717949,758.6269249,573.6180049,649.6129549,485.3002649,443.2532649,207.99872
"PS(40:0) PS(18:0_22:0)",870.6194249,783.5873949,772.6425249,587.6336049,663.6285549,499.3158649,443.2532649,207.99872
"PS(40:1) PS(18:0_22:1)",868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,497.3002649,443.2532649,207.99872
"PS(40:2) PS(18:0_22:2)",866.5881249,779.5560949,768.6112249,583.6023049,659.5972549,495.2845649,443.2532649,207.99872
"PS(40:3) PS(18:0_22:3)",864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,493.2689649,443.2532649,207.99872
"PS(40:4) PS(18:0_22:4)",862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,491.2532649,443.2532649,207.99872
"PS(40:5) PS(18:0_22:5)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,489.2376649,443.2532649,207.99872
"PS(40:6) PS(18:0_22:6)",858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,487.2219649,443.2532649,207.99872
"PS(41:0) PS(18:0_23:0)",884.6351249,797.6030949,786.6582249,601.6493049,677.6442549,513.3315649,443.2532649,207.99872
"PS(42:0) PS(18:0_24:0)",898.6507249,811.6186949,800.6738249,615.6649049,691.6598549,527.3471649,443.2532649,207.99872
"PS(42:1) PS(18:0_24:1)",896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,525.3315649,443.2532649,207.99872
"PS(43:0) PS(18:0_25:0)",912.6664249,825.6343949,814.6895249,629.6806049,705.6755549,541.3628649,443.2532649,207.99872
"PS(44:0) PS(18:0_26:0)",926.6820249,839.6499949,828.7051249,643.6962049,719.6911549,555.3784649,443.2532649,207.99872
"PS(36:2) PS(18:1_18:1)",810.5256249,723.4935949,712.5487249,527.5398049,603.5347549,441.2376649,441.2376649,207.99872
"PS(36:3) PS(18:1_18:2)",808.5099249,721.4778949,710.5330249,525.5241049,601.5190549,439.2219649,441.2376649,207.99872
"PS(36:4) PS(18:1_18:3)",806.4943249,719.4622949,708.5174249,523.5085049,599.5034549,437.2063649,441.2376649,207.99872
"PS(36:5) PS(18:1_18:4)",804.4786249,717.4465949,706.5017249,521.4928049,597.4877549,435.1906649,441.2376649,207.99872
"PS(37:1) PS(18:1_19:0)",826.5569249,739.5248949,728.5800249,543.5711049,619.5660549,457.2689649,441.2376649,207.99872
"PS(38:1) PS(18:1_20:0)",840.5725249,753.5404949,742.5956249,557.5867049,633.5816549,471.2845649,441.2376649,207.99872
"PS(38:2) PS(18:1_20:1)",838.5569249,751.5248949,740.5800249,555.5711049,631.5660549,469.2689649,441.2376649,207.99872
"PS(38:3) PS(18:1_20:2)",836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,467.2532649,441.2376649,207.99872
"PS(38:4) PS(18:1_20:3)",834.5256249,747.4935949,736.5487249,551.5398049,627.5347549,465.2376649,441.2376649,207.99872
"PS(38:5) PS(18:1_20:4)",832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,463.2219649,441.2376649,207.99872
"PS(38:6) PS(18:1_20:5)",830.4943249,743.4622949,732.5174249,547.5085049,623.5034549,461.2063649,441.2376649,207.99872
"PS(39:1) PS(18:1_21:0)",854.5882249,767.5561949,756.6113249,571.6024049,647.5973549,485.3002649,441.2376649,207.99872
"PS(40:1) PS(18:1_22:0)",868.6038249,781.5717949,770.6269249,585.6180049,661.6129549,499.3158649,441.2376649,207.99872
"PS(40:2) PS(18:1_22:1)",866.5882249,779.5561949,768.6113249,583.6024049,659.5973549,497.3002649,441.2376649,207.99872
"PS(40:3) PS(18:1_22:2)",864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,495.2845649,441.2376649,207.99872
"PS(40:4) PS(18:1_22:3)",862.5569249,775.5248949,764.5800249,579.5711049,655.5660549,493.2689649,441.2376649,207.99872
"PS(40:5) PS(18:1_22:4)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,491.2532649,441.2376649,207.99872
"PS(40:6) PS(18:1_22:5)",858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,489.2376649,441.2376649,207.99872
"PS(40:7) PS(18:1_22:6)",856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,487.2219649,441.2376649,207.99872
"PS(41:1) PS(18:1_23:0)",882.6195249,795.5874949,784.6426249,599.6337049,675.6286549,513.3315649,441.2376649,207.99872
"PS(42:1) PS(18:1_24:0)",896.6351249,809.6030949,798.6582249,613.6493049,689.6442549,527.3471649,441.2376649,207.99872
"PS(42:2) PS(18:1_24:1)",894.6195249,807.5874949,796.6426249,611.6337049,687.6286549,525.3315649,441.2376649,207.99872
"PS(43:1) PS(18:1_25:0)",910.6508249,823.6187949,812.6739249,627.6650049,703.6599549,541.3628649,441.2376649,207.99872
"PS(44:1) PS(18:1_26:0)",924.6664249,837.6343949,826.6895249,641.6806049,717.6755549,555.3784649,441.2376649,207.99872
"PS(36:4) PS(18:2_18:2)",806.4942249,719.4621949,708.5173249,523.5084049,599.5033549,439.2219649,439.2219649,207.99872
"PS(36:5) PS(18:2_18:3)",804.4786249,717.4465949,706.5017249,521.4928049,597.4877549,437.2063649,439.2219649,207.99872
"PS(36:6) PS(18:2_18:4)",802.4629249,715.4308949,704.4860249,519.4771049,595.4720549,435.1906649,439.2219649,207.99872
"PS(37:2) PS(18:2_19:0)",824.5412249,737.5091949,726.5643249,541.5554049,617.5503549,457.2689649,439.2219649,207.99872
"PS(38:2) PS(18:2_20:0)",838.5568249,751.5247949,740.5799249,555.5710049,631.5659549,471.2845649,439.2219649,207.99872
"PS(38:3) PS(18:2_20:1)",836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,469.2689649,439.2219649,207.99872
"PS(38:4) PS(18:2_20:2)",834.5255249,747.4934949,736.5486249,551.5397049,627.5346549,467.2532649,439.2219649,207.99872
"PS(38:5) PS(18:2_20:3)",832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,465.2376649,439.2219649,207.99872
"PS(38:6) PS(18:2_20:4)",830.4942249,743.4621949,732.5173249,547.5084049,623.5033549,463.2219649,439.2219649,207.99872
"PS(38:7) PS(18:2_20:5)",828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,461.2063649,439.2219649,207.99872
"PS(39:2) PS(18:2_21:0)",852.5725249,765.5404949,754.5956249,569.5867049,645.5816549,485.3002649,439.2219649,207.99872
"PS(40:2) PS(18:2_22:0)",866.5881249,779.5560949,768.6112249,583.6023049,659.5972549,499.3158649,439.2219649,207.99872
"PS(40:3) PS(18:2_22:1)",864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,497.3002649,439.2219649,207.99872
"PS(40:4) PS(18:2_22:2)",862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,495.2845649,439.2219649,207.99872
"PS(40:5) PS(18:2_22:3)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,493.2689649,439.2219649,207.99872
"PS(40:6) PS(18:2_22:4)",858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,491.2532649,439.2219649,207.99872
"PS(40:7) PS(18:2_22:5)",856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,489.2376649,439.2219649,207.99872
"PS(40:8) PS(18:2_22:6)",854.4942249,767.4621949,756.5173249,571.5084049,647.5033549,487.2219649,439.2219649,207.99872
"PS(41:2) PS(18:2_23:0)",880.6038249,793.5717949,782.6269249,597.6180049,673.6129549,513.3315649,439.2219649,207.99872
"PS(42:2) PS(18:2_24:0)",894.6194249,807.5873949,796.6425249,611.6336049,687.6285549,527.3471649,439.2219649,207.99872
"PS(42:3) PS(18:2_24:1)",892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,525.3315649,439.2219649,207.99872
"PS(43:2) PS(18:2_25:0)",908.6351249,821.6030949,810.6582249,625.6493049,701.6442549,541.3628649,439.2219649,207.99872
"PS(44:2) PS(18:2_26:0)",922.6507249,835.6186949,824.6738249,639.6649049,715.6598549,555.3784649,439.2219649,207.99872
"PS(36:6) PS(18:3_18:3)",802.4630249,715.4309949,704.4861249,519.4772049,595.4721549,437.2063649,437.2063649,207.99872
"PS(36:7) PS(18:3_18:4)",800.4473249,713.4152949,702.4704249,517.4615049,593.4564549,435.1906649,437.2063649,207.99872
"PS(37:3) PS(18:3_19:0)",822.5256249,735.4935949,724.5487249,539.5398049,615.5347549,457.2689649,437.2063649,207.99872
"PS(38:3) PS(18:3_20:0)",836.5412249,749.5091949,738.5643249,553.5554049,629.5503549,471.2845649,437.2063649,207.99872
"PS(38:4) PS(18:3_20:1)",834.5256249,747.4935949,736.5487249,551.5398049,627.5347549,469.2689649,437.2063649,207.99872
"PS(38:5) PS(18:3_20:2)",832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,467.2532649,437.2063649,207.99872
"PS(38:6) PS(18:3_20:3)",830.4943249,743.4622949,732.5174249,547.5085049,623.5034549,465.2376649,437.2063649,207.99872
"PS(38:7) PS(18:3_20:4)",828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,463.2219649,437.2063649,207.99872
"PS(38:8) PS(18:3_20:5)",826.4630249,739.4309949,728.4861249,543.4772049,619.4721549,461.2063649,437.2063649,207.99872
"PS(39:3) PS(18:3_21:0)",850.5569249,763.5248949,752.5800249,567.5711049,643.5660549,485.3002649,437.2063649,207.99872
"PS(40:3) PS(18:3_22:0)",864.5725249,777.5404949,766.5956249,581.5867049,657.5816549,499.3158649,437.2063649,207.99872
"PS(40:4) PS(18:3_22:1)",862.5569249,775.5248949,764.5800249,579.5711049,655.5660549,497.3002649,437.2063649,207.99872
"PS(40:5) PS(18:3_22:2)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,495.2845649,437.2063649,207.99872
"PS(40:6) PS(18:3_22:3)",858.5256249,771.4935949,760.5487249,575.5398049,651.5347549,493.2689649,437.2063649,207.99872
"PS(40:7) PS(18:3_22:4)",856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,491.2532649,437.2063649,207.99872
"PS(40:8) PS(18:3_22:5)",854.4943249,767.4622949,756.5174249,571.5085049,647.5034549,489.2376649,437.2063649,207.99872
"PS(40:9) PS(18:3_22:6)",852.4786249,765.4465949,754.5017249,569.4928049,645.4877549,487.2219649,437.2063649,207.99872
"PS(41:3) PS(18:3_23:0)",878.5882249,791.5561949,780.6113249,595.6024049,671.5973549,513.3315649,437.2063649,207.99872
"PS(42:3) PS(18:3_24:0)",892.6038249,805.5717949,794.6269249,609.6180049,685.6129549,527.3471649,437.2063649,207.99872
"PS(42:4) PS(18:3_24:1)",890.5882249,803.5561949,792.6113249,607.6024049,683.5973549,525.3315649,437.2063649,207.99872
"PS(43:3) PS(18:3_25:0)",906.6195249,819.5874949,808.6426249,623.6337049,699.6286549,541.3628649,437.2063649,207.99872
"PS(44:3) PS(18:3_26:0)",920.6351249,833.6030949,822.6582249,637.6493049,713.6442549,555.3784649,437.2063649,207.99872
"PS(36:8) PS(18:4_18:4)",798.4316249,711.3995949,700.4547249,515.4458049,591.4407549,435.1906649,435.1906649,207.99872
"PS(37:4) PS(18:4_19:0)",820.5099249,733.4778949,722.5330249,537.5241049,613.5190549,457.2689649,435.1906649,207.99872
"PS(38:4) PS(18:4_20:0)",834.5255249,747.4934949,736.5486249,551.5397049,627.5346549,471.2845649,435.1906649,207.99872
"PS(38:5) PS(18:4_20:1)",832.5099249,745.4778949,734.5330249,549.5241049,625.5190549,469.2689649,435.1906649,207.99872
"PS(38:6) PS(18:4_20:2)",830.4942249,743.4621949,732.5173249,547.5084049,623.5033549,467.2532649,435.1906649,207.99872
"PS(38:7) PS(18:4_20:3)",828.4786249,741.4465949,730.5017249,545.4928049,621.4877549,465.2376649,435.1906649,207.99872
"PS(38:8) PS(18:4_20:4)",826.4629249,739.4308949,728.4860249,543.4771049,619.4720549,463.2219649,435.1906649,207.99872
"PS(38:9) PS(18:4_20:5)",824.4473249,737.4152949,726.4704249,541.4615049,617.4564549,461.2063649,435.1906649,207.99872
"PS(39:4) PS(18:4_21:0)",848.5412249,761.5091949,750.5643249,565.5554049,641.5503549,485.3002649,435.1906649,207.99872
"PS(40:4) PS(18:4_22:0)",862.5568249,775.5247949,764.5799249,579.5710049,655.5659549,499.3158649,435.1906649,207.99872
"PS(40:5) PS(18:4_22:1)",860.5412249,773.5091949,762.5643249,577.5554049,653.5503549,497.3002649,435.1906649,207.99872
"PS(40:6) PS(18:4_22:2)",858.5255249,771.4934949,760.5486249,575.5397049,651.5346549,495.2845649,435.1906649,207.99872
"PS(40:7) PS(18:4_22:3)",856.5099249,769.4778949,758.5330249,573.5241049,649.5190549,493.2689649,435.1906649,207.99872
"PS(40:8) PS(18:4_22:4)",854.4942249,767.4621949,756.5173249,571.5084049,647.5033549,491.2532649,435.1906649,207.99872
"PS(40:9) PS(18:4_22:5)",852.4786249,765.4465949,754.5017249,569.4928049,645.4877549,489.2376649,435.1906649,207.99872
"PS(40:10) PS(18:4_22:6)",850.4629249,763.4308949,752.4860249,567.4771049,643.4720549,487.2219649,435.1906649,207.99872
"PS(41:4) PS(18:4_23:0)",876.5725249,789.5404949,778.5956249,593.5867049,669.5816549,513.3315649,435.1906649,207.99872
"PS(42:4) PS(18:4_24:0)",890.5881249,803.5560949,792.6112249,607.6023049,683.5972549,527.3471649,435.1906649,207.99872
"PS(42:5) PS(18:4_24:1)",888.5725249,801.5404949,790.5956249,605.5867049,681.5816549,525.3315649,435.1906649,207.99872
"PS(43:4) PS(18:4_25:0)",904.6038249,817.5717949,806.6269249,621.6180049,697.6129549,541.3628649,435.1906649,207.99872
"PS(44:4) PS(18:4_26:0)",918.6194249,831.5873949,820.6425249,635.6336049,711.6285549,555.3784649,435.1906649,207.99872
"PS(38:0) PS(19:0_19:0)",842.5882249,755.5561949,744.6113249,559.6024049,635.5973549,457.2689649,457.2689649,207.99872
"PS(39:0) PS(19:0_20:0)",856.6038249,769.5717949,758.6269249,573.6180049,649.6129549,471.2845649,457.2689649,207.99872
