HexCer,[M+Na]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d18:2/26:0),860.69554,820.70304,658.6502,640.6396,280.2635,262.2529
HexCer(d18:2/26:1),858.67984,818.68734,656.6345,638.624,280.2635,262.2529
HexCer(d18:2/26:2),856.66424,816.67174,654.6189,636.6083,280.2635,262.2529
HexCer(d18:2/27:0),874.71114,834.71864,672.6658,654.6553,280.2635,262.2529
HexCer(d18:2/27:1),872.69554,832.70304,670.6502,652.6396,280.2635,262.2529
HexCer(d18:2/28:0),888.72684,848.73434,686.6815,668.6709,280.2635,262.2529
HexCer(d18:2/28:1),886.71114,846.71864,684.6658,666.6553,280.2635,262.2529
HexCer(d18:2/28:2),884.69554,844.70304,682.6502,664.6396,280.2635,262.2529
HexCer(d18:2/29:0),902.74254,862.75004,700.6971,682.6866,280.2635,262.2529
HexCer(d18:2/29:1),900.72684,860.73434,698.6815,680.6709,280.2635,262.2529
HexCer(d18:2/30:0),916.75814,876.76564,714.7128,696.7022,280.2635,262.2529
HexCer(d18:2/30:1),914.74254,874.75004,712.6971,694.6866,280.2635,262.2529
HexCer(d18:2/30:2),912.72684,872.73434,710.6815,692.6709,280.2635,262.2529
HexCer(d18:2/31:0),930.77384,890.78134,728.7285,710.7179,280.2635,262.2529
HexCer(d18:2/31:1),928.75814,888.76564,726.7128,708.7022,280.2635,262.2529
HexCer(d18:2/32:0),944.78944,904.79694,742.7441,724.7335,280.2635,262.2529
HexCer(d18:2/32:1),942.77384,902.78134,740.7285,722.7179,280.2635,262.2529
HexCer(d18:2/32:2),940.75814,900.76564,738.7128,720.7022,280.2635,262.2529
HexCer(d18:2/33:0),958.80504,918.81254,756.7598,738.7491,280.2635,262.2529
HexCer(d18:2/33:1),956.78944,916.79694,754.7441,736.7335,280.2635,262.2529
HexCer(d18:2/34:0),972.82074,932.82824,770.7754,752.7648,280.2635,262.2529
HexCer(d18:2/34:1),970.80504,930.81254,768.7598,750.7491,280.2635,262.2529
HexCer(d18:2/34:2),968.78944,928.79694,766.7441,748.7335,280.2635,262.2529
HexCer(d18:2/35:0),986.83634,946.84384,784.791,766.7805,280.2635,262.2529
HexCer(d18:2/35:1),984.82074,944.82824,782.7754,764.7648,280.2635,262.2529
HexCer(d18:2/36:0),1000.85204,960.85954,798.8067,780.7961,280.2635,262.2529
HexCer(d18:2/36:1),998.83634,958.84384,796.791,778.7805,280.2635,262.2529
HexCer(d18:2/36:2),996.82074,956.82824,794.7754,776.7648,280.2635,262.2529
HexCer(d18:2/38:0),1028.88294,988.89044,826.838,808.8274,280.2635,262.2529
HexCer(d18:2/38:1),1026.86794,986.87544,824.8223,806.8118,280.2635,262.2529
HexCer(d18:2/38:2),1024.85194,984.85944,822.8067,804.7961,280.2635,262.2529
HexCer(d18:2/40:0),1056.91494,1016.92244,854.8693,836.8587,280.2635,262.2529
HexCer(d18:2/40:1),1054.89894,1014.90644,852.8536,834.8431,280.2635,262.2529
HexCer(d18:2/40:2),1052.88294,1012.89044,850.838,832.8274,280.2635,262.2529
HexCer(d18:2/42:0),1084.94594,1044.95344,882.9006,864.89,280.2635,262.2529
HexCer(d18:2/42:1),1082.92994,1042.93744,880.8849,862.8744,280.2635,262.2529
HexCer(d18:2/42:2),1080.91494,1040.92244,878.8693,860.8587,280.2635,262.2529
HexCer(d18:3/12:0),662.46074,622.46824,460.4154,442.4049,278.2479,260.2373
HexCer(d18:3/12:1),660.44514,620.45264,458.3998,440.3892,278.2479,260.2373
HexCer(d18:3/13:0),676.47644,636.48394,474.4311,456.4205,278.2479,260.2373
HexCer(d18:3/13:1),674.46074,634.46824,472.4154,454.4049,278.2479,260.2373
HexCer(d18:3/14:0),690.49204,650.49954,488.4467,470.4362,278.2479,260.2373
HexCer(d18:3/14:1),688.47644,648.48394,486.4311,468.4205,278.2479,260.2373
HexCer(d18:3/15:0),704.50774,664.51524,502.4624,484.4518,278.2479,260.2373
HexCer(d18:3/15:1),702.49204,662.49954,500.4467,482.4362,278.2479,260.2373
HexCer(d18:3/16:0),718.52334,678.53084,516.478,498.4675,278.2479,260.2373
HexCer(d18:3/16:1),716.50774,676.51524,514.4624,496.4518,278.2479,260.2373
HexCer(d18:3/16:2),714.49204,674.49954,512.4467,494.4362,278.2479,260.2373
HexCer(d18:3/17:0),732.53904,692.54654,530.4937,512.4831,278.2479,260.2373
HexCer(d18:3/18:0),746.55474,706.56224,544.5093,526.4988,278.2479,260.2373
HexCer(d18:3/18:1),744.53904,704.54654,542.4937,524.4831,278.2479,260.2373
HexCer(d18:3/18:2),742.52334,702.53084,540.478,522.4675,278.2479,260.2373
HexCer(d18:3/19:0),760.57034,720.57784,558.525,540.5144,278.2479,260.2373
HexCer(d18:3/19:1),758.55474,718.56224,556.5093,538.4988,278.2479,260.2373
HexCer(d18:3/20:0),774.58604,734.59354,572.5406,554.5301,278.2479,260.2373
HexCer(d18:3/20:1),772.57034,732.57784,570.525,552.5144,278.2479,260.2373
HexCer(d18:3/20:2),770.55474,730.56224,568.5093,550.4988,278.2479,260.2373
HexCer(d18:3/21:0),788.60164,748.60914,586.5563,568.5457,278.2479,260.2373
HexCer(d18:3/21:1),786.58604,746.59354,584.5406,566.5301,278.2479,260.2373
HexCer(d18:3/22:0),802.61724,762.62474,600.572,582.5613,278.2479,260.2373
HexCer(d18:3/22:1),800.60164,760.60914,598.5563,580.5457,278.2479,260.2373
HexCer(d18:3/22:2),798.58604,758.59354,596.5406,578.5301,278.2479,260.2373
HexCer(d18:3/23:0),816.63294,776.64044,614.5876,596.577,278.2479,260.2373
HexCer(d18:3/23:1),814.61724,774.62474,612.572,594.5613,278.2479,260.2373
HexCer(d18:3/24:0),830.64854,790.65604,628.6032,610.5927,278.2479,260.2373
HexCer(d18:3/24:1),828.63294,788.64044,626.5876,608.577,278.2479,260.2373
HexCer(d18:3/24:2),826.61724,786.62474,624.572,606.5613,278.2479,260.2373
HexCer(d18:3/25:0),844.66424,804.67174,642.6189,624.6083,278.2479,260.2373
HexCer(d18:3/25:1),842.64854,802.65604,640.6032,622.5927,278.2479,260.2373
HexCer(d18:3/26:0),858.67984,818.68734,656.6345,638.624,278.2479,260.2373
HexCer(d18:3/26:1),856.66424,816.67174,654.6189,636.6083,278.2479,260.2373
HexCer(d18:3/26:2),854.64854,814.65604,652.6032,634.5927,278.2479,260.2373
HexCer(d18:3/27:0),872.69554,832.70304,670.6502,652.6396,278.2479,260.2373
HexCer(d18:3/27:1),870.67984,830.68734,668.6345,650.624,278.2479,260.2373
HexCer(d18:3/28:0),886.71114,846.71864,684.6658,666.6553,278.2479,260.2373
HexCer(d18:3/28:1),884.69554,844.70304,682.6502,664.6396,278.2479,260.2373
HexCer(d18:3/28:2),882.67984,842.68734,680.6345,662.624,278.2479,260.2373
HexCer(d18:3/29:0),900.72684,860.73434,698.6815,680.6709,278.2479,260.2373
HexCer(d18:3/29:1),898.71114,858.71864,696.6658,678.6553,278.2479,260.2373
HexCer(d18:3/30:0),914.74254,874.75004,712.6971,694.6866,278.2479,260.2373
HexCer(d18:3/30:1),912.72684,872.73434,710.6815,692.6709,278.2479,260.2373
HexCer(d18:3/30:2),910.71114,870.71864,708.6658,690.6553,278.2479,260.2373
HexCer(d18:3/31:0),928.75814,888.76564,726.7128,708.7022,278.2479,260.2373
HexCer(d18:3/31:1),926.74254,886.75004,724.6971,706.6866,278.2479,260.2373
HexCer(d18:3/32:0),942.77384,902.78134,740.7285,722.7179,278.2479,260.2373
HexCer(d18:3/32:1),940.75814,900.76564,738.7128,720.7022,278.2479,260.2373
HexCer(d18:3/32:2),938.74254,898.75004,736.6971,718.6866,278.2479,260.2373
HexCer(d18:3/33:0),956.78944,916.79694,754.7441,736.7335,278.2479,260.2373
HexCer(d18:3/33:1),954.77384,914.78134,752.7285,734.7179,278.2479,260.2373
HexCer(d18:3/34:0),970.80504,930.81254,768.7598,750.7491,278.2479,260.2373
HexCer(d18:3/34:1),968.78944,928.79694,766.7441,748.7335,278.2479,260.2373
HexCer(d18:3/34:2),966.77384,926.78134,764.7285,746.7179,278.2479,260.2373
HexCer(d18:3/35:0),984.82074,944.82824,782.7754,764.7648,278.2479,260.2373
HexCer(d18:3/35:1),982.80504,942.81254,780.7598,762.7491,278.2479,260.2373
HexCer(d18:3/36:0),998.83634,958.84384,796.791,778.7805,278.2479,260.2373
HexCer(d18:3/36:1),996.82074,956.82824,794.7754,776.7648,278.2479,260.2373
HexCer(d18:3/36:2),994.80504,954.81254,792.7598,774.7491,278.2479,260.2373
HexCer(d18:3/38:0),1026.86794,986.87544,824.8223,806.8118,278.2479,260.2373
HexCer(d18:3/38:1),1024.85194,984.85944,822.8067,804.7961,278.2479,260.2373
HexCer(d18:3/38:2),1022.83594,982.84344,820.791,802.7805,278.2479,260.2373
HexCer(d18:3/40:0),1054.89894,1014.90644,852.8536,834.8431,278.2479,260.2373
HexCer(d18:3/40:1),1052.88294,1012.89044,850.838,832.8274,278.2479,260.2373
HexCer(d18:3/40:2),1050.86794,1010.87544,848.8223,830.8118,278.2479,260.2373
HexCer(d18:3/42:0),1082.92994,1042.93744,880.8849,862.8744,278.2479,260.2373
HexCer(d18:3/42:1),1080.91494,1040.92244,878.8693,860.8587,278.2479,260.2373
HexCer(d18:3/42:2),1078.89894,1038.90644,876.8536,858.8431,278.2479,260.2373
HexCer(d19:1/12:0),680.50774,640.51524,478.4624,460.4518,296.2948,278.2842
HexCer(d19:1/12:1),678.49204,638.49954,476.4467,458.4362,296.2948,278.2842
HexCer(d19:1/13:0),694.52334,654.53084,492.478,474.4675,296.2948,278.2842
HexCer(d19:1/13:1),692.50774,652.51524,490.4624,472.4518,296.2948,278.2842
HexCer(d19:1/14:0),708.53904,668.54654,506.4937,488.4831,296.2948,278.2842
HexCer(d19:1/14:1),706.52334,666.53084,504.478,486.4675,296.2948,278.2842
HexCer(d19:1/15:0),722.55474,682.56224,520.5093,502.4988,296.2948,278.2842
HexCer(d19:1/15:1),720.53904,680.54654,518.4937,500.4831,296.2948,278.2842
HexCer(d19:1/16:0),736.57034,696.57784,534.525,516.5144,296.2948,278.2842
HexCer(d19:1/16:1),734.55474,694.56224,532.5093,514.4988,296.2948,278.2842
HexCer(d19:1/16:2),732.53904,692.54654,530.4937,512.4831,296.2948,278.2842
HexCer(d19:1/17:0),750.58604,710.59354,548.5406,530.5301,296.2948,278.2842
HexCer(d19:1/18:0),764.60164,724.60914,562.5563,544.5457,296.2948,278.2842
HexCer(d19:1/18:1),762.58604,722.59354,560.5406,542.5301,296.2948,278.2842
HexCer(d19:1/18:2),760.57034,720.57784,558.525,540.5144,296.2948,278.2842
HexCer(d19:1/19:0),778.61724,738.62474,576.572,558.5613,296.2948,278.2842
HexCer(d19:1/19:1),776.60164,736.60914,574.5563,556.5457,296.2948,278.2842
HexCer(d19:1/20:0),792.63294,752.64044,590.5876,572.577,296.2948,278.2842
HexCer(d19:1/20:1),790.61724,750.62474,588.572,570.5613,296.2948,278.2842
HexCer(d19:1/20:2),788.60164,748.60914,586.5563,568.5457,296.2948,278.2842
HexCer(d19:1/21:0),806.64854,766.65604,604.6032,586.5927,296.2948,278.2842
HexCer(d19:1/21:1),804.63294,764.64044,602.5876,584.577,296.2948,278.2842
HexCer(d19:1/22:0),820.66424,780.67174,618.6189,600.6083,296.2948,278.2842
HexCer(d19:1/22:1),818.64854,778.65604,616.6032,598.5927,296.2948,278.2842
HexCer(d19:1/22:2),816.63294,776.64044,614.5876,596.577,296.2948,278.2842
HexCer(d19:1/23:0),834.67984,794.68734,632.6345,614.624,296.2948,278.2842
HexCer(d19:1/23:1),832.66424,792.67174,630.6189,612.6083,296.2948,278.2842
HexCer(d19:1/24:0),848.69554,808.70304,646.6502,628.6396,296.2948,278.2842
HexCer(d19:1/24:1),846.67984,806.68734,644.6345,626.624,296.2948,278.2842
HexCer(d19:1/24:2),844.66424,804.67174,642.6189,624.6083,296.2948,278.2842
HexCer(d19:1/25:0),862.71114,822.71864,660.6658,642.6553,296.2948,278.2842
HexCer(d19:1/25:1),860.69554,820.70304,658.6502,640.6396,296.2948,278.2842
HexCer(d19:1/26:0),876.72684,836.73434,674.6815,656.6709,296.2948,278.2842
HexCer(d19:1/26:1),874.71114,834.71864,672.6658,654.6553,296.2948,278.2842
HexCer(d19:1/26:2),872.69554,832.70304,670.6502,652.6396,296.2948,278.2842
HexCer(d19:1/27:0),890.74254,850.75004,688.6971,670.6866,296.2948,278.2842
HexCer(d19:1/27:1),888.72684,848.73434,686.6815,668.6709,296.2948,278.2842
HexCer(d19:1/28:0),904.75814,864.76564,702.7128,684.7022,296.2948,278.2842
HexCer(d19:1/28:1),902.74254,862.75004,700.6971,682.6866,296.2948,278.2842
HexCer(d19:1/28:2),900.72684,860.73434,698.6815,680.6709,296.2948,278.2842
HexCer(d19:1/29:0),918.77384,878.78134,716.7285,698.7179,296.2948,278.2842
HexCer(d19:1/29:1),916.75814,876.76564,714.7128,696.7022,296.2948,278.2842
HexCer(d19:1/30:0),932.78944,892.79694,730.7441,712.7335,296.2948,278.2842
HexCer(d19:1/30:1),930.77384,890.78134,728.7285,710.7179,296.2948,278.2842
HexCer(d19:1/30:2),928.75814,888.76564,726.7128,708.7022,296.2948,278.2842
HexCer(d19:1/31:0),946.80504,906.81254,744.7598,726.7491,296.2948,278.2842
HexCer(d19:1/31:1),944.78944,904.79694,742.7441,724.7335,296.2948,278.2842
HexCer(d19:1/32:0),960.82074,920.82824,758.7754,740.7648,296.2948,278.2842
HexCer(d19:1/32:1),958.80504,918.81254,756.7598,738.7491,296.2948,278.2842
HexCer(d19:1/32:2),956.78944,916.79694,754.7441,736.7335,296.2948,278.2842
HexCer(d19:1/33:0),974.83634,934.84384,772.791,754.7805,296.2948,278.2842
HexCer(d19:1/33:1),972.82074,932.82824,770.7754,752.7648,296.2948,278.2842
HexCer(d19:1/34:0),988.85204,948.85954,786.8067,768.7961,296.2948,278.2842
HexCer(d19:1/34:1),986.83634,946.84384,784.791,766.7805,296.2948,278.2842
HexCer(d19:1/34:2),984.82074,944.82824,782.7754,764.7648,296.2948,278.2842
HexCer(d19:1/35:0),1002.86764,962.87514,800.8223,782.8118,296.2948,278.2842
HexCer(d19:1/35:1),1000.85204,960.85954,798.8067,780.7961,296.2948,278.2842
HexCer(d19:1/36:0),1016.88334,976.89084,814.838,796.8274,296.2948,278.2842
HexCer(d19:1/36:1),1014.86764,974.87514,812.8223,794.8118,296.2948,278.2842
HexCer(d19:1/36:2),1012.85204,972.85954,810.8067,792.7961,296.2948,278.2842
HexCer(d19:1/38:0),1044.91494,1004.92244,842.8693,824.8587,296.2948,278.2842
HexCer(d19:1/38:1),1042.89894,1002.90644,840.8536,822.8431,296.2948,278.2842
HexCer(d19:1/38:2),1040.88294,1000.89044,838.838,820.8274,296.2948,278.2842
HexCer(d19:1/40:0),1072.94594,1032.95344,870.9006,852.89,296.2948,278.2842
HexCer(d19:1/40:1),1070.92994,1030.93744,868.8849,850.8744,296.2948,278.2842
HexCer(d19:1/40:2),1068.91494,1028.92244,866.8693,848.8587,296.2948,278.2842
HexCer(d19:1/42:0),1100.97694,1060.98444,898.9319,880.9213,296.2948,278.2842
HexCer(d19:1/42:1),1098.96194,1058.96944,896.9163,878.9056,296.2948,278.2842
HexCer(d19:1/42:2),1096.94594,1056.95344,894.9006,876.89,296.2948,278.2842
HexCer(d19:2/12:0),678.49204,638.49954,476.4467,458.4362,294.2791,276.2686
HexCer(d19:2/12:1),676.47644,636.48394,474.4311,456.4205,294.2791,276.2686
HexCer(d19:2/13:0),692.50774,652.51524,490.4624,472.4518,294.2791,276.2686
HexCer(d19:2/13:1),690.49204,650.49954,488.4467,470.4362,294.2791,276.2686
HexCer(d19:2/14:0),706.52334,666.53084,504.478,486.4675,294.2791,276.2686
HexCer(d19:2/14:1),704.50774,664.51524,502.4624,484.4518,294.2791,276.2686
HexCer(d19:2/15:0),720.53904,680.54654,518.4937,500.4831,294.2791,276.2686
HexCer(d19:2/15:1),718.52334,678.53084,516.478,498.4675,294.2791,276.2686
HexCer(d19:2/16:0),734.55474,694.56224,532.5093,514.4988,294.2791,276.2686
HexCer(d19:2/16:1),732.53904,692.54654,530.4937,512.4831,294.2791,276.2686
HexCer(d19:2/16:2),730.52334,690.53084,528.478,510.4675,294.2791,276.2686
HexCer(d19:2/17:0),748.57034,708.57784,546.525,528.5144,294.2791,276.2686
HexCer(d19:2/18:0),762.58604,722.59354,560.5406,542.5301,294.2791,276.2686
HexCer(d19:2/18:1),760.57034,720.57784,558.525,540.5144,294.2791,276.2686
HexCer(d19:2/18:2),758.55474,718.56224,556.5093,538.4988,294.2791,276.2686
HexCer(d19:2/19:0),776.60164,736.60914,574.5563,556.5457,294.2791,276.2686
HexCer(d19:2/19:1),774.58604,734.59354,572.5406,554.5301,294.2791,276.2686
HexCer(d19:2/20:0),790.61724,750.62474,588.572,570.5613,294.2791,276.2686
HexCer(d19:2/20:1),788.60164,748.60914,586.5563,568.5457,294.2791,276.2686
HexCer(d19:2/20:2),786.58604,746.59354,584.5406,566.5301,294.2791,276.2686
HexCer(d19:2/21:0),804.63294,764.64044,602.5876,584.577,294.2791,276.2686
HexCer(d19:2/21:1),802.61724,762.62474,600.572,582.5613,294.2791,276.2686
HexCer(d19:2/22:0),818.64854,778.65604,616.6032,598.5927,294.2791,276.2686
HexCer(d19:2/22:1),816.63294,776.64044,614.5876,596.577,294.2791,276.2686
HexCer(d19:2/22:2),814.61724,774.62474,612.572,594.5613,294.2791,276.2686
HexCer(d19:2/23:0),832.66424,792.67174,630.6189,612.6083,294.2791,276.2686
HexCer(d19:2/23:1),830.64854,790.65604,628.6032,610.5927,294.2791,276.2686
HexCer(d19:2/24:0),846.67984,806.68734,644.6345,626.624,294.2791,276.2686
HexCer(d19:2/24:1),844.66424,804.67174,642.6189,624.6083,294.2791,276.2686
HexCer(d19:2/24:2),842.64854,802.65604,640.6032,622.5927,294.2791,276.2686
HexCer(d19:2/25:0),860.69554,820.70304,658.6502,640.6396,294.2791,276.2686
HexCer(d19:2/25:1),858.67984,818.68734,656.6345,638.624,294.2791,276.2686
HexCer(d19:2/26:0),874.71114,834.71864,672.6658,654.6553,294.2791,276.2686
HexCer(d19:2/26:1),872.69554,832.70304,670.6502,652.6396,294.2791,276.2686
HexCer(d19:2/26:2),870.67984,830.68734,668.6345,650.624,294.2791,276.2686
HexCer(d19:2/27:0),888.72684,848.73434,686.6815,668.6709,294.2791,276.2686
HexCer(d19:2/27:1),886.71114,846.71864,684.6658,666.6553,294.2791,276.2686
HexCer(d19:2/28:0),902.74254,862.75004,700.6971,682.6866,294.2791,276.2686
HexCer(d19:2/28:1),900.72684,860.73434,698.6815,680.6709,294.2791,276.2686
HexCer(d19:2/28:2),898.71114,858.71864,696.6658,678.6553,294.2791,276.2686
HexCer(d19:2/29:0),916.75814,876.76564,714.7128,696.7022,294.2791,276.2686
HexCer(d19:2/29:1),914.74254,874.75004,712.6971,694.6866,294.2791,276.2686
HexCer(d19:2/30:0),930.77384,890.78134,728.7285,710.7179,294.2791,276.2686
HexCer(d19:2/30:1),928.75814,888.76564,726.7128,708.7022,294.2791,276.2686
HexCer(d19:2/30:2),926.74254,886.75004,724.6971,706.6866,294.2791,276.2686
HexCer(d19:2/31:0),944.78944,904.79694,742.7441,724.7335,294.2791,276.2686
HexCer(d19:2/31:1),942.77384,902.78134,740.7285,722.7179,294.2791,276.2686
HexCer(d19:2/32:0),958.80504,918.81254,756.7598,738.7491,294.2791,276.2686
HexCer(d19:2/32:1),956.78944,916.79694,754.7441,736.7335,294.2791,276.2686
HexCer(d19:2/32:2),954.77384,914.78134,752.7285,734.7179,294.2791,276.2686
HexCer(d19:2/33:0),972.82074,932.82824,770.7754,752.7648,294.2791,276.2686
HexCer(d19:2/33:1),970.80504,930.81254,768.7598,750.7491,294.2791,276.2686
HexCer(d19:2/34:0),986.83634,946.84384,784.791,766.7805,294.2791,276.2686
HexCer(d19:2/34:1),984.82074,944.82824,782.7754,764.7648,294.2791,276.2686
HexCer(d19:2/34:2),982.80504,942.81254,780.7598,762.7491,294.2791,276.2686
HexCer(d19:2/35:0),1000.85204,960.85954,798.8067,780.7961,294.2791,276.2686
HexCer(d19:2/35:1),998.83634,958.84384,796.791,778.7805,294.2791,276.2686
HexCer(d19:2/36:0),1014.86764,974.87514,812.8223,794.8118,294.2791,276.2686
HexCer(d19:2/36:1),1012.85204,972.85954,810.8067,792.7961,294.2791,276.2686
HexCer(d19:2/36:2),1010.83634,970.84384,808.791,790.7805,294.2791,276.2686
HexCer(d19:2/38:0),1042.89894,1002.90644,840.8536,822.8431,294.2791,276.2686
HexCer(d19:2/38:1),1040.88294,1000.89044,838.838,820.8274,294.2791,276.2686
HexCer(d19:2/38:2),1038.86794,998.87544,836.8223,818.8118,294.2791,276.2686
HexCer(d19:2/40:0),1070.92994,1030.93744,868.8849,850.8744,294.2791,276.2686
HexCer(d19:2/40:1),1068.91494,1028.92244,866.8693,848.8587,294.2791,276.2686
HexCer(d19:2/40:2),1066.89894,1026.90644,864.8536,846.8431,294.2791,276.2686
HexCer(d19:2/42:0),1098.96194,1058.96944,896.9163,878.9056,294.2791,276.2686
HexCer(d19:2/42:1),1096.94594,1056.95344,894.9006,876.89,294.2791,276.2686
HexCer(d19:2/42:2),1094.92994,1054.93744,892.8849,874.8744,294.2791,276.2686
HexCer(d19:3/12:0),676.47644,636.48394,474.4311,456.4205,292.2635,274.2529
HexCer(d19:3/12:1),674.46074,634.46824,472.4154,454.4049,292.2635,274.2529
HexCer(d19:3/13:0),690.49204,650.49954,488.4467,470.4362,292.2635,274.2529
HexCer(d19:3/13:1),688.47644,648.48394,486.4311,468.4205,292.2635,274.2529
HexCer(d19:3/14:0),704.50774,664.51524,502.4624,484.4518,292.2635,274.2529
HexCer(d19:3/14:1),702.49204,662.49954,500.4467,482.4362,292.2635,274.2529
HexCer(d19:3/15:0),718.52334,678.53084,516.478,498.4675,292.2635,274.2529
HexCer(d19:3/15:1),716.50774,676.51524,514.4624,496.4518,292.2635,274.2529
HexCer(d19:3/16:0),732.53904,692.54654,530.4937,512.4831,292.2635,274.2529
HexCer(d19:3/16:1),730.52334,690.53084,528.478,510.4675,292.2635,274.2529
HexCer(d19:3/16:2),728.50774,688.51524,526.4624,508.4518,292.2635,274.2529
HexCer(d19:3/17:0),746.55474,706.56224,544.5093,526.4988,292.2635,274.2529
HexCer(d19:3/18:0),760.57034,720.57784,558.525,540.5144,292.2635,274.2529
HexCer(d19:3/18:1),758.55474,718.56224,556.5093,538.4988,292.2635,274.2529
HexCer(d19:3/18:2),756.53904,716.54654,554.4937,536.4831,292.2635,274.2529
HexCer(d19:3/19:0),774.58604,734.59354,572.5406,554.5301,292.2635,274.2529
HexCer(d19:3/19:1),772.57034,732.57784,570.525,552.5144,292.2635,274.2529
HexCer(d19:3/20:0),788.60164,748.60914,586.5563,568.5457,292.2635,274.2529
HexCer(d19:3/20:1),786.58604,746.59354,584.5406,566.5301,292.2635,274.2529
HexCer(d19:3/20:2),784.57034,744.57784,582.525,564.5144,292.2635,274.2529
HexCer(d19:3/21:0),802.61724,762.62474,600.572,582.5613,292.2635,274.2529
HexCer(d19:3/21:1),800.60164,760.60914,598.5563,580.5457,292.2635,274.2529
HexCer(d19:3/22:0),816.63294,776.64044,614.5876,596.577,292.2635,274.2529
HexCer(d19:3/22:1),814.61724,774.62474,612.572,594.5613,292.2635,274.2529
HexCer(d19:3/22:2),812.60164,772.60914,610.5563,592.5457,292.2635,274.2529
HexCer(d19:3/23:0),830.64854,790.65604,628.6032,610.5927,292.2635,274.2529
HexCer(d19:3/23:1),828.63294,788.64044,626.5876,608.577,292.2635,274.2529
HexCer(d19:3/24:0),844.66424,804.67174,642.6189,624.6083,292.2635,274.2529
HexCer(d19:3/24:1),842.64854,802.65604,640.6032,622.5927,292.2635,274.2529
HexCer(d19:3/24:2),840.63294,800.64044,638.5876,620.577,292.2635,274.2529
HexCer(d19:3/25:0),858.67984,818.68734,656.6345,638.624,292.2635,274.2529
HexCer(d19:3/25:1),856.66424,816.67174,654.6189,636.6083,292.2635,274.2529
HexCer(d19:3/26:0),872.69554,832.70304,670.6502,652.6396,292.2635,274.2529
