"PS","[M+H]+","[M+H-PS head]+","[acyl-sn1-RCOO+58]+","[acyl-sn2-RCOO+58]+","[acyl-sn1-RCO]+","[acyl-sn2-RCO]+"
"PS(37:7) PS(15:1_22:6)",792.48106,607.47211,385.27376,297.24246,223.20565,311.23695
"PS(38:1) PS(15:1_23:0)",818.59066,633.58171,411.38336,297.24246,223.20565,337.34655
"PS(39:1) PS(15:1_24:0)",832.60626,647.59731,425.39896,297.24246,223.20565,351.36215
"PS(39:2) PS(15:1_24:1)",830.59066,645.58171,423.38336,297.24246,223.20565,349.34655
"PS(40:1) PS(15:1_25:0)",846.62196,661.61301,439.41466,297.24246,223.20565,365.37785
"PS(41:1) PS(15:1_26:0)",860.63756,675.62861,453.43026,297.24246,223.20565,379.39345
"PS(32:0) PS(16:0_16:0)",736.51236,551.50341,313.27376,313.27376,239.23695,239.23695
"PS(32:1) PS(16:0_16:1)",734.49676,549.48781,311.25816,313.27376,239.23695,237.22135
"PS(33:0) PS(16:0_17:0)",750.52806,565.51911,327.28946,313.27376,239.23695,253.25265
"PS(33:1) PS(16:0_17:1)",748.51236,563.50341,325.27376,313.27376,239.23695,251.23695
"PS(33:2) PS(16:0_17:2)",746.49676,561.48781,323.25816,313.27376,239.23695,249.22135
"PS(34:0) PS(16:0_18:0)",764.54366,579.53471,341.30506,313.27376,239.23695,267.26825
"PS(34:1) PS(16:0_18:1)",762.52806,577.51911,339.28946,313.27376,239.23695,265.25265
"PS(34:2) PS(16:0_18:2)",760.51236,575.50341,337.27376,313.27376,239.23695,263.23695
"PS(34:3) PS(16:0_18:3)",758.49676,573.48781,335.25816,313.27376,239.23695,261.22135
"PS(34:4) PS(16:0_18:4)",756.48106,571.47211,333.24246,313.27376,239.23695,259.20565
"PS(35:0) PS(16:0_19:0)",778.55936,593.55041,355.32076,313.27376,239.23695,281.28395
"PS(36:0) PS(16:0_20:0)",792.57496,607.56601,369.33636,313.27376,239.23695,295.29955
"PS(36:1) PS(16:0_20:1)",790.55936,605.55041,367.32076,313.27376,239.23695,293.28395
"PS(36:2) PS(16:0_20:2)",788.54366,603.53471,365.30506,313.27376,239.23695,291.26825
"PS(36:3) PS(16:0_20:3)",786.52806,601.51911,363.28946,313.27376,239.23695,289.25265
"PS(36:4) PS(16:0_20:4)",784.51236,599.50341,361.27376,313.27376,239.23695,287.23695
"PS(36:5) PS(16:0_20:5)",782.49676,597.48781,359.25816,313.27376,239.23695,285.22135
"PS(37:0) PS(16:0_21:0)",806.59066,621.58171,383.35206,313.27376,239.23695,309.31525
"PS(38:0) PS(16:0_22:0)",820.60626,635.59731,397.36766,313.27376,239.23695,323.33085
"PS(38:1) PS(16:0_22:1)",818.59066,633.58171,395.35206,313.27376,239.23695,321.31525
"PS(38:2) PS(16:0_22:2)",816.57496,631.56601,393.33636,313.27376,239.23695,319.29955
"PS(38:3) PS(16:0_22:3)",814.55936,629.55041,391.32076,313.27376,239.23695,317.28395
"PS(38:4) PS(16:0_22:4)",812.54366,627.53471,389.30506,313.27376,239.23695,315.26825
"PS(38:5) PS(16:0_22:5)",810.52806,625.51911,387.28946,313.27376,239.23695,313.25265
"PS(38:6) PS(16:0_22:6)",808.51236,623.50341,385.27376,313.27376,239.23695,311.23695
"PS(39:0) PS(16:0_23:0)",834.62196,649.61301,411.38336,313.27376,239.23695,337.34655
"PS(40:0) PS(16:0_24:0)",848.63756,663.62861,425.39896,313.27376,239.23695,351.36215
"PS(40:1) PS(16:0_24:1)",846.62196,661.61301,423.38336,313.27376,239.23695,349.34655
"PS(41:0) PS(16:0_25:0)",862.65326,677.64431,439.41466,313.27376,239.23695,365.37785
"PS(42:0) PS(16:0_26:0)",876.66886,691.65991,453.43026,313.27376,239.23695,379.39345
"PS(32:2) PS(16:1_16:1)",732.48116,547.47221,311.25816,311.25816,237.22135,237.22135
"PS(33:1) PS(16:1_17:0)",748.51246,563.50351,327.28946,311.25816,237.22135,253.25265
"PS(33:2) PS(16:1_17:1)",746.49676,561.48781,325.27376,311.25816,237.22135,251.23695
"PS(33:3) PS(16:1_17:2)",744.48116,559.47221,323.25816,311.25816,237.22135,249.22135
"PS(34:1) PS(16:1_18:0)",762.52806,577.51911,341.30506,311.25816,237.22135,267.26825
"PS(34:2) PS(16:1_18:1)",760.51246,575.50351,339.28946,311.25816,237.22135,265.25265
"PS(34:3) PS(16:1_18:2)",758.49676,573.48781,337.27376,311.25816,237.22135,263.23695
"PS(34:4) PS(16:1_18:3)",756.48116,571.47221,335.25816,311.25816,237.22135,261.22135
"PS(34:5) PS(16:1_18:4)",754.46546,569.45651,333.24246,311.25816,237.22135,259.20565
"PS(35:1) PS(16:1_19:0)",776.54376,591.53481,355.32076,311.25816,237.22135,281.28395
"PS(36:1) PS(16:1_20:0)",790.55936,605.55041,369.33636,311.25816,237.22135,295.29955
"PS(36:2) PS(16:1_20:1)",788.54376,603.53481,367.32076,311.25816,237.22135,293.28395
"PS(36:3) PS(16:1_20:2)",786.52806,601.51911,365.30506,311.25816,237.22135,291.26825
"PS(36:4) PS(16:1_20:3)",784.51246,599.50351,363.28946,311.25816,237.22135,289.25265
"PS(36:5) PS(16:1_20:4)",782.49676,597.48781,361.27376,311.25816,237.22135,287.23695
"PS(36:6) PS(16:1_20:5)",780.48116,595.47221,359.25816,311.25816,237.22135,285.22135
"PS(37:1) PS(16:1_21:0)",804.57506,619.56611,383.35206,311.25816,237.22135,309.31525
"PS(38:1) PS(16:1_22:0)",818.59066,633.58171,397.36766,311.25816,237.22135,323.33085
"PS(38:2) PS(16:1_22:1)",816.57506,631.56611,395.35206,311.25816,237.22135,321.31525
"PS(38:3) PS(16:1_22:2)",814.55936,629.55041,393.33636,311.25816,237.22135,319.29955
"PS(38:4) PS(16:1_22:3)",812.54376,627.53481,391.32076,311.25816,237.22135,317.28395
"PS(38:5) PS(16:1_22:4)",810.52806,625.51911,389.30506,311.25816,237.22135,315.26825
"PS(38:6) PS(16:1_22:5)",808.51246,623.50351,387.28946,311.25816,237.22135,313.25265
"PS(38:7) PS(16:1_22:6)",806.49676,621.48781,385.27376,311.25816,237.22135,311.23695
"PS(39:1) PS(16:1_23:0)",832.60636,647.59741,411.38336,311.25816,237.22135,337.34655
"PS(40:1) PS(16:1_24:0)",846.62196,661.61301,425.39896,311.25816,237.22135,351.36215
"PS(40:2) PS(16:1_24:1)",844.60636,659.59741,423.38336,311.25816,237.22135,349.34655
"PS(41:1) PS(16:1_25:0)",860.63766,675.62871,439.41466,311.25816,237.22135,365.37785
"PS(42:1) PS(16:1_26:0)",874.65326,689.64431,453.43026,311.25816,237.22135,379.39345
"PS(34:0) PS(17:0_17:0)",764.54376,579.53481,327.28946,327.28946,253.25265,253.25265
"PS(34:1) PS(17:0_17:1)",762.52806,577.51911,325.27376,327.28946,253.25265,251.23695
"PS(34:2) PS(17:0_17:2)",760.51246,575.50351,323.25816,327.28946,253.25265,249.22135
"PS(35:0) PS(17:0_18:0)",778.55936,593.55041,341.30506,327.28946,253.25265,267.26825
"PS(35:1) PS(17:0_18:1)",776.54376,591.53481,339.28946,327.28946,253.25265,265.25265
"PS(35:2) PS(17:0_18:2)",774.52806,589.51911,337.27376,327.28946,253.25265,263.23695
"PS(35:3) PS(17:0_18:3)",772.51246,587.50351,335.25816,327.28946,253.25265,261.22135
"PS(35:4) PS(17:0_18:4)",770.49676,585.48781,333.24246,327.28946,253.25265,259.20565
"PS(36:0) PS(17:0_19:0)",792.57506,607.56611,355.32076,327.28946,253.25265,281.28395
"PS(37:0) PS(17:0_20:0)",806.59066,621.58171,369.33636,327.28946,253.25265,295.29955
"PS(37:1) PS(17:0_20:1)",804.57506,619.56611,367.32076,327.28946,253.25265,293.28395
"PS(37:2) PS(17:0_20:2)",802.55936,617.55041,365.30506,327.28946,253.25265,291.26825
"PS(37:3) PS(17:0_20:3)",800.54376,615.53481,363.28946,327.28946,253.25265,289.25265
"PS(37:4) PS(17:0_20:4)",798.52806,613.51911,361.27376,327.28946,253.25265,287.23695
"PS(37:5) PS(17:0_20:5)",796.51246,611.50351,359.25816,327.28946,253.25265,285.22135
"PS(38:0) PS(17:0_21:0)",820.60636,635.59741,383.35206,327.28946,253.25265,309.31525
"PS(39:0) PS(17:0_22:0)",834.62196,649.61301,397.36766,327.28946,253.25265,323.33085
"PS(39:1) PS(17:0_22:1)",832.60636,647.59741,395.35206,327.28946,253.25265,321.31525
"PS(39:2) PS(17:0_22:2)",830.59066,645.58171,393.33636,327.28946,253.25265,319.29955
"PS(39:3) PS(17:0_22:3)",828.57506,643.56611,391.32076,327.28946,253.25265,317.28395
"PS(39:4) PS(17:0_22:4)",826.55936,641.55041,389.30506,327.28946,253.25265,315.26825
"PS(39:5) PS(17:0_22:5)",824.54376,639.53481,387.28946,327.28946,253.25265,313.25265
"PS(39:6) PS(17:0_22:6)",822.52806,637.51911,385.27376,327.28946,253.25265,311.23695
"PS(40:0) PS(17:0_23:0)",848.63766,663.62871,411.38336,327.28946,253.25265,337.34655
"PS(41:0) PS(17:0_24:0)",862.65326,677.64431,425.39896,327.28946,253.25265,351.36215
"PS(41:1) PS(17:0_24:1)",860.63766,675.62871,423.38336,327.28946,253.25265,349.34655
"PS(42:0) PS(17:0_25:0)",876.66896,691.66001,439.41466,327.28946,253.25265,365.37785
"PS(43:0) PS(17:0_26:0)",890.68456,705.67561,453.43026,327.28946,253.25265,379.39345
"PS(34:2) PS(17:1_17:1)",760.51236,575.50341,325.27376,325.27376,251.23695,251.23695
"PS(34:3) PS(17:1_17:2)",758.49676,573.48781,323.25816,325.27376,251.23695,249.22135
"PS(35:1) PS(17:1_18:0)",776.54366,591.53471,341.30506,325.27376,251.23695,267.26825
"PS(35:2) PS(17:1_18:1)",774.52806,589.51911,339.28946,325.27376,251.23695,265.25265
"PS(35:3) PS(17:1_18:2)",772.51236,587.50341,337.27376,325.27376,251.23695,263.23695
"PS(35:4) PS(17:1_18:3)",770.49676,585.48781,335.25816,325.27376,251.23695,261.22135
"PS(35:5) PS(17:1_18:4)",768.48106,583.47211,333.24246,325.27376,251.23695,259.20565
"PS(36:1) PS(17:1_19:0)",790.55936,605.55041,355.32076,325.27376,251.23695,281.28395
"PS(37:1) PS(17:1_20:0)",804.57496,619.56601,369.33636,325.27376,251.23695,295.29955
"PS(37:2) PS(17:1_20:1)",802.55936,617.55041,367.32076,325.27376,251.23695,293.28395
"PS(37:3) PS(17:1_20:2)",800.54366,615.53471,365.30506,325.27376,251.23695,291.26825
"PS(37:4) PS(17:1_20:3)",798.52806,613.51911,363.28946,325.27376,251.23695,289.25265
"PS(37:5) PS(17:1_20:4)",796.51236,611.50341,361.27376,325.27376,251.23695,287.23695
"PS(37:6) PS(17:1_20:5)",794.49676,609.48781,359.25816,325.27376,251.23695,285.22135
"PS(38:1) PS(17:1_21:0)",818.59066,633.58171,383.35206,325.27376,251.23695,309.31525
"PS(39:1) PS(17:1_22:0)",832.60626,647.59731,397.36766,325.27376,251.23695,323.33085
"PS(39:2) PS(17:1_22:1)",830.59066,645.58171,395.35206,325.27376,251.23695,321.31525
"PS(39:3) PS(17:1_22:2)",828.57496,643.56601,393.33636,325.27376,251.23695,319.29955
"PS(39:4) PS(17:1_22:3)",826.55936,641.55041,391.32076,325.27376,251.23695,317.28395
"PS(39:5) PS(17:1_22:4)",824.54366,639.53471,389.30506,325.27376,251.23695,315.26825
"PS(39:6) PS(17:1_22:5)",822.52806,637.51911,387.28946,325.27376,251.23695,313.25265
"PS(39:7) PS(17:1_22:6)",820.51236,635.50341,385.27376,325.27376,251.23695,311.23695
"PS(40:1) PS(17:1_23:0)",846.62196,661.61301,411.38336,325.27376,251.23695,337.34655
"PS(41:1) PS(17:1_24:0)",860.63756,675.62861,425.39896,325.27376,251.23695,351.36215
"PS(41:2) PS(17:1_24:1)",858.62196,673.61301,423.38336,325.27376,251.23695,349.34655
"PS(42:1) PS(17:1_25:0)",874.65326,689.64431,439.41466,325.27376,251.23695,365.37785
"PS(43:1) PS(17:1_26:0)",888.66886,703.65991,453.43026,325.27376,251.23695,379.39345
"PS(34:4) PS(17:2_17:2)",756.48116,571.47221,323.25816,323.25816,249.22135,249.22135
"PS(35:2) PS(17:2_18:0)",774.52806,589.51911,341.30506,323.25816,249.22135,267.26825
"PS(35:3) PS(17:2_18:1)",772.51246,587.50351,339.28946,323.25816,249.22135,265.25265
"PS(35:4) PS(17:2_18:2)",770.49676,585.48781,337.27376,323.25816,249.22135,263.23695
"PS(35:5) PS(17:2_18:3)",768.48116,583.47221,335.25816,323.25816,249.22135,261.22135
"PS(35:6) PS(17:2_18:4)",766.46546,581.45651,333.24246,323.25816,249.22135,259.20565
"PS(36:2) PS(17:2_19:0)",788.54376,603.53481,355.32076,323.25816,249.22135,281.28395
"PS(37:2) PS(17:2_20:0)",802.55936,617.55041,369.33636,323.25816,249.22135,295.29955
"PS(37:3) PS(17:2_20:1)",800.54376,615.53481,367.32076,323.25816,249.22135,293.28395
"PS(37:4) PS(17:2_20:2)",798.52806,613.51911,365.30506,323.25816,249.22135,291.26825
"PS(37:5) PS(17:2_20:3)",796.51246,611.50351,363.28946,323.25816,249.22135,289.25265
"PS(37:6) PS(17:2_20:4)",794.49676,609.48781,361.27376,323.25816,249.22135,287.23695
"PS(37:7) PS(17:2_20:5)",792.48116,607.47221,359.25816,323.25816,249.22135,285.22135
"PS(38:2) PS(17:2_21:0)",816.57506,631.56611,383.35206,323.25816,249.22135,309.31525
"PS(39:2) PS(17:2_22:0)",830.59066,645.58171,397.36766,323.25816,249.22135,323.33085
"PS(39:3) PS(17:2_22:1)",828.57506,643.56611,395.35206,323.25816,249.22135,321.31525
"PS(39:4) PS(17:2_22:2)",826.55936,641.55041,393.33636,323.25816,249.22135,319.29955
"PS(39:5) PS(17:2_22:3)",824.54376,639.53481,391.32076,323.25816,249.22135,317.28395
"PS(39:6) PS(17:2_22:4)",822.52806,637.51911,389.30506,323.25816,249.22135,315.26825
"PS(39:7) PS(17:2_22:5)",820.51246,635.50351,387.28946,323.25816,249.22135,313.25265
"PS(39:8) PS(17:2_22:6)",818.49676,633.48781,385.27376,323.25816,249.22135,311.23695
"PS(40:2) PS(17:2_23:0)",844.60636,659.59741,411.38336,323.25816,249.22135,337.34655
"PS(41:2) PS(17:2_24:0)",858.62196,673.61301,425.39896,323.25816,249.22135,351.36215
"PS(41:3) PS(17:2_24:1)",856.60636,671.59741,423.38336,323.25816,249.22135,349.34655
"PS(42:2) PS(17:2_25:0)",872.63766,687.62871,439.41466,323.25816,249.22135,365.37785
"PS(43:2) PS(17:2_26:0)",886.65326,701.64431,453.43026,323.25816,249.22135,379.39345
"PS(36:0) PS(18:0_18:0)",792.57496,607.56601,341.30506,341.30506,267.26825,267.26825
"PS(36:1) PS(18:0_18:1)",790.55936,605.55041,339.28946,341.30506,267.26825,265.25265
"PS(36:2) PS(18:0_18:2)",788.54366,603.53471,337.27376,341.30506,267.26825,263.23695
"PS(36:3) PS(18:0_18:3)",786.52806,601.51911,335.25816,341.30506,267.26825,261.22135
"PS(36:4) PS(18:0_18:4)",784.51236,599.50341,333.24246,341.30506,267.26825,259.20565
"PS(37:0) PS(18:0_19:0)",806.59066,621.58171,355.32076,341.30506,267.26825,281.28395
"PS(38:0) PS(18:0_20:0)",820.60626,635.59731,369.33636,341.30506,267.26825,295.29955
"PS(38:1) PS(18:0_20:1)",818.59066,633.58171,367.32076,341.30506,267.26825,293.28395
"PS(38:2) PS(18:0_20:2)",816.57496,631.56601,365.30506,341.30506,267.26825,291.26825
"PS(38:3) PS(18:0_20:3)",814.55936,629.55041,363.28946,341.30506,267.26825,289.25265
"PS(38:4) PS(18:0_20:4)",812.54366,627.53471,361.27376,341.30506,267.26825,287.23695
"PS(38:5) PS(18:0_20:5)",810.52806,625.51911,359.25816,341.30506,267.26825,285.22135
"PS(39:0) PS(18:0_21:0)",834.62196,649.61301,383.35206,341.30506,267.26825,309.31525
"PS(40:0) PS(18:0_22:0)",848.63756,663.62861,397.36766,341.30506,267.26825,323.33085
"PS(40:1) PS(18:0_22:1)",846.62196,661.61301,395.35206,341.30506,267.26825,321.31525
"PS(40:2) PS(18:0_22:2)",844.60626,659.59731,393.33636,341.30506,267.26825,319.29955
"PS(40:3) PS(18:0_22:3)",842.59066,657.58171,391.32076,341.30506,267.26825,317.28395
"PS(40:4) PS(18:0_22:4)",840.57496,655.56601,389.30506,341.30506,267.26825,315.26825
"PS(40:5) PS(18:0_22:5)",838.55936,653.55041,387.28946,341.30506,267.26825,313.25265
"PS(40:6) PS(18:0_22:6)",836.54366,651.53471,385.27376,341.30506,267.26825,311.23695
"PS(41:0) PS(18:0_23:0)",862.65326,677.64431,411.38336,341.30506,267.26825,337.34655
"PS(42:0) PS(18:0_24:0)",876.66886,691.65991,425.39896,341.30506,267.26825,351.36215
"PS(42:1) PS(18:0_24:1)",874.65326,689.64431,423.38336,341.30506,267.26825,349.34655
"PS(43:0) PS(18:0_25:0)",890.68456,705.67561,439.41466,341.30506,267.26825,365.37785
"PS(44:0) PS(18:0_26:0)",904.70016,719.69121,453.43026,341.30506,267.26825,379.39345
"PS(36:2) PS(18:1_18:1)",788.54376,603.53481,339.28946,339.28946,265.25265,265.25265
"PS(36:3) PS(18:1_18:2)",786.52806,601.51911,337.27376,339.28946,265.25265,263.23695
"PS(36:4) PS(18:1_18:3)",784.51246,599.50351,335.25816,339.28946,265.25265,261.22135
"PS(36:5) PS(18:1_18:4)",782.49676,597.48781,333.24246,339.28946,265.25265,259.20565
"PS(37:1) PS(18:1_19:0)",804.57506,619.56611,355.32076,339.28946,265.25265,281.28395
"PS(38:1) PS(18:1_20:0)",818.59066,633.58171,369.33636,339.28946,265.25265,295.29955
"PS(38:2) PS(18:1_20:1)",816.57506,631.56611,367.32076,339.28946,265.25265,293.28395
"PS(38:3) PS(18:1_20:2)",814.55936,629.55041,365.30506,339.28946,265.25265,291.26825
"PS(38:4) PS(18:1_20:3)",812.54376,627.53481,363.28946,339.28946,265.25265,289.25265
"PS(38:5) PS(18:1_20:4)",810.52806,625.51911,361.27376,339.28946,265.25265,287.23695
"PS(38:6) PS(18:1_20:5)",808.51246,623.50351,359.25816,339.28946,265.25265,285.22135
"PS(39:1) PS(18:1_21:0)",832.60636,647.59741,383.35206,339.28946,265.25265,309.31525
"PS(40:1) PS(18:1_22:0)",846.62196,661.61301,397.36766,339.28946,265.25265,323.33085
"PS(40:2) PS(18:1_22:1)",844.60636,659.59741,395.35206,339.28946,265.25265,321.31525
"PS(40:3) PS(18:1_22:2)",842.59066,657.58171,393.33636,339.28946,265.25265,319.29955
"PS(40:4) PS(18:1_22:3)",840.57506,655.56611,391.32076,339.28946,265.25265,317.28395
"PS(40:5) PS(18:1_22:4)",838.55936,653.55041,389.30506,339.28946,265.25265,315.26825
"PS(40:6) PS(18:1_22:5)",836.54376,651.53481,387.28946,339.28946,265.25265,313.25265
"PS(40:7) PS(18:1_22:6)",834.52806,649.51911,385.27376,339.28946,265.25265,311.23695
"PS(41:1) PS(18:1_23:0)",860.63766,675.62871,411.38336,339.28946,265.25265,337.34655
"PS(42:1) PS(18:1_24:0)",874.65326,689.64431,425.39896,339.28946,265.25265,351.36215
"PS(42:2) PS(18:1_24:1)",872.63766,687.62871,423.38336,339.28946,265.25265,349.34655
"PS(43:1) PS(18:1_25:0)",888.66896,703.66001,439.41466,339.28946,265.25265,365.37785
"PS(44:1) PS(18:1_26:0)",902.68456,717.67561,453.43026,339.28946,265.25265,379.39345
"PS(36:4) PS(18:2_18:2)",784.51236,599.50341,337.27376,337.27376,263.23695,263.23695
"PS(36:5) PS(18:2_18:3)",782.49676,597.48781,335.25816,337.27376,263.23695,261.22135
"PS(36:6) PS(18:2_18:4)",780.48106,595.47211,333.24246,337.27376,263.23695,259.20565
"PS(37:2) PS(18:2_19:0)",802.55936,617.55041,355.32076,337.27376,263.23695,281.28395
"PS(38:2) PS(18:2_20:0)",816.57496,631.56601,369.33636,337.27376,263.23695,295.29955
"PS(38:3) PS(18:2_20:1)",814.55936,629.55041,367.32076,337.27376,263.23695,293.28395
"PS(38:4) PS(18:2_20:2)",812.54366,627.53471,365.30506,337.27376,263.23695,291.26825
"PS(38:5) PS(18:2_20:3)",810.52806,625.51911,363.28946,337.27376,263.23695,289.25265
"PS(38:6) PS(18:2_20:4)",808.51236,623.50341,361.27376,337.27376,263.23695,287.23695
"PS(38:7) PS(18:2_20:5)",806.49676,621.48781,359.25816,337.27376,263.23695,285.22135
"PS(39:2) PS(18:2_21:0)",830.59066,645.58171,383.35206,337.27376,263.23695,309.31525
"PS(40:2) PS(18:2_22:0)",844.60626,659.59731,397.36766,337.27376,263.23695,323.33085
"PS(40:3) PS(18:2_22:1)",842.59066,657.58171,395.35206,337.27376,263.23695,321.31525
"PS(40:4) PS(18:2_22:2)",840.57496,655.56601,393.33636,337.27376,263.23695,319.29955
"PS(40:5) PS(18:2_22:3)",838.55936,653.55041,391.32076,337.27376,263.23695,317.28395
"PS(40:6) PS(18:2_22:4)",836.54366,651.53471,389.30506,337.27376,263.23695,315.26825
"PS(40:7) PS(18:2_22:5)",834.52806,649.51911,387.28946,337.27376,263.23695,313.25265
"PS(40:8) PS(18:2_22:6)",832.51236,647.50341,385.27376,337.27376,263.23695,311.23695
"PS(41:2) PS(18:2_23:0)",858.62196,673.61301,411.38336,337.27376,263.23695,337.34655
"PS(42:2) PS(18:2_24:0)",872.63756,687.62861,425.39896,337.27376,263.23695,351.36215
"PS(42:3) PS(18:2_24:1)",870.62196,685.61301,423.38336,337.27376,263.23695,349.34655
"PS(43:2) PS(18:2_25:0)",886.65326,701.64431,439.41466,337.27376,263.23695,365.37785
"PS(44:2) PS(18:2_26:0)",900.66886,715.65991,453.43026,337.27376,263.23695,379.39345
"PS(36:6) PS(18:3_18:3)",780.48116,595.47221,335.25816,335.25816,261.22135,261.22135
"PS(36:7) PS(18:3_18:4)",778.46546,593.45651,333.24246,335.25816,261.22135,259.20565
"PS(37:3) PS(18:3_19:0)",800.54376,615.53481,355.32076,335.25816,261.22135,281.28395
"PS(38:3) PS(18:3_20:0)",814.55936,629.55041,369.33636,335.25816,261.22135,295.29955
"PS(38:4) PS(18:3_20:1)",812.54376,627.53481,367.32076,335.25816,261.22135,293.28395
"PS(38:5) PS(18:3_20:2)",810.52806,625.51911,365.30506,335.25816,261.22135,291.26825
"PS(38:6) PS(18:3_20:3)",808.51246,623.50351,363.28946,335.25816,261.22135,289.25265
"PS(38:7) PS(18:3_20:4)",806.49676,621.48781,361.27376,335.25816,261.22135,287.23695
"PS(38:8) PS(18:3_20:5)",804.48116,619.47221,359.25816,335.25816,261.22135,285.22135
"PS(39:3) PS(18:3_21:0)",828.57506,643.56611,383.35206,335.25816,261.22135,309.31525
"PS(40:3) PS(18:3_22:0)",842.59066,657.58171,397.36766,335.25816,261.22135,323.33085
"PS(40:4) PS(18:3_22:1)",840.57506,655.56611,395.35206,335.25816,261.22135,321.31525
"PS(40:5) PS(18:3_22:2)",838.55936,653.55041,393.33636,335.25816,261.22135,319.29955
"PS(40:6) PS(18:3_22:3)",836.54376,651.53481,391.32076,335.25816,261.22135,317.28395
"PS(40:7) PS(18:3_22:4)",834.52806,649.51911,389.30506,335.25816,261.22135,315.26825
"PS(40:8) PS(18:3_22:5)",832.51246,647.50351,387.28946,335.25816,261.22135,313.25265
"PS(40:9) PS(18:3_22:6)",830.49676,645.48781,385.27376,335.25816,261.22135,311.23695
"PS(41:3) PS(18:3_23:0)",856.60636,671.59741,411.38336,335.25816,261.22135,337.34655
"PS(42:3) PS(18:3_24:0)",870.62196,685.61301,425.39896,335.25816,261.22135,351.36215
"PS(42:4) PS(18:3_24:1)",868.60636,683.59741,423.38336,335.25816,261.22135,349.34655
"PS(43:3) PS(18:3_25:0)",884.63766,699.62871,439.41466,335.25816,261.22135,365.37785
"PS(44:3) PS(18:3_26:0)",898.65326,713.64431,453.43026,335.25816,261.22135,379.39345
"PS(36:8) PS(18:4_18:4)",776.44976,591.44081,333.24246,333.24246,259.20565,259.20565
"PS(37:4) PS(18:4_19:0)",798.52806,613.51911,355.32076,333.24246,259.20565,281.28395
"PS(38:4) PS(18:4_20:0)",812.54366,627.53471,369.33636,333.24246,259.20565,295.29955
"PS(38:5) PS(18:4_20:1)",810.52806,625.51911,367.32076,333.24246,259.20565,293.28395
"PS(38:6) PS(18:4_20:2)",808.51236,623.50341,365.30506,333.24246,259.20565,291.26825
"PS(38:7) PS(18:4_20:3)",806.49676,621.48781,363.28946,333.24246,259.20565,289.25265
"PS(38:8) PS(18:4_20:4)",804.48106,619.47211,361.27376,333.24246,259.20565,287.23695
"PS(38:9) PS(18:4_20:5)",802.46546,617.45651,359.25816,333.24246,259.20565,285.22135
"PS(39:4) PS(18:4_21:0)",826.55936,641.55041,383.35206,333.24246,259.20565,309.31525
"PS(40:4) PS(18:4_22:0)",840.57496,655.56601,397.36766,333.24246,259.20565,323.33085
"PS(40:5) PS(18:4_22:1)",838.55936,653.55041,395.35206,333.24246,259.20565,321.31525
"PS(40:6) PS(18:4_22:2)",836.54366,651.53471,393.33636,333.24246,259.20565,319.29955
"PS(40:7) PS(18:4_22:3)",834.52806,649.51911,391.32076,333.24246,259.20565,317.28395
"PS(40:8) PS(18:4_22:4)",832.51236,647.50341,389.30506,333.24246,259.20565,315.26825
"PS(40:9) PS(18:4_22:5)",830.49676,645.48781,387.28946,333.24246,259.20565,313.25265
"PS(40:10) PS(18:4_22:6)",828.48106,643.47211,385.27376,333.24246,259.20565,311.23695
"PS(41:4) PS(18:4_23:0)",854.59066,669.58171,411.38336,333.24246,259.20565,337.34655
"PS(42:4) PS(18:4_24:0)",868.60626,683.59731,425.39896,333.24246,259.20565,351.36215
"PS(42:5) PS(18:4_24:1)",866.59066,681.58171,423.38336,333.24246,259.20565,349.34655
"PS(43:4) PS(18:4_25:0)",882.62196,697.61301,439.41466,333.24246,259.20565,365.37785
"PS(44:4) PS(18:4_26:0)",896.63756,711.62861,453.43026,333.24246,259.20565,379.39345
"PS(38:0) PS(19:0_19:0)",820.60636,635.59741,355.32076,355.32076,281.28395,281.28395
"PS(39:0) PS(19:0_20:0)",834.62196,649.61301,369.33636,355.32076,281.28395,295.29955
"PS(39:1) PS(19:0_20:1)",832.60636,647.59741,367.32076,355.32076,281.28395,293.28395
"PS(39:2) PS(19:0_20:2)",830.59066,645.58171,365.30506,355.32076,281.28395,291.26825
"PS(39:3) PS(19:0_20:3)",828.57506,643.56611,363.28946,355.32076,281.28395,289.25265
"PS(39:4) PS(19:0_20:4)",826.55936,641.55041,361.27376,355.32076,281.28395,287.23695
"PS(39:5) PS(19:0_20:5)",824.54376,639.53481,359.25816,355.32076,281.28395,285.22135
"PS(40:0) PS(19:0_21:0)",848.63766,663.62871,383.35206,355.32076,281.28395,309.31525
"PS(41:0) PS(19:0_22:0)",862.65326,677.64431,397.36766,355.32076,281.28395,323.33085
"PS(41:1) PS(19:0_22:1)",860.63766,675.62871,395.35206,355.32076,281.28395,321.31525
"PS(41:2) PS(19:0_22:2)",858.62196,673.61301,393.33636,355.32076,281.28395,319.29955
"PS(41:3) PS(19:0_22:3)",856.60636,671.59741,391.32076,355.32076,281.28395,317.28395
"PS(41:4) PS(19:0_22:4)",854.59066,669.58171,389.30506,355.32076,281.28395,315.26825
"PS(41:5) PS(19:0_22:5)",852.57506,667.56611,387.28946,355.32076,281.28395,313.25265
"PS(41:6) PS(19:0_22:6)",850.55936,665.55041,385.27376,355.32076,281.28395,311.23695
"PS(42:0) PS(19:0_23:0)",876.66896,691.66001,411.38336,355.32076,281.28395,337.34655
"PS(43:0) PS(19:0_24:0)",890.68456,705.67561,425.39896,355.32076,281.28395,351.36215
