"PE","[M+Na]+","[M+Na-43]+","[M+H-PE head]+","[M+Na-PE head]+","[M+Na-43-R1]+","[M+Na-43-R2]+","[PE+Na]+","[H3PO4Na]+"
"PE(44:10) PE(22:5_22:5)",862.5358178,819.4936178,699.53477,721.5167235,489.2378378,489.2378378,164.00888,120.9667
"PE(44:11) PE(22:5_22:6)",860.5201178,817.4779178,697.51907,719.5010235,487.2221378,489.2378378,164.00888,120.9667
"PE(45:5) PE(22:5_23:0)",886.6297178,843.5875178,723.62867,745.6106235,513.3317378,489.2378378,164.00888,120.9667
"PE(46:5) PE(22:5_24:0)",900.6453178,857.6031178,737.64427,759.6262235,527.3473378,489.2378378,164.00888,120.9667
"PE(46:6) PE(22:5_24:1)",898.6297178,855.5875178,735.62867,757.6106235,525.3317378,489.2378378,164.00888,120.9667
"PE(47:5) PE(22:5_25:0)",914.6610178,871.6188178,751.65997,773.6419235,541.3630378,489.2378378,164.00888,120.9667
"PE(48:5) PE(22:5_26:0)",928.6766178,885.6344178,765.67557,787.6575235,555.3786378,489.2378378,164.00888,120.9667
"PE(44:12) PE(22:6_22:6)",858.5044178,815.4622178,695.50337,717.4853235,487.2221378,487.2221378,164.00888,120.9667
"PE(45:6) PE(22:6_23:0)",884.6140178,841.5718178,721.61297,743.5949235,513.3317378,487.2221378,164.00888,120.9667
"PE(46:6) PE(22:6_24:0)",898.6296178,855.5874178,735.62857,757.6105235,527.3473378,487.2221378,164.00888,120.9667
"PE(46:7) PE(22:6_24:1)",896.6140178,853.5718178,733.61297,755.5949235,525.3317378,487.2221378,164.00888,120.9667
"PE(47:6) PE(22:6_25:0)",912.6453178,869.6031178,749.64427,771.6262235,541.3630378,487.2221378,164.00888,120.9667
"PE(48:6) PE(22:6_26:0)",926.6609178,883.6187178,763.65987,785.6418235,555.3786378,487.2221378,164.00888,120.9667
"PE(46:0) PE(23:0_23:0)",910.7236178,867.6814178,747.72257,769.7045235,513.3317378,513.3317378,164.00888,120.9667
"PE(47:0) PE(23:0_24:0)",924.7392178,881.6970178,761.73817,783.7201235,527.3473378,513.3317378,164.00888,120.9667
"PE(47:1) PE(23:0_24:1)",922.7236178,879.6814178,759.72257,781.7045235,525.3317378,513.3317378,164.00888,120.9667
"PE(48:0) PE(23:0_25:0)",938.7549178,895.7127178,775.75387,797.7358235,541.3630378,513.3317378,164.00888,120.9667
"PE(49:0) PE(23:0_26:0)",952.7705178,909.7283178,789.76947,811.7514235,555.3786378,513.3317378,164.00888,120.9667
"PE(48:0) PE(24:0_24:0)",938.7548178,895.7126178,775.75377,797.7357235,527.3473378,527.3473378,164.00888,120.9667
"PE(48:1) PE(24:0_24:1)",936.7392178,893.6970178,773.73817,795.7201235,525.3317378,527.3473378,164.00888,120.9667
"PE(49:0) PE(24:0_25:0)",952.7705178,909.7283178,789.76947,811.7514235,541.3630378,527.3473378,164.00888,120.9667
"PE(50:0) PE(24:0_26:0)",966.7861178,923.7439178,803.78507,825.7670235,555.3786378,527.3473378,164.00888,120.9667
"PE(48:2) PE(24:1_24:1)",934.7236178,891.6814178,771.72257,793.7045235,525.3317378,525.3317378,164.00888,120.9667
"PE(49:1) PE(24:1_25:0)",950.7549178,907.7127178,787.75387,809.7358235,541.3630378,525.3317378,164.00888,120.9667
"PE(50:1) PE(24:1_26:0)",964.7705178,921.7283178,801.76947,823.7514235,555.3786378,525.3317378,164.00888,120.9667
"PE(50:0) PE(25:0_25:0)",966.7862178,923.7440178,803.78517,825.7671235,541.3630378,541.3630378,164.00888,120.9667
"PE(51:0) PE(25:0_26:0)",980.8018178,937.7596178,817.80077,839.7827235,555.3786378,541.3630378,164.00888,120.9667
"PE(52:0) PE(26:0_26:0)",994.8174178,951.7752178,831.81637,853.7983235,555.3786378,555.3786378,164.00888,120.9667
"scores",0.02,0.3,0.3,0.3,0.02,0.02,0.02,0.02
