"PE","[M+Na]+","[M+Na-43]+","[M+H-PE head]+","[M+Na-PE head]+","[M+Na-43-R1]+","[M+Na-43-R2]+","[PE+Na]+","[H3PO4Na]+"
"PE(30:0) PE(15:0_15:0)",686.4732178,643.4310178,523.47217,545.4541235,401.2065378,401.2065378,164.00888,120.9667
"PE(30:1) PE(15:0_15:1)",684.4575178,641.4153178,521.45647,543.4384235,399.1908378,401.2065378,164.00888,120.9667
"PE(31:0) PE(15:0_16:0)",700.4888178,657.4466178,537.48777,559.4697235,415.2221378,401.2065378,164.00888,120.9667
"PE(31:1) PE(15:0_16:1)",698.4732178,655.4310178,535.47217,557.4541235,413.2065378,401.2065378,164.00888,120.9667
"PE(32:0) PE(15:0_17:0)",714.5045178,671.4623178,551.50347,573.4854235,429.2378378,401.2065378,164.00888,120.9667
"PE(32:1) PE(15:0_17:1)",712.4888178,669.4466178,549.48777,571.4697235,427.2221378,401.2065378,164.00888,120.9667
"PE(32:2) PE(15:0_17:2)",710.4732178,667.4310178,547.47217,569.4541235,425.2065378,401.2065378,164.00888,120.9667
"PE(33:0) PE(15:0_18:0)",728.5201178,685.4779178,565.51907,587.5010235,443.2534378,401.2065378,164.00888,120.9667
"PE(33:1) PE(15:0_18:1)",726.5045178,683.4623178,563.50347,585.4854235,441.2378378,401.2065378,164.00888,120.9667
"PE(33:2) PE(15:0_18:2)",724.4888178,681.4466178,561.48777,583.4697235,439.2221378,401.2065378,164.00888,120.9667
"PE(33:3) PE(15:0_18:3)",722.4732178,679.4310178,559.47217,581.4541235,437.2065378,401.2065378,164.00888,120.9667
"PE(33:4) PE(15:0_18:4)",720.4575178,677.4153178,557.45647,579.4384235,435.1908378,401.2065378,164.00888,120.9667
"PE(34:0) PE(15:0_19:0)",742.5358178,699.4936178,579.53477,601.5167235,457.2691378,401.2065378,164.00888,120.9667
"PE(35:0) PE(15:0_20:0)",756.5514178,713.5092178,593.55037,615.5323235,471.2847378,401.2065378,164.00888,120.9667
"PE(35:1) PE(15:0_20:1)",754.5358178,711.4936178,591.53477,613.5167235,469.2691378,401.2065378,164.00888,120.9667
"PE(35:2) PE(15:0_20:2)",752.5201178,709.4779178,589.51907,611.5010235,467.2534378,401.2065378,164.00888,120.9667
"PE(35:3) PE(15:0_20:3)",750.5045178,707.4623178,587.50347,609.4854235,465.2378378,401.2065378,164.00888,120.9667
"PE(35:4) PE(15:0_20:4)",748.4888178,705.4466178,585.48777,607.4697235,463.2221378,401.2065378,164.00888,120.9667
"PE(35:5) PE(15:0_20:5)",746.4732178,703.4310178,583.47217,605.4541235,461.2065378,401.2065378,164.00888,120.9667
"PE(36:0) PE(15:0_21:0)",770.5671178,727.5249178,607.56607,629.5480235,485.3004378,401.2065378,164.00888,120.9667
"PE(37:0) PE(15:0_22:0)",784.5827178,741.5405178,621.58167,643.5636235,499.3160378,401.2065378,164.00888,120.9667
"PE(37:1) PE(15:0_22:1)",782.5671178,739.5249178,619.56607,641.5480235,497.3004378,401.2065378,164.00888,120.9667
"PE(37:2) PE(15:0_22:2)",780.5514178,737.5092178,617.55037,639.5323235,495.2847378,401.2065378,164.00888,120.9667
"PE(37:3) PE(15:0_22:3)",778.5358178,735.4936178,615.53477,637.5167235,493.2691378,401.2065378,164.00888,120.9667
"PE(37:4) PE(15:0_22:4)",776.5201178,733.4779178,613.51907,635.5010235,491.2534378,401.2065378,164.00888,120.9667
"PE(37:5) PE(15:0_22:5)",774.5045178,731.4623178,611.50347,633.4854235,489.2378378,401.2065378,164.00888,120.9667
"PE(37:6) PE(15:0_22:6)",772.4888178,729.4466178,609.48777,631.4697235,487.2221378,401.2065378,164.00888,120.9667
"PE(38:0) PE(15:0_23:0)",798.5984178,755.5562178,635.59737,657.5793235,513.3317378,401.2065378,164.00888,120.9667
"PE(39:0) PE(15:0_24:0)",812.6140178,769.5718178,649.61297,671.5949235,527.3473378,401.2065378,164.00888,120.9667
"PE(39:1) PE(15:0_24:1)",810.5984178,767.5562178,647.59737,669.5793235,525.3317378,401.2065378,164.00888,120.9667
"PE(40:0) PE(15:0_25:0)",826.6297178,783.5875178,663.62867,685.6106235,541.3630378,401.2065378,164.00888,120.9667
"PE(41:0) PE(15:0_26:0)",840.6453178,797.6031178,677.64427,699.6262235,555.3786378,401.2065378,164.00888,120.9667
"PE(30:2) PE(15:1_15:1)",682.4418178,639.3996178,519.44077,541.4227235,399.1908378,399.1908378,164.00888,120.9667
"PE(31:1) PE(15:1_16:0)",698.4731178,655.4309178,535.47207,557.4540235,415.2221378,399.1908378,164.00888,120.9667
"PE(31:2) PE(15:1_16:1)",696.4575178,653.4153178,533.45647,555.4384235,413.2065378,399.1908378,164.00888,120.9667
"PE(32:1) PE(15:1_17:0)",712.4888178,669.4466178,549.48777,571.4697235,429.2378378,399.1908378,164.00888,120.9667
"PE(32:2) PE(15:1_17:1)",710.4731178,667.4309178,547.47207,569.4540235,427.2221378,399.1908378,164.00888,120.9667
"PE(32:3) PE(15:1_17:2)",708.4575178,665.4153178,545.45647,567.4384235,425.2065378,399.1908378,164.00888,120.9667
"PE(33:1) PE(15:1_18:0)",726.5044178,683.4622178,563.50337,585.4853235,443.2534378,399.1908378,164.00888,120.9667
"PE(33:2) PE(15:1_18:1)",724.4888178,681.4466178,561.48777,583.4697235,441.2378378,399.1908378,164.00888,120.9667
"PE(33:3) PE(15:1_18:2)",722.4731178,679.4309178,559.47207,581.4540235,439.2221378,399.1908378,164.00888,120.9667
"PE(33:4) PE(15:1_18:3)",720.4575178,677.4153178,557.45647,579.4384235,437.2065378,399.1908378,164.00888,120.9667
"PE(33:5) PE(15:1_18:4)",718.4418178,675.3996178,555.44077,577.4227235,435.1908378,399.1908378,164.00888,120.9667
"PE(34:1) PE(15:1_19:0)",740.5201178,697.4779178,577.51907,599.5010235,457.2691378,399.1908378,164.00888,120.9667
"PE(35:1) PE(15:1_20:0)",754.5357178,711.4935178,591.53467,613.5166235,471.2847378,399.1908378,164.00888,120.9667
"PE(35:2) PE(15:1_20:1)",752.5201178,709.4779178,589.51907,611.5010235,469.2691378,399.1908378,164.00888,120.9667
"PE(35:3) PE(15:1_20:2)",750.5044178,707.4622178,587.50337,609.4853235,467.2534378,399.1908378,164.00888,120.9667
"PE(35:4) PE(15:1_20:3)",748.4888178,705.4466178,585.48777,607.4697235,465.2378378,399.1908378,164.00888,120.9667
"PE(35:5) PE(15:1_20:4)",746.4731178,703.4309178,583.47207,605.4540235,463.2221378,399.1908378,164.00888,120.9667
"PE(35:6) PE(15:1_20:5)",744.4575178,701.4153178,581.45647,603.4384235,461.2065378,399.1908378,164.00888,120.9667
"PE(36:1) PE(15:1_21:0)",768.5514178,725.5092178,605.55037,627.5323235,485.3004378,399.1908378,164.00888,120.9667
"PE(37:1) PE(15:1_22:0)",782.5670178,739.5248178,619.56597,641.5479235,499.3160378,399.1908378,164.00888,120.9667
"PE(37:2) PE(15:1_22:1)",780.5514178,737.5092178,617.55037,639.5323235,497.3004378,399.1908378,164.00888,120.9667
"PE(37:3) PE(15:1_22:2)",778.5357178,735.4935178,615.53467,637.5166235,495.2847378,399.1908378,164.00888,120.9667
"PE(37:4) PE(15:1_22:3)",776.5201178,733.4779178,613.51907,635.5010235,493.2691378,399.1908378,164.00888,120.9667
"PE(37:5) PE(15:1_22:4)",774.5044178,731.4622178,611.50337,633.4853235,491.2534378,399.1908378,164.00888,120.9667
"PE(37:6) PE(15:1_22:5)",772.4888178,729.4466178,609.48777,631.4697235,489.2378378,399.1908378,164.00888,120.9667
"PE(37:7) PE(15:1_22:6)",770.4731178,727.4309178,607.47207,629.4540235,487.2221378,399.1908378,164.00888,120.9667
"PE(38:1) PE(15:1_23:0)",796.5827178,753.5405178,633.58167,655.5636235,513.3317378,399.1908378,164.00888,120.9667
"PE(39:1) PE(15:1_24:0)",810.5983178,767.5561178,647.59727,669.5792235,527.3473378,399.1908378,164.00888,120.9667
"PE(39:2) PE(15:1_24:1)",808.5827178,765.5405178,645.58167,667.5636235,525.3317378,399.1908378,164.00888,120.9667
"PE(40:1) PE(15:1_25:0)",824.6140178,781.5718178,661.61297,683.5949235,541.3630378,399.1908378,164.00888,120.9667
"PE(41:1) PE(15:1_26:0)",838.6296178,795.5874178,675.62857,697.6105235,555.3786378,399.1908378,164.00888,120.9667
"PE(32:0) PE(16:0_16:0)",714.5044178,671.4622178,551.50337,573.4853235,415.2221378,415.2221378,164.00888,120.9667
"PE(32:1) PE(16:0_16:1)",712.4888178,669.4466178,549.48777,571.4697235,413.2065378,415.2221378,164.00888,120.9667
"PE(33:0) PE(16:0_17:0)",728.5201178,685.4779178,565.51907,587.5010235,429.2378378,415.2221378,164.00888,120.9667
"PE(33:1) PE(16:0_17:1)",726.5044178,683.4622178,563.50337,585.4853235,427.2221378,415.2221378,164.00888,120.9667
"PE(33:2) PE(16:0_17:2)",724.4888178,681.4466178,561.48777,583.4697235,425.2065378,415.2221378,164.00888,120.9667
"PE(34:0) PE(16:0_18:0)",742.5357178,699.4935178,579.53467,601.5166235,443.2534378,415.2221378,164.00888,120.9667
"PE(34:1) PE(16:0_18:1)",740.5201178,697.4779178,577.51907,599.5010235,441.2378378,415.2221378,164.00888,120.9667
"PE(34:2) PE(16:0_18:2)",738.5044178,695.4622178,575.50337,597.4853235,439.2221378,415.2221378,164.00888,120.9667
"PE(34:3) PE(16:0_18:3)",736.4888178,693.4466178,573.48777,595.4697235,437.2065378,415.2221378,164.00888,120.9667
"PE(34:4) PE(16:0_18:4)",734.4731178,691.4309178,571.47207,593.4540235,435.1908378,415.2221378,164.00888,120.9667
"PE(35:0) PE(16:0_19:0)",756.5514178,713.5092178,593.55037,615.5323235,457.2691378,415.2221378,164.00888,120.9667
"PE(36:0) PE(16:0_20:0)",770.5670178,727.5248178,607.56597,629.5479235,471.2847378,415.2221378,164.00888,120.9667
"PE(36:1) PE(16:0_20:1)",768.5514178,725.5092178,605.55037,627.5323235,469.2691378,415.2221378,164.00888,120.9667
"PE(36:2) PE(16:0_20:2)",766.5357178,723.4935178,603.53467,625.5166235,467.2534378,415.2221378,164.00888,120.9667
"PE(36:3) PE(16:0_20:3)",764.5201178,721.4779178,601.51907,623.5010235,465.2378378,415.2221378,164.00888,120.9667
"PE(36:4) PE(16:0_20:4)",762.5044178,719.4622178,599.50337,621.4853235,463.2221378,415.2221378,164.00888,120.9667
"PE(36:5) PE(16:0_20:5)",760.4888178,717.4466178,597.48777,619.4697235,461.2065378,415.2221378,164.00888,120.9667
"PE(37:0) PE(16:0_21:0)",784.5827178,741.5405178,621.58167,643.5636235,485.3004378,415.2221378,164.00888,120.9667
"PE(38:0) PE(16:0_22:0)",798.5983178,755.5561178,635.59727,657.5792235,499.3160378,415.2221378,164.00888,120.9667
"PE(38:1) PE(16:0_22:1)",796.5827178,753.5405178,633.58167,655.5636235,497.3004378,415.2221378,164.00888,120.9667
"PE(38:2) PE(16:0_22:2)",794.5670178,751.5248178,631.56597,653.5479235,495.2847378,415.2221378,164.00888,120.9667
"PE(38:3) PE(16:0_22:3)",792.5514178,749.5092178,629.55037,651.5323235,493.2691378,415.2221378,164.00888,120.9667
"PE(38:4) PE(16:0_22:4)",790.5357178,747.4935178,627.53467,649.5166235,491.2534378,415.2221378,164.00888,120.9667
"PE(38:5) PE(16:0_22:5)",788.5201178,745.4779178,625.51907,647.5010235,489.2378378,415.2221378,164.00888,120.9667
"PE(38:6) PE(16:0_22:6)",786.5044178,743.4622178,623.50337,645.4853235,487.2221378,415.2221378,164.00888,120.9667
"PE(39:0) PE(16:0_23:0)",812.6140178,769.5718178,649.61297,671.5949235,513.3317378,415.2221378,164.00888,120.9667
"PE(40:0) PE(16:0_24:0)",826.6296178,783.5874178,663.62857,685.6105235,527.3473378,415.2221378,164.00888,120.9667
"PE(40:1) PE(16:0_24:1)",824.6140178,781.5718178,661.61297,683.5949235,525.3317378,415.2221378,164.00888,120.9667
"PE(41:0) PE(16:0_25:0)",840.6453178,797.6031178,677.64427,699.6262235,541.3630378,415.2221378,164.00888,120.9667
"PE(42:0) PE(16:0_26:0)",854.6609178,811.6187178,691.65987,713.6418235,555.3786378,415.2221378,164.00888,120.9667
"PE(32:2) PE(16:1_16:1)",710.4732178,667.4310178,547.47217,569.4541235,413.2065378,413.2065378,164.00888,120.9667
"PE(33:1) PE(16:1_17:0)",726.5045178,683.4623178,563.50347,585.4854235,429.2378378,413.2065378,164.00888,120.9667
"PE(33:2) PE(16:1_17:1)",724.4888178,681.4466178,561.48777,583.4697235,427.2221378,413.2065378,164.00888,120.9667
"PE(33:3) PE(16:1_17:2)",722.4732178,679.4310178,559.47217,581.4541235,425.2065378,413.2065378,164.00888,120.9667
"PE(34:1) PE(16:1_18:0)",740.5201178,697.4779178,577.51907,599.5010235,443.2534378,413.2065378,164.00888,120.9667
"PE(34:2) PE(16:1_18:1)",738.5045178,695.4623178,575.50347,597.4854235,441.2378378,413.2065378,164.00888,120.9667
"PE(34:3) PE(16:1_18:2)",736.4888178,693.4466178,573.48777,595.4697235,439.2221378,413.2065378,164.00888,120.9667
"PE(34:4) PE(16:1_18:3)",734.4732178,691.4310178,571.47217,593.4541235,437.2065378,413.2065378,164.00888,120.9667
"PE(34:5) PE(16:1_18:4)",732.4575178,689.4153178,569.45647,591.4384235,435.1908378,413.2065378,164.00888,120.9667
"PE(35:1) PE(16:1_19:0)",754.5358178,711.4936178,591.53477,613.5167235,457.2691378,413.2065378,164.00888,120.9667
"PE(36:1) PE(16:1_20:0)",768.5514178,725.5092178,605.55037,627.5323235,471.2847378,413.2065378,164.00888,120.9667
"PE(36:2) PE(16:1_20:1)",766.5358178,723.4936178,603.53477,625.5167235,469.2691378,413.2065378,164.00888,120.9667
"PE(36:3) PE(16:1_20:2)",764.5201178,721.4779178,601.51907,623.5010235,467.2534378,413.2065378,164.00888,120.9667
"PE(36:4) PE(16:1_20:3)",762.5045178,719.4623178,599.50347,621.4854235,465.2378378,413.2065378,164.00888,120.9667
"PE(36:5) PE(16:1_20:4)",760.4888178,717.4466178,597.48777,619.4697235,463.2221378,413.2065378,164.00888,120.9667
"PE(36:6) PE(16:1_20:5)",758.4732178,715.4310178,595.47217,617.4541235,461.2065378,413.2065378,164.00888,120.9667
"PE(37:1) PE(16:1_21:0)",782.5671178,739.5249178,619.56607,641.5480235,485.3004378,413.2065378,164.00888,120.9667
"PE(38:1) PE(16:1_22:0)",796.5827178,753.5405178,633.58167,655.5636235,499.3160378,413.2065378,164.00888,120.9667
"PE(38:2) PE(16:1_22:1)",794.5671178,751.5249178,631.56607,653.5480235,497.3004378,413.2065378,164.00888,120.9667
"PE(38:3) PE(16:1_22:2)",792.5514178,749.5092178,629.55037,651.5323235,495.2847378,413.2065378,164.00888,120.9667
"PE(38:4) PE(16:1_22:3)",790.5358178,747.4936178,627.53477,649.5167235,493.2691378,413.2065378,164.00888,120.9667
"PE(38:5) PE(16:1_22:4)",788.5201178,745.4779178,625.51907,647.5010235,491.2534378,413.2065378,164.00888,120.9667
"PE(38:6) PE(16:1_22:5)",786.5045178,743.4623178,623.50347,645.4854235,489.2378378,413.2065378,164.00888,120.9667
"PE(38:7) PE(16:1_22:6)",784.4888178,741.4466178,621.48777,643.4697235,487.2221378,413.2065378,164.00888,120.9667
"PE(39:1) PE(16:1_23:0)",810.5984178,767.5562178,647.59737,669.5793235,513.3317378,413.2065378,164.00888,120.9667
"PE(40:1) PE(16:1_24:0)",824.6140178,781.5718178,661.61297,683.5949235,527.3473378,413.2065378,164.00888,120.9667
"PE(40:2) PE(16:1_24:1)",822.5984178,779.5562178,659.59737,681.5793235,525.3317378,413.2065378,164.00888,120.9667
"PE(41:1) PE(16:1_25:0)",838.6297178,795.5875178,675.62867,697.6106235,541.3630378,413.2065378,164.00888,120.9667
"PE(42:1) PE(16:1_26:0)",852.6453178,809.6031178,689.64427,711.6262235,555.3786378,413.2065378,164.00888,120.9667
"PE(34:0) PE(17:0_17:0)",742.5358178,699.4936178,579.53477,601.5167235,429.2378378,429.2378378,164.00888,120.9667
"PE(34:1) PE(17:0_17:1)",740.5201178,697.4779178,577.51907,599.5010235,427.2221378,429.2378378,164.00888,120.9667
"PE(34:2) PE(17:0_17:2)",738.5045178,695.4623178,575.50347,597.4854235,425.2065378,429.2378378,164.00888,120.9667
"PE(35:0) PE(17:0_18:0)",756.5514178,713.5092178,593.55037,615.5323235,443.2534378,429.2378378,164.00888,120.9667
"PE(35:1) PE(17:0_18:1)",754.5358178,711.4936178,591.53477,613.5167235,441.2378378,429.2378378,164.00888,120.9667
"PE(35:2) PE(17:0_18:2)",752.5201178,709.4779178,589.51907,611.5010235,439.2221378,429.2378378,164.00888,120.9667
"PE(35:3) PE(17:0_18:3)",750.5045178,707.4623178,587.50347,609.4854235,437.2065378,429.2378378,164.00888,120.9667
"PE(35:4) PE(17:0_18:4)",748.4888178,705.4466178,585.48777,607.4697235,435.1908378,429.2378378,164.00888,120.9667
"PE(36:0) PE(17:0_19:0)",770.5671178,727.5249178,607.56607,629.5480235,457.2691378,429.2378378,164.00888,120.9667
"PE(37:0) PE(17:0_20:0)",784.5827178,741.5405178,621.58167,643.5636235,471.2847378,429.2378378,164.00888,120.9667
"PE(37:1) PE(17:0_20:1)",782.5671178,739.5249178,619.56607,641.5480235,469.2691378,429.2378378,164.00888,120.9667
"PE(37:2) PE(17:0_20:2)",780.5514178,737.5092178,617.55037,639.5323235,467.2534378,429.2378378,164.00888,120.9667
"PE(37:3) PE(17:0_20:3)",778.5358178,735.4936178,615.53477,637.5167235,465.2378378,429.2378378,164.00888,120.9667
"PE(37:4) PE(17:0_20:4)",776.5201178,733.4779178,613.51907,635.5010235,463.2221378,429.2378378,164.00888,120.9667
"PE(37:5) PE(17:0_20:5)",774.5045178,731.4623178,611.50347,633.4854235,461.2065378,429.2378378,164.00888,120.9667
"PE(38:0) PE(17:0_21:0)",798.5984178,755.5562178,635.59737,657.5793235,485.3004378,429.2378378,164.00888,120.9667
"PE(39:0) PE(17:0_22:0)",812.6140178,769.5718178,649.61297,671.5949235,499.3160378,429.2378378,164.00888,120.9667
"PE(39:1) PE(17:0_22:1)",810.5984178,767.5562178,647.59737,669.5793235,497.3004378,429.2378378,164.00888,120.9667
"PE(39:2) PE(17:0_22:2)",808.5827178,765.5405178,645.58167,667.5636235,495.2847378,429.2378378,164.00888,120.9667
"PE(39:3) PE(17:0_22:3)",806.5671178,763.5249178,643.56607,665.5480235,493.2691378,429.2378378,164.00888,120.9667
"PE(39:4) PE(17:0_22:4)",804.5514178,761.5092178,641.55037,663.5323235,491.2534378,429.2378378,164.00888,120.9667
"PE(39:5) PE(17:0_22:5)",802.5358178,759.4936178,639.53477,661.5167235,489.2378378,429.2378378,164.00888,120.9667
"PE(39:6) PE(17:0_22:6)",800.5201178,757.4779178,637.51907,659.5010235,487.2221378,429.2378378,164.00888,120.9667
"PE(40:0) PE(17:0_23:0)",826.6297178,783.5875178,663.62867,685.6106235,513.3317378,429.2378378,164.00888,120.9667
"PE(41:0) PE(17:0_24:0)",840.6453178,797.6031178,677.64427,699.6262235,527.3473378,429.2378378,164.00888,120.9667
"PE(41:1) PE(17:0_24:1)",838.6297178,795.5875178,675.62867,697.6106235,525.3317378,429.2378378,164.00888,120.9667
"PE(42:0) PE(17:0_25:0)",854.6610178,811.6188178,691.65997,713.6419235,541.3630378,429.2378378,164.00888,120.9667
"PE(43:0) PE(17:0_26:0)",868.6766178,825.6344178,705.67557,727.6575235,555.3786378,429.2378378,164.00888,120.9667
"PE(34:2) PE(17:1_17:1)",738.5044178,695.4622178,575.50337,597.4853235,427.2221378,427.2221378,164.00888,120.9667
"PE(34:3) PE(17:1_17:2)",736.4888178,693.4466178,573.48777,595.4697235,425.2065378,427.2221378,164.00888,120.9667
"PE(35:1) PE(17:1_18:0)",754.5357178,711.4935178,591.53467,613.5166235,443.2534378,427.2221378,164.00888,120.9667
"PE(35:2) PE(17:1_18:1)",752.5201178,709.4779178,589.51907,611.5010235,441.2378378,427.2221378,164.00888,120.9667
"PE(35:3) PE(17:1_18:2)",750.5044178,707.4622178,587.50337,609.4853235,439.2221378,427.2221378,164.00888,120.9667
"PE(35:4) PE(17:1_18:3)",748.4888178,705.4466178,585.48777,607.4697235,437.2065378,427.2221378,164.00888,120.9667
"PE(35:5) PE(17:1_18:4)",746.4731178,703.4309178,583.47207,605.4540235,435.1908378,427.2221378,164.00888,120.9667
"PE(36:1) PE(17:1_19:0)",768.5514178,725.5092178,605.55037,627.5323235,457.2691378,427.2221378,164.00888,120.9667
"PE(37:1) PE(17:1_20:0)",782.5670178,739.5248178,619.56597,641.5479235,471.2847378,427.2221378,164.00888,120.9667
"PE(37:2) PE(17:1_20:1)",780.5514178,737.5092178,617.55037,639.5323235,469.2691378,427.2221378,164.00888,120.9667
"PE(37:3) PE(17:1_20:2)",778.5357178,735.4935178,615.53467,637.5166235,467.2534378,427.2221378,164.00888,120.9667
"PE(37:4) PE(17:1_20:3)",776.5201178,733.4779178,613.51907,635.5010235,465.2378378,427.2221378,164.00888,120.9667
"PE(37:5) PE(17:1_20:4)",774.5044178,731.4622178,611.50337,633.4853235,463.2221378,427.2221378,164.00888,120.9667
"PE(37:6) PE(17:1_20:5)",772.4888178,729.4466178,609.48777,631.4697235,461.2065378,427.2221378,164.00888,120.9667
"PE(38:1) PE(17:1_21:0)",796.5827178,753.5405178,633.58167,655.5636235,485.3004378,427.2221378,164.00888,120.9667
"PE(39:1) PE(17:1_22:0)",810.5983178,767.5561178,647.59727,669.5792235,499.3160378,427.2221378,164.00888,120.9667
"PE(39:2) PE(17:1_22:1)",808.5827178,765.5405178,645.58167,667.5636235,497.3004378,427.2221378,164.00888,120.9667
"PE(39:3) PE(17:1_22:2)",806.5670178,763.5248178,643.56597,665.5479235,495.2847378,427.2221378,164.00888,120.9667
"PE(39:4) PE(17:1_22:3)",804.5514178,761.5092178,641.55037,663.5323235,493.2691378,427.2221378,164.00888,120.9667
"PE(39:5) PE(17:1_22:4)",802.5357178,759.4935178,639.53467,661.5166235,491.2534378,427.2221378,164.00888,120.9667
"PE(39:6) PE(17:1_22:5)",800.5201178,757.4779178,637.51907,659.5010235,489.2378378,427.2221378,164.00888,120.9667
"PE(39:7) PE(17:1_22:6)",798.5044178,755.4622178,635.50337,657.4853235,487.2221378,427.2221378,164.00888,120.9667
"PE(40:1) PE(17:1_23:0)",824.6140178,781.5718178,661.61297,683.5949235,513.3317378,427.2221378,164.00888,120.9667
"PE(41:1) PE(17:1_24:0)",838.6296178,795.5874178,675.62857,697.6105235,527.3473378,427.2221378,164.00888,120.9667
"PE(41:2) PE(17:1_24:1)",836.6140178,793.5718178,673.61297,695.5949235,525.3317378,427.2221378,164.00888,120.9667
"PE(42:1) PE(17:1_25:0)",852.6453178,809.6031178,689.64427,711.6262235,541.3630378,427.2221378,164.00888,120.9667
"PE(43:1) PE(17:1_26:0)",866.6609178,823.6187178,703.65987,725.6418235,555.3786378,427.2221378,164.00888,120.9667
"PE(34:4) PE(17:2_17:2)",734.4732178,691.4310178,571.47217,593.4541235,425.2065378,425.2065378,164.00888,120.9667
"PE(35:2) PE(17:2_18:0)",752.5201178,709.4779178,589.51907,611.5010235,443.2534378,425.2065378,164.00888,120.9667
"PE(35:3) PE(17:2_18:1)",750.5045178,707.4623178,587.50347,609.4854235,441.2378378,425.2065378,164.00888,120.9667
"PE(35:4) PE(17:2_18:2)",748.4888178,705.4466178,585.48777,607.4697235,439.2221378,425.2065378,164.00888,120.9667
"PE(35:5) PE(17:2_18:3)",746.4732178,703.4310178,583.47217,605.4541235,437.2065378,425.2065378,164.00888,120.9667
"PE(35:6) PE(17:2_18:4)",744.4575178,701.4153178,581.45647,603.4384235,435.1908378,425.2065378,164.00888,120.9667
"PE(36:2) PE(17:2_19:0)",766.5358178,723.4936178,603.53477,625.5167235,457.2691378,425.2065378,164.00888,120.9667
"PE(37:2) PE(17:2_20:0)",780.5514178,737.5092178,617.55037,639.5323235,471.2847378,425.2065378,164.00888,120.9667
"PE(37:3) PE(17:2_20:1)",778.5358178,735.4936178,615.53477,637.5167235,469.2691378,425.2065378,164.00888,120.9667
"PE(37:4) PE(17:2_20:2)",776.5201178,733.4779178,613.51907,635.5010235,467.2534378,425.2065378,164.00888,120.9667
"PE(37:5) PE(17:2_20:3)",774.5045178,731.4623178,611.50347,633.4854235,465.2378378,425.2065378,164.00888,120.9667
"PE(37:6) PE(17:2_20:4)",772.4888178,729.4466178,609.48777,631.4697235,463.2221378,425.2065378,164.00888,120.9667
"PE(37:7) PE(17:2_20:5)",770.4732178,727.4310178,607.47217,629.4541235,461.2065378,425.2065378,164.00888,120.9667
"PE(38:2) PE(17:2_21:0)",794.5671178,751.5249178,631.56607,653.5480235,485.3004378,425.2065378,164.00888,120.9667
"PE(39:2) PE(17:2_22:0)",808.5827178,765.5405178,645.58167,667.5636235,499.3160378,425.2065378,164.00888,120.9667
"PE(39:3) PE(17:2_22:1)",806.5671178,763.5249178,643.56607,665.5480235,497.3004378,425.2065378,164.00888,120.9667
"PE(39:4) PE(17:2_22:2)",804.5514178,761.5092178,641.55037,663.5323235,495.2847378,425.2065378,164.00888,120.9667
"PE(39:5) PE(17:2_22:3)",802.5358178,759.4936178,639.53477,661.5167235,493.2691378,425.2065378,164.00888,120.9667
"PE(39:6) PE(17:2_22:4)",800.5201178,757.4779178,637.51907,659.5010235,491.2534378,425.2065378,164.00888,120.9667
"PE(39:7) PE(17:2_22:5)",798.5045178,755.4623178,635.50347,657.4854235,489.2378378,425.2065378,164.00888,120.9667
"PE(39:8) PE(17:2_22:6)",796.4888178,753.4466178,633.48777,655.4697235,487.2221378,425.2065378,164.00888,120.9667
"PE(40:2) PE(17:2_23:0)",822.5984178,779.5562178,659.59737,681.5793235,513.3317378,425.2065378,164.00888,120.9667
"PE(41:2) PE(17:2_24:0)",836.6140178,793.5718178,673.61297,695.5949235,527.3473378,425.2065378,164.00888,120.9667
"PE(41:3) PE(17:2_24:1)",834.5984178,791.5562178,671.59737,693.5793235,525.3317378,425.2065378,164.00888,120.9667
"PE(42:2) PE(17:2_25:0)",850.6297178,807.5875178,687.62867,709.6106235,541.3630378,425.2065378,164.00888,120.9667
"PE(43:2) PE(17:2_26:0)",864.6453178,821.6031178,701.64427,723.6262235,555.3786378,425.2065378,164.00888,120.9667
"PE(36:0) PE(18:0_18:0)",770.5670178,727.5248178,607.56597,629.5479235,443.2534378,443.2534378,164.00888,120.9667
"PE(36:1) PE(18:0_18:1)",768.5514178,725.5092178,605.55037,627.5323235,441.2378378,443.2534378,164.00888,120.9667
"PE(36:2) PE(18:0_18:2)",766.5357178,723.4935178,603.53467,625.5166235,439.2221378,443.2534378,164.00888,120.9667
"PE(36:3) PE(18:0_18:3)",764.5201178,721.4779178,601.51907,623.5010235,437.2065378,443.2534378,164.00888,120.9667
"PE(36:4) PE(18:0_18:4)",762.5044178,719.4622178,599.50337,621.4853235,435.1908378,443.2534378,164.00888,120.9667
"PE(37:0) PE(18:0_19:0)",784.5827178,741.5405178,621.58167,643.5636235,457.2691378,443.2534378,164.00888,120.9667
"PE(38:0) PE(18:0_20:0)",798.5983178,755.5561178,635.59727,657.5792235,471.2847378,443.2534378,164.00888,120.9667
"PE(38:1) PE(18:0_20:1)",796.5827178,753.5405178,633.58167,655.5636235,469.2691378,443.2534378,164.00888,120.9667
"PE(38:2) PE(18:0_20:2)",794.5670178,751.5248178,631.56597,653.5479235,467.2534378,443.2534378,164.00888,120.9667
"PE(38:3) PE(18:0_20:3)",792.5514178,749.5092178,629.55037,651.5323235,465.2378378,443.2534378,164.00888,120.9667
