"PG","[M+NH4]+","[M+NH4-PG head]+","[M+NH4-PG head-H2O]+","[M+NH4-T1_RCOOH]+","[M+NH4-T2_RCOOH]+","[T1_RCO]+","[T2_RCO]+","[T1RCOO+58]+","[T2RCOO+58]+"
"PG(34:4) PG(14:1_20:3)",760.51246,589.50656,571.472227,517.292586,437.229986,209.19005,289.25265,283.22683,363.28943
"PG(34:5) PG(14:1_20:4)",758.49676,587.49086,569.456527,515.276886,437.229986,209.19005,287.23695,283.22683,361.27373
"PG(34:6) PG(14:1_20:5)",756.48116,585.47526,567.440927,513.261286,437.229986,209.19005,285.22135,283.22683,359.25813
"PG(35:1) PG(14:1_21:0)",780.57506,609.56916,591.534827,537.355186,437.229986,209.19005,309.31525,283.22683,383.35203
"PG(36:1) PG(14:1_22:0)",794.59066,623.58476,605.550427,551.370786,437.229986,209.19005,323.33085,283.22683,397.36763
"PG(36:2) PG(14:1_22:1)",792.57506,621.56916,603.534827,549.355186,437.229986,209.19005,321.31525,283.22683,395.35203
"PG(36:3) PG(14:1_22:2)",790.55936,619.55346,601.519127,547.339486,437.229986,209.19005,319.29955,283.22683,393.33633
"PG(36:4) PG(14:1_22:3)",788.54376,617.53786,599.503527,545.323886,437.229986,209.19005,317.28395,283.22683,391.32073
"PG(36:5) PG(14:1_22:4)",786.52806,615.52216,597.487827,543.308186,437.229986,209.19005,315.26825,283.22683,389.30503
"PG(36:6) PG(14:1_22:5)",784.51246,613.50656,595.472227,541.292586,437.229986,209.19005,313.25265,283.22683,387.28943
"PG(36:7) PG(14:1_22:6)",782.49676,611.49086,593.456527,539.276886,437.229986,209.19005,311.23695,283.22683,385.27373
"PG(37:1) PG(14:1_23:0)",808.60636,637.60046,619.566127,565.386486,437.229986,209.19005,337.34655,283.22683,411.38333
"PG(38:1) PG(14:1_24:0)",822.62196,651.61606,633.581727,579.402086,437.229986,209.19005,351.36215,283.22683,425.39893
"PG(38:2) PG(14:1_24:1)",820.60636,649.60046,631.566127,577.386486,437.229986,209.19005,349.34655,283.22683,423.38333
"PG(39:1) PG(14:1_25:0)",836.63766,665.63176,647.597427,593.417786,437.229986,209.19005,365.37785,283.22683,439.41463
"PG(40:1) PG(14:1_26:0)",850.65326,679.64736,661.613027,607.433386,437.229986,209.19005,379.39345,283.22683,453.43023
"PG(30:0) PG(15:0_15:0)",712.51246,541.50656,523.472227,453.261286,453.261286,225.22135,225.22135,299.25813,299.25813
"PG(30:1) PG(15:0_15:1)",710.49676,539.49086,521.456527,451.245586,453.261286,225.22135,223.20565,299.25813,297.24243
"PG(31:0) PG(15:0_16:0)",726.52806,555.52216,537.487827,467.276886,453.261286,225.22135,239.23695,299.25813,313.27373
"PG(31:1) PG(15:0_16:1)",724.51246,553.50656,535.472227,465.261286,453.261286,225.22135,237.22135,299.25813,311.25813
"PG(32:0) PG(15:0_17:0)",740.54376,569.53786,551.503527,481.292586,453.261286,225.22135,253.25265,299.25813,327.28943
"PG(32:1) PG(15:0_17:1)",738.52806,567.52216,549.487827,479.276886,453.261286,225.22135,251.23695,299.25813,325.27373
"PG(32:2) PG(15:0_17:2)",736.51246,565.50656,547.472227,477.261286,453.261286,225.22135,249.22135,299.25813,323.25813
"PG(33:0) PG(15:0_18:0)",754.55936,583.55346,565.519127,495.308186,453.261286,225.22135,267.26825,299.25813,341.30503
"PG(33:1) PG(15:0_18:1)",752.54376,581.53786,563.503527,493.292586,453.261286,225.22135,265.25265,299.25813,339.28943
"PG(33:2) PG(15:0_18:2)",750.52806,579.52216,561.487827,491.276886,453.261286,225.22135,263.23695,299.25813,337.27373
"PG(33:3) PG(15:0_18:3)",748.51246,577.50656,559.472227,489.261286,453.261286,225.22135,261.22135,299.25813,335.25813
"PG(33:4) PG(15:0_18:4)",746.49676,575.49086,557.456527,487.245586,453.261286,225.22135,259.20565,299.25813,333.24243
"PG(34:0) PG(15:0_19:0)",768.57506,597.56916,579.534827,509.323886,453.261286,225.22135,281.28395,299.25813,355.32073
"PG(35:0) PG(15:0_20:0)",782.59066,611.58476,593.550427,523.339486,453.261286,225.22135,295.29955,299.25813,369.33633
"PG(35:1) PG(15:0_20:1)",780.57506,609.56916,591.534827,521.323886,453.261286,225.22135,293.28395,299.25813,367.32073
"PG(35:2) PG(15:0_20:2)",778.55936,607.55346,589.519127,519.308186,453.261286,225.22135,291.26825,299.25813,365.30503
"PG(35:3) PG(15:0_20:3)",776.54376,605.53786,587.503527,517.292586,453.261286,225.22135,289.25265,299.25813,363.28943
"PG(35:4) PG(15:0_20:4)",774.52806,603.52216,585.487827,515.276886,453.261286,225.22135,287.23695,299.25813,361.27373
"PG(35:5) PG(15:0_20:5)",772.51246,601.50656,583.472227,513.261286,453.261286,225.22135,285.22135,299.25813,359.25813
"PG(36:0) PG(15:0_21:0)",796.60636,625.60046,607.566127,537.355186,453.261286,225.22135,309.31525,299.25813,383.35203
"PG(37:0) PG(15:0_22:0)",810.62196,639.61606,621.581727,551.370786,453.261286,225.22135,323.33085,299.25813,397.36763
"PG(37:1) PG(15:0_22:1)",808.60636,637.60046,619.566127,549.355186,453.261286,225.22135,321.31525,299.25813,395.35203
"PG(37:2) PG(15:0_22:2)",806.59066,635.58476,617.550427,547.339486,453.261286,225.22135,319.29955,299.25813,393.33633
"PG(37:3) PG(15:0_22:3)",804.57506,633.56916,615.534827,545.323886,453.261286,225.22135,317.28395,299.25813,391.32073
"PG(37:4) PG(15:0_22:4)",802.55936,631.55346,613.519127,543.308186,453.261286,225.22135,315.26825,299.25813,389.30503
"PG(37:5) PG(15:0_22:5)",800.54376,629.53786,611.503527,541.292586,453.261286,225.22135,313.25265,299.25813,387.28943
"PG(37:6) PG(15:0_22:6)",798.52806,627.52216,609.487827,539.276886,453.261286,225.22135,311.23695,299.25813,385.27373
"PG(38:0) PG(15:0_23:0)",824.63766,653.63176,635.597427,565.386486,453.261286,225.22135,337.34655,299.25813,411.38333
"PG(39:0) PG(15:0_24:0)",838.65326,667.64736,649.613027,579.402086,453.261286,225.22135,351.36215,299.25813,425.39893
"PG(39:1) PG(15:0_24:1)",836.63766,665.63176,647.597427,577.386486,453.261286,225.22135,349.34655,299.25813,423.38333
"PG(40:0) PG(15:0_25:0)",852.66896,681.66306,663.628727,593.417786,453.261286,225.22135,365.37785,299.25813,439.41463
"PG(41:0) PG(15:0_26:0)",866.68456,695.67866,677.644327,607.433386,453.261286,225.22135,379.39345,299.25813,453.43023
"PG(30:2) PG(15:1_15:1)",708.48106,537.47516,519.440827,451.245586,451.245586,223.20565,223.20565,297.24243,297.24243
"PG(31:1) PG(15:1_16:0)",724.51236,553.50646,535.472127,467.276886,451.245586,223.20565,239.23695,297.24243,313.27373
"PG(31:2) PG(15:1_16:1)",722.49676,551.49086,533.456527,465.261286,451.245586,223.20565,237.22135,297.24243,311.25813
"PG(32:1) PG(15:1_17:0)",738.52806,567.52216,549.487827,481.292586,451.245586,223.20565,253.25265,297.24243,327.28943
"PG(32:2) PG(15:1_17:1)",736.51236,565.50646,547.472127,479.276886,451.245586,223.20565,251.23695,297.24243,325.27373
"PG(32:3) PG(15:1_17:2)",734.49676,563.49086,545.456527,477.261286,451.245586,223.20565,249.22135,297.24243,323.25813
"PG(33:1) PG(15:1_18:0)",752.54366,581.53776,563.503427,495.308186,451.245586,223.20565,267.26825,297.24243,341.30503
"PG(33:2) PG(15:1_18:1)",750.52806,579.52216,561.487827,493.292586,451.245586,223.20565,265.25265,297.24243,339.28943
"PG(33:3) PG(15:1_18:2)",748.51236,577.50646,559.472127,491.276886,451.245586,223.20565,263.23695,297.24243,337.27373
"PG(33:4) PG(15:1_18:3)",746.49676,575.49086,557.456527,489.261286,451.245586,223.20565,261.22135,297.24243,335.25813
"PG(33:5) PG(15:1_18:4)",744.48106,573.47516,555.440827,487.245586,451.245586,223.20565,259.20565,297.24243,333.24243
"PG(34:1) PG(15:1_19:0)",766.55936,595.55346,577.519127,509.323886,451.245586,223.20565,281.28395,297.24243,355.32073
"PG(35:1) PG(15:1_20:0)",780.57496,609.56906,591.534727,523.339486,451.245586,223.20565,295.29955,297.24243,369.33633
"PG(35:2) PG(15:1_20:1)",778.55936,607.55346,589.519127,521.323886,451.245586,223.20565,293.28395,297.24243,367.32073
"PG(35:3) PG(15:1_20:2)",776.54366,605.53776,587.503427,519.308186,451.245586,223.20565,291.26825,297.24243,365.30503
"PG(35:4) PG(15:1_20:3)",774.52806,603.52216,585.487827,517.292586,451.245586,223.20565,289.25265,297.24243,363.28943
"PG(35:5) PG(15:1_20:4)",772.51236,601.50646,583.472127,515.276886,451.245586,223.20565,287.23695,297.24243,361.27373
"PG(35:6) PG(15:1_20:5)",770.49676,599.49086,581.456527,513.261286,451.245586,223.20565,285.22135,297.24243,359.25813
"PG(36:1) PG(15:1_21:0)",794.59066,623.58476,605.550427,537.355186,451.245586,223.20565,309.31525,297.24243,383.35203
"PG(37:1) PG(15:1_22:0)",808.60626,637.60036,619.566027,551.370786,451.245586,223.20565,323.33085,297.24243,397.36763
"PG(37:2) PG(15:1_22:1)",806.59066,635.58476,617.550427,549.355186,451.245586,223.20565,321.31525,297.24243,395.35203
"PG(37:3) PG(15:1_22:2)",804.57496,633.56906,615.534727,547.339486,451.245586,223.20565,319.29955,297.24243,393.33633
"PG(37:4) PG(15:1_22:3)",802.55936,631.55346,613.519127,545.323886,451.245586,223.20565,317.28395,297.24243,391.32073
"PG(37:5) PG(15:1_22:4)",800.54366,629.53776,611.503427,543.308186,451.245586,223.20565,315.26825,297.24243,389.30503
"PG(37:6) PG(15:1_22:5)",798.52806,627.52216,609.487827,541.292586,451.245586,223.20565,313.25265,297.24243,387.28943
"PG(37:7) PG(15:1_22:6)",796.51236,625.50646,607.472127,539.276886,451.245586,223.20565,311.23695,297.24243,385.27373
"PG(38:1) PG(15:1_23:0)",822.62196,651.61606,633.581727,565.386486,451.245586,223.20565,337.34655,297.24243,411.38333
"PG(39:1) PG(15:1_24:0)",836.63756,665.63166,647.597327,579.402086,451.245586,223.20565,351.36215,297.24243,425.39893
"PG(39:2) PG(15:1_24:1)",834.62196,663.61606,645.581727,577.386486,451.245586,223.20565,349.34655,297.24243,423.38333
"PG(40:1) PG(15:1_25:0)",850.65326,679.64736,661.613027,593.417786,451.245586,223.20565,365.37785,297.24243,439.41463
"PG(41:1) PG(15:1_26:0)",864.66886,693.66296,675.628627,607.433386,451.245586,223.20565,379.39345,297.24243,453.43023
"PG(32:0) PG(16:0_16:0)",740.54366,569.53776,551.503427,467.276886,467.276886,239.23695,239.23695,313.27373,313.27373
"PG(32:1) PG(16:0_16:1)",738.52806,567.52216,549.487827,465.261286,467.276886,239.23695,237.22135,313.27373,311.25813
"PG(33:0) PG(16:0_17:0)",754.55936,583.55346,565.519127,481.292586,467.276886,239.23695,253.25265,313.27373,327.28943
"PG(33:1) PG(16:0_17:1)",752.54366,581.53776,563.503427,479.276886,467.276886,239.23695,251.23695,313.27373,325.27373
"PG(33:2) PG(16:0_17:2)",750.52806,579.52216,561.487827,477.261286,467.276886,239.23695,249.22135,313.27373,323.25813
"PG(34:0) PG(16:0_18:0)",768.57496,597.56906,579.534727,495.308186,467.276886,239.23695,267.26825,313.27373,341.30503
"PG(34:1) PG(16:0_18:1)",766.55936,595.55346,577.519127,493.292586,467.276886,239.23695,265.25265,313.27373,339.28943
"PG(34:2) PG(16:0_18:2)",764.54366,593.53776,575.503427,491.276886,467.276886,239.23695,263.23695,313.27373,337.27373
"PG(34:3) PG(16:0_18:3)",762.52806,591.52216,573.487827,489.261286,467.276886,239.23695,261.22135,313.27373,335.25813
"PG(34:4) PG(16:0_18:4)",760.51236,589.50646,571.472127,487.245586,467.276886,239.23695,259.20565,313.27373,333.24243
"PG(35:0) PG(16:0_19:0)",782.59066,611.58476,593.550427,509.323886,467.276886,239.23695,281.28395,313.27373,355.32073
"PG(36:0) PG(16:0_20:0)",796.60626,625.60036,607.566027,523.339486,467.276886,239.23695,295.29955,313.27373,369.33633
"PG(36:1) PG(16:0_20:1)",794.59066,623.58476,605.550427,521.323886,467.276886,239.23695,293.28395,313.27373,367.32073
"PG(36:2) PG(16:0_20:2)",792.57496,621.56906,603.534727,519.308186,467.276886,239.23695,291.26825,313.27373,365.30503
"PG(36:3) PG(16:0_20:3)",790.55936,619.55346,601.519127,517.292586,467.276886,239.23695,289.25265,313.27373,363.28943
"PG(36:4) PG(16:0_20:4)",788.54366,617.53776,599.503427,515.276886,467.276886,239.23695,287.23695,313.27373,361.27373
"PG(36:5) PG(16:0_20:5)",786.52806,615.52216,597.487827,513.261286,467.276886,239.23695,285.22135,313.27373,359.25813
"PG(37:0) PG(16:0_21:0)",810.62196,639.61606,621.581727,537.355186,467.276886,239.23695,309.31525,313.27373,383.35203
"PG(38:0) PG(16:0_22:0)",824.63756,653.63166,635.597327,551.370786,467.276886,239.23695,323.33085,313.27373,397.36763
"PG(38:1) PG(16:0_22:1)",822.62196,651.61606,633.581727,549.355186,467.276886,239.23695,321.31525,313.27373,395.35203
"PG(38:2) PG(16:0_22:2)",820.60626,649.60036,631.566027,547.339486,467.276886,239.23695,319.29955,313.27373,393.33633
"PG(38:3) PG(16:0_22:3)",818.59066,647.58476,629.550427,545.323886,467.276886,239.23695,317.28395,313.27373,391.32073
"PG(38:4) PG(16:0_22:4)",816.57496,645.56906,627.534727,543.308186,467.276886,239.23695,315.26825,313.27373,389.30503
"PG(38:5) PG(16:0_22:5)",814.55936,643.55346,625.519127,541.292586,467.276886,239.23695,313.25265,313.27373,387.28943
"PG(38:6) PG(16:0_22:6)",812.54366,641.53776,623.503427,539.276886,467.276886,239.23695,311.23695,313.27373,385.27373
"PG(39:0) PG(16:0_23:0)",838.65326,667.64736,649.613027,565.386486,467.276886,239.23695,337.34655,313.27373,411.38333
"PG(40:0) PG(16:0_24:0)",852.66886,681.66296,663.628627,579.402086,467.276886,239.23695,351.36215,313.27373,425.39893
"PG(40:1) PG(16:0_24:1)",850.65326,679.64736,661.613027,577.386486,467.276886,239.23695,349.34655,313.27373,423.38333
"PG(41:0) PG(16:0_25:0)",866.68456,695.67866,677.644327,593.417786,467.276886,239.23695,365.37785,313.27373,439.41463
"PG(42:0) PG(16:0_26:0)",880.70016,709.69426,691.659927,607.433386,467.276886,239.23695,379.39345,313.27373,453.43023
"PG(32:2) PG(16:1_16:1)",736.51246,565.50656,547.472227,465.261286,465.261286,237.22135,237.22135,311.25813,311.25813
"PG(33:1) PG(16:1_17:0)",752.54376,581.53786,563.503527,481.292586,465.261286,237.22135,253.25265,311.25813,327.28943
"PG(33:2) PG(16:1_17:1)",750.52806,579.52216,561.487827,479.276886,465.261286,237.22135,251.23695,311.25813,325.27373
"PG(33:3) PG(16:1_17:2)",748.51246,577.50656,559.472227,477.261286,465.261286,237.22135,249.22135,311.25813,323.25813
"PG(34:1) PG(16:1_18:0)",766.55936,595.55346,577.519127,495.308186,465.261286,237.22135,267.26825,311.25813,341.30503
"PG(34:2) PG(16:1_18:1)",764.54376,593.53786,575.503527,493.292586,465.261286,237.22135,265.25265,311.25813,339.28943
"PG(34:3) PG(16:1_18:2)",762.52806,591.52216,573.487827,491.276886,465.261286,237.22135,263.23695,311.25813,337.27373
"PG(34:4) PG(16:1_18:3)",760.51246,589.50656,571.472227,489.261286,465.261286,237.22135,261.22135,311.25813,335.25813
"PG(34:5) PG(16:1_18:4)",758.49676,587.49086,569.456527,487.245586,465.261286,237.22135,259.20565,311.25813,333.24243
"PG(35:1) PG(16:1_19:0)",780.57506,609.56916,591.534827,509.323886,465.261286,237.22135,281.28395,311.25813,355.32073
"PG(36:1) PG(16:1_20:0)",794.59066,623.58476,605.550427,523.339486,465.261286,237.22135,295.29955,311.25813,369.33633
"PG(36:2) PG(16:1_20:1)",792.57506,621.56916,603.534827,521.323886,465.261286,237.22135,293.28395,311.25813,367.32073
"PG(36:3) PG(16:1_20:2)",790.55936,619.55346,601.519127,519.308186,465.261286,237.22135,291.26825,311.25813,365.30503
"PG(36:4) PG(16:1_20:3)",788.54376,617.53786,599.503527,517.292586,465.261286,237.22135,289.25265,311.25813,363.28943
"PG(36:5) PG(16:1_20:4)",786.52806,615.52216,597.487827,515.276886,465.261286,237.22135,287.23695,311.25813,361.27373
"PG(36:6) PG(16:1_20:5)",784.51246,613.50656,595.472227,513.261286,465.261286,237.22135,285.22135,311.25813,359.25813
"PG(37:1) PG(16:1_21:0)",808.60636,637.60046,619.566127,537.355186,465.261286,237.22135,309.31525,311.25813,383.35203
"PG(38:1) PG(16:1_22:0)",822.62196,651.61606,633.581727,551.370786,465.261286,237.22135,323.33085,311.25813,397.36763
"PG(38:2) PG(16:1_22:1)",820.60636,649.60046,631.566127,549.355186,465.261286,237.22135,321.31525,311.25813,395.35203
"PG(38:3) PG(16:1_22:2)",818.59066,647.58476,629.550427,547.339486,465.261286,237.22135,319.29955,311.25813,393.33633
"PG(38:4) PG(16:1_22:3)",816.57506,645.56916,627.534827,545.323886,465.261286,237.22135,317.28395,311.25813,391.32073
"PG(38:5) PG(16:1_22:4)",814.55936,643.55346,625.519127,543.308186,465.261286,237.22135,315.26825,311.25813,389.30503
"PG(38:6) PG(16:1_22:5)",812.54376,641.53786,623.503527,541.292586,465.261286,237.22135,313.25265,311.25813,387.28943
"PG(38:7) PG(16:1_22:6)",810.52806,639.52216,621.487827,539.276886,465.261286,237.22135,311.23695,311.25813,385.27373
"PG(39:1) PG(16:1_23:0)",836.63766,665.63176,647.597427,565.386486,465.261286,237.22135,337.34655,311.25813,411.38333
"PG(40:1) PG(16:1_24:0)",850.65326,679.64736,661.613027,579.402086,465.261286,237.22135,351.36215,311.25813,425.39893
"PG(40:2) PG(16:1_24:1)",848.63766,677.63176,659.597427,577.386486,465.261286,237.22135,349.34655,311.25813,423.38333
"PG(41:1) PG(16:1_25:0)",864.66896,693.66306,675.628727,593.417786,465.261286,237.22135,365.37785,311.25813,439.41463
"PG(42:1) PG(16:1_26:0)",878.68456,707.67866,689.644327,607.433386,465.261286,237.22135,379.39345,311.25813,453.43023
"PG(34:0) PG(17:0_17:0)",768.57506,597.56916,579.534827,481.292586,481.292586,253.25265,253.25265,327.28943,327.28943
"PG(34:1) PG(17:0_17:1)",766.55936,595.55346,577.519127,479.276886,481.292586,253.25265,251.23695,327.28943,325.27373
"PG(34:2) PG(17:0_17:2)",764.54376,593.53786,575.503527,477.261286,481.292586,253.25265,249.22135,327.28943,323.25813
"PG(35:0) PG(17:0_18:0)",782.59066,611.58476,593.550427,495.308186,481.292586,253.25265,267.26825,327.28943,341.30503
"PG(35:1) PG(17:0_18:1)",780.57506,609.56916,591.534827,493.292586,481.292586,253.25265,265.25265,327.28943,339.28943
"PG(35:2) PG(17:0_18:2)",778.55936,607.55346,589.519127,491.276886,481.292586,253.25265,263.23695,327.28943,337.27373
"PG(35:3) PG(17:0_18:3)",776.54376,605.53786,587.503527,489.261286,481.292586,253.25265,261.22135,327.28943,335.25813
"PG(35:4) PG(17:0_18:4)",774.52806,603.52216,585.487827,487.245586,481.292586,253.25265,259.20565,327.28943,333.24243
"PG(36:0) PG(17:0_19:0)",796.60636,625.60046,607.566127,509.323886,481.292586,253.25265,281.28395,327.28943,355.32073
"PG(37:0) PG(17:0_20:0)",810.62196,639.61606,621.581727,523.339486,481.292586,253.25265,295.29955,327.28943,369.33633
"PG(37:1) PG(17:0_20:1)",808.60636,637.60046,619.566127,521.323886,481.292586,253.25265,293.28395,327.28943,367.32073
"PG(37:2) PG(17:0_20:2)",806.59066,635.58476,617.550427,519.308186,481.292586,253.25265,291.26825,327.28943,365.30503
"PG(37:3) PG(17:0_20:3)",804.57506,633.56916,615.534827,517.292586,481.292586,253.25265,289.25265,327.28943,363.28943
"PG(37:4) PG(17:0_20:4)",802.55936,631.55346,613.519127,515.276886,481.292586,253.25265,287.23695,327.28943,361.27373
"PG(37:5) PG(17:0_20:5)",800.54376,629.53786,611.503527,513.261286,481.292586,253.25265,285.22135,327.28943,359.25813
"PG(38:0) PG(17:0_21:0)",824.63766,653.63176,635.597427,537.355186,481.292586,253.25265,309.31525,327.28943,383.35203
"PG(39:0) PG(17:0_22:0)",838.65326,667.64736,649.613027,551.370786,481.292586,253.25265,323.33085,327.28943,397.36763
"PG(39:1) PG(17:0_22:1)",836.63766,665.63176,647.597427,549.355186,481.292586,253.25265,321.31525,327.28943,395.35203
"PG(39:2) PG(17:0_22:2)",834.62196,663.61606,645.581727,547.339486,481.292586,253.25265,319.29955,327.28943,393.33633
"PG(39:3) PG(17:0_22:3)",832.60636,661.60046,643.566127,545.323886,481.292586,253.25265,317.28395,327.28943,391.32073
"PG(39:4) PG(17:0_22:4)",830.59066,659.58476,641.550427,543.308186,481.292586,253.25265,315.26825,327.28943,389.30503
"PG(39:5) PG(17:0_22:5)",828.57506,657.56916,639.534827,541.292586,481.292586,253.25265,313.25265,327.28943,387.28943
"PG(39:6) PG(17:0_22:6)",826.55936,655.55346,637.519127,539.276886,481.292586,253.25265,311.23695,327.28943,385.27373
"PG(40:0) PG(17:0_23:0)",852.66896,681.66306,663.628727,565.386486,481.292586,253.25265,337.34655,327.28943,411.38333
"PG(41:0) PG(17:0_24:0)",866.68456,695.67866,677.644327,579.402086,481.292586,253.25265,351.36215,327.28943,425.39893
"PG(41:1) PG(17:0_24:1)",864.66896,693.66306,675.628727,577.386486,481.292586,253.25265,349.34655,327.28943,423.38333
"PG(42:0) PG(17:0_25:0)",880.70026,709.69436,691.660027,593.417786,481.292586,253.25265,365.37785,327.28943,439.41463
"PG(43:0) PG(17:0_26:0)",894.71586,723.70996,705.675627,607.433386,481.292586,253.25265,379.39345,327.28943,453.43023
"PG(34:2) PG(17:1_17:1)",764.54366,593.53776,575.503427,479.276886,479.276886,251.23695,251.23695,325.27373,325.27373
"PG(34:3) PG(17:1_17:2)",762.52806,591.52216,573.487827,477.261286,479.276886,251.23695,249.22135,325.27373,323.25813
"PG(35:1) PG(17:1_18:0)",780.57496,609.56906,591.534727,495.308186,479.276886,251.23695,267.26825,325.27373,341.30503
"PG(35:2) PG(17:1_18:1)",778.55936,607.55346,589.519127,493.292586,479.276886,251.23695,265.25265,325.27373,339.28943
"PG(35:3) PG(17:1_18:2)",776.54366,605.53776,587.503427,491.276886,479.276886,251.23695,263.23695,325.27373,337.27373
"PG(35:4) PG(17:1_18:3)",774.52806,603.52216,585.487827,489.261286,479.276886,251.23695,261.22135,325.27373,335.25813
"PG(35:5) PG(17:1_18:4)",772.51236,601.50646,583.472127,487.245586,479.276886,251.23695,259.20565,325.27373,333.24243
"PG(36:1) PG(17:1_19:0)",794.59066,623.58476,605.550427,509.323886,479.276886,251.23695,281.28395,325.27373,355.32073
"PG(37:1) PG(17:1_20:0)",808.60626,637.60036,619.566027,523.339486,479.276886,251.23695,295.29955,325.27373,369.33633
"PG(37:2) PG(17:1_20:1)",806.59066,635.58476,617.550427,521.323886,479.276886,251.23695,293.28395,325.27373,367.32073
"PG(37:3) PG(17:1_20:2)",804.57496,633.56906,615.534727,519.308186,479.276886,251.23695,291.26825,325.27373,365.30503
"PG(37:4) PG(17:1_20:3)",802.55936,631.55346,613.519127,517.292586,479.276886,251.23695,289.25265,325.27373,363.28943
"PG(37:5) PG(17:1_20:4)",800.54366,629.53776,611.503427,515.276886,479.276886,251.23695,287.23695,325.27373,361.27373
"PG(37:6) PG(17:1_20:5)",798.52806,627.52216,609.487827,513.261286,479.276886,251.23695,285.22135,325.27373,359.25813
"PG(38:1) PG(17:1_21:0)",822.62196,651.61606,633.581727,537.355186,479.276886,251.23695,309.31525,325.27373,383.35203
"PG(39:1) PG(17:1_22:0)",836.63756,665.63166,647.597327,551.370786,479.276886,251.23695,323.33085,325.27373,397.36763
"PG(39:2) PG(17:1_22:1)",834.62196,663.61606,645.581727,549.355186,479.276886,251.23695,321.31525,325.27373,395.35203
"PG(39:3) PG(17:1_22:2)",832.60626,661.60036,643.566027,547.339486,479.276886,251.23695,319.29955,325.27373,393.33633
"PG(39:4) PG(17:1_22:3)",830.59066,659.58476,641.550427,545.323886,479.276886,251.23695,317.28395,325.27373,391.32073
"PG(39:5) PG(17:1_22:4)",828.57496,657.56906,639.534727,543.308186,479.276886,251.23695,315.26825,325.27373,389.30503
"PG(39:6) PG(17:1_22:5)",826.55936,655.55346,637.519127,541.292586,479.276886,251.23695,313.25265,325.27373,387.28943
"PG(39:7) PG(17:1_22:6)",824.54366,653.53776,635.503427,539.276886,479.276886,251.23695,311.23695,325.27373,385.27373
"PG(40:1) PG(17:1_23:0)",850.65326,679.64736,661.613027,565.386486,479.276886,251.23695,337.34655,325.27373,411.38333
"PG(41:1) PG(17:1_24:0)",864.66886,693.66296,675.628627,579.402086,479.276886,251.23695,351.36215,325.27373,425.39893
"PG(41:2) PG(17:1_24:1)",862.65326,691.64736,673.613027,577.386486,479.276886,251.23695,349.34655,325.27373,423.38333
"PG(42:1) PG(17:1_25:0)",878.68456,707.67866,689.644327,593.417786,479.276886,251.23695,365.37785,325.27373,439.41463
"PG(43:1) PG(17:1_26:0)",892.70016,721.69426,703.659927,607.433386,479.276886,251.23695,379.39345,325.27373,453.43023
"PG(34:4) PG(17:2_17:2)",760.51246,589.50656,571.472227,477.261286,477.261286,249.22135,249.22135,323.25813,323.25813
"PG(35:2) PG(17:2_18:0)",778.55936,607.55346,589.519127,495.308186,477.261286,249.22135,267.26825,323.25813,341.30503
"PG(35:3) PG(17:2_18:1)",776.54376,605.53786,587.503527,493.292586,477.261286,249.22135,265.25265,323.25813,339.28943
"PG(35:4) PG(17:2_18:2)",774.52806,603.52216,585.487827,491.276886,477.261286,249.22135,263.23695,323.25813,337.27373
"PG(35:5) PG(17:2_18:3)",772.51246,601.50656,583.472227,489.261286,477.261286,249.22135,261.22135,323.25813,335.25813
"PG(35:6) PG(17:2_18:4)",770.49676,599.49086,581.456527,487.245586,477.261286,249.22135,259.20565,323.25813,333.24243
"PG(36:2) PG(17:2_19:0)",792.57506,621.56916,603.534827,509.323886,477.261286,249.22135,281.28395,323.25813,355.32073
"PG(37:2) PG(17:2_20:0)",806.59066,635.58476,617.550427,523.339486,477.261286,249.22135,295.29955,323.25813,369.33633
"PG(37:3) PG(17:2_20:1)",804.57506,633.56916,615.534827,521.323886,477.261286,249.22135,293.28395,323.25813,367.32073
"PG(37:4) PG(17:2_20:2)",802.55936,631.55346,613.519127,519.308186,477.261286,249.22135,291.26825,323.25813,365.30503
"PG(37:5) PG(17:2_20:3)",800.54376,629.53786,611.503527,517.292586,477.261286,249.22135,289.25265,323.25813,363.28943
"PG(37:6) PG(17:2_20:4)",798.52806,627.52216,609.487827,515.276886,477.261286,249.22135,287.23695,323.25813,361.27373
"PG(37:7) PG(17:2_20:5)",796.51246,625.50656,607.472227,513.261286,477.261286,249.22135,285.22135,323.25813,359.25813
"PG(38:2) PG(17:2_21:0)",820.60636,649.60046,631.566127,537.355186,477.261286,249.22135,309.31525,323.25813,383.35203
"PG(39:2) PG(17:2_22:0)",834.62196,663.61606,645.581727,551.370786,477.261286,249.22135,323.33085,323.25813,397.36763
"PG(39:3) PG(17:2_22:1)",832.60636,661.60046,643.566127,549.355186,477.261286,249.22135,321.31525,323.25813,395.35203
"PG(39:4) PG(17:2_22:2)",830.59066,659.58476,641.550427,547.339486,477.261286,249.22135,319.29955,323.25813,393.33633
"PG(39:5) PG(17:2_22:3)",828.57506,657.56916,639.534827,545.323886,477.261286,249.22135,317.28395,323.25813,391.32073
"PG(39:6) PG(17:2_22:4)",826.55936,655.55346,637.519127,543.308186,477.261286,249.22135,315.26825,323.25813,389.30503
"PG(39:7) PG(17:2_22:5)",824.54376,653.53786,635.503527,541.292586,477.261286,249.22135,313.25265,323.25813,387.28943
