"PG","[M+NH4]+","[M+NH4-PG head]+","[M+NH4-PG head-H2O]+","[M+NH4-T1_RCOOH]+","[M+NH4-T2_RCOOH]+","[T1_RCO]+","[T2_RCO]+","[T1RCOO+58]+","[T2RCOO+58]+"
"PG(41:4) PG(20:4_21:0)",858.62196,687.61606,669.581727,537.355186,515.276886,287.23695,309.31525,361.27373,383.35203
"PG(42:4) PG(20:4_22:0)",872.63756,701.63166,683.597327,551.370786,515.276886,287.23695,323.33085,361.27373,397.36763
"PG(42:5) PG(20:4_22:1)",870.62196,699.61606,681.581727,549.355186,515.276886,287.23695,321.31525,361.27373,395.35203
"PG(42:6) PG(20:4_22:2)",868.60626,697.60036,679.566027,547.339486,515.276886,287.23695,319.29955,361.27373,393.33633
"PG(42:7) PG(20:4_22:3)",866.59066,695.58476,677.550427,545.323886,515.276886,287.23695,317.28395,361.27373,391.32073
"PG(42:8) PG(20:4_22:4)",864.57496,693.56906,675.534727,543.308186,515.276886,287.23695,315.26825,361.27373,389.30503
"PG(42:9) PG(20:4_22:5)",862.55936,691.55346,673.519127,541.292586,515.276886,287.23695,313.25265,361.27373,387.28943
"PG(42:10) PG(20:4_22:6)",860.54366,689.53776,671.503427,539.276886,515.276886,287.23695,311.23695,361.27373,385.27373
"PG(43:4) PG(20:4_23:0)",886.65326,715.64736,697.613027,565.386486,515.276886,287.23695,337.34655,361.27373,411.38333
"PG(44:4) PG(20:4_24:0)",900.66886,729.66296,711.628627,579.402086,515.276886,287.23695,351.36215,361.27373,425.39893
"PG(44:5) PG(20:4_24:1)",898.65326,727.64736,709.613027,577.386486,515.276886,287.23695,349.34655,361.27373,423.38333
"PG(45:4) PG(20:4_25:0)",914.68456,743.67866,725.644327,593.417786,515.276886,287.23695,365.37785,361.27373,439.41463
"PG(46:4) PG(20:4_26:0)",928.70016,757.69426,739.659927,607.433386,515.276886,287.23695,379.39345,361.27373,453.43023
"PG(40:10) PG(20:5_20:5)",832.51246,661.50656,643.472227,513.261286,513.261286,285.22135,285.22135,359.25813,359.25813
"PG(41:5) PG(20:5_21:0)",856.60636,685.60046,667.566127,537.355186,513.261286,285.22135,309.31525,359.25813,383.35203
"PG(42:5) PG(20:5_22:0)",870.62196,699.61606,681.581727,551.370786,513.261286,285.22135,323.33085,359.25813,397.36763
"PG(42:6) PG(20:5_22:1)",868.60636,697.60046,679.566127,549.355186,513.261286,285.22135,321.31525,359.25813,395.35203
"PG(42:7) PG(20:5_22:2)",866.59066,695.58476,677.550427,547.339486,513.261286,285.22135,319.29955,359.25813,393.33633
"PG(42:8) PG(20:5_22:3)",864.57506,693.56916,675.534827,545.323886,513.261286,285.22135,317.28395,359.25813,391.32073
"PG(42:9) PG(20:5_22:4)",862.55936,691.55346,673.519127,543.308186,513.261286,285.22135,315.26825,359.25813,389.30503
"PG(42:10) PG(20:5_22:5)",860.54376,689.53786,671.503527,541.292586,513.261286,285.22135,313.25265,359.25813,387.28943
"PG(42:11) PG(20:5_22:6)",858.52806,687.52216,669.487827,539.276886,513.261286,285.22135,311.23695,359.25813,385.27373
"PG(43:5) PG(20:5_23:0)",884.63766,713.63176,695.597427,565.386486,513.261286,285.22135,337.34655,359.25813,411.38333
"PG(44:5) PG(20:5_24:0)",898.65326,727.64736,709.613027,579.402086,513.261286,285.22135,351.36215,359.25813,425.39893
"PG(44:6) PG(20:5_24:1)",896.63766,725.63176,707.597427,577.386486,513.261286,285.22135,349.34655,359.25813,423.38333
"PG(45:5) PG(20:5_25:0)",912.66896,741.66306,723.628727,593.417786,513.261286,285.22135,365.37785,359.25813,439.41463
"PG(46:5) PG(20:5_26:0)",926.68456,755.67866,737.644327,607.433386,513.261286,285.22135,379.39345,359.25813,453.43023
"PG(42:0) PG(21:0_21:0)",880.70026,709.69436,691.660027,537.355186,537.355186,309.31525,309.31525,383.35203,383.35203
"PG(43:0) PG(21:0_22:0)",894.71586,723.70996,705.675627,551.370786,537.355186,309.31525,323.33085,383.35203,397.36763
"PG(43:1) PG(21:0_22:1)",892.70026,721.69436,703.660027,549.355186,537.355186,309.31525,321.31525,383.35203,395.35203
"PG(43:2) PG(21:0_22:2)",890.68456,719.67866,701.644327,547.339486,537.355186,309.31525,319.29955,383.35203,393.33633
"PG(43:3) PG(21:0_22:3)",888.66896,717.66306,699.628727,545.323886,537.355186,309.31525,317.28395,383.35203,391.32073
"PG(43:4) PG(21:0_22:4)",886.65326,715.64736,697.613027,543.308186,537.355186,309.31525,315.26825,383.35203,389.30503
"PG(43:5) PG(21:0_22:5)",884.63766,713.63176,695.597427,541.292586,537.355186,309.31525,313.25265,383.35203,387.28943
"PG(43:6) PG(21:0_22:6)",882.62196,711.61606,693.581727,539.276886,537.355186,309.31525,311.23695,383.35203,385.27373
"PG(44:0) PG(21:0_23:0)",908.73156,737.72566,719.691327,565.386486,537.355186,309.31525,337.34655,383.35203,411.38333
"PG(45:0) PG(21:0_24:0)",922.74716,751.74126,733.706927,579.402086,537.355186,309.31525,351.36215,383.35203,425.39893
"PG(45:1) PG(21:0_24:1)",920.73156,749.72566,731.691327,577.386486,537.355186,309.31525,349.34655,383.35203,423.38333
"PG(46:0) PG(21:0_25:0)",936.76286,765.75696,747.722627,593.417786,537.355186,309.31525,365.37785,383.35203,439.41463
"PG(47:0) PG(21:0_26:0)",950.77846,779.77256,761.738227,607.433386,537.355186,309.31525,379.39345,383.35203,453.43023
"PG(44:0) PG(22:0_22:0)",908.73146,737.72556,719.691227,551.370786,551.370786,323.33085,323.33085,397.36763,397.36763
"PG(44:1) PG(22:0_22:1)",906.71586,735.70996,717.675627,549.355186,551.370786,323.33085,321.31525,397.36763,395.35203
"PG(44:2) PG(22:0_22:2)",904.70016,733.69426,715.659927,547.339486,551.370786,323.33085,319.29955,397.36763,393.33633
"PG(44:3) PG(22:0_22:3)",902.68456,731.67866,713.644327,545.323886,551.370786,323.33085,317.28395,397.36763,391.32073
"PG(44:4) PG(22:0_22:4)",900.66886,729.66296,711.628627,543.308186,551.370786,323.33085,315.26825,397.36763,389.30503
"PG(44:5) PG(22:0_22:5)",898.65326,727.64736,709.613027,541.292586,551.370786,323.33085,313.25265,397.36763,387.28943
"PG(44:6) PG(22:0_22:6)",896.63756,725.63166,707.597327,539.276886,551.370786,323.33085,311.23695,397.36763,385.27373
"PG(45:0) PG(22:0_23:0)",922.74716,751.74126,733.706927,565.386486,551.370786,323.33085,337.34655,397.36763,411.38333
"PG(46:0) PG(22:0_24:0)",936.76276,765.75686,747.722527,579.402086,551.370786,323.33085,351.36215,397.36763,425.39893
"PG(46:1) PG(22:0_24:1)",934.74716,763.74126,745.706927,577.386486,551.370786,323.33085,349.34655,397.36763,423.38333
"PG(47:0) PG(22:0_25:0)",950.77846,779.77256,761.738227,593.417786,551.370786,323.33085,365.37785,397.36763,439.41463
"PG(48:0) PG(22:0_26:0)",964.79406,793.78816,775.753827,607.433386,551.370786,323.33085,379.39345,397.36763,453.43023
"PG(44:2) PG(22:1_22:1)",904.70026,733.69436,715.660027,549.355186,549.355186,321.31525,321.31525,395.35203,395.35203
"PG(44:3) PG(22:1_22:2)",902.68456,731.67866,713.644327,547.339486,549.355186,321.31525,319.29955,395.35203,393.33633
"PG(44:4) PG(22:1_22:3)",900.66896,729.66306,711.628727,545.323886,549.355186,321.31525,317.28395,395.35203,391.32073
"PG(44:5) PG(22:1_22:4)",898.65326,727.64736,709.613027,543.308186,549.355186,321.31525,315.26825,395.35203,389.30503
"PG(44:6) PG(22:1_22:5)",896.63766,725.63176,707.597427,541.292586,549.355186,321.31525,313.25265,395.35203,387.28943
"PG(44:7) PG(22:1_22:6)",894.62196,723.61606,705.581727,539.276886,549.355186,321.31525,311.23695,395.35203,385.27373
"PG(45:1) PG(22:1_23:0)",920.73156,749.72566,731.691327,565.386486,549.355186,321.31525,337.34655,395.35203,411.38333
"PG(46:1) PG(22:1_24:0)",934.74716,763.74126,745.706927,579.402086,549.355186,321.31525,351.36215,395.35203,425.39893
"PG(46:2) PG(22:1_24:1)",932.73156,761.72566,743.691327,577.386486,549.355186,321.31525,349.34655,395.35203,423.38333
"PG(47:1) PG(22:1_25:0)",948.76286,777.75696,759.722627,593.417786,549.355186,321.31525,365.37785,395.35203,439.41463
"PG(48:1) PG(22:1_26:0)",962.77846,791.77256,773.738227,607.433386,549.355186,321.31525,379.39345,395.35203,453.43023
"PG(44:4) PG(22:2_22:2)",900.66886,729.66296,711.628627,547.339486,547.339486,319.29955,319.29955,393.33633,393.33633
"PG(44:5) PG(22:2_22:3)",898.65326,727.64736,709.613027,545.323886,547.339486,319.29955,317.28395,393.33633,391.32073
"PG(44:6) PG(22:2_22:4)",896.63756,725.63166,707.597327,543.308186,547.339486,319.29955,315.26825,393.33633,389.30503
"PG(44:7) PG(22:2_22:5)",894.62196,723.61606,705.581727,541.292586,547.339486,319.29955,313.25265,393.33633,387.28943
"PG(44:8) PG(22:2_22:6)",892.60626,721.60036,703.566027,539.276886,547.339486,319.29955,311.23695,393.33633,385.27373
"PG(45:2) PG(22:2_23:0)",918.71586,747.70996,729.675627,565.386486,547.339486,319.29955,337.34655,393.33633,411.38333
"PG(46:2) PG(22:2_24:0)",932.73146,761.72556,743.691227,579.402086,547.339486,319.29955,351.36215,393.33633,425.39893
"PG(46:3) PG(22:2_24:1)",930.71586,759.70996,741.675627,577.386486,547.339486,319.29955,349.34655,393.33633,423.38333
"PG(47:2) PG(22:2_25:0)",946.74716,775.74126,757.706927,593.417786,547.339486,319.29955,365.37785,393.33633,439.41463
"PG(48:2) PG(22:2_26:0)",960.76276,789.75686,771.722527,607.433386,547.339486,319.29955,379.39345,393.33633,453.43023
"PG(44:6) PG(22:3_22:3)",896.63766,725.63176,707.597427,545.323886,545.323886,317.28395,317.28395,391.32073,391.32073
"PG(44:7) PG(22:3_22:4)",894.62196,723.61606,705.581727,543.308186,545.323886,317.28395,315.26825,391.32073,389.30503
"PG(44:8) PG(22:3_22:5)",892.60636,721.60046,703.566127,541.292586,545.323886,317.28395,313.25265,391.32073,387.28943
"PG(44:9) PG(22:3_22:6)",890.59066,719.58476,701.550427,539.276886,545.323886,317.28395,311.23695,391.32073,385.27373
"PG(45:3) PG(22:3_23:0)",916.70026,745.69436,727.660027,565.386486,545.323886,317.28395,337.34655,391.32073,411.38333
"PG(46:3) PG(22:3_24:0)",930.71586,759.70996,741.675627,579.402086,545.323886,317.28395,351.36215,391.32073,425.39893
"PG(46:4) PG(22:3_24:1)",928.70026,757.69436,739.660027,577.386486,545.323886,317.28395,349.34655,391.32073,423.38333
"PG(47:3) PG(22:3_25:0)",944.73156,773.72566,755.691327,593.417786,545.323886,317.28395,365.37785,391.32073,439.41463
"PG(48:3) PG(22:3_26:0)",958.74716,787.74126,769.706927,607.433386,545.323886,317.28395,379.39345,391.32073,453.43023
"PG(44:8) PG(22:4_22:4)",892.60626,721.60036,703.566027,543.308186,543.308186,315.26825,315.26825,389.30503,389.30503
"PG(44:9) PG(22:4_22:5)",890.59066,719.58476,701.550427,541.292586,543.308186,315.26825,313.25265,389.30503,387.28943
"PG(44:10) PG(22:4_22:6)",888.57496,717.56906,699.534727,539.276886,543.308186,315.26825,311.23695,389.30503,385.27373
"PG(45:4) PG(22:4_23:0)",914.68456,743.67866,725.644327,565.386486,543.308186,315.26825,337.34655,389.30503,411.38333
"PG(46:4) PG(22:4_24:0)",928.70016,757.69426,739.659927,579.402086,543.308186,315.26825,351.36215,389.30503,425.39893
"PG(46:5) PG(22:4_24:1)",926.68456,755.67866,737.644327,577.386486,543.308186,315.26825,349.34655,389.30503,423.38333
"PG(47:4) PG(22:4_25:0)",942.71586,771.70996,753.675627,593.417786,543.308186,315.26825,365.37785,389.30503,439.41463
"PG(48:4) PG(22:4_26:0)",956.73146,785.72556,767.691227,607.433386,543.308186,315.26825,379.39345,389.30503,453.43023
"PG(44:10) PG(22:5_22:5)",888.57506,717.56916,699.534827,541.292586,541.292586,313.25265,313.25265,387.28943,387.28943
"PG(44:11) PG(22:5_22:6)",886.55936,715.55346,697.519127,539.276886,541.292586,313.25265,311.23695,387.28943,385.27373
"PG(45:5) PG(22:5_23:0)",912.66896,741.66306,723.628727,565.386486,541.292586,313.25265,337.34655,387.28943,411.38333
"PG(46:5) PG(22:5_24:0)",926.68456,755.67866,737.644327,579.402086,541.292586,313.25265,351.36215,387.28943,425.39893
"PG(46:6) PG(22:5_24:1)",924.66896,753.66306,735.628727,577.386486,541.292586,313.25265,349.34655,387.28943,423.38333
"PG(47:5) PG(22:5_25:0)",940.70026,769.69436,751.660027,593.417786,541.292586,313.25265,365.37785,387.28943,439.41463
"PG(48:5) PG(22:5_26:0)",954.71586,783.70996,765.675627,607.433386,541.292586,313.25265,379.39345,387.28943,453.43023
"PG(44:12) PG(22:6_22:6)",884.54366,713.53776,695.503427,539.276886,539.276886,311.23695,311.23695,385.27373,385.27373
"PG(45:6) PG(22:6_23:0)",910.65326,739.64736,721.613027,565.386486,539.276886,311.23695,337.34655,385.27373,411.38333
"PG(46:6) PG(22:6_24:0)",924.66886,753.66296,735.628627,579.402086,539.276886,311.23695,351.36215,385.27373,425.39893
"PG(46:7) PG(22:6_24:1)",922.65326,751.64736,733.613027,577.386486,539.276886,311.23695,349.34655,385.27373,423.38333
"PG(47:6) PG(22:6_25:0)",938.68456,767.67866,749.644327,593.417786,539.276886,311.23695,365.37785,385.27373,439.41463
"PG(48:6) PG(22:6_26:0)",952.70016,781.69426,763.659927,607.433386,539.276886,311.23695,379.39345,385.27373,453.43023
"PG(46:0) PG(23:0_23:0)",936.76286,765.75696,747.722627,565.386486,565.386486,337.34655,337.34655,411.38333,411.38333
"PG(47:0) PG(23:0_24:0)",950.77846,779.77256,761.738227,579.402086,565.386486,337.34655,351.36215,411.38333,425.39893
"PG(47:1) PG(23:0_24:1)",948.76286,777.75696,759.722627,577.386486,565.386486,337.34655,349.34655,411.38333,423.38333
"PG(48:0) PG(23:0_25:0)",964.79416,793.78826,775.753927,593.417786,565.386486,337.34655,365.37785,411.38333,439.41463
"PG(49:0) PG(23:0_26:0)",978.80976,807.80386,789.769527,607.433386,565.386486,337.34655,379.39345,411.38333,453.43023
"PG(48:0) PG(24:0_24:0)",964.79406,793.78816,775.753827,579.402086,579.402086,351.36215,351.36215,425.39893,425.39893
"PG(48:1) PG(24:0_24:1)",962.77846,791.77256,773.738227,577.386486,579.402086,351.36215,349.34655,425.39893,423.38333
"PG(49:0) PG(24:0_25:0)",978.80976,807.80386,789.769527,593.417786,579.402086,351.36215,365.37785,425.39893,439.41463
"PG(50:0) PG(24:0_26:0)",992.82536,821.81946,803.785127,607.433386,579.402086,351.36215,379.39345,425.39893,453.43023
"PG(48:2) PG(24:1_24:1)",960.76286,789.75696,771.722627,577.386486,577.386486,349.34655,349.34655,423.38333,423.38333
"PG(49:1) PG(24:1_25:0)",976.79416,805.78826,787.753927,593.417786,577.386486,349.34655,365.37785,423.38333,439.41463
"PG(50:1) PG(24:1_26:0)",990.80976,819.80386,801.769527,607.433386,577.386486,349.34655,379.39345,423.38333,453.43023
"PG(50:0) PG(25:0_25:0)",992.82546,821.81956,803.785227,593.417786,593.417786,365.37785,365.37785,439.41463,439.41463
"PG(51:0) PG(25:0_26:0)",1006.84106,835.83516,817.800827,607.433386,593.417786,365.37785,379.39345,439.41463,453.43023
"PG(52:0) PG(26:0_26:0)",1020.85666,849.85076,831.816427,607.433386,607.433386,379.39345,379.39345,453.43023,453.43023
"scores",0.014285714,0.45,0.45,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714,0.014285714
