"TG","[M+NH4]+","[M+H-R1-H2O]+","[M+H-R2-H2O]+","[M+H-R3-H2O]+","[R1CO]+","[R2CO]+","[R3CO]+","[R1CO+74]+","[R2CO+74]+","[R3CO+74]+","[R1CO+74-H2O]+","[R2CO+74-H2O]+","[R3CO+74-H2O]+"
"TG(50:1) TG(12:0_16:1_22:0)",850.7858504,633.5816764,579.5346764,493.4251764,183.1743364,237.2213364,323.3308364,257.2111364,311.2581364,397.3676364,239.2005714,293.2475714,379.3570714
"TG(50:1) TG(12:0_16:0_22:1)",850.7858504,633.5816764,577.5190764,495.4407764,183.1743364,239.2369364,321.3152364,257.2111364,313.2737364,395.3520364,239.2005714,295.2631714,377.3414714
"TG(50:1) TG(12:0_17:1_21:0)",850.7858504,633.5816764,565.5190764,507.4407764,183.1743364,251.2369364,309.3152364,257.2111364,325.2737364,383.3520364,239.2005714,307.2631714,365.3414714
"TG(50:1) TG(12:0_18:1_20:0)",850.7858504,633.5816764,551.5033764,521.4564764,183.1743364,265.2526364,295.2995364,257.2111364,339.2894364,369.3363364,239.2005714,321.2788714,351.3257714
"TG(50:1) TG(12:0_18:0_20:1)",850.7858504,633.5816764,549.4877764,523.4720764,183.1743364,267.2682364,293.2839364,257.2111364,341.3050364,367.3207364,239.2005714,323.2944714,349.3101714
"TG(50:1) TG(10:0_14:1_26:0)",850.7858504,661.6129764,607.5659764,437.3625764,155.1430364,209.1900364,379.3934364,229.1798364,283.2268364,453.4302364,211.1692714,265.2162714,435.4196714
"TG(50:1) TG(10:0_15:1_25:0)",850.7858504,661.6129764,593.5503764,451.3781764,155.1430364,223.2056364,365.3778364,229.1798364,297.2424364,439.4146364,211.1692714,279.2318714,421.4040714
"TG(50:1) TG(10:0_16:1_24:0)",850.7858504,661.6129764,579.5346764,465.3938764,155.1430364,237.2213364,351.3621364,229.1798364,311.2581364,425.3989364,211.1692714,293.2475714,407.3883714
"TG(50:1) TG(10:0_16:0_24:1)",850.7858504,661.6129764,577.5190764,467.4094764,155.1430364,239.2369364,349.3465364,229.1798364,313.2737364,423.3833364,211.1692714,295.2631714,405.3727714
"TG(50:1) TG(10:0_17:1_23:0)",850.7858504,661.6129764,565.5190764,479.4094764,155.1430364,251.2369364,337.3465364,229.1798364,325.2737364,411.3833364,211.1692714,307.2631714,393.3727714
"TG(50:1) TG(10:0_18:1_22:0)",850.7858504,661.6129764,551.5033764,493.4251764,155.1430364,265.2526364,323.3308364,229.1798364,339.2894364,397.3676364,211.1692714,321.2788714,379.3570714
"TG(50:1) TG(10:0_18:0_22:1)",850.7858504,661.6129764,549.4877764,495.4407764,155.1430364,267.2682364,321.3152364,229.1798364,341.3050364,395.3520364,211.1692714,323.2944714,377.3414714
"TG(50:1) TG(10:0_20:0_20:1)",850.7858504,661.6129764,521.4564764,523.4720764,155.1430364,295.2995364,293.2839364,229.1798364,369.3363364,367.3207364,211.1692714,351.3257714,349.3101714
"TG(50:1) TG(16:1_26:0_8:0)",850.7858504,579.5346764,437.3625764,689.6442764,237.2213364,379.3934364,127.1117364,311.2581364,453.4302364,201.1485364,293.2475714,435.4196714,183.1379714
"TG(50:1) TG(17:1_25:0_8:0)",850.7858504,565.5190764,451.3781764,689.6442764,251.2369364,365.3778364,127.1117364,325.2737364,439.4146364,201.1485364,307.2631714,421.4040714,183.1379714
"TG(50:1) TG(18:1_24:0_8:0)",850.7858504,551.5033764,465.3938764,689.6442764,265.2526364,351.3621364,127.1117364,339.2894364,425.3989364,201.1485364,321.2788714,407.3883714,183.1379714
"TG(50:1) TG(18:0_24:1_8:0)",850.7858504,549.4877764,467.4094764,689.6442764,267.2682364,349.3465364,127.1117364,341.3050364,423.3833364,201.1485364,323.2944714,405.3727714,183.1379714
"TG(50:1) TG(20:1_22:0_8:0)",850.7858504,523.4720764,493.4251764,689.6442764,293.2839364,323.3308364,127.1117364,367.3207364,397.3676364,201.1485364,349.3101714,379.3570714,183.1379714
"TG(50:1) TG(20:0_22:1_8:0)",850.7858504,521.4564764,495.4407764,689.6442764,295.2995364,321.3152364,127.1117364,369.3363364,395.3520364,201.1485364,351.3257714,377.3414714,183.1379714
"TG(50:1) TG(16:1_17:0_17:0)",850.7859504,579.5347764,563.5034764,563.5034764,237.2213364,253.2526364,253.2526364,311.2581364,327.2894364,327.2894364,293.2475714,309.2788714,309.2788714
"TG(50:1) TG(15:0_15:0_20:1)",850.7859504,591.5347764,591.5347764,523.4721764,225.2213364,225.2213364,293.2839364,299.2581364,299.2581364,367.3207364,281.2475714,281.2475714,349.3101714
"TG(50:1) TG(15:0_16:1_19:0)",850.7859504,591.5347764,579.5347764,535.4721764,225.2213364,237.2213364,281.2839364,299.2581364,311.2581364,355.3207364,281.2475714,293.2475714,337.3101714
"TG(50:1) TG(15:0_17:0_18:1)",850.7859504,591.5347764,563.5034764,551.5034764,225.2213364,253.2526364,265.2526364,299.2581364,327.2894364,339.2894364,281.2475714,309.2788714,321.2788714
"TG(50:1) TG(14:1_15:0_21:0)",850.7859504,607.5660764,591.5347764,507.4408764,209.1900364,225.2213364,309.3152364,283.2268364,299.2581364,383.3520364,265.2162714,281.2475714,365.3414714
"TG(50:1) TG(14:1_17:0_19:0)",850.7859504,607.5660764,563.5034764,535.4721764,209.1900364,253.2526364,281.2839364,283.2268364,327.2894364,355.3207364,265.2162714,309.2788714,337.3101714
"TG(50:1) TG(13:0_13:0_24:1)",850.7859504,619.5660764,619.5660764,467.4095764,197.1900364,197.1900364,349.3465364,271.2268364,271.2268364,423.3833364,253.2162714,253.2162714,405.3727714
"TG(50:1) TG(13:0_14:1_23:0)",850.7859504,619.5660764,607.5660764,479.4095764,197.1900364,209.1900364,337.3465364,271.2268364,283.2268364,411.3833364,253.2162714,265.2162714,393.3727714
"TG(50:1) TG(13:0_15:0_22:1)",850.7859504,619.5660764,591.5347764,495.4408764,197.1900364,225.2213364,321.3152364,271.2268364,299.2581364,395.3520364,253.2162714,281.2475714,377.3414714
"TG(50:1) TG(13:0_16:1_21:0)",850.7859504,619.5660764,579.5347764,507.4408764,197.1900364,237.2213364,309.3152364,271.2268364,311.2581364,383.3520364,253.2162714,293.2475714,365.3414714
"TG(50:1) TG(13:0_17:0_20:1)",850.7859504,619.5660764,563.5034764,523.4721764,197.1900364,253.2526364,293.2839364,271.2268364,327.2894364,367.3207364,253.2162714,309.2788714,349.3101714
"TG(50:1) TG(13:0_18:1_19:0)",850.7859504,619.5660764,551.5034764,535.4721764,197.1900364,265.2526364,281.2839364,271.2268364,339.2894364,355.3207364,253.2162714,321.2788714,337.3101714
"TG(51:7) TG(15:1_18:2_18:4)",852.7075504,595.4720764,555.4407764,559.4720764,223.2056364,263.2369364,259.2056364,297.2424364,337.2737364,333.2424364,279.2318714,319.2631714,315.2318714
"TG(51:7) TG(14:0_15:1_22:6)",852.7075504,607.4720764,595.4720764,507.4407764,211.2056364,223.2056364,311.2369364,285.2424364,297.2424364,385.2737364,267.2318714,279.2318714,367.2631714
"TG(51:7) TG(12:0_17:1_22:6)",852.7075504,635.5033764,567.4407764,507.4407764,183.1743364,251.2369364,311.2369364,257.2111364,325.2737364,385.2737364,239.2005714,307.2631714,367.2631714
"TG(51:7) TG(16:1_17:2_18:4)",852.7076504,581.4564764,569.4564764,559.4721764,237.2213364,249.2213364,259.2056364,311.2581364,323.2581364,333.2424364,293.2475714,305.2475714,315.2318714
"TG(51:7) TG(15:0_18:3_18:4)",852.7076504,593.4564764,557.4564764,559.4721764,225.2213364,261.2213364,259.2056364,299.2581364,335.2581364,333.2424364,281.2475714,317.2475714,315.2318714
"TG(51:7) TG(15:1_16:1_20:5)",852.7076504,595.4721764,581.4564764,533.4564764,223.2056364,237.2213364,285.2213364,297.2424364,311.2581364,359.2581364,279.2318714,293.2475714,341.2475714
"TG(51:7) TG(15:1_18:3_18:3)",852.7076504,595.4721764,557.4564764,557.4564764,223.2056364,261.2213364,261.2213364,297.2424364,335.2581364,335.2581364,279.2318714,317.2475714,317.2475714
"TG(51:7) TG(14:1_15:1_22:5)",852.7076504,609.4877764,595.4721764,505.4251764,209.1900364,223.2056364,313.2526364,283.2268364,297.2424364,387.2894364,265.2162714,279.2318714,369.2788714
"TG(51:7) TG(14:1_15:0_22:6)",852.7076504,609.4877764,593.4564764,507.4408764,209.1900364,225.2213364,311.2369364,283.2268364,299.2581364,385.2737364,265.2162714,281.2475714,367.2631714
"TG(51:7) TG(14:0_17:2_20:5)",852.7076504,607.4721764,569.4564764,533.4564764,211.2056364,249.2213364,285.2213364,285.2424364,323.2581364,359.2581364,267.2318714,305.2475714,341.2475714
"TG(51:7) TG(14:1_17:2_20:4)",852.7076504,609.4877764,569.4564764,531.4408764,209.1900364,249.2213364,287.2369364,283.2268364,323.2581364,361.2737364,265.2162714,305.2475714,343.2631714
"TG(51:7) TG(14:1_17:1_20:5)",852.7076504,609.4877764,567.4408764,533.4564764,209.1900364,251.2369364,285.2213364,283.2268364,325.2737364,359.2581364,265.2162714,307.2631714,341.2475714
"TG(51:7) TG(13:0_16:1_22:6)",852.7076504,621.4877764,581.4564764,507.4408764,197.1900364,237.2213364,311.2369364,271.2268364,311.2581364,385.2737364,253.2162714,293.2475714,367.2631714
"TG(51:7) TG(13:0_18:4_20:3)",852.7076504,621.4877764,559.4721764,529.4251764,197.1900364,259.2056364,289.2526364,271.2268364,333.2424364,363.2894364,253.2162714,315.2318714,345.2788714
"TG(51:7) TG(13:0_18:3_20:4)",852.7076504,621.4877764,557.4564764,531.4408764,197.1900364,261.2213364,287.2369364,271.2268364,335.2581364,361.2737364,253.2162714,317.2475714,343.2631714
"TG(51:7) TG(13:0_18:2_20:5)",852.7076504,621.4877764,555.4408764,533.4564764,197.1900364,263.2369364,285.2213364,271.2268364,337.2737364,359.2581364,253.2162714,319.2631714,341.2475714
"TG(51:7) TG(12:0_17:2_22:5)",852.7076504,635.5034764,569.4564764,505.4251764,183.1743364,249.2213364,313.2526364,257.2111364,323.2581364,387.2894364,239.2005714,305.2475714,369.2788714
"TG(50:0) TG(16:0_16:0_18:0)",852.8014504,579.5346764,579.5346764,551.5033764,239.2369364,239.2369364,267.2682364,313.2737364,313.2737364,341.3050364,295.2631714,295.2631714,323.2944714
"TG(50:0) TG(14:0_14:0_22:0)",852.8014504,607.5659764,607.5659764,495.4407764,211.2056364,211.2056364,323.3308364,285.2424364,285.2424364,397.3676364,267.2318714,267.2318714,379.3570714
"TG(50:0) TG(14:0_16:0_20:0)",852.8014504,607.5659764,579.5346764,523.4720764,211.2056364,239.2369364,295.2995364,285.2424364,313.2737364,369.3363364,267.2318714,295.2631714,351.3257714
"TG(50:0) TG(14:0_18:0_18:0)",852.8014504,607.5659764,551.5033764,551.5033764,211.2056364,267.2682364,267.2682364,285.2424364,341.3050364,341.3050364,267.2318714,323.2944714,323.2944714
"TG(50:0) TG(12:0_12:0_26:0)",852.8014504,635.5972764,635.5972764,439.3781764,183.1743364,183.1743364,379.3934364,257.2111364,257.2111364,453.4302364,239.2005714,239.2005714,435.4196714
"TG(50:0) TG(12:0_14:0_24:0)",852.8014504,635.5972764,607.5659764,467.4094764,183.1743364,211.2056364,351.3621364,257.2111364,285.2424364,425.3989364,239.2005714,267.2318714,407.3883714
"TG(50:0) TG(12:0_16:0_22:0)",852.8014504,635.5972764,579.5346764,495.4407764,183.1743364,239.2369364,323.3308364,257.2111364,313.2737364,397.3676364,239.2005714,295.2631714,379.3570714
"TG(50:0) TG(12:0_18:0_20:0)",852.8014504,635.5972764,551.5033764,523.4720764,183.1743364,267.2682364,295.2995364,257.2111364,341.3050364,369.3363364,239.2005714,323.2944714,351.3257714
"TG(50:0) TG(10:0_14:0_26:0)",852.8014504,663.6285764,607.5659764,439.3781764,155.1430364,211.2056364,379.3934364,229.1798364,285.2424364,453.4302364,211.1692714,267.2318714,435.4196714
"TG(50:0) TG(10:0_16:0_24:0)",852.8014504,663.6285764,579.5346764,467.4094764,155.1430364,239.2369364,351.3621364,229.1798364,313.2737364,425.3989364,211.1692714,295.2631714,407.3883714
"TG(50:0) TG(10:0_18:0_22:0)",852.8014504,663.6285764,551.5033764,495.4407764,155.1430364,267.2682364,323.3308364,229.1798364,341.3050364,397.3676364,211.1692714,323.2944714,379.3570714
"TG(50:0) TG(10:0_20:0_20:0)",852.8014504,663.6285764,523.4720764,523.4720764,155.1430364,295.2995364,295.2995364,229.1798364,369.3363364,369.3363364,211.1692714,351.3257714,351.3257714
"TG(50:0) TG(16:0_26:0_8:0)",852.8014504,579.5346764,439.3781764,691.6598764,239.2369364,379.3934364,127.1117364,313.2737364,453.4302364,201.1485364,295.2631714,435.4196714,183.1379714
"TG(50:0) TG(18:0_24:0_8:0)",852.8014504,551.5033764,467.4094764,691.6598764,267.2682364,351.3621364,127.1117364,341.3050364,425.3989364,201.1485364,323.2944714,407.3883714,183.1379714
"TG(50:0) TG(20:0_22:0_8:0)",852.8014504,523.4720764,495.4407764,691.6598764,295.2995364,323.3308364,127.1117364,369.3363364,397.3676364,201.1485364,351.3257714,379.3570714,183.1379714
"TG(50:0) TG(16:0_17:0_17:0)",852.8015504,579.5347764,565.5190764,565.5190764,239.2369364,253.2526364,253.2526364,313.2737364,327.2894364,327.2894364,295.2631714,309.2788714,309.2788714
"TG(50:0) TG(15:0_15:0_20:0)",852.8015504,593.5503764,593.5503764,523.4721764,225.2213364,225.2213364,295.2995364,299.2581364,299.2581364,369.3363364,281.2475714,281.2475714,351.3257714
"TG(50:0) TG(15:0_16:0_19:0)",852.8015504,593.5503764,579.5347764,537.4877764,225.2213364,239.2369364,281.2839364,299.2581364,313.2737364,355.3207364,281.2475714,295.2631714,337.3101714
"TG(50:0) TG(15:0_17:0_18:0)",852.8015504,593.5503764,565.5190764,551.5034764,225.2213364,253.2526364,267.2682364,299.2581364,327.2894364,341.3050364,281.2475714,309.2788714,323.2944714
"TG(50:0) TG(14:0_15:0_21:0)",852.8015504,607.5660764,593.5503764,509.4564764,211.2056364,225.2213364,309.3152364,285.2424364,299.2581364,383.3520364,267.2318714,281.2475714,365.3414714
"TG(50:0) TG(14:0_17:0_19:0)",852.8015504,607.5660764,565.5190764,537.4877764,211.2056364,253.2526364,281.2839364,285.2424364,327.2894364,355.3207364,267.2318714,309.2788714,337.3101714
"TG(50:0) TG(13:0_13:0_24:0)",852.8015504,621.5816764,621.5816764,467.4095764,197.1900364,197.1900364,351.3621364,271.2268364,271.2268364,425.3989364,253.2162714,253.2162714,407.3883714
"TG(50:0) TG(13:0_14:0_23:0)",852.8015504,621.5816764,607.5660764,481.4251764,197.1900364,211.2056364,337.3465364,271.2268364,285.2424364,411.3833364,253.2162714,267.2318714,393.3727714
"TG(50:0) TG(13:0_15:0_22:0)",852.8015504,621.5816764,593.5503764,495.4408764,197.1900364,225.2213364,323.3308364,271.2268364,299.2581364,397.3676364,253.2162714,281.2475714,379.3570714
"TG(50:0) TG(13:0_16:0_21:0)",852.8015504,621.5816764,579.5347764,509.4564764,197.1900364,239.2369364,309.3152364,271.2268364,313.2737364,383.3520364,253.2162714,295.2631714,365.3414714
"TG(50:0) TG(13:0_17:0_20:0)",852.8015504,621.5816764,565.5190764,523.4721764,197.1900364,253.2526364,295.2995364,271.2268364,327.2894364,369.3363364,253.2162714,309.2788714,351.3257714
"TG(50:0) TG(13:0_18:0_19:0)",852.8015504,621.5816764,551.5034764,537.4877764,197.1900364,267.2682364,281.2839364,271.2268364,341.3050364,355.3207364,253.2162714,323.2944714,337.3101714
"TG(50:0) TG(12:0_13:0_25:0)",852.8015504,635.5973764,621.5816764,453.3938764,183.1743364,197.1900364,365.3778364,257.2111364,271.2268364,439.4146364,239.2005714,253.2162714,421.4040714
"TG(50:0) TG(12:0_15:0_23:0)",852.8015504,635.5973764,593.5503764,481.4251764,183.1743364,225.2213364,337.3465364,257.2111364,299.2581364,411.3833364,239.2005714,281.2475714,393.3727714
"TG(50:0) TG(12:0_17:0_21:0)",852.8015504,635.5973764,565.5190764,509.4564764,183.1743364,253.2526364,309.3152364,257.2111364,327.2894364,383.3520364,239.2005714,309.2788714,365.3414714
"TG(50:0) TG(12:0_19:0_19:0)",852.8015504,635.5973764,537.4877764,537.4877764,183.1743364,281.2839364,281.2839364,257.2111364,355.3207364,355.3207364,239.2005714,337.3101714,337.3101714
"TG(50:0) TG(10:0_15:0_25:0)",852.8015504,663.6286764,593.5503764,453.3938764,155.1430364,225.2213364,365.3778364,229.1798364,299.2581364,439.4146364,211.1692714,281.2475714,421.4040714
"TG(50:0) TG(10:0_17:0_23:0)",852.8015504,663.6286764,565.5190764,481.4251764,155.1430364,253.2526364,337.3465364,229.1798364,327.2894364,411.3833364,211.1692714,309.2788714,393.3727714
"TG(50:0) TG(10:0_19:0_21:0)",852.8015504,663.6286764,537.4877764,509.4564764,155.1430364,281.2839364,309.3152364,229.1798364,355.3207364,383.3520364,211.1692714,337.3101714,365.3414714
"TG(50:0) TG(17:0_25:0_8:0)",852.8015504,565.5190764,453.3938764,691.6599764,253.2526364,365.3778364,127.1117364,327.2894364,439.4146364,201.1485364,309.2788714,421.4040714,183.1379714
"TG(50:0) TG(19:0_23:0_8:0)",852.8015504,537.4877764,481.4251764,691.6599764,281.2839364,337.3465364,127.1117364,355.3207364,411.3833364,201.1485364,337.3101714,393.3727714,183.1379714
"TG(50:0) TG(21:0_21:0_8:0)",852.8015504,509.4564764,509.4564764,691.6599764,309.3152364,309.3152364,127.1117364,383.3520364,383.3520364,201.1485364,365.3414714,365.3414714,183.1379714
"TG(51:6) TG(16:0_17:2_18:4)",854.7232504,581.4564764,571.4720764,561.4877764,239.2369364,249.2213364,259.2056364,313.2737364,323.2581364,333.2424364,295.2631714,305.2475714,315.2318714
"TG(51:6) TG(16:1_17:1_18:4)",854.7232504,583.4720764,569.4564764,561.4877764,237.2213364,251.2369364,259.2056364,311.2581364,325.2737364,333.2424364,293.2475714,307.2631714,315.2318714
"TG(51:6) TG(15:0_18:2_18:4)",854.7232504,595.4720764,557.4564764,561.4877764,225.2213364,263.2369364,259.2056364,299.2581364,337.2737364,333.2424364,281.2475714,319.2631714,315.2318714
"TG(51:6) TG(15:1_16:1_20:4)",854.7232504,597.4877764,583.4720764,533.4564764,223.2056364,237.2213364,287.2369364,297.2424364,311.2581364,361.2737364,279.2318714,293.2475714,343.2631714
"TG(51:6) TG(15:1_16:0_20:5)",854.7232504,597.4877764,581.4564764,535.4720764,223.2056364,239.2369364,285.2213364,297.2424364,313.2737364,359.2581364,279.2318714,295.2631714,341.2475714
"TG(51:6) TG(15:1_18:1_18:4)",854.7232504,597.4877764,555.4407764,561.4877764,223.2056364,265.2526364,259.2056364,297.2424364,339.2894364,333.2424364,279.2318714,321.2788714,315.2318714
"TG(51:6) TG(15:1_18:2_18:3)",854.7232504,597.4877764,557.4564764,559.4720764,223.2056364,263.2369364,261.2213364,297.2424364,337.2737364,335.2581364,279.2318714,319.2631714,317.2475714
"TG(51:6) TG(14:0_15:1_22:5)",854.7232504,609.4877764,597.4877764,507.4407764,211.2056364,223.2056364,313.2526364,285.2424364,297.2424364,387.2894364,267.2318714,279.2318714,369.2788714
"TG(51:6) TG(14:0_15:0_22:6)",854.7232504,609.4877764,595.4720764,509.4564764,211.2056364,225.2213364,311.2369364,285.2424364,299.2581364,385.2737364,267.2318714,281.2475714,367.2631714
"TG(51:6) TG(14:1_15:1_22:4)",854.7232504,611.5033764,597.4877764,505.4251764,209.1900364,223.2056364,315.2682364,283.2268364,297.2424364,389.3050364,265.2162714,279.2318714,371.2944714
"TG(51:6) TG(14:0_17:2_20:4)",854.7232504,609.4877764,571.4720764,533.4564764,211.2056364,249.2213364,287.2369364,285.2424364,323.2581364,361.2737364,267.2318714,305.2475714,343.2631714
"TG(51:6) TG(14:0_17:1_20:5)",854.7232504,609.4877764,569.4564764,535.4720764,211.2056364,251.2369364,285.2213364,285.2424364,325.2737364,359.2581364,267.2318714,307.2631714,341.2475714
"TG(51:6) TG(14:1_17:1_20:4)",854.7232504,611.5033764,569.4564764,533.4564764,209.1900364,251.2369364,287.2369364,283.2268364,325.2737364,361.2737364,265.2162714,307.2631714,343.2631714
"TG(51:6) TG(13:0_16:0_22:6)",854.7232504,623.5033764,581.4564764,509.4564764,197.1900364,239.2369364,311.2369364,271.2268364,313.2737364,385.2737364,253.2162714,295.2631714,367.2631714
"TG(51:6) TG(13:0_18:4_20:2)",854.7232504,623.5033764,561.4877764,529.4251764,197.1900364,259.2056364,291.2682364,271.2268364,333.2424364,365.3050364,253.2162714,315.2318714,347.2944714
"TG(51:6) TG(13:0_18:2_20:4)",854.7232504,623.5033764,557.4564764,533.4564764,197.1900364,263.2369364,287.2369364,271.2268364,337.2737364,361.2737364,253.2162714,319.2631714,343.2631714
"TG(51:6) TG(12:0_17:2_22:4)",854.7232504,637.5190764,571.4720764,505.4251764,183.1743364,249.2213364,315.2682364,257.2111364,323.2581364,389.3050364,239.2005714,305.2475714,371.2944714
"TG(51:6) TG(12:0_17:1_22:5)",854.7232504,637.5190764,569.4564764,507.4407764,183.1743364,251.2369364,313.2526364,257.2111364,325.2737364,387.2894364,239.2005714,307.2631714,369.2788714
"TG(51:6) TG(12:0_17:0_22:6)",854.7232504,637.5190764,567.4407764,509.4564764,183.1743364,253.2526364,311.2369364,257.2111364,327.2894364,385.2737364,239.2005714,309.2788714,367.2631714
"TG(51:6) TG(10:0_19:0_22:6)",854.7232504,665.5503764,539.4094764,509.4564764,155.1430364,281.2839364,311.2369364,229.1798364,355.3207364,385.2737364,211.1692714,337.3101714,367.2631714
"TG(51:6) TG(21:0_22:6_8:0)",854.7232504,511.3781764,509.4564764,693.5816764,309.3152364,311.2369364,127.1117364,383.3520364,385.2737364,201.1485364,365.3414714,367.2631714,183.1379714
"TG(51:6) TG(17:2_17:2_17:2)",854.7233504,571.4721764,571.4721764,571.4721764,249.2213364,249.2213364,249.2213364,323.2581364,323.2581364,323.2581364,305.2475714,305.2475714,305.2475714
"TG(51:6) TG(16:1_17:2_18:3)",854.7233504,583.4721764,571.4721764,559.4721764,237.2213364,249.2213364,261.2213364,311.2581364,323.2581364,335.2581364,293.2475714,305.2475714,317.2475714
"TG(51:6) TG(15:0_16:1_20:5)",854.7233504,595.4721764,583.4721764,535.4721764,225.2213364,237.2213364,285.2213364,299.2581364,311.2581364,359.2581364,281.2475714,293.2475714,341.2475714
"TG(51:6) TG(15:0_18:3_18:3)",854.7233504,595.4721764,559.4721764,559.4721764,225.2213364,261.2213364,261.2213364,299.2581364,335.2581364,335.2581364,281.2475714,317.2475714,317.2475714
"TG(51:6) TG(14:1_15:0_22:5)",854.7233504,611.5034764,595.4721764,507.4408764,209.1900364,225.2213364,313.2526364,283.2268364,299.2581364,387.2894364,265.2162714,281.2475714,369.2788714
"TG(51:6) TG(14:1_17:2_20:3)",854.7233504,611.5034764,571.4721764,531.4408764,209.1900364,249.2213364,289.2526364,283.2268364,323.2581364,363.2894364,265.2162714,305.2475714,345.2788714
"TG(51:6) TG(14:1_17:0_20:5)",854.7233504,611.5034764,567.4408764,535.4721764,209.1900364,253.2526364,285.2213364,283.2268364,327.2894364,359.2581364,265.2162714,309.2788714,341.2475714
"TG(51:6) TG(13:0_16:1_22:5)",854.7233504,623.5034764,583.4721764,507.4408764,197.1900364,237.2213364,313.2526364,271.2268364,311.2581364,387.2894364,253.2162714,293.2475714,369.2788714
"TG(51:6) TG(13:0_18:3_20:3)",854.7233504,623.5034764,559.4721764,531.4408764,197.1900364,261.2213364,289.2526364,271.2268364,335.2581364,363.2894364,253.2162714,317.2475714,345.2788714
"TG(51:6) TG(13:0_18:1_20:5)",854.7233504,623.5034764,555.4408764,535.4721764,197.1900364,265.2526364,285.2213364,271.2268364,339.2894364,359.2581364,253.2162714,321.2788714,341.2475714
"TG(52:12) TG(22:6_22:6_8:0)",856.6449504,511.3781764,511.3781764,695.5033764,311.2369364,311.2369364,127.1117364,385.2737364,385.2737364,201.1485364,367.2631714,367.2631714,183.1379714
"TG(51:5) TG(16:0_17:1_18:4)",856.7388504,583.4720764,571.4720764,563.5033764,239.2369364,251.2369364,259.2056364,313.2737364,325.2737364,333.2424364,295.2631714,307.2631714,315.2318714
"TG(51:5) TG(15:1_16:0_20:4)",856.7388504,599.5033764,583.4720764,535.4720764,223.2056364,239.2369364,287.2369364,297.2424364,313.2737364,361.2737364,279.2318714,295.2631714,343.2631714
"TG(51:5) TG(15:1_18:0_18:4)",856.7388504,599.5033764,555.4407764,563.5033764,223.2056364,267.2682364,259.2056364,297.2424364,341.3050364,333.2424364,279.2318714,323.2944714,315.2318714
"TG(51:5) TG(15:1_18:2_18:2)",856.7388504,599.5033764,559.4720764,559.4720764,223.2056364,263.2369364,263.2369364,297.2424364,337.2737364,337.2737364,279.2318714,319.2631714,319.2631714
"TG(51:5) TG(14:0_15:1_22:4)",856.7388504,611.5033764,599.5033764,507.4407764,211.2056364,223.2056364,315.2682364,285.2424364,297.2424364,389.3050364,267.2318714,279.2318714,371.2944714
"TG(51:5) TG(14:0_17:1_20:4)",856.7388504,611.5033764,571.4720764,535.4720764,211.2056364,251.2369364,287.2369364,285.2424364,325.2737364,361.2737364,267.2318714,307.2631714,343.2631714
"TG(51:5) TG(12:0_17:1_22:4)",856.7388504,639.5346764,571.4720764,507.4407764,183.1743364,251.2369364,315.2682364,257.2111364,325.2737364,389.3050364,239.2005714,307.2631714,371.2944714
"TG(51:5) TG(17:1_17:2_17:2)",856.7389504,571.4721764,573.4877764,573.4877764,251.2369364,249.2213364,249.2213364,325.2737364,323.2581364,323.2581364,307.2631714,305.2475714,305.2475714
"TG(51:5) TG(16:0_17:2_18:3)",856.7389504,583.4721764,573.4877764,561.4877764,239.2369364,249.2213364,261.2213364,313.2737364,323.2581364,335.2581364,295.2631714,305.2475714,317.2475714
"TG(51:5) TG(16:1_17:2_18:2)",856.7389504,585.4877764,573.4877764,559.4721764,237.2213364,249.2213364,263.2369364,311.2581364,323.2581364,337.2737364,293.2475714,305.2475714,319.2631714
"TG(51:5) TG(16:1_17:1_18:3)",856.7389504,585.4877764,571.4721764,561.4877764,237.2213364,251.2369364,261.2213364,311.2581364,325.2737364,335.2581364,293.2475714,307.2631714,317.2475714
"TG(51:5) TG(16:1_17:0_18:4)",856.7389504,585.4877764,569.4564764,563.5034764,237.2213364,253.2526364,259.2056364,311.2581364,327.2894364,333.2424364,293.2475714,309.2788714,315.2318714
"TG(51:5) TG(15:0_16:1_20:4)",856.7389504,597.4877764,585.4877764,535.4721764,225.2213364,237.2213364,287.2369364,299.2581364,311.2581364,361.2737364,281.2475714,293.2475714,343.2631714
"TG(51:5) TG(15:0_16:0_20:5)",856.7389504,597.4877764,583.4721764,537.4877764,225.2213364,239.2369364,285.2213364,299.2581364,313.2737364,359.2581364,281.2475714,295.2631714,341.2475714
"TG(51:5) TG(15:0_18:1_18:4)",856.7389504,597.4877764,557.4564764,563.5034764,225.2213364,265.2526364,259.2056364,299.2581364,339.2894364,333.2424364,281.2475714,321.2788714,315.2318714
"TG(51:5) TG(15:0_18:2_18:3)",856.7389504,597.4877764,559.4721764,561.4877764,225.2213364,263.2369364,261.2213364,299.2581364,337.2737364,335.2581364,281.2475714,319.2631714,317.2475714
"TG(51:5) TG(15:1_16:1_20:3)",856.7389504,599.5034764,585.4877764,533.4564764,223.2056364,237.2213364,289.2526364,297.2424364,311.2581364,363.2894364,279.2318714,293.2475714,345.2788714
"TG(51:5) TG(15:1_18:1_18:3)",856.7389504,599.5034764,557.4564764,561.4877764,223.2056364,265.2526364,261.2213364,297.2424364,339.2894364,335.2581364,279.2318714,321.2788714,317.2475714
