"TG","[M+NH4]+","[M+H-R1-H2O]+","[M+H-R2-H2O]+","[M+H-R3-H2O]+","[R1CO]+","[R2CO]+","[R3CO]+","[R1CO+74]+","[R2CO+74]+","[R3CO+74]+","[R1CO+74-H2O]+","[R2CO+74-H2O]+","[R3CO+74-H2O]+"
"TG(62:6) TG(20:1_20:4_22:1)",1008.89545,681.5816764,687.6286764,653.5503764,293.2839364,287.2369364,321.3152364,367.3207364,361.2737364,395.3520364,349.3101714,343.2631714,377.3414714
"TG(62:6) TG(20:1_20:5_22:0)",1008.89545,681.5816764,689.6442764,651.5347764,293.2839364,285.2213364,323.3308364,367.3207364,359.2581364,397.3676364,349.3101714,341.2475714,379.3570714
"TG(62:6) TG(20:0_20:5_22:1)",1008.89545,679.5660764,689.6442764,653.5503764,295.2995364,285.2213364,321.3152364,369.3363364,359.2581364,395.3520364,351.3257714,341.2475714,377.3414714
"TG(62:6) TG(19:0_21:0_22:6)",1008.89545,693.5816764,665.5503764,663.6286764,281.2839364,309.3152364,311.2369364,355.3207364,383.3520364,385.2737364,337.3101714,365.3414714,367.2631714
"TG(62:6) TG(18:0_20:5_24:1)",1008.89545,707.5973764,689.6442764,625.5190764,267.2682364,285.2213364,349.3465364,341.3050364,359.2581364,423.3833364,323.2944714,341.2475714,405.3727714
"TG(62:6) TG(18:0_22:1_22:5)",1008.89545,707.5973764,653.5503764,661.6129764,267.2682364,321.3152364,313.2526364,341.3050364,395.3520364,387.2894364,323.2944714,377.3414714,369.2788714
"TG(62:6) TG(18:0_22:3_22:3)",1008.89545,707.5973764,657.5816764,657.5816764,267.2682364,317.2839364,317.2839364,341.3050364,391.3207364,391.3207364,323.2944714,373.3101714,373.3101714
"TG(62:6) TG(18:1_20:5_24:0)",1008.89545,709.6129764,689.6442764,623.5034764,265.2526364,285.2213364,351.3621364,339.2894364,359.2581364,425.3989364,321.2788714,341.2475714,407.3883714
"TG(62:6) TG(18:1_20:4_24:1)",1008.89545,709.6129764,687.6286764,625.5190764,265.2526364,287.2369364,349.3465364,339.2894364,361.2737364,423.3833364,321.2788714,343.2631714,405.3727714
"TG(62:6) TG(18:3_18:3_26:0)",1008.89545,713.6442764,713.6442764,595.4721764,261.2213364,261.2213364,379.3934364,335.2581364,335.2581364,453.4302364,317.2475714,317.2475714,435.4196714
"TG(62:6) TG(18:1_22:0_22:5)",1008.89545,709.6129764,651.5347764,661.6129764,265.2526364,323.3308364,313.2526364,339.2894364,397.3676364,387.2894364,321.2788714,379.3570714,369.2788714
"TG(62:6) TG(18:1_22:1_22:4)",1008.89545,709.6129764,653.5503764,659.5973764,265.2526364,321.3152364,315.2682364,339.2894364,395.3520364,389.3050364,321.2788714,377.3414714,371.2944714
"TG(62:6) TG(18:1_22:2_22:3)",1008.89545,709.6129764,655.5660764,657.5816764,265.2526364,319.2995364,317.2839364,339.2894364,393.3363364,391.3207364,321.2788714,375.3257714,373.3101714
"TG(62:6) TG(18:2_20:3_24:1)",1008.89545,711.6286764,685.6129764,625.5190764,263.2369364,289.2526364,349.3465364,337.2737364,363.2894364,423.3833364,319.2631714,345.2788714,405.3727714
"TG(62:6) TG(18:2_22:1_22:3)",1008.89545,711.6286764,653.5503764,657.5816764,263.2369364,321.3152364,317.2839364,337.2737364,395.3520364,391.3207364,319.2631714,377.3414714,373.3101714
"TG(62:6) TG(18:3_20:3_24:0)",1008.89545,713.6442764,685.6129764,623.5034764,261.2213364,289.2526364,351.3621364,335.2581364,363.2894364,425.3989364,317.2475714,345.2788714,407.3883714
"TG(62:6) TG(18:3_20:2_24:1)",1008.89545,713.6442764,683.5973764,625.5190764,261.2213364,291.2682364,349.3465364,335.2581364,365.3050364,423.3833364,317.2475714,347.2944714,405.3727714
"TG(62:6) TG(18:3_22:0_22:3)",1008.89545,713.6442764,651.5347764,657.5816764,261.2213364,323.3308364,317.2839364,335.2581364,397.3676364,391.3207364,317.2475714,379.3570714,373.3101714
"TG(62:6) TG(18:3_22:1_22:2)",1008.89545,713.6442764,653.5503764,655.5660764,261.2213364,321.3152364,319.2995364,335.2581364,395.3520364,393.3363364,317.2475714,377.3414714,375.3257714
"TG(62:6) TG(18:4_20:1_24:1)",1008.89545,715.6599764,681.5816764,625.5190764,259.2056364,293.2839364,349.3465364,333.2424364,367.3207364,423.3833364,315.2318714,349.3101714,405.3727714
"TG(62:6) TG(18:4_22:1_22:1)",1008.89545,715.6599764,653.5503764,653.5503764,259.2056364,321.3152364,321.3152364,333.2424364,395.3520364,395.3520364,315.2318714,377.3414714,377.3414714
"TG(62:6) TG(17:0_22:6_23:0)",1008.89545,721.6129764,663.6286764,637.5190764,253.2526364,311.2369364,337.3465364,327.2894364,385.2737364,411.3833364,309.2788714,367.2631714,393.3727714
"TG(62:6) TG(17:1_20:5_25:0)",1008.89545,723.6286764,689.6442764,609.4877764,251.2369364,285.2213364,365.3778364,325.2737364,359.2581364,439.4146364,307.2631714,341.2475714,421.4040714
"TG(62:6) TG(17:1_22:5_23:0)",1008.89545,723.6286764,661.6129764,637.5190764,251.2369364,313.2526364,337.3465364,325.2737364,387.2894364,411.3833364,307.2631714,369.2788714,393.3727714
"TG(62:6) TG(17:2_20:4_25:0)",1008.89545,725.6442764,687.6286764,609.4877764,249.2213364,287.2369364,365.3778364,323.2581364,361.2737364,439.4146364,305.2475714,343.2631714,421.4040714
"TG(62:6) TG(17:2_22:4_23:0)",1008.89545,725.6442764,659.5973764,637.5190764,249.2213364,315.2682364,337.3465364,323.2581364,389.3050364,411.3833364,305.2475714,371.2944714,393.3727714
"TG(62:6) TG(16:1_20:5_26:0)",1008.89545,737.6442764,689.6442764,595.4721764,237.2213364,285.2213364,379.3934364,311.2581364,359.2581364,453.4302364,293.2475714,341.2475714,435.4196714
"TG(62:6) TG(16:0_22:5_24:1)",1008.89545,735.6286764,661.6129764,625.5190764,239.2369364,313.2526364,349.3465364,313.2737364,387.2894364,423.3833364,295.2631714,369.2788714,405.3727714
"TG(62:6) TG(16:1_22:5_24:0)",1008.89545,737.6442764,661.6129764,623.5034764,237.2213364,313.2526364,351.3621364,311.2581364,387.2894364,425.3989364,293.2475714,369.2788714,407.3883714
"TG(62:6) TG(16:1_22:4_24:1)",1008.89545,737.6442764,659.5973764,625.5190764,237.2213364,315.2682364,349.3465364,311.2581364,389.3050364,423.3833364,293.2475714,371.2944714,405.3727714
"TG(62:6) TG(15:0_22:6_25:0)",1008.89545,749.6442764,663.6286764,609.4877764,225.2213364,311.2369364,365.3778364,299.2581364,385.2737364,439.4146364,281.2475714,367.2631714,421.4040714
"TG(62:6) TG(15:1_22:5_25:0)",1008.89545,751.6599764,661.6129764,609.4877764,223.2056364,313.2526364,365.3778364,297.2424364,387.2894364,439.4146364,279.2318714,369.2788714,421.4040714
"TG(62:6) TG(14:1_22:5_26:0)",1008.89545,765.6755764,661.6129764,595.4721764,209.1900364,313.2526364,379.3934364,283.2268364,387.2894364,453.4302364,265.2162714,369.2788714,435.4196714
"TG(63:12) TG(19:0_22:6_22:6)",1010.81715,695.5033764,665.5503764,665.5503764,281.2839364,311.2369364,311.2369364,355.3207364,385.2737364,385.2737364,337.3101714,367.2631714,367.2631714
"TG(62:5) TG(20:0_20:0_22:5)",1010.91105,681.5816764,681.5816764,663.6285764,295.2995364,295.2995364,313.2526364,369.3363364,369.3363364,387.2894364,351.3257714,351.3257714,369.2788714
"TG(62:5) TG(20:0_20:1_22:4)",1010.91105,681.5816764,683.5972764,661.6129764,295.2995364,293.2839364,315.2682364,369.3363364,367.3207364,389.3050364,351.3257714,349.3101714,371.2944714
"TG(62:5) TG(20:2_20:2_22:1)",1010.91105,685.6129764,685.6129764,655.5659764,291.2682364,291.2682364,321.3152364,365.3050364,365.3050364,395.3520364,347.2944714,347.2944714,377.3414714
"TG(62:5) TG(20:1_20:2_22:2)",1010.91105,683.5972764,685.6129764,657.5816764,293.2839364,291.2682364,319.2995364,367.3207364,365.3050364,393.3363364,349.3101714,347.2944714,375.3257714
"TG(62:5) TG(20:0_20:2_22:3)",1010.91105,681.5816764,685.6129764,659.5972764,295.2995364,291.2682364,317.2839364,369.3363364,365.3050364,391.3207364,351.3257714,347.2944714,373.3101714
"TG(62:5) TG(20:2_20:3_22:0)",1010.91105,685.6129764,687.6285764,653.5503764,291.2682364,289.2526364,323.3308364,365.3050364,363.2894364,397.3676364,347.2944714,345.2788714,379.3570714
"TG(62:5) TG(20:0_20:3_22:2)",1010.91105,681.5816764,687.6285764,657.5816764,295.2995364,289.2526364,319.2995364,369.3363364,363.2894364,393.3363364,351.3257714,345.2788714,375.3257714
"TG(62:5) TG(20:1_20:4_22:0)",1010.91105,683.5972764,689.6442764,653.5503764,293.2839364,287.2369364,323.3308364,367.3207364,361.2737364,397.3676364,349.3101714,343.2631714,379.3570714
"TG(62:5) TG(20:0_20:4_22:1)",1010.91105,681.5816764,689.6442764,655.5659764,295.2995364,287.2369364,321.3152364,369.3363364,361.2737364,395.3520364,351.3257714,343.2631714,377.3414714
"TG(62:5) TG(20:0_20:5_22:0)",1010.91105,681.5816764,691.6598764,653.5503764,295.2995364,285.2213364,323.3308364,369.3363364,359.2581364,397.3676364,351.3257714,341.2475714,379.3570714
"TG(62:5) TG(18:0_20:5_24:0)",1010.91105,709.6129764,691.6598764,625.5190764,267.2682364,285.2213364,351.3621364,341.3050364,359.2581364,425.3989364,323.2944714,341.2475714,407.3883714
"TG(62:5) TG(18:0_20:4_24:1)",1010.91105,709.6129764,689.6442764,627.5346764,267.2682364,287.2369364,349.3465364,341.3050364,361.2737364,423.3833364,323.2944714,343.2631714,405.3727714
"TG(62:5) TG(18:0_22:0_22:5)",1010.91105,709.6129764,653.5503764,663.6285764,267.2682364,323.3308364,313.2526364,341.3050364,397.3676364,387.2894364,323.2944714,379.3570714,369.2788714
"TG(62:5) TG(18:0_22:1_22:4)",1010.91105,709.6129764,655.5659764,661.6129764,267.2682364,321.3152364,315.2682364,341.3050364,395.3520364,389.3050364,323.2944714,377.3414714,371.2944714
"TG(62:5) TG(18:0_22:2_22:3)",1010.91105,709.6129764,657.5816764,659.5972764,267.2682364,319.2995364,317.2839364,341.3050364,393.3363364,391.3207364,323.2944714,375.3257714,373.3101714
"TG(62:5) TG(18:1_20:4_24:0)",1010.91105,711.6285764,689.6442764,625.5190764,265.2526364,287.2369364,351.3621364,339.2894364,361.2737364,425.3989364,321.2788714,343.2631714,407.3883714
"TG(62:5) TG(18:2_18:3_26:0)",1010.91105,713.6442764,715.6598764,597.4877764,263.2369364,261.2213364,379.3934364,337.2737364,335.2581364,453.4302364,319.2631714,317.2475714,435.4196714
"TG(62:5) TG(18:1_22:0_22:4)",1010.91105,711.6285764,653.5503764,661.6129764,265.2526364,323.3308364,315.2682364,339.2894364,397.3676364,389.3050364,321.2788714,379.3570714,371.2944714
"TG(62:5) TG(18:1_22:2_22:2)",1010.91105,711.6285764,657.5816764,657.5816764,265.2526364,319.2995364,319.2995364,339.2894364,393.3363364,393.3363364,321.2788714,375.3257714,375.3257714
"TG(62:5) TG(18:2_20:3_24:0)",1010.91105,713.6442764,687.6285764,625.5190764,263.2369364,289.2526364,351.3621364,337.2737364,363.2894364,425.3989364,319.2631714,345.2788714,407.3883714
"TG(62:5) TG(18:2_20:2_24:1)",1010.91105,713.6442764,685.6129764,627.5346764,263.2369364,291.2682364,349.3465364,337.2737364,365.3050364,423.3833364,319.2631714,347.2944714,405.3727714
"TG(62:5) TG(18:1_18:4_26:0)",1010.91105,711.6285764,717.6755764,597.4877764,265.2526364,259.2056364,379.3934364,339.2894364,333.2424364,453.4302364,321.2788714,315.2318714,435.4196714
"TG(62:5) TG(18:2_22:0_22:3)",1010.91105,713.6442764,653.5503764,659.5972764,263.2369364,323.3308364,317.2839364,337.2737364,397.3676364,391.3207364,319.2631714,379.3570714,373.3101714
"TG(62:5) TG(18:2_22:1_22:2)",1010.91105,713.6442764,655.5659764,657.5816764,263.2369364,321.3152364,319.2995364,337.2737364,395.3520364,393.3363364,319.2631714,377.3414714,375.3257714
"TG(62:5) TG(18:3_20:2_24:0)",1010.91105,715.6598764,685.6129764,625.5190764,261.2213364,291.2682364,351.3621364,335.2581364,365.3050364,425.3989364,317.2475714,347.2944714,407.3883714
"TG(62:5) TG(18:3_22:0_22:2)",1010.91105,715.6598764,653.5503764,657.5816764,261.2213364,323.3308364,319.2995364,335.2581364,397.3676364,393.3363364,317.2475714,379.3570714,375.3257714
"TG(62:5) TG(18:4_20:1_24:0)",1010.91105,717.6755764,683.5972764,625.5190764,259.2056364,293.2839364,351.3621364,333.2424364,367.3207364,425.3989364,315.2318714,349.3101714,407.3883714
"TG(62:5) TG(18:4_20:0_24:1)",1010.91105,717.6755764,681.5816764,627.5346764,259.2056364,295.2995364,349.3465364,333.2424364,369.3363364,423.3833364,315.2318714,351.3257714,405.3727714
"TG(62:5) TG(18:4_22:0_22:1)",1010.91105,717.6755764,653.5503764,655.5659764,259.2056364,323.3308364,321.3152364,333.2424364,397.3676364,395.3520364,315.2318714,379.3570714,377.3414714
"TG(62:5) TG(17:1_20:4_25:0)",1010.91105,725.6442764,689.6442764,611.5033764,251.2369364,287.2369364,365.3778364,325.2737364,361.2737364,439.4146364,307.2631714,343.2631714,421.4040714
"TG(62:5) TG(17:1_22:4_23:0)",1010.91105,725.6442764,661.6129764,639.5346764,251.2369364,315.2682364,337.3465364,325.2737364,389.3050364,411.3833364,307.2631714,371.2944714,393.3727714
"TG(62:5) TG(16:0_20:5_26:0)",1010.91105,737.6442764,691.6598764,597.4877764,239.2369364,285.2213364,379.3934364,313.2737364,359.2581364,453.4302364,295.2631714,341.2475714,435.4196714
"TG(62:5) TG(16:1_20:4_26:0)",1010.91105,739.6598764,689.6442764,597.4877764,237.2213364,287.2369364,379.3934364,311.2581364,361.2737364,453.4302364,293.2475714,343.2631714,435.4196714
"TG(62:5) TG(16:0_22:5_24:0)",1010.91105,737.6442764,663.6285764,625.5190764,239.2369364,313.2526364,351.3621364,313.2737364,387.2894364,425.3989364,295.2631714,369.2788714,407.3883714
"TG(62:5) TG(16:0_22:4_24:1)",1010.91105,737.6442764,661.6129764,627.5346764,239.2369364,315.2682364,349.3465364,313.2737364,389.3050364,423.3833364,295.2631714,371.2944714,405.3727714
"TG(62:5) TG(16:1_22:4_24:0)",1010.91105,739.6598764,661.6129764,625.5190764,237.2213364,315.2682364,351.3621364,311.2581364,389.3050364,425.3989364,293.2475714,371.2944714,407.3883714
"TG(62:5) TG(15:1_22:4_25:0)",1010.91105,753.6755764,661.6129764,611.5033764,223.2056364,315.2682364,365.3778364,297.2424364,389.3050364,439.4146364,279.2318714,371.2944714,421.4040714
"TG(62:5) TG(14:0_22:5_26:0)",1010.91105,765.6755764,663.6285764,597.4877764,211.2056364,313.2526364,379.3934364,285.2424364,387.2894364,453.4302364,267.2318714,369.2788714,435.4196714
"TG(62:5) TG(14:1_22:4_26:0)",1010.91105,767.6911764,661.6129764,597.4877764,209.1900364,315.2682364,379.3934364,283.2268364,389.3050364,453.4302364,265.2162714,371.2944714,435.4196714
"TG(62:5) TG(20:1_20:1_22:3)",1010.91115,683.5973764,683.5973764,659.5973764,293.2839364,293.2839364,317.2839364,367.3207364,367.3207364,391.3207364,349.3101714,349.3101714,373.3101714
"TG(62:5) TG(20:1_20:3_22:1)",1010.91115,683.5973764,687.6286764,655.5660764,293.2839364,289.2526364,321.3152364,367.3207364,363.2894364,395.3520364,349.3101714,345.2788714,377.3414714
"TG(62:5) TG(20:5_21:0_21:0)",1010.91115,691.6599764,667.5660764,667.5660764,285.2213364,309.3152364,309.3152364,359.2581364,383.3520364,383.3520364,341.2475714,365.3414714,365.3414714
"TG(62:5) TG(19:0_20:5_23:0)",1010.91115,695.5973764,691.6599764,639.5347764,281.2839364,285.2213364,337.3465364,355.3207364,359.2581364,411.3833364,337.3101714,341.2475714,393.3727714
"TG(62:5) TG(19:0_21:0_22:5)",1010.91115,695.5973764,667.5660764,663.6286764,281.2839364,309.3152364,313.2526364,355.3207364,383.3520364,387.2894364,337.3101714,365.3414714,369.2788714
"TG(62:5) TG(18:1_20:3_24:1)",1010.91115,711.6286764,687.6286764,627.5347764,265.2526364,289.2526364,349.3465364,339.2894364,363.2894364,423.3833364,321.2788714,345.2788714,405.3727714
"TG(62:5) TG(18:1_22:1_22:3)",1010.91115,711.6286764,655.5660764,659.5973764,265.2526364,321.3152364,317.2839364,339.2894364,395.3520364,391.3207364,321.2788714,377.3414714,373.3101714
"TG(62:5) TG(18:3_20:1_24:1)",1010.91115,715.6599764,683.5973764,627.5347764,261.2213364,293.2839364,349.3465364,335.2581364,367.3207364,423.3833364,317.2475714,349.3101714,405.3727714
"TG(62:5) TG(18:3_22:1_22:1)",1010.91115,715.6599764,655.5660764,655.5660764,261.2213364,321.3152364,321.3152364,335.2581364,395.3520364,395.3520364,317.2475714,377.3414714,377.3414714
"TG(62:5) TG(17:0_20:5_25:0)",1010.91115,723.6286764,691.6599764,611.5034764,253.2526364,285.2213364,365.3778364,327.2894364,359.2581364,439.4146364,309.2788714,341.2475714,421.4040714
"TG(62:5) TG(17:0_22:5_23:0)",1010.91115,723.6286764,663.6286764,639.5347764,253.2526364,313.2526364,337.3465364,327.2894364,387.2894364,411.3833364,309.2788714,369.2788714,393.3727714
"TG(62:5) TG(17:2_20:3_25:0)",1010.91115,727.6599764,687.6286764,611.5034764,249.2213364,289.2526364,365.3778364,323.2581364,363.2894364,439.4146364,305.2475714,345.2788714,421.4040714
"TG(62:5) TG(17:2_22:3_23:0)",1010.91115,727.6599764,659.5973764,639.5347764,249.2213364,317.2839364,337.3465364,323.2581364,391.3207364,411.3833364,305.2475714,373.3101714,393.3727714
"TG(62:5) TG(16:1_22:3_24:1)",1010.91115,739.6599764,659.5973764,627.5347764,237.2213364,317.2839364,349.3465364,311.2581364,391.3207364,423.3833364,293.2475714,373.3101714,405.3727714
"TG(62:5) TG(15:0_22:5_25:0)",1010.91115,751.6599764,663.6286764,611.5034764,225.2213364,313.2526364,365.3778364,299.2581364,387.2894364,439.4146364,281.2475714,369.2788714,421.4040714
"TG(63:11) TG(20:5_21:0_22:6)",1012.83285,693.5816764,669.4877764,667.5660764,285.2213364,309.3152364,311.2369364,359.2581364,383.3520364,385.2737364,341.2475714,365.3414714,367.2631714
"TG(63:11) TG(19:0_22:5_22:6)",1012.83285,697.5190764,665.5503764,667.5660764,281.2839364,313.2526364,311.2369364,355.3207364,387.2894364,385.2737364,337.3101714,369.2788714,367.2631714
"TG(62:4) TG(20:0_20:0_22:4)",1012.92665,683.5972764,683.5972764,663.6285764,295.2995364,295.2995364,315.2682364,369.3363364,369.3363364,389.3050364,351.3257714,351.3257714,371.2944714
"TG(62:4) TG(20:2_20:2_22:0)",1012.92665,687.6285764,687.6285764,655.5659764,291.2682364,291.2682364,323.3308364,365.3050364,365.3050364,397.3676364,347.2944714,347.2944714,379.3570714
"TG(62:4) TG(20:0_20:2_22:2)",1012.92665,683.5972764,687.6285764,659.5972764,295.2995364,291.2682364,319.2995364,369.3363364,365.3050364,393.3363364,351.3257714,347.2944714,375.3257714
"TG(62:4) TG(20:0_20:4_22:0)",1012.92665,683.5972764,691.6598764,655.5659764,295.2995364,287.2369364,323.3308364,369.3363364,361.2737364,397.3676364,351.3257714,343.2631714,379.3570714
"TG(62:4) TG(18:0_20:4_24:0)",1012.92665,711.6285764,691.6598764,627.5346764,267.2682364,287.2369364,351.3621364,341.3050364,361.2737364,425.3989364,323.2944714,343.2631714,407.3883714
"TG(62:4) TG(18:2_18:2_26:0)",1012.92665,715.6598764,715.6598764,599.5033764,263.2369364,263.2369364,379.3934364,337.2737364,337.2737364,453.4302364,319.2631714,319.2631714,435.4196714
"TG(62:4) TG(18:0_22:0_22:4)",1012.92665,711.6285764,655.5659764,663.6285764,267.2682364,323.3308364,315.2682364,341.3050364,397.3676364,389.3050364,323.2944714,379.3570714,371.2944714
"TG(62:4) TG(18:0_22:2_22:2)",1012.92665,711.6285764,659.5972764,659.5972764,267.2682364,319.2995364,319.2995364,341.3050364,393.3363364,393.3363364,323.2944714,375.3257714,375.3257714
"TG(62:4) TG(18:2_20:2_24:0)",1012.92665,715.6598764,687.6285764,627.5346764,263.2369364,291.2682364,351.3621364,337.2737364,365.3050364,425.3989364,319.2631714,347.2944714,407.3883714
"TG(62:4) TG(18:0_18:4_26:0)",1012.92665,711.6285764,719.6911764,599.5033764,267.2682364,259.2056364,379.3934364,341.3050364,333.2424364,453.4302364,323.2944714,315.2318714,435.4196714
"TG(62:4) TG(18:2_22:0_22:2)",1012.92665,715.6598764,655.5659764,659.5972764,263.2369364,323.3308364,319.2995364,337.2737364,397.3676364,393.3363364,319.2631714,379.3570714,375.3257714
"TG(62:4) TG(18:4_20:0_24:0)",1012.92665,719.6911764,683.5972764,627.5346764,259.2056364,295.2995364,351.3621364,333.2424364,369.3363364,425.3989364,315.2318714,351.3257714,407.3883714
"TG(62:4) TG(18:4_22:0_22:0)",1012.92665,719.6911764,655.5659764,655.5659764,259.2056364,323.3308364,323.3308364,333.2424364,397.3676364,397.3676364,315.2318714,379.3570714,379.3570714
"TG(62:4) TG(16:0_20:4_26:0)",1012.92665,739.6598764,691.6598764,599.5033764,239.2369364,287.2369364,379.3934364,313.2737364,361.2737364,453.4302364,295.2631714,343.2631714,435.4196714
"TG(62:4) TG(16:0_22:4_24:0)",1012.92665,739.6598764,663.6285764,627.5346764,239.2369364,315.2682364,351.3621364,313.2737364,389.3050364,425.3989364,295.2631714,371.2944714,407.3883714
"TG(62:4) TG(14:0_22:4_26:0)",1012.92665,767.6911764,663.6285764,599.5033764,211.2056364,315.2682364,379.3934364,285.2424364,389.3050364,453.4302364,267.2318714,371.2944714,435.4196714
"TG(62:4) TG(20:1_20:1_22:2)",1012.92675,685.6129764,685.6129764,659.5973764,293.2839364,293.2839364,319.2995364,367.3207364,367.3207364,393.3363364,349.3101714,349.3101714,375.3257714
"TG(62:4) TG(20:0_20:1_22:3)",1012.92675,683.5973764,685.6129764,661.6129764,295.2995364,293.2839364,317.2839364,369.3363364,367.3207364,391.3207364,351.3257714,349.3101714,373.3101714
"TG(62:4) TG(20:1_20:2_22:1)",1012.92675,685.6129764,687.6286764,657.5816764,293.2839364,291.2682364,321.3152364,367.3207364,365.3050364,395.3520364,349.3101714,347.2944714,377.3414714
"TG(62:4) TG(20:1_20:3_22:0)",1012.92675,685.6129764,689.6442764,655.5660764,293.2839364,289.2526364,323.3308364,367.3207364,363.2894364,397.3676364,349.3101714,345.2788714,379.3570714
"TG(62:4) TG(20:0_20:3_22:1)",1012.92675,683.5973764,689.6442764,657.5816764,295.2995364,289.2526364,321.3152364,369.3363364,363.2894364,395.3520364,351.3257714,345.2788714,377.3414714
"TG(62:4) TG(20:4_21:0_21:0)",1012.92675,691.6599764,669.5816764,669.5816764,287.2369364,309.3152364,309.3152364,361.2737364,383.3520364,383.3520364,343.2631714,365.3414714,365.3414714
"TG(62:4) TG(19:0_20:4_23:0)",1012.92675,697.6129764,691.6599764,641.5503764,281.2839364,287.2369364,337.3465364,355.3207364,361.2737364,411.3833364,337.3101714,343.2631714,393.3727714
"TG(62:4) TG(19:0_21:0_22:4)",1012.92675,697.6129764,669.5816764,663.6286764,281.2839364,309.3152364,315.2682364,355.3207364,383.3520364,389.3050364,337.3101714,365.3414714,371.2944714
"TG(62:4) TG(18:0_20:3_24:1)",1012.92675,711.6286764,689.6442764,629.5503764,267.2682364,289.2526364,349.3465364,341.3050364,363.2894364,423.3833364,323.2944714,345.2788714,405.3727714
"TG(62:4) TG(18:0_22:1_22:3)",1012.92675,711.6286764,657.5816764,661.6129764,267.2682364,321.3152364,317.2839364,341.3050364,395.3520364,391.3207364,323.2944714,377.3414714,373.3101714
"TG(62:4) TG(18:1_20:3_24:0)",1012.92675,713.6442764,689.6442764,627.5347764,265.2526364,289.2526364,351.3621364,339.2894364,363.2894364,425.3989364,321.2788714,345.2788714,407.3883714
"TG(62:4) TG(18:1_20:2_24:1)",1012.92675,713.6442764,687.6286764,629.5503764,265.2526364,291.2682364,349.3465364,339.2894364,365.3050364,423.3833364,321.2788714,347.2944714,405.3727714
"TG(62:4) TG(18:1_18:3_26:0)",1012.92675,713.6442764,717.6755764,599.5034764,265.2526364,261.2213364,379.3934364,339.2894364,335.2581364,453.4302364,321.2788714,317.2475714,435.4196714
"TG(62:4) TG(18:1_22:0_22:3)",1012.92675,713.6442764,655.5660764,661.6129764,265.2526364,323.3308364,317.2839364,339.2894364,397.3676364,391.3207364,321.2788714,379.3570714,373.3101714
"TG(62:4) TG(18:1_22:1_22:2)",1012.92675,713.6442764,657.5816764,659.5973764,265.2526364,321.3152364,319.2995364,339.2894364,395.3520364,393.3363364,321.2788714,377.3414714,375.3257714
"TG(62:4) TG(18:2_20:1_24:1)",1012.92675,715.6599764,685.6129764,629.5503764,263.2369364,293.2839364,349.3465364,337.2737364,367.3207364,423.3833364,319.2631714,349.3101714,405.3727714
"TG(62:4) TG(18:2_22:1_22:1)",1012.92675,715.6599764,657.5816764,657.5816764,263.2369364,321.3152364,321.3152364,337.2737364,395.3520364,395.3520364,319.2631714,377.3414714,377.3414714
"TG(62:4) TG(18:3_20:1_24:0)",1012.92675,717.6755764,685.6129764,627.5347764,261.2213364,293.2839364,351.3621364,335.2581364,367.3207364,425.3989364,317.2475714,349.3101714,407.3883714
"TG(62:4) TG(18:3_20:0_24:1)",1012.92675,717.6755764,683.5973764,629.5503764,261.2213364,295.2995364,349.3465364,335.2581364,369.3363364,423.3833364,317.2475714,351.3257714,405.3727714
"TG(62:4) TG(18:4_19:0_25:0)",1012.92675,719.6912764,697.6129764,613.5190764,259.2056364,281.2839364,365.3778364,333.2424364,355.3207364,439.4146364,315.2318714,337.3101714,421.4040714
"TG(62:4) TG(18:3_22:0_22:1)",1012.92675,717.6755764,655.5660764,657.5816764,261.2213364,323.3308364,321.3152364,335.2581364,397.3676364,395.3520364,317.2475714,379.3570714,377.3414714
"TG(62:4) TG(18:4_21:0_23:0)",1012.92675,719.6912764,669.5816764,641.5503764,259.2056364,309.3152364,337.3465364,333.2424364,383.3520364,411.3833364,315.2318714,365.3414714,393.3727714
"TG(62:4) TG(17:0_20:4_25:0)",1012.92675,725.6442764,691.6599764,613.5190764,253.2526364,287.2369364,365.3778364,327.2894364,361.2737364,439.4146364,309.2788714,343.2631714,421.4040714
"TG(62:4) TG(17:0_22:4_23:0)",1012.92675,725.6442764,663.6286764,641.5503764,253.2526364,315.2682364,337.3465364,327.2894364,389.3050364,411.3833364,309.2788714,371.2944714,393.3727714
"TG(62:4) TG(17:1_20:3_25:0)",1012.92675,727.6599764,689.6442764,613.5190764,251.2369364,289.2526364,365.3778364,325.2737364,363.2894364,439.4146364,307.2631714,345.2788714,421.4040714
"TG(62:4) TG(17:1_22:3_23:0)",1012.92675,727.6599764,661.6129764,641.5503764,251.2369364,317.2839364,337.3465364,325.2737364,391.3207364,411.3833364,307.2631714,373.3101714,393.3727714
"TG(62:4) TG(17:2_20:2_25:0)",1012.92675,729.6755764,687.6286764,613.5190764,249.2213364,291.2682364,365.3778364,323.2581364,365.3050364,439.4146364,305.2475714,347.2944714,421.4040714
"TG(62:4) TG(17:2_22:2_23:0)",1012.92675,729.6755764,659.5973764,641.5503764,249.2213364,319.2995364,337.3465364,323.2581364,393.3363364,411.3833364,305.2475714,375.3257714,393.3727714
"TG(62:4) TG(16:1_20:3_26:0)",1012.92675,741.6755764,689.6442764,599.5034764,237.2213364,289.2526364,379.3934364,311.2581364,363.2894364,453.4302364,293.2475714,345.2788714,435.4196714
