HexCer,[M+H]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d18:2/31:0),908.7919,890.78134,728.7285,710.7179,280.2635,262.2529
HexCer(d18:2/31:1),906.7762,888.76564,726.7128,708.7022,280.2635,262.2529
HexCer(d18:2/32:0),922.8075,904.79694,742.7441,724.7335,280.2635,262.2529
HexCer(d18:2/32:1),920.7919,902.78134,740.7285,722.7179,280.2635,262.2529
HexCer(d18:2/32:2),918.7762,900.76564,738.7128,720.7022,280.2635,262.2529
HexCer(d18:2/33:0),936.8231,918.81254,756.7598,738.7491,280.2635,262.2529
HexCer(d18:2/33:1),934.8075,916.79694,754.7441,736.7335,280.2635,262.2529
HexCer(d18:2/34:0),950.8388,932.82824,770.7754,752.7648,280.2635,262.2529
HexCer(d18:2/34:1),948.8231,930.81254,768.7598,750.7491,280.2635,262.2529
HexCer(d18:2/34:2),946.8075,928.79694,766.7441,748.7335,280.2635,262.2529
HexCer(d18:2/35:0),964.8544,946.84384,784.791,766.7805,280.2635,262.2529
HexCer(d18:2/35:1),962.8388,944.82824,782.7754,764.7648,280.2635,262.2529
HexCer(d18:2/36:0),978.8701,960.85954,798.8067,780.7961,280.2635,262.2529
HexCer(d18:2/36:1),976.8544,958.84384,796.791,778.7805,280.2635,262.2529
HexCer(d18:2/36:2),974.8388,956.82824,794.7754,776.7648,280.2635,262.2529
HexCer(d18:2/38:0),1006.901,988.89044,826.838,808.8274,280.2635,262.2529
HexCer(d18:2/38:1),1004.886,986.87544,824.8223,806.8118,280.2635,262.2529
HexCer(d18:2/38:2),1002.87,984.85944,822.8067,804.7961,280.2635,262.2529
HexCer(d18:2/40:0),1034.933,1016.92244,854.8693,836.8587,280.2635,262.2529
HexCer(d18:2/40:1),1032.917,1014.90644,852.8536,834.8431,280.2635,262.2529
HexCer(d18:2/40:2),1030.901,1012.89044,850.838,832.8274,280.2635,262.2529
HexCer(d18:2/42:0),1062.964,1044.95344,882.9006,864.89,280.2635,262.2529
HexCer(d18:2/42:1),1060.948,1042.93744,880.8849,862.8744,280.2635,262.2529
HexCer(d18:2/42:2),1058.933,1040.92244,878.8693,860.8587,280.2635,262.2529
HexCer(d18:3/12:0),640.4788,622.46824,460.4154,442.4049,278.2479,260.2373
HexCer(d18:3/12:1),638.4632,620.45264,458.3998,440.3892,278.2479,260.2373
HexCer(d18:3/13:0),654.4945,636.48394,474.4311,456.4205,278.2479,260.2373
HexCer(d18:3/13:1),652.4788,634.46824,472.4154,454.4049,278.2479,260.2373
HexCer(d18:3/14:0),668.5101,650.49954,488.4467,470.4362,278.2479,260.2373
HexCer(d18:3/14:1),666.4945,648.48394,486.4311,468.4205,278.2479,260.2373
HexCer(d18:3/15:0),682.5258,664.51524,502.4624,484.4518,278.2479,260.2373
HexCer(d18:3/15:1),680.5101,662.49954,500.4467,482.4362,278.2479,260.2373
HexCer(d18:3/16:0),696.5414,678.53084,516.478,498.4675,278.2479,260.2373
HexCer(d18:3/16:1),694.5258,676.51524,514.4624,496.4518,278.2479,260.2373
HexCer(d18:3/16:2),692.5101,674.49954,512.4467,494.4362,278.2479,260.2373
HexCer(d18:3/17:0),710.5571,692.54654,530.4937,512.4831,278.2479,260.2373
HexCer(d18:3/18:0),724.5728,706.56224,544.5093,526.4988,278.2479,260.2373
HexCer(d18:3/18:1),722.5571,704.54654,542.4937,524.4831,278.2479,260.2373
HexCer(d18:3/18:2),720.5414,702.53084,540.478,522.4675,278.2479,260.2373
HexCer(d18:3/19:0),738.5884,720.57784,558.525,540.5144,278.2479,260.2373
HexCer(d18:3/19:1),736.5728,718.56224,556.5093,538.4988,278.2479,260.2373
HexCer(d18:3/20:0),752.6041,734.59354,572.5406,554.5301,278.2479,260.2373
HexCer(d18:3/20:1),750.5884,732.57784,570.525,552.5144,278.2479,260.2373
HexCer(d18:3/20:2),748.5728,730.56224,568.5093,550.4988,278.2479,260.2373
HexCer(d18:3/21:0),766.6197,748.60914,586.5563,568.5457,278.2479,260.2373
HexCer(d18:3/21:1),764.6041,746.59354,584.5406,566.5301,278.2479,260.2373
HexCer(d18:3/22:0),780.6353,762.62474,600.572,582.5613,278.2479,260.2373
HexCer(d18:3/22:1),778.6197,760.60914,598.5563,580.5457,278.2479,260.2373
HexCer(d18:3/22:2),776.6041,758.59354,596.5406,578.5301,278.2479,260.2373
HexCer(d18:3/23:0),794.651,776.64044,614.5876,596.577,278.2479,260.2373
HexCer(d18:3/23:1),792.6353,774.62474,612.572,594.5613,278.2479,260.2373
HexCer(d18:3/24:0),808.6666,790.65604,628.6032,610.5927,278.2479,260.2373
HexCer(d18:3/24:1),806.651,788.64044,626.5876,608.577,278.2479,260.2373
HexCer(d18:3/24:2),804.6353,786.62474,624.572,606.5613,278.2479,260.2373
HexCer(d18:3/25:0),822.6823,804.67174,642.6189,624.6083,278.2479,260.2373
HexCer(d18:3/25:1),820.6666,802.65604,640.6032,622.5927,278.2479,260.2373
HexCer(d18:3/26:0),836.6979,818.68734,656.6345,638.624,278.2479,260.2373
HexCer(d18:3/26:1),834.6823,816.67174,654.6189,636.6083,278.2479,260.2373
HexCer(d18:3/26:2),832.6666,814.65604,652.6032,634.5927,278.2479,260.2373
HexCer(d18:3/27:0),850.7136,832.70304,670.6502,652.6396,278.2479,260.2373
HexCer(d18:3/27:1),848.6979,830.68734,668.6345,650.624,278.2479,260.2373
HexCer(d18:3/28:0),864.7292,846.71864,684.6658,666.6553,278.2479,260.2373
HexCer(d18:3/28:1),862.7136,844.70304,682.6502,664.6396,278.2479,260.2373
HexCer(d18:3/28:2),860.6979,842.68734,680.6345,662.624,278.2479,260.2373
HexCer(d18:3/29:0),878.7449,860.73434,698.6815,680.6709,278.2479,260.2373
HexCer(d18:3/29:1),876.7292,858.71864,696.6658,678.6553,278.2479,260.2373
HexCer(d18:3/30:0),892.7606,874.75004,712.6971,694.6866,278.2479,260.2373
HexCer(d18:3/30:1),890.7449,872.73434,710.6815,692.6709,278.2479,260.2373
HexCer(d18:3/30:2),888.7292,870.71864,708.6658,690.6553,278.2479,260.2373
HexCer(d18:3/31:0),906.7762,888.76564,726.7128,708.7022,278.2479,260.2373
HexCer(d18:3/31:1),904.7606,886.75004,724.6971,706.6866,278.2479,260.2373
HexCer(d18:3/32:0),920.7919,902.78134,740.7285,722.7179,278.2479,260.2373
HexCer(d18:3/32:1),918.7762,900.76564,738.7128,720.7022,278.2479,260.2373
HexCer(d18:3/32:2),916.7606,898.75004,736.6971,718.6866,278.2479,260.2373
HexCer(d18:3/33:0),934.8075,916.79694,754.7441,736.7335,278.2479,260.2373
HexCer(d18:3/33:1),932.7919,914.78134,752.7285,734.7179,278.2479,260.2373
HexCer(d18:3/34:0),948.8231,930.81254,768.7598,750.7491,278.2479,260.2373
HexCer(d18:3/34:1),946.8075,928.79694,766.7441,748.7335,278.2479,260.2373
HexCer(d18:3/34:2),944.7919,926.78134,764.7285,746.7179,278.2479,260.2373
HexCer(d18:3/35:0),962.8388,944.82824,782.7754,764.7648,278.2479,260.2373
HexCer(d18:3/35:1),960.8231,942.81254,780.7598,762.7491,278.2479,260.2373
HexCer(d18:3/36:0),976.8544,958.84384,796.791,778.7805,278.2479,260.2373
HexCer(d18:3/36:1),974.8388,956.82824,794.7754,776.7648,278.2479,260.2373
HexCer(d18:3/36:2),972.8231,954.81254,792.7598,774.7491,278.2479,260.2373
HexCer(d18:3/38:0),1004.886,986.87544,824.8223,806.8118,278.2479,260.2373
HexCer(d18:3/38:1),1002.87,984.85944,822.8067,804.7961,278.2479,260.2373
HexCer(d18:3/38:2),1000.854,982.84344,820.791,802.7805,278.2479,260.2373
HexCer(d18:3/40:0),1032.917,1014.90644,852.8536,834.8431,278.2479,260.2373
HexCer(d18:3/40:1),1030.901,1012.89044,850.838,832.8274,278.2479,260.2373
HexCer(d18:3/40:2),1028.886,1010.87544,848.8223,830.8118,278.2479,260.2373
HexCer(d18:3/42:0),1060.948,1042.93744,880.8849,862.8744,278.2479,260.2373
HexCer(d18:3/42:1),1058.933,1040.92244,878.8693,860.8587,278.2479,260.2373
HexCer(d18:3/42:2),1056.917,1038.90644,876.8536,858.8431,278.2479,260.2373
HexCer(d19:1/12:0),658.5258,640.51524,478.4624,460.4518,296.2948,278.2842
HexCer(d19:1/12:1),656.5101,638.49954,476.4467,458.4362,296.2948,278.2842
HexCer(d19:1/13:0),672.5414,654.53084,492.478,474.4675,296.2948,278.2842
HexCer(d19:1/13:1),670.5258,652.51524,490.4624,472.4518,296.2948,278.2842
HexCer(d19:1/14:0),686.5571,668.54654,506.4937,488.4831,296.2948,278.2842
HexCer(d19:1/14:1),684.5414,666.53084,504.478,486.4675,296.2948,278.2842
HexCer(d19:1/15:0),700.5728,682.56224,520.5093,502.4988,296.2948,278.2842
HexCer(d19:1/15:1),698.5571,680.54654,518.4937,500.4831,296.2948,278.2842
HexCer(d19:1/16:0),714.5884,696.57784,534.525,516.5144,296.2948,278.2842
HexCer(d19:1/16:1),712.5728,694.56224,532.5093,514.4988,296.2948,278.2842
HexCer(d19:1/16:2),710.5571,692.54654,530.4937,512.4831,296.2948,278.2842
HexCer(d19:1/17:0),728.6041,710.59354,548.5406,530.5301,296.2948,278.2842
HexCer(d19:1/18:0),742.6197,724.60914,562.5563,544.5457,296.2948,278.2842
HexCer(d19:1/18:1),740.6041,722.59354,560.5406,542.5301,296.2948,278.2842
HexCer(d19:1/18:2),738.5884,720.57784,558.525,540.5144,296.2948,278.2842
HexCer(d19:1/19:0),756.6353,738.62474,576.572,558.5613,296.2948,278.2842
HexCer(d19:1/19:1),754.6197,736.60914,574.5563,556.5457,296.2948,278.2842
HexCer(d19:1/20:0),770.651,752.64044,590.5876,572.577,296.2948,278.2842
HexCer(d19:1/20:1),768.6353,750.62474,588.572,570.5613,296.2948,278.2842
HexCer(d19:1/20:2),766.6197,748.60914,586.5563,568.5457,296.2948,278.2842
HexCer(d19:1/21:0),784.6666,766.65604,604.6032,586.5927,296.2948,278.2842
HexCer(d19:1/21:1),782.651,764.64044,602.5876,584.577,296.2948,278.2842
HexCer(d19:1/22:0),798.6823,780.67174,618.6189,600.6083,296.2948,278.2842
HexCer(d19:1/22:1),796.6666,778.65604,616.6032,598.5927,296.2948,278.2842
HexCer(d19:1/22:2),794.651,776.64044,614.5876,596.577,296.2948,278.2842
HexCer(d19:1/23:0),812.6979,794.68734,632.6345,614.624,296.2948,278.2842
HexCer(d19:1/23:1),810.6823,792.67174,630.6189,612.6083,296.2948,278.2842
HexCer(d19:1/24:0),826.7136,808.70304,646.6502,628.6396,296.2948,278.2842
HexCer(d19:1/24:1),824.6979,806.68734,644.6345,626.624,296.2948,278.2842
HexCer(d19:1/24:2),822.6823,804.67174,642.6189,624.6083,296.2948,278.2842
HexCer(d19:1/25:0),840.7292,822.71864,660.6658,642.6553,296.2948,278.2842
HexCer(d19:1/25:1),838.7136,820.70304,658.6502,640.6396,296.2948,278.2842
HexCer(d19:1/26:0),854.7449,836.73434,674.6815,656.6709,296.2948,278.2842
HexCer(d19:1/26:1),852.7292,834.71864,672.6658,654.6553,296.2948,278.2842
HexCer(d19:1/26:2),850.7136,832.70304,670.6502,652.6396,296.2948,278.2842
HexCer(d19:1/27:0),868.7606,850.75004,688.6971,670.6866,296.2948,278.2842
HexCer(d19:1/27:1),866.7449,848.73434,686.6815,668.6709,296.2948,278.2842
HexCer(d19:1/28:0),882.7762,864.76564,702.7128,684.7022,296.2948,278.2842
HexCer(d19:1/28:1),880.7606,862.75004,700.6971,682.6866,296.2948,278.2842
HexCer(d19:1/28:2),878.7449,860.73434,698.6815,680.6709,296.2948,278.2842
HexCer(d19:1/29:0),896.7919,878.78134,716.7285,698.7179,296.2948,278.2842
HexCer(d19:1/29:1),894.7762,876.76564,714.7128,696.7022,296.2948,278.2842
HexCer(d19:1/30:0),910.8075,892.79694,730.7441,712.7335,296.2948,278.2842
HexCer(d19:1/30:1),908.7919,890.78134,728.7285,710.7179,296.2948,278.2842
HexCer(d19:1/30:2),906.7762,888.76564,726.7128,708.7022,296.2948,278.2842
HexCer(d19:1/31:0),924.8231,906.81254,744.7598,726.7491,296.2948,278.2842
HexCer(d19:1/31:1),922.8075,904.79694,742.7441,724.7335,296.2948,278.2842
HexCer(d19:1/32:0),938.8388,920.82824,758.7754,740.7648,296.2948,278.2842
HexCer(d19:1/32:1),936.8231,918.81254,756.7598,738.7491,296.2948,278.2842
HexCer(d19:1/32:2),934.8075,916.79694,754.7441,736.7335,296.2948,278.2842
HexCer(d19:1/33:0),952.8544,934.84384,772.791,754.7805,296.2948,278.2842
HexCer(d19:1/33:1),950.8388,932.82824,770.7754,752.7648,296.2948,278.2842
HexCer(d19:1/34:0),966.8701,948.85954,786.8067,768.7961,296.2948,278.2842
HexCer(d19:1/34:1),964.8544,946.84384,784.791,766.7805,296.2948,278.2842
HexCer(d19:1/34:2),962.8388,944.82824,782.7754,764.7648,296.2948,278.2842
HexCer(d19:1/35:0),980.8857,962.87514,800.8223,782.8118,296.2948,278.2842
HexCer(d19:1/35:1),978.8701,960.85954,798.8067,780.7961,296.2948,278.2842
HexCer(d19:1/36:0),994.9014,976.89084,814.838,796.8274,296.2948,278.2842
HexCer(d19:1/36:1),992.8857,974.87514,812.8223,794.8118,296.2948,278.2842
HexCer(d19:1/36:2),990.8701,972.85954,810.8067,792.7961,296.2948,278.2842
HexCer(d19:1/38:0),1022.933,1004.92244,842.8693,824.8587,296.2948,278.2842
HexCer(d19:1/38:1),1020.917,1002.90644,840.8536,822.8431,296.2948,278.2842
HexCer(d19:1/38:2),1018.901,1000.89044,838.838,820.8274,296.2948,278.2842
HexCer(d19:1/40:0),1050.964,1032.95344,870.9006,852.89,296.2948,278.2842
HexCer(d19:1/40:1),1048.948,1030.93744,868.8849,850.8744,296.2948,278.2842
HexCer(d19:1/40:2),1046.933,1028.92244,866.8693,848.8587,296.2948,278.2842
HexCer(d19:1/42:0),1078.995,1060.98444,898.9319,880.9213,296.2948,278.2842
HexCer(d19:1/42:1),1076.98,1058.96944,896.9163,878.9056,296.2948,278.2842
HexCer(d19:1/42:2),1074.964,1056.95344,894.9006,876.89,296.2948,278.2842
HexCer(d19:2/12:0),656.5101,638.49954,476.4467,458.4362,294.2791,276.2686
HexCer(d19:2/12:1),654.4945,636.48394,474.4311,456.4205,294.2791,276.2686
HexCer(d19:2/13:0),670.5258,652.51524,490.4624,472.4518,294.2791,276.2686
HexCer(d19:2/13:1),668.5101,650.49954,488.4467,470.4362,294.2791,276.2686
HexCer(d19:2/14:0),684.5414,666.53084,504.478,486.4675,294.2791,276.2686
HexCer(d19:2/14:1),682.5258,664.51524,502.4624,484.4518,294.2791,276.2686
HexCer(d19:2/15:0),698.5571,680.54654,518.4937,500.4831,294.2791,276.2686
HexCer(d19:2/15:1),696.5414,678.53084,516.478,498.4675,294.2791,276.2686
HexCer(d19:2/16:0),712.5728,694.56224,532.5093,514.4988,294.2791,276.2686
HexCer(d19:2/16:1),710.5571,692.54654,530.4937,512.4831,294.2791,276.2686
HexCer(d19:2/16:2),708.5414,690.53084,528.478,510.4675,294.2791,276.2686
HexCer(d19:2/17:0),726.5884,708.57784,546.525,528.5144,294.2791,276.2686
HexCer(d19:2/18:0),740.6041,722.59354,560.5406,542.5301,294.2791,276.2686
HexCer(d19:2/18:1),738.5884,720.57784,558.525,540.5144,294.2791,276.2686
HexCer(d19:2/18:2),736.5728,718.56224,556.5093,538.4988,294.2791,276.2686
HexCer(d19:2/19:0),754.6197,736.60914,574.5563,556.5457,294.2791,276.2686
HexCer(d19:2/19:1),752.6041,734.59354,572.5406,554.5301,294.2791,276.2686
HexCer(d19:2/20:0),768.6353,750.62474,588.572,570.5613,294.2791,276.2686
HexCer(d19:2/20:1),766.6197,748.60914,586.5563,568.5457,294.2791,276.2686
HexCer(d19:2/20:2),764.6041,746.59354,584.5406,566.5301,294.2791,276.2686
HexCer(d19:2/21:0),782.651,764.64044,602.5876,584.577,294.2791,276.2686
HexCer(d19:2/21:1),780.6353,762.62474,600.572,582.5613,294.2791,276.2686
HexCer(d19:2/22:0),796.6666,778.65604,616.6032,598.5927,294.2791,276.2686
HexCer(d19:2/22:1),794.651,776.64044,614.5876,596.577,294.2791,276.2686
HexCer(d19:2/22:2),792.6353,774.62474,612.572,594.5613,294.2791,276.2686
HexCer(d19:2/23:0),810.6823,792.67174,630.6189,612.6083,294.2791,276.2686
HexCer(d19:2/23:1),808.6666,790.65604,628.6032,610.5927,294.2791,276.2686
HexCer(d19:2/24:0),824.6979,806.68734,644.6345,626.624,294.2791,276.2686
HexCer(d19:2/24:1),822.6823,804.67174,642.6189,624.6083,294.2791,276.2686
HexCer(d19:2/24:2),820.6666,802.65604,640.6032,622.5927,294.2791,276.2686
HexCer(d19:2/25:0),838.7136,820.70304,658.6502,640.6396,294.2791,276.2686
HexCer(d19:2/25:1),836.6979,818.68734,656.6345,638.624,294.2791,276.2686
HexCer(d19:2/26:0),852.7292,834.71864,672.6658,654.6553,294.2791,276.2686
HexCer(d19:2/26:1),850.7136,832.70304,670.6502,652.6396,294.2791,276.2686
HexCer(d19:2/26:2),848.6979,830.68734,668.6345,650.624,294.2791,276.2686
HexCer(d19:2/27:0),866.7449,848.73434,686.6815,668.6709,294.2791,276.2686
HexCer(d19:2/27:1),864.7292,846.71864,684.6658,666.6553,294.2791,276.2686
HexCer(d19:2/28:0),880.7606,862.75004,700.6971,682.6866,294.2791,276.2686
HexCer(d19:2/28:1),878.7449,860.73434,698.6815,680.6709,294.2791,276.2686
HexCer(d19:2/28:2),876.7292,858.71864,696.6658,678.6553,294.2791,276.2686
HexCer(d19:2/29:0),894.7762,876.76564,714.7128,696.7022,294.2791,276.2686
HexCer(d19:2/29:1),892.7606,874.75004,712.6971,694.6866,294.2791,276.2686
HexCer(d19:2/30:0),908.7919,890.78134,728.7285,710.7179,294.2791,276.2686
HexCer(d19:2/30:1),906.7762,888.76564,726.7128,708.7022,294.2791,276.2686
HexCer(d19:2/30:2),904.7606,886.75004,724.6971,706.6866,294.2791,276.2686
HexCer(d19:2/31:0),922.8075,904.79694,742.7441,724.7335,294.2791,276.2686
HexCer(d19:2/31:1),920.7919,902.78134,740.7285,722.7179,294.2791,276.2686
HexCer(d19:2/32:0),936.8231,918.81254,756.7598,738.7491,294.2791,276.2686
HexCer(d19:2/32:1),934.8075,916.79694,754.7441,736.7335,294.2791,276.2686
HexCer(d19:2/32:2),932.7919,914.78134,752.7285,734.7179,294.2791,276.2686
HexCer(d19:2/33:0),950.8388,932.82824,770.7754,752.7648,294.2791,276.2686
HexCer(d19:2/33:1),948.8231,930.81254,768.7598,750.7491,294.2791,276.2686
HexCer(d19:2/34:0),964.8544,946.84384,784.791,766.7805,294.2791,276.2686
HexCer(d19:2/34:1),962.8388,944.82824,782.7754,764.7648,294.2791,276.2686
HexCer(d19:2/34:2),960.8231,942.81254,780.7598,762.7491,294.2791,276.2686
HexCer(d19:2/35:0),978.8701,960.85954,798.8067,780.7961,294.2791,276.2686
HexCer(d19:2/35:1),976.8544,958.84384,796.791,778.7805,294.2791,276.2686
HexCer(d19:2/36:0),992.8857,974.87514,812.8223,794.8118,294.2791,276.2686
HexCer(d19:2/36:1),990.8701,972.85954,810.8067,792.7961,294.2791,276.2686
HexCer(d19:2/36:2),988.8544,970.84384,808.791,790.7805,294.2791,276.2686
HexCer(d19:2/38:0),1020.917,1002.90644,840.8536,822.8431,294.2791,276.2686
HexCer(d19:2/38:1),1018.901,1000.89044,838.838,820.8274,294.2791,276.2686
HexCer(d19:2/38:2),1016.886,998.87544,836.8223,818.8118,294.2791,276.2686
HexCer(d19:2/40:0),1048.948,1030.93744,868.8849,850.8744,294.2791,276.2686
HexCer(d19:2/40:1),1046.933,1028.92244,866.8693,848.8587,294.2791,276.2686
HexCer(d19:2/40:2),1044.917,1026.90644,864.8536,846.8431,294.2791,276.2686
HexCer(d19:2/42:0),1076.98,1058.96944,896.9163,878.9056,294.2791,276.2686
HexCer(d19:2/42:1),1074.964,1056.95344,894.9006,876.89,294.2791,276.2686
HexCer(d19:2/42:2),1072.948,1054.93744,892.8849,874.8744,294.2791,276.2686
HexCer(d19:3/12:0),654.4945,636.48394,474.4311,456.4205,292.2635,274.2529
HexCer(d19:3/12:1),652.4788,634.46824,472.4154,454.4049,292.2635,274.2529
HexCer(d19:3/13:0),668.5101,650.49954,488.4467,470.4362,292.2635,274.2529
HexCer(d19:3/13:1),666.4945,648.48394,486.4311,468.4205,292.2635,274.2529
HexCer(d19:3/14:0),682.5258,664.51524,502.4624,484.4518,292.2635,274.2529
HexCer(d19:3/14:1),680.5101,662.49954,500.4467,482.4362,292.2635,274.2529
HexCer(d19:3/15:0),696.5414,678.53084,516.478,498.4675,292.2635,274.2529
HexCer(d19:3/15:1),694.5258,676.51524,514.4624,496.4518,292.2635,274.2529
HexCer(d19:3/16:0),710.5571,692.54654,530.4937,512.4831,292.2635,274.2529
HexCer(d19:3/16:1),708.5414,690.53084,528.478,510.4675,292.2635,274.2529
HexCer(d19:3/16:2),706.5258,688.51524,526.4624,508.4518,292.2635,274.2529
HexCer(d19:3/17:0),724.5728,706.56224,544.5093,526.4988,292.2635,274.2529
HexCer(d19:3/18:0),738.5884,720.57784,558.525,540.5144,292.2635,274.2529
HexCer(d19:3/18:1),736.5728,718.56224,556.5093,538.4988,292.2635,274.2529
HexCer(d19:3/18:2),734.5571,716.54654,554.4937,536.4831,292.2635,274.2529
HexCer(d19:3/19:0),752.6041,734.59354,572.5406,554.5301,292.2635,274.2529
HexCer(d19:3/19:1),750.5884,732.57784,570.525,552.5144,292.2635,274.2529
HexCer(d19:3/20:0),766.6197,748.60914,586.5563,568.5457,292.2635,274.2529
HexCer(d19:3/20:1),764.6041,746.59354,584.5406,566.5301,292.2635,274.2529
HexCer(d19:3/20:2),762.5884,744.57784,582.525,564.5144,292.2635,274.2529
HexCer(d19:3/21:0),780.6353,762.62474,600.572,582.5613,292.2635,274.2529
HexCer(d19:3/21:1),778.6197,760.60914,598.5563,580.5457,292.2635,274.2529
HexCer(d19:3/22:0),794.651,776.64044,614.5876,596.577,292.2635,274.2529
HexCer(d19:3/22:1),792.6353,774.62474,612.572,594.5613,292.2635,274.2529
HexCer(d19:3/22:2),790.6197,772.60914,610.5563,592.5457,292.2635,274.2529
HexCer(d19:3/23:0),808.6666,790.65604,628.6032,610.5927,292.2635,274.2529
HexCer(d19:3/23:1),806.651,788.64044,626.5876,608.577,292.2635,274.2529
HexCer(d19:3/24:0),822.6823,804.67174,642.6189,624.6083,292.2635,274.2529
HexCer(d19:3/24:1),820.6666,802.65604,640.6032,622.5927,292.2635,274.2529
HexCer(d19:3/24:2),818.651,800.64044,638.5876,620.577,292.2635,274.2529
HexCer(d19:3/25:0),836.6979,818.68734,656.6345,638.624,292.2635,274.2529
HexCer(d19:3/25:1),834.6823,816.67174,654.6189,636.6083,292.2635,274.2529
HexCer(d19:3/26:0),850.7136,832.70304,670.6502,652.6396,292.2635,274.2529
HexCer(d19:3/26:1),848.6979,830.68734,668.6345,650.624,292.2635,274.2529
HexCer(d19:3/26:2),846.6823,828.67174,666.6189,648.6083,292.2635,274.2529
HexCer(d19:3/27:0),864.7292,846.71864,684.6658,666.6553,292.2635,274.2529
HexCer(d19:3/27:1),862.7136,844.70304,682.6502,664.6396,292.2635,274.2529
HexCer(d19:3/28:0),878.7449,860.73434,698.6815,680.6709,292.2635,274.2529
HexCer(d19:3/28:1),876.7292,858.71864,696.6658,678.6553,292.2635,274.2529
HexCer(d19:3/28:2),874.7136,856.70304,694.6502,676.6396,292.2635,274.2529
HexCer(d19:3/29:0),892.7606,874.75004,712.6971,694.6866,292.2635,274.2529
HexCer(d19:3/29:1),890.7449,872.73434,710.6815,692.6709,292.2635,274.2529
HexCer(d19:3/30:0),906.7762,888.76564,726.7128,708.7022,292.2635,274.2529
HexCer(d19:3/30:1),904.7606,886.75004,724.6971,706.6866,292.2635,274.2529
HexCer(d19:3/30:2),902.7449,884.73434,722.6815,704.6709,292.2635,274.2529
HexCer(d19:3/31:0),920.7919,902.78134,740.7285,722.7179,292.2635,274.2529
HexCer(d19:3/31:1),918.7762,900.76564,738.7128,720.7022,292.2635,274.2529
HexCer(d19:3/32:0),934.8075,916.79694,754.7441,736.7335,292.2635,274.2529
HexCer(d19:3/32:1),932.7919,914.78134,752.7285,734.7179,292.2635,274.2529
HexCer(d19:3/32:2),930.7762,912.76564,750.7128,732.7022,292.2635,274.2529
HexCer(d19:3/33:0),948.8231,930.81254,768.7598,750.7491,292.2635,274.2529
HexCer(d19:3/33:1),946.8075,928.79694,766.7441,748.7335,292.2635,274.2529
HexCer(d19:3/34:0),962.8388,944.82824,782.7754,764.7648,292.2635,274.2529
HexCer(d19:3/34:1),960.8231,942.81254,780.7598,762.7491,292.2635,274.2529
