"PC","[M+H]+","[M+H-PC]+","[M+H-tail1-N(CH3)3]+","[M+H-tail2-N(CH3)3]+","[M+H-tail1]+","[M+H-tail2]+","[LPC_tail1]+","[LPC_tail2]+","[PC Head]+"
"PC(47:9) PC(19:3_28:6)",926.66358,743.59754,575.34968,455.25572,634.42318,514.32922,532.33997,652.43393,184.07332
"PC(48:3) PC(19:3_29:0)",952.7732,769.70716,601.4593,455.25572,660.5328,514.32922,532.33997,678.54355,184.07332
"PC(48:4) PC(19:3_29:1)",950.75754,767.6915,599.44364,455.25572,658.51714,514.32922,532.33997,676.52789,184.07332
"PC(48:5) PC(19:3_29:2)",948.74188,765.67584,597.42798,455.25572,656.50148,514.32922,532.33997,674.51223,184.07332
"PC(48:6) PC(19:3_29:3)",946.72622,763.66018,595.41232,455.25572,654.48582,514.32922,532.33997,672.49657,184.07332
"PC(48:7) PC(19:3_29:4)",944.71056,761.64452,593.39666,455.25572,652.47016,514.32922,532.33997,670.48091,184.07332
"PC(48:8) PC(19:3_29:5)",942.6949,759.62886,591.381,455.25572,650.4545,514.32922,532.33997,668.46525,184.07332
"PC(48:9) PC(19:3_29:6)",940.67924,757.6132,589.36534,455.25572,648.43884,514.32922,532.33997,666.44959,184.07332
"PC(49:3) PC(19:3_30:0)",966.78886,783.72282,615.47496,455.25572,674.54846,514.32922,532.33997,692.55921,184.07332
"PC(49:4) PC(19:3_30:1)",964.7732,781.70716,613.4593,455.25572,672.5328,514.32922,532.33997,690.54355,184.07332
"PC(49:5) PC(19:3_30:2)",962.75754,779.6915,611.44364,455.25572,670.51714,514.32922,532.33997,688.52789,184.07332
"PC(49:6) PC(19:3_30:3)",960.74188,777.67584,609.42798,455.25572,668.50148,514.32922,532.33997,686.51223,184.07332
"PC(49:7) PC(19:3_30:4)",958.72622,775.66018,607.41232,455.25572,666.48582,514.32922,532.33997,684.49657,184.07332
"PC(49:8) PC(19:3_30:5)",956.71056,773.64452,605.39666,455.25572,664.47016,514.32922,532.33997,682.48091,184.07332
"PC(49:9) PC(19:3_30:6)",954.6949,771.62886,603.381,455.25572,662.4545,514.32922,532.33997,680.46525,184.07332
"PC(50:3) PC(19:3_31:0)",980.80452,797.73848,629.49062,455.25572,688.56412,514.32922,532.33997,706.57487,184.07332
"PC(50:4) PC(19:3_31:1)",978.78886,795.72282,627.47496,455.25572,686.54846,514.32922,532.33997,704.55921,184.07332
"PC(50:5) PC(19:3_31:2)",976.7732,793.70716,625.4593,455.25572,684.5328,514.32922,532.33997,702.54355,184.07332
"PC(50:6) PC(19:3_31:3)",974.75754,791.6915,623.44364,455.25572,682.51714,514.32922,532.33997,700.52789,184.07332
"PC(50:7) PC(19:3_31:4)",972.74188,789.67584,621.42798,455.25572,680.50148,514.32922,532.33997,698.51223,184.07332
"PC(50:8) PC(19:3_31:5)",970.72622,787.66018,619.41232,455.25572,678.48582,514.32922,532.33997,696.49657,184.07332
"PC(50:9) PC(19:3_31:6)",968.71056,785.64452,617.39666,455.25572,676.47016,514.32922,532.33997,694.48091,184.07332
"PC(51:3) PC(19:3_32:0)",994.82018,811.75414,643.50628,455.25572,702.57978,514.32922,532.33997,720.59053,184.07332
"PC(51:4) PC(19:3_32:1)",992.80452,809.73848,641.49062,455.25572,700.56412,514.32922,532.33997,718.57487,184.07332
"PC(51:5) PC(19:3_32:2)",990.78886,807.72282,639.47496,455.25572,698.54846,514.32922,532.33997,716.55921,184.07332
"PC(51:6) PC(19:3_32:3)",988.7732,805.70716,637.4593,455.25572,696.5328,514.32922,532.33997,714.54355,184.07332
"PC(51:7) PC(19:3_32:4)",986.75754,803.6915,635.44364,455.25572,694.51714,514.32922,532.33997,712.52789,184.07332
"PC(51:8) PC(19:3_32:5)",984.74188,801.67584,633.42798,455.25572,692.50148,514.32922,532.33997,710.51223,184.07332
"PC(51:9) PC(19:3_32:6)",982.72622,799.66018,631.41232,455.25572,690.48582,514.32922,532.33997,708.49657,184.07332
"PC(52:3) PC(19:3_33:0)",1008.83584,825.7698,657.52194,455.25572,716.59544,514.32922,532.33997,734.60619,184.07332
"PC(52:4) PC(19:3_33:1)",1006.82018,823.75414,655.50628,455.25572,714.57978,514.32922,532.33997,732.59053,184.07332
"PC(52:5) PC(19:3_33:2)",1004.80452,821.73848,653.49062,455.25572,712.56412,514.32922,532.33997,730.57487,184.07332
"PC(52:6) PC(19:3_33:3)",1002.78886,819.72282,651.47496,455.25572,710.54846,514.32922,532.33997,728.55921,184.07332
"PC(52:7) PC(19:3_33:4)",1000.7732,817.70716,649.4593,455.25572,708.5328,514.32922,532.33997,726.54355,184.07332
"PC(52:8) PC(19:3_33:5)",998.75754,815.6915,647.44364,455.25572,706.51714,514.32922,532.33997,724.52789,184.07332
"PC(52:9) PC(19:3_33:6)",996.74188,813.67584,645.42798,455.25572,704.50148,514.32922,532.33997,722.51223,184.07332
"PC(53:3) PC(19:3_34:0)",1022.8515,839.78546,671.5376,455.25572,730.6111,514.32922,532.33997,748.62185,184.07332
"PC(53:4) PC(19:3_34:1)",1020.83584,837.7698,669.52194,455.25572,728.59544,514.32922,532.33997,746.60619,184.07332
"PC(53:5) PC(19:3_34:2)",1018.82018,835.75414,667.50628,455.25572,726.57978,514.32922,532.33997,744.59053,184.07332
"PC(53:6) PC(19:3_34:3)",1016.80452,833.73848,665.49062,455.25572,724.56412,514.32922,532.33997,742.57487,184.07332
"PC(53:7) PC(19:3_34:4)",1014.78886,831.72282,663.47496,455.25572,722.54846,514.32922,532.33997,740.55921,184.07332
"PC(53:8) PC(19:3_34:5)",1012.7732,829.70716,661.4593,455.25572,720.5328,514.32922,532.33997,738.54355,184.07332
"PC(53:9) PC(19:3_34:6)",1010.75754,827.6915,659.44364,455.25572,718.51714,514.32922,532.33997,736.52789,184.07332
"PC(54:3) PC(19:3_35:0)",1036.86716,853.80112,685.55326,455.25572,744.62676,514.32922,532.33997,762.63751,184.07332
"PC(54:4) PC(19:3_35:1)",1034.8515,851.78546,683.5376,455.25572,742.6111,514.32922,532.33997,760.62185,184.07332
"PC(54:5) PC(19:3_35:2)",1032.83584,849.7698,681.52194,455.25572,740.59544,514.32922,532.33997,758.60619,184.07332
"PC(54:6) PC(19:3_35:3)",1030.82018,847.75414,679.50628,455.25572,738.57978,514.32922,532.33997,756.59053,184.07332
"PC(54:7) PC(19:3_35:4)",1028.80452,845.73848,677.49062,455.25572,736.56412,514.32922,532.33997,754.57487,184.07332
"PC(54:8) PC(19:3_35:5)",1026.78886,843.72282,675.47496,455.25572,734.54846,514.32922,532.33997,752.55921,184.07332
"PC(54:9) PC(19:3_35:6)",1024.7732,841.70716,673.4593,455.25572,732.5328,514.32922,532.33997,750.54355,184.07332
"PC(55:3) PC(19:3_36:0)",1050.88282,867.81678,699.56892,455.25572,758.64242,514.32922,532.33997,776.65317,184.07332
"PC(55:4) PC(19:3_36:1)",1048.86716,865.80112,697.55326,455.25572,756.62676,514.32922,532.33997,774.63751,184.07332
"PC(55:5) PC(19:3_36:2)",1046.8515,863.78546,695.5376,455.25572,754.6111,514.32922,532.33997,772.62185,184.07332
"PC(55:6) PC(19:3_36:3)",1044.83584,861.7698,693.52194,455.25572,752.59544,514.32922,532.33997,770.60619,184.07332
"PC(55:7) PC(19:3_36:4)",1042.82018,859.75414,691.50628,455.25572,750.57978,514.32922,532.33997,768.59053,184.07332
"PC(55:8) PC(19:3_36:5)",1040.80452,857.73848,689.49062,455.25572,748.56412,514.32922,532.33997,766.57487,184.07332
"PC(55:9) PC(19:3_36:6)",1038.78886,855.72282,687.47496,455.25572,746.54846,514.32922,532.33997,764.55921,184.07332
"PC(38:8) PC(19:4_19:4)",802.5383,619.47226,453.24006,453.24006,512.31356,512.31356,530.32431,530.32431,184.07332
"PC(38:9) PC(19:4_19:5)",800.52264,617.4566,451.2244,453.24006,510.2979,512.31356,530.32431,528.30865,184.07332
"PC(38:10) PC(19:4_19:6)",798.50698,615.44094,449.20874,453.24006,508.28224,512.31356,530.32431,526.29299,184.07332
"PC(39:4) PC(19:4_20:0)",824.6166,641.55056,475.31836,453.24006,534.39186,512.31356,530.32431,552.40261,184.07332
"PC(39:5) PC(19:4_20:1)",822.60094,639.5349,473.3027,453.24006,532.3762,512.31356,530.32431,550.38695,184.07332
"PC(39:6) PC(19:4_20:2)",820.58528,637.51924,471.28704,453.24006,530.36054,512.31356,530.32431,548.37129,184.07332
"PC(39:7) PC(19:4_20:3)",818.56962,635.50358,469.27138,453.24006,528.34488,512.31356,530.32431,546.35563,184.07332
"PC(39:8) PC(19:4_20:4)",816.55396,633.48792,467.25572,453.24006,526.32922,512.31356,530.32431,544.33997,184.07332
"PC(39:9) PC(19:4_20:5)",814.5383,631.47226,465.24006,453.24006,524.31356,512.31356,530.32431,542.32431,184.07332
"PC(39:10) PC(19:4_20:6)",812.52264,629.4566,463.2244,453.24006,522.2979,512.31356,530.32431,540.30865,184.07332
"PC(40:4) PC(19:4_21:0)",838.63226,655.56622,489.33402,453.24006,548.40752,512.31356,530.32431,566.41827,184.07332
"PC(40:5) PC(19:4_21:1)",836.6166,653.55056,487.31836,453.24006,546.39186,512.31356,530.32431,564.40261,184.07332
"PC(40:6) PC(19:4_21:2)",834.60094,651.5349,485.3027,453.24006,544.3762,512.31356,530.32431,562.38695,184.07332
"PC(40:7) PC(19:4_21:3)",832.58528,649.51924,483.28704,453.24006,542.36054,512.31356,530.32431,560.37129,184.07332
"PC(40:8) PC(19:4_21:4)",830.56962,647.50358,481.27138,453.24006,540.34488,512.31356,530.32431,558.35563,184.07332
"PC(40:9) PC(19:4_21:5)",828.55396,645.48792,479.25572,453.24006,538.32922,512.31356,530.32431,556.33997,184.07332
"PC(40:10) PC(19:4_21:6)",826.5383,643.47226,477.24006,453.24006,536.31356,512.31356,530.32431,554.32431,184.07332
"PC(41:4) PC(19:4_22:0)",852.64792,669.58188,503.34968,453.24006,562.42318,512.31356,530.32431,580.43393,184.07332
"PC(41:5) PC(19:4_22:1)",850.63226,667.56622,501.33402,453.24006,560.40752,512.31356,530.32431,578.41827,184.07332
"PC(41:6) PC(19:4_22:2)",848.6166,665.55056,499.31836,453.24006,558.39186,512.31356,530.32431,576.40261,184.07332
"PC(41:7) PC(19:4_22:3)",846.60094,663.5349,497.3027,453.24006,556.3762,512.31356,530.32431,574.38695,184.07332
"PC(41:8) PC(19:4_22:4)",844.58528,661.51924,495.28704,453.24006,554.36054,512.31356,530.32431,572.37129,184.07332
"PC(41:9) PC(19:4_22:5)",842.56962,659.50358,493.27138,453.24006,552.34488,512.31356,530.32431,570.35563,184.07332
"PC(41:10) PC(19:4_22:6)",840.55396,657.48792,491.25572,453.24006,550.32922,512.31356,530.32431,568.33997,184.07332
"PC(42:4) PC(19:4_23:0)",866.66358,683.59754,517.36534,453.24006,576.43884,512.31356,530.32431,594.44959,184.07332
"PC(42:5) PC(19:4_23:1)",864.64792,681.58188,515.34968,453.24006,574.42318,512.31356,530.32431,592.43393,184.07332
"PC(42:6) PC(19:4_23:2)",862.63226,679.56622,513.33402,453.24006,572.40752,512.31356,530.32431,590.41827,184.07332
"PC(42:7) PC(19:4_23:3)",860.6166,677.55056,511.31836,453.24006,570.39186,512.31356,530.32431,588.40261,184.07332
"PC(42:8) PC(19:4_23:4)",858.60094,675.5349,509.3027,453.24006,568.3762,512.31356,530.32431,586.38695,184.07332
"PC(42:9) PC(19:4_23:5)",856.58528,673.51924,507.28704,453.24006,566.36054,512.31356,530.32431,584.37129,184.07332
"PC(42:10) PC(19:4_23:6)",854.56962,671.50358,505.27138,453.24006,564.34488,512.31356,530.32431,582.35563,184.07332
"PC(43:4) PC(19:4_24:0)",880.67924,697.6132,531.381,453.24006,590.4545,512.31356,530.32431,608.46525,184.07332
"PC(43:5) PC(19:4_24:1)",878.66358,695.59754,529.36534,453.24006,588.43884,512.31356,530.32431,606.44959,184.07332
"PC(43:6) PC(19:4_24:2)",876.64792,693.58188,527.34968,453.24006,586.42318,512.31356,530.32431,604.43393,184.07332
"PC(43:7) PC(19:4_24:3)",874.63226,691.56622,525.33402,453.24006,584.40752,512.31356,530.32431,602.41827,184.07332
"PC(43:8) PC(19:4_24:4)",872.6166,689.55056,523.31836,453.24006,582.39186,512.31356,530.32431,600.40261,184.07332
"PC(43:9) PC(19:4_24:5)",870.60094,687.5349,521.3027,453.24006,580.3762,512.31356,530.32431,598.38695,184.07332
"PC(43:10) PC(19:4_24:6)",868.58528,685.51924,519.28704,453.24006,578.36054,512.31356,530.32431,596.37129,184.07332
"PC(44:4) PC(19:4_25:0)",894.6949,711.62886,545.39666,453.24006,604.47016,512.31356,530.32431,622.48091,184.07332
"PC(44:5) PC(19:4_25:1)",892.67924,709.6132,543.381,453.24006,602.4545,512.31356,530.32431,620.46525,184.07332
"PC(44:6) PC(19:4_25:2)",890.66358,707.59754,541.36534,453.24006,600.43884,512.31356,530.32431,618.44959,184.07332
"PC(44:7) PC(19:4_25:3)",888.64792,705.58188,539.34968,453.24006,598.42318,512.31356,530.32431,616.43393,184.07332
"PC(44:8) PC(19:4_25:4)",886.63226,703.56622,537.33402,453.24006,596.40752,512.31356,530.32431,614.41827,184.07332
"PC(44:9) PC(19:4_25:5)",884.6166,701.55056,535.31836,453.24006,594.39186,512.31356,530.32431,612.40261,184.07332
"PC(44:10) PC(19:4_25:6)",882.60094,699.5349,533.3027,453.24006,592.3762,512.31356,530.32431,610.38695,184.07332
"PC(45:4) PC(19:4_26:0)",908.71056,725.64452,559.41232,453.24006,618.48582,512.31356,530.32431,636.49657,184.07332
"PC(45:5) PC(19:4_26:1)",906.6949,723.62886,557.39666,453.24006,616.47016,512.31356,530.32431,634.48091,184.07332
"PC(45:6) PC(19:4_26:2)",904.67924,721.6132,555.381,453.24006,614.4545,512.31356,530.32431,632.46525,184.07332
"PC(45:7) PC(19:4_26:3)",902.66358,719.59754,553.36534,453.24006,612.43884,512.31356,530.32431,630.44959,184.07332
"PC(45:8) PC(19:4_26:4)",900.64792,717.58188,551.34968,453.24006,610.42318,512.31356,530.32431,628.43393,184.07332
"PC(45:9) PC(19:4_26:5)",898.63226,715.56622,549.33402,453.24006,608.40752,512.31356,530.32431,626.41827,184.07332
"PC(45:10) PC(19:4_26:6)",896.6166,713.55056,547.31836,453.24006,606.39186,512.31356,530.32431,624.40261,184.07332
"PC(46:4) PC(19:4_27:0)",922.72622,739.66018,573.42798,453.24006,632.50148,512.31356,530.32431,650.51223,184.07332
"PC(46:5) PC(19:4_27:1)",920.71056,737.64452,571.41232,453.24006,630.48582,512.31356,530.32431,648.49657,184.07332
"PC(46:6) PC(19:4_27:2)",918.6949,735.62886,569.39666,453.24006,628.47016,512.31356,530.32431,646.48091,184.07332
"PC(46:7) PC(19:4_27:3)",916.67924,733.6132,567.381,453.24006,626.4545,512.31356,530.32431,644.46525,184.07332
"PC(46:8) PC(19:4_27:4)",914.66358,731.59754,565.36534,453.24006,624.43884,512.31356,530.32431,642.44959,184.07332
"PC(46:9) PC(19:4_27:5)",912.64792,729.58188,563.34968,453.24006,622.42318,512.31356,530.32431,640.43393,184.07332
"PC(46:10) PC(19:4_27:6)",910.63226,727.56622,561.33402,453.24006,620.40752,512.31356,530.32431,638.41827,184.07332
"PC(47:4) PC(19:4_28:0)",936.74188,753.67584,587.44364,453.24006,646.51714,512.31356,530.32431,664.52789,184.07332
"PC(47:5) PC(19:4_28:1)",934.72622,751.66018,585.42798,453.24006,644.50148,512.31356,530.32431,662.51223,184.07332
"PC(47:6) PC(19:4_28:2)",932.71056,749.64452,583.41232,453.24006,642.48582,512.31356,530.32431,660.49657,184.07332
"PC(47:7) PC(19:4_28:3)",930.6949,747.62886,581.39666,453.24006,640.47016,512.31356,530.32431,658.48091,184.07332
"PC(47:8) PC(19:4_28:4)",928.67924,745.6132,579.381,453.24006,638.4545,512.31356,530.32431,656.46525,184.07332
"PC(47:9) PC(19:4_28:5)",926.66358,743.59754,577.36534,453.24006,636.43884,512.31356,530.32431,654.44959,184.07332
"PC(47:10) PC(19:4_28:6)",924.64792,741.58188,575.34968,453.24006,634.42318,512.31356,530.32431,652.43393,184.07332
"PC(48:4) PC(19:4_29:0)",950.75754,767.6915,601.4593,453.24006,660.5328,512.31356,530.32431,678.54355,184.07332
"PC(48:5) PC(19:4_29:1)",948.74188,765.67584,599.44364,453.24006,658.51714,512.31356,530.32431,676.52789,184.07332
"PC(48:6) PC(19:4_29:2)",946.72622,763.66018,597.42798,453.24006,656.50148,512.31356,530.32431,674.51223,184.07332
"PC(48:7) PC(19:4_29:3)",944.71056,761.64452,595.41232,453.24006,654.48582,512.31356,530.32431,672.49657,184.07332
"PC(48:8) PC(19:4_29:4)",942.6949,759.62886,593.39666,453.24006,652.47016,512.31356,530.32431,670.48091,184.07332
"PC(48:9) PC(19:4_29:5)",940.67924,757.6132,591.381,453.24006,650.4545,512.31356,530.32431,668.46525,184.07332
"PC(48:10) PC(19:4_29:6)",938.66358,755.59754,589.36534,453.24006,648.43884,512.31356,530.32431,666.44959,184.07332
"PC(49:4) PC(19:4_30:0)",964.7732,781.70716,615.47496,453.24006,674.54846,512.31356,530.32431,692.55921,184.07332
"PC(49:5) PC(19:4_30:1)",962.75754,779.6915,613.4593,453.24006,672.5328,512.31356,530.32431,690.54355,184.07332
"PC(49:6) PC(19:4_30:2)",960.74188,777.67584,611.44364,453.24006,670.51714,512.31356,530.32431,688.52789,184.07332
"PC(49:7) PC(19:4_30:3)",958.72622,775.66018,609.42798,453.24006,668.50148,512.31356,530.32431,686.51223,184.07332
"PC(49:8) PC(19:4_30:4)",956.71056,773.64452,607.41232,453.24006,666.48582,512.31356,530.32431,684.49657,184.07332
"PC(49:9) PC(19:4_30:5)",954.6949,771.62886,605.39666,453.24006,664.47016,512.31356,530.32431,682.48091,184.07332
"PC(49:10) PC(19:4_30:6)",952.67924,769.6132,603.381,453.24006,662.4545,512.31356,530.32431,680.46525,184.07332
"PC(50:4) PC(19:4_31:0)",978.78886,795.72282,629.49062,453.24006,688.56412,512.31356,530.32431,706.57487,184.07332
"PC(50:5) PC(19:4_31:1)",976.7732,793.70716,627.47496,453.24006,686.54846,512.31356,530.32431,704.55921,184.07332
"PC(50:6) PC(19:4_31:2)",974.75754,791.6915,625.4593,453.24006,684.5328,512.31356,530.32431,702.54355,184.07332
"PC(50:7) PC(19:4_31:3)",972.74188,789.67584,623.44364,453.24006,682.51714,512.31356,530.32431,700.52789,184.07332
"PC(50:8) PC(19:4_31:4)",970.72622,787.66018,621.42798,453.24006,680.50148,512.31356,530.32431,698.51223,184.07332
"PC(50:9) PC(19:4_31:5)",968.71056,785.64452,619.41232,453.24006,678.48582,512.31356,530.32431,696.49657,184.07332
"PC(50:10) PC(19:4_31:6)",966.6949,783.62886,617.39666,453.24006,676.47016,512.31356,530.32431,694.48091,184.07332
"PC(51:4) PC(19:4_32:0)",992.80452,809.73848,643.50628,453.24006,702.57978,512.31356,530.32431,720.59053,184.07332
"PC(51:5) PC(19:4_32:1)",990.78886,807.72282,641.49062,453.24006,700.56412,512.31356,530.32431,718.57487,184.07332
"PC(51:6) PC(19:4_32:2)",988.7732,805.70716,639.47496,453.24006,698.54846,512.31356,530.32431,716.55921,184.07332
"PC(51:7) PC(19:4_32:3)",986.75754,803.6915,637.4593,453.24006,696.5328,512.31356,530.32431,714.54355,184.07332
"PC(51:8) PC(19:4_32:4)",984.74188,801.67584,635.44364,453.24006,694.51714,512.31356,530.32431,712.52789,184.07332
"PC(51:9) PC(19:4_32:5)",982.72622,799.66018,633.42798,453.24006,692.50148,512.31356,530.32431,710.51223,184.07332
"PC(51:10) PC(19:4_32:6)",980.71056,797.64452,631.41232,453.24006,690.48582,512.31356,530.32431,708.49657,184.07332
"PC(52:4) PC(19:4_33:0)",1006.82018,823.75414,657.52194,453.24006,716.59544,512.31356,530.32431,734.60619,184.07332
"PC(52:5) PC(19:4_33:1)",1004.80452,821.73848,655.50628,453.24006,714.57978,512.31356,530.32431,732.59053,184.07332
"PC(52:6) PC(19:4_33:2)",1002.78886,819.72282,653.49062,453.24006,712.56412,512.31356,530.32431,730.57487,184.07332
"PC(52:7) PC(19:4_33:3)",1000.7732,817.70716,651.47496,453.24006,710.54846,512.31356,530.32431,728.55921,184.07332
"PC(52:8) PC(19:4_33:4)",998.75754,815.6915,649.4593,453.24006,708.5328,512.31356,530.32431,726.54355,184.07332
"PC(52:9) PC(19:4_33:5)",996.74188,813.67584,647.44364,453.24006,706.51714,512.31356,530.32431,724.52789,184.07332
"PC(52:10) PC(19:4_33:6)",994.72622,811.66018,645.42798,453.24006,704.50148,512.31356,530.32431,722.51223,184.07332
"PC(53:4) PC(19:4_34:0)",1020.83584,837.7698,671.5376,453.24006,730.6111,512.31356,530.32431,748.62185,184.07332
"PC(53:5) PC(19:4_34:1)",1018.82018,835.75414,669.52194,453.24006,728.59544,512.31356,530.32431,746.60619,184.07332
"PC(53:6) PC(19:4_34:2)",1016.80452,833.73848,667.50628,453.24006,726.57978,512.31356,530.32431,744.59053,184.07332
"PC(53:7) PC(19:4_34:3)",1014.78886,831.72282,665.49062,453.24006,724.56412,512.31356,530.32431,742.57487,184.07332
"PC(53:8) PC(19:4_34:4)",1012.7732,829.70716,663.47496,453.24006,722.54846,512.31356,530.32431,740.55921,184.07332
"PC(53:9) PC(19:4_34:5)",1010.75754,827.6915,661.4593,453.24006,720.5328,512.31356,530.32431,738.54355,184.07332
"PC(53:10) PC(19:4_34:6)",1008.74188,825.67584,659.44364,453.24006,718.51714,512.31356,530.32431,736.52789,184.07332
"PC(54:4) PC(19:4_35:0)",1034.8515,851.78546,685.55326,453.24006,744.62676,512.31356,530.32431,762.63751,184.07332
"PC(54:5) PC(19:4_35:1)",1032.83584,849.7698,683.5376,453.24006,742.6111,512.31356,530.32431,760.62185,184.07332
"PC(54:6) PC(19:4_35:2)",1030.82018,847.75414,681.52194,453.24006,740.59544,512.31356,530.32431,758.60619,184.07332
"PC(54:7) PC(19:4_35:3)",1028.80452,845.73848,679.50628,453.24006,738.57978,512.31356,530.32431,756.59053,184.07332
"PC(54:8) PC(19:4_35:4)",1026.78886,843.72282,677.49062,453.24006,736.56412,512.31356,530.32431,754.57487,184.07332
"PC(54:9) PC(19:4_35:5)",1024.7732,841.70716,675.47496,453.24006,734.54846,512.31356,530.32431,752.55921,184.07332
"PC(54:10) PC(19:4_35:6)",1022.75754,839.6915,673.4593,453.24006,732.5328,512.31356,530.32431,750.54355,184.07332
"PC(55:4) PC(19:4_36:0)",1048.86716,865.80112,699.56892,453.24006,758.64242,512.31356,530.32431,776.65317,184.07332
"PC(55:5) PC(19:4_36:1)",1046.8515,863.78546,697.55326,453.24006,756.62676,512.31356,530.32431,774.63751,184.07332
"PC(55:6) PC(19:4_36:2)",1044.83584,861.7698,695.5376,453.24006,754.6111,512.31356,530.32431,772.62185,184.07332
"PC(55:7) PC(19:4_36:3)",1042.82018,859.75414,693.52194,453.24006,752.59544,512.31356,530.32431,770.60619,184.07332
"PC(55:8) PC(19:4_36:4)",1040.80452,857.73848,691.50628,453.24006,750.57978,512.31356,530.32431,768.59053,184.07332
"PC(55:9) PC(19:4_36:5)",1038.78886,855.72282,689.49062,453.24006,748.56412,512.31356,530.32431,766.57487,184.07332
"PC(55:10) PC(19:4_36:6)",1036.7732,853.70716,687.47496,453.24006,746.54846,512.31356,530.32431,764.55921,184.07332
"PC(38:10) PC(19:5_19:5)",798.50698,615.44094,451.2244,451.2244,510.2979,510.2979,528.30865,528.30865,184.07332
"PC(38:11) PC(19:5_19:6)",796.49132,613.42528,449.20874,451.2244,508.28224,510.2979,528.30865,526.29299,184.07332
