"TG","[M+Na]+","[M+Na-acyl-sn1-H2O]+","[M+Na-acyl-sn2-H2O]+","[M+Na-acyl-sn3-H2O]+"
"TG(43:3) TG(10:0_13:0_20:3)",753.6004404,581.4542464,539.4072464,447.3446464
"TG(43:3) TG(10:0_15:0_18:3)",753.6004404,581.4542464,511.3759464,475.3759464
"TG(43:3) TG(10:0_16:1_17:2)",753.6004404,581.4542464,499.3759464,487.3759464
"TG(43:3) TG(13:0_22:3_8:0)",753.6004404,539.4072464,419.3133464,609.4855464
"TG(43:3) TG(15:0_20:3_8:0)",753.6004404,511.3759464,447.3446464,609.4855464
"TG(43:3) TG(17:2_18:1_8:0)",753.6004404,487.3759464,471.3446464,609.4855464
"TG(43:3) TG(17:0_18:3_8:0)",753.6004404,483.3446464,475.3759464,609.4855464
"TG(43:2) TG(14:0_14:1_15:1)",755.6160404,527.4072464,529.4228464,515.4072464
"TG(43:2) TG(13:0_15:1_15:1)",755.6160404,541.4228464,515.4072464,515.4072464
"TG(43:2) TG(12:0_13:0_18:2)",755.6160404,555.4385464,541.4228464,475.3759464
"TG(43:2) TG(12:0_14:1_17:1)",755.6160404,555.4385464,529.4228464,487.3759464
"TG(43:2) TG(12:0_14:0_17:2)",755.6160404,555.4385464,527.4072464,489.3915464
"TG(43:2) TG(12:0_15:1_16:1)",755.6160404,555.4385464,515.4072464,501.3915464
"TG(43:2) TG(10:0_13:0_20:2)",755.6160404,583.4698464,541.4228464,447.3446464
"TG(43:2) TG(10:0_15:1_18:1)",755.6160404,583.4698464,515.4072464,473.3602464
"TG(43:2) TG(10:0_15:0_18:2)",755.6160404,583.4698464,513.3915464,475.3759464
"TG(43:2) TG(10:0_16:1_17:1)",755.6160404,583.4698464,501.3915464,487.3759464
"TG(43:2) TG(10:0_16:0_17:2)",755.6160404,583.4698464,499.3759464,489.3915464
"TG(43:2) TG(13:0_22:2_8:0)",755.6160404,541.4228464,419.3133464,611.5011464
"TG(43:2) TG(15:1_20:1_8:0)",755.6160404,515.4072464,445.3289464,611.5011464
"TG(43:2) TG(15:0_20:2_8:0)",755.6160404,513.3915464,447.3446464,611.5011464
"TG(43:2) TG(17:2_18:0_8:0)",755.6160404,489.3915464,471.3446464,611.5011464
"TG(43:2) TG(17:1_18:1_8:0)",755.6160404,487.3759464,473.3602464,611.5011464
"TG(43:2) TG(17:0_18:2_8:0)",755.6160404,485.3602464,475.3759464,611.5011464
"TG(43:2) TG(14:1_14:1_15:0)",755.6161404,529.4229464,529.4229464,513.3916464
"TG(43:2) TG(13:0_13:0_17:2)",755.6161404,541.4229464,541.4229464,489.3916464
"TG(43:2) TG(13:0_14:1_16:1)",755.6161404,541.4229464,529.4229464,501.3916464
"TG(44:8) TG(18:4_18:4_8:0)",757.5377404,481.3289464,481.3289464,613.4228464
"TG(43:1) TG(14:0_14:0_15:1)",757.6316404,529.4228464,529.4228464,517.4228464
"TG(43:1) TG(12:0_14:0_17:1)",757.6316404,557.4541464,529.4228464,489.3915464
"TG(43:1) TG(12:0_15:1_16:0)",757.6316404,557.4541464,517.4228464,501.3915464
"TG(43:1) TG(10:0_15:1_18:0)",757.6316404,585.4854464,517.4228464,473.3602464
"TG(43:1) TG(10:0_16:0_17:1)",757.6316404,585.4854464,501.3915464,489.3915464
"TG(43:1) TG(15:1_20:0_8:0)",757.6316404,517.4228464,445.3289464,613.5167464
"TG(43:1) TG(17:1_18:0_8:0)",757.6316404,489.3915464,473.3602464,613.5167464
"TG(43:1) TG(14:0_14:1_15:0)",757.6317404,529.4229464,531.4385464,515.4072464
"TG(43:1) TG(13:0_13:0_17:1)",757.6317404,543.4385464,543.4385464,489.3916464
"TG(43:1) TG(13:0_14:1_16:0)",757.6317404,543.4385464,531.4385464,501.3916464
"TG(43:1) TG(13:0_14:0_16:1)",757.6317404,543.4385464,529.4229464,503.4072464
"TG(43:1) TG(13:0_15:0_15:1)",757.6317404,543.4385464,515.4072464,517.4229464
"TG(43:1) TG(12:0_13:0_18:1)",757.6317404,557.4542464,543.4385464,475.3759464
"TG(43:1) TG(12:0_14:1_17:0)",757.6317404,557.4542464,531.4385464,487.3759464
"TG(43:1) TG(12:0_15:0_16:1)",757.6317404,557.4542464,515.4072464,503.4072464
"TG(43:1) TG(10:0_13:0_20:1)",757.6317404,585.4855464,543.4385464,447.3446464
"TG(43:1) TG(10:0_14:1_19:0)",757.6317404,585.4855464,531.4385464,459.3446464
"TG(43:1) TG(10:0_15:0_18:1)",757.6317404,585.4855464,515.4072464,475.3759464
"TG(43:1) TG(10:0_16:1_17:0)",757.6317404,585.4855464,503.4072464,487.3759464
"TG(43:1) TG(13:0_22:1_8:0)",757.6317404,543.4385464,419.3133464,613.5168464
"TG(43:1) TG(14:1_21:0_8:0)",757.6317404,531.4385464,431.3133464,613.5168464
"TG(43:1) TG(15:0_20:1_8:0)",757.6317404,515.4072464,447.3446464,613.5168464
"TG(43:1) TG(16:1_19:0_8:0)",757.6317404,503.4072464,459.3446464,613.5168464
"TG(43:1) TG(17:0_18:1_8:0)",757.6317404,487.3759464,475.3759464,613.5168464
"TG(44:7) TG(14:1_22:6_8:0)",759.5534404,533.3602464,431.3133464,615.4385464
"TG(44:7) TG(18:3_18:4_8:0)",759.5534404,481.3289464,483.3446464,615.4385464
"TG(43:0) TG(14:0_14:0_15:0)",759.6473404,531.4385464,531.4385464,517.4228464
"TG(43:0) TG(13:0_14:0_16:0)",759.6473404,545.4541464,531.4385464,503.4072464
"TG(43:0) TG(12:0_12:0_19:0)",759.6473404,559.4698464,559.4698464,461.3602464
"TG(43:0) TG(12:0_13:0_18:0)",759.6473404,559.4698464,545.4541464,475.3759464
"TG(43:0) TG(12:0_14:0_17:0)",759.6473404,559.4698464,531.4385464,489.3915464
"TG(43:0) TG(12:0_15:0_16:0)",759.6473404,559.4698464,517.4228464,503.4072464
"TG(43:0) TG(10:0_10:0_23:0)",759.6473404,587.5011464,587.5011464,405.2976464
"TG(43:0) TG(10:0_12:0_21:0)",759.6473404,587.5011464,559.4698464,433.3289464
"TG(43:0) TG(10:0_13:0_20:0)",759.6473404,587.5011464,545.4541464,447.3446464
"TG(43:0) TG(10:0_14:0_19:0)",759.6473404,587.5011464,531.4385464,461.3602464
"TG(43:0) TG(10:0_15:0_18:0)",759.6473404,587.5011464,517.4228464,475.3759464
"TG(43:0) TG(10:0_16:0_17:0)",759.6473404,587.5011464,503.4072464,489.3915464
"TG(43:0) TG(10:0_25:0_8:0)",759.6473404,587.5011464,377.2663464,615.5324464
"TG(43:0) TG(12:0_23:0_8:0)",759.6473404,559.4698464,405.2976464,615.5324464
"TG(43:0) TG(13:0_22:0_8:0)",759.6473404,545.4541464,419.3133464,615.5324464
"TG(43:0) TG(14:0_21:0_8:0)",759.6473404,531.4385464,433.3289464,615.5324464
"TG(43:0) TG(15:0_20:0_8:0)",759.6473404,517.4228464,447.3446464,615.5324464
"TG(43:0) TG(16:0_19:0_8:0)",759.6473404,503.4072464,461.3602464,615.5324464
"TG(43:0) TG(17:0_18:0_8:0)",759.6473404,489.3915464,475.3759464,615.5324464
"TG(43:0) TG(13:0_13:0_17:0)",759.6474404,545.4542464,545.4542464,489.3916464
"TG(43:0) TG(13:0_15:0_15:0)",759.6474404,545.4542464,517.4229464,517.4229464
"TG(44:6) TG(10:0_12:0_22:6)",761.5690404,589.4228464,561.3915464,433.3289464
"TG(44:6) TG(14:0_22:6_8:0)",761.5690404,533.3602464,433.3289464,617.4541464
"TG(44:6) TG(18:2_18:4_8:0)",761.5690404,481.3289464,485.3602464,617.4541464
"TG(44:6) TG(10:0_14:1_20:5)",761.5691404,589.4229464,535.3759464,459.3446464
"TG(44:6) TG(14:1_22:5_8:0)",761.5691404,535.3759464,431.3133464,617.4542464
"TG(44:6) TG(16:1_20:5_8:0)",761.5691404,507.3446464,459.3446464,617.4542464
"TG(44:6) TG(18:3_18:3_8:0)",761.5691404,483.3446464,483.3446464,617.4542464
"TG(44:5) TG(12:0_12:0_20:5)",763.5847404,563.4072464,563.4072464,461.3602464
"TG(44:5) TG(12:0_14:1_18:4)",763.5847404,563.4072464,537.3915464,487.3759464
"TG(44:5) TG(10:0_12:0_22:5)",763.5847404,591.4385464,563.4072464,433.3289464
"TG(44:5) TG(10:0_14:1_20:4)",763.5847404,591.4385464,537.3915464,459.3446464
"TG(44:5) TG(10:0_14:0_20:5)",763.5847404,591.4385464,535.3759464,461.3602464
"TG(44:5) TG(10:0_16:1_18:4)",763.5847404,591.4385464,509.3602464,487.3759464
"TG(44:5) TG(14:1_22:4_8:0)",763.5847404,537.3915464,431.3133464,619.4698464
"TG(44:5) TG(14:0_22:5_8:0)",763.5847404,535.3759464,433.3289464,619.4698464
"TG(44:5) TG(16:1_20:4_8:0)",763.5847404,509.3602464,459.3446464,619.4698464
"TG(44:5) TG(16:0_20:5_8:0)",763.5847404,507.3446464,461.3602464,619.4698464
"TG(44:5) TG(18:1_18:4_8:0)",763.5847404,481.3289464,487.3759464,619.4698464
"TG(44:5) TG(18:2_18:3_8:0)",763.5847404,483.3446464,485.3602464,619.4698464
"TG(44:4) TG(12:0_12:0_20:4)",765.6003404,565.4228464,565.4228464,461.3602464
"TG(44:4) TG(12:0_14:0_18:4)",765.6003404,565.4228464,537.3915464,489.3915464
"TG(44:4) TG(10:0_12:0_22:4)",765.6003404,593.4541464,565.4228464,433.3289464
"TG(44:4) TG(10:0_14:0_20:4)",765.6003404,593.4541464,537.3915464,461.3602464
"TG(44:4) TG(10:0_16:0_18:4)",765.6003404,593.4541464,509.3602464,489.3915464
"TG(44:4) TG(14:0_22:4_8:0)",765.6003404,537.3915464,433.3289464,621.4854464
"TG(44:4) TG(16:0_20:4_8:0)",765.6003404,509.3602464,461.3602464,621.4854464
"TG(44:4) TG(18:0_18:4_8:0)",765.6003404,481.3289464,489.3915464,621.4854464
"TG(44:4) TG(18:2_18:2_8:0)",765.6003404,485.3602464,485.3602464,621.4854464
"TG(44:4) TG(13:0_13:0_18:4)",765.6004404,551.4072464,551.4072464,489.3916464
"TG(44:4) TG(12:0_14:1_18:3)",765.6004404,565.4229464,539.4072464,487.3759464
"TG(44:4) TG(10:0_14:1_20:3)",765.6004404,593.4542464,539.4072464,459.3446464
"TG(44:4) TG(10:0_16:1_18:3)",765.6004404,593.4542464,511.3759464,487.3759464
"TG(44:4) TG(10:0_17:2_17:2)",765.6004404,593.4542464,499.3759464,499.3759464
"TG(44:4) TG(14:1_22:3_8:0)",765.6004404,539.4072464,431.3133464,621.4855464
"TG(44:4) TG(16:1_20:3_8:0)",765.6004404,511.3759464,459.3446464,621.4855464
"TG(44:4) TG(18:1_18:3_8:0)",765.6004404,483.3446464,487.3759464,621.4855464
"TG(44:3) TG(14:1_15:1_15:1)",767.6160404,541.4228464,527.4072464,527.4072464
"TG(44:3) TG(12:0_12:0_20:3)",767.6160404,567.4385464,567.4385464,461.3602464
"TG(44:3) TG(12:0_14:1_18:2)",767.6160404,567.4385464,541.4228464,487.3759464
"TG(44:3) TG(12:0_14:0_18:3)",767.6160404,567.4385464,539.4072464,489.3915464
"TG(44:3) TG(12:0_15:1_17:2)",767.6160404,567.4385464,527.4072464,501.3915464
"TG(44:3) TG(10:0_12:0_22:3)",767.6160404,595.4698464,567.4385464,433.3289464
"TG(44:3) TG(10:0_14:1_20:2)",767.6160404,595.4698464,541.4228464,459.3446464
"TG(44:3) TG(10:0_14:0_20:3)",767.6160404,595.4698464,539.4072464,461.3602464
"TG(44:3) TG(10:0_16:1_18:2)",767.6160404,595.4698464,513.3915464,487.3759464
"TG(44:3) TG(10:0_16:0_18:3)",767.6160404,595.4698464,511.3759464,489.3915464
"TG(44:3) TG(10:0_17:1_17:2)",767.6160404,595.4698464,499.3759464,501.3915464
"TG(44:3) TG(14:1_22:2_8:0)",767.6160404,541.4228464,431.3133464,623.5011464
"TG(44:3) TG(14:0_22:3_8:0)",767.6160404,539.4072464,433.3289464,623.5011464
"TG(44:3) TG(16:1_20:2_8:0)",767.6160404,513.3915464,459.3446464,623.5011464
"TG(44:3) TG(16:0_20:3_8:0)",767.6160404,511.3759464,461.3602464,623.5011464
"TG(44:3) TG(18:0_18:3_8:0)",767.6160404,483.3446464,489.3915464,623.5011464
"TG(44:3) TG(18:1_18:2_8:0)",767.6160404,485.3602464,487.3759464,623.5011464
"TG(44:3) TG(14:1_14:1_16:1)",767.6161404,541.4229464,541.4229464,513.3916464
"TG(44:3) TG(13:0_13:0_18:3)",767.6161404,553.4229464,553.4229464,489.3916464
"TG(44:3) TG(13:0_14:1_17:2)",767.6161404,553.4229464,541.4229464,501.3916464
"TG(44:2) TG(14:0_15:1_15:1)",769.6316404,541.4228464,529.4228464,529.4228464
"TG(44:2) TG(12:0_12:0_20:2)",769.6316404,569.4541464,569.4541464,461.3602464
"TG(44:2) TG(12:0_14:0_18:2)",769.6316404,569.4541464,541.4228464,489.3915464
"TG(44:2) TG(12:0_15:1_17:1)",769.6316404,569.4541464,529.4228464,501.3915464
"TG(44:2) TG(10:0_12:0_22:2)",769.6316404,597.4854464,569.4541464,433.3289464
"TG(44:2) TG(10:0_14:0_20:2)",769.6316404,597.4854464,541.4228464,461.3602464
"TG(44:2) TG(10:0_16:0_18:2)",769.6316404,597.4854464,513.3915464,489.3915464
"TG(44:2) TG(10:0_17:1_17:1)",769.6316404,597.4854464,501.3915464,501.3915464
"TG(44:2) TG(14:0_22:2_8:0)",769.6316404,541.4228464,433.3289464,625.5167464
"TG(44:2) TG(16:0_20:2_8:0)",769.6316404,513.3915464,461.3602464,625.5167464
"TG(44:2) TG(18:0_18:2_8:0)",769.6316404,485.3602464,489.3915464,625.5167464
"TG(44:2) TG(14:1_14:1_16:0)",769.6317404,543.4385464,543.4385464,513.3916464
"TG(44:2) TG(14:0_14:1_16:1)",769.6317404,541.4229464,543.4385464,515.4072464
"TG(44:2) TG(14:1_15:0_15:1)",769.6317404,543.4385464,527.4072464,529.4229464
"TG(44:2) TG(13:0_13:0_18:2)",769.6317404,555.4385464,555.4385464,489.3916464
"TG(44:2) TG(13:0_14:1_17:1)",769.6317404,555.4385464,543.4385464,501.3916464
"TG(44:2) TG(13:0_14:0_17:2)",769.6317404,555.4385464,541.4229464,503.4072464
"TG(44:2) TG(13:0_15:1_16:1)",769.6317404,555.4385464,529.4229464,515.4072464
"TG(44:2) TG(12:0_14:1_18:1)",769.6317404,569.4542464,543.4385464,487.3759464
"TG(44:2) TG(12:0_15:0_17:2)",769.6317404,569.4542464,527.4072464,503.4072464
"TG(44:2) TG(12:0_16:1_16:1)",769.6317404,569.4542464,515.4072464,515.4072464
"TG(44:2) TG(10:0_14:1_20:1)",769.6317404,597.4855464,543.4385464,459.3446464
"TG(44:2) TG(10:0_16:1_18:1)",769.6317404,597.4855464,515.4072464,487.3759464
"TG(44:2) TG(10:0_17:0_17:2)",769.6317404,597.4855464,499.3759464,503.4072464
"TG(44:2) TG(14:1_22:1_8:0)",769.6317404,543.4385464,431.3133464,625.5168464
"TG(44:2) TG(16:1_20:1_8:0)",769.6317404,515.4072464,459.3446464,625.5168464
"TG(44:2) TG(17:2_19:0_8:0)",769.6317404,503.4072464,471.3446464,625.5168464
"TG(44:2) TG(18:1_18:1_8:0)",769.6317404,487.3759464,487.3759464,625.5168464
"TG(44:1) TG(14:0_14:0_16:1)",771.6473404,543.4385464,543.4385464,517.4228464
"TG(44:1) TG(14:0_15:0_15:1)",771.6473404,543.4385464,529.4228464,531.4385464
"TG(44:1) TG(14:0_14:1_16:0)",771.6473404,543.4385464,545.4541464,515.4072464
"TG(44:1) TG(13:0_14:0_17:1)",771.6473404,557.4541464,543.4385464,503.4072464
"TG(44:1) TG(13:0_15:1_16:0)",771.6473404,557.4541464,531.4385464,515.4072464
"TG(44:1) TG(12:0_12:0_20:1)",771.6473404,571.4698464,571.4698464,461.3602464
